osmid,ref,name,highway,oneway,reversed,length,geometry,lanes
268796318,PB-400,Rua Prefeito José Ferreira Cajú,primary,False,True,38.461,"LINESTRING (-38.5128458 -7.3107249, -38.5130497 -7.3110055)",
268796344,,,residential,False,False,45.642,"LINESTRING (-38.5128458 -7.3107249, -38.5125146 -7.310971)",
268796261,,Rua Andrelino Timódeo,residential,False,False,85.571,"LINESTRING (-38.5140894 -7.3111841, -38.5133327 -7.3113541)",
268796261,,Rua Andrelino Timódeo,residential,False,True,8.108,"LINESTRING (-38.5140894 -7.3111841, -38.5141611 -7.311168)",
268796382,,Rua Tomáz Romeu,residential,False,True,150.784,"LINESTRING (-38.5140894 -7.3111841, -38.5140236 -7.3108647, -38.5140096 -7.3108248, -38.5139935 -7.3108061, -38.513972 -7.3107968, -38.5139566 -7.3107942, -38.5139311 -7.3107955, -38.5130497 -7.3110055)",
268796311,,Rua Mãe Umbilina,residential,False,True,60.236,"LINESTRING (-38.5125146 -7.310971, -38.5128305 -7.3114129)",
268796344,,,residential,False,False,17.114,"LINESTRING (-38.5125146 -7.310971, -38.5123712 -7.3110298)",
268796344,,,residential,False,True,45.642,"LINESTRING (-38.5125146 -7.310971, -38.5128458 -7.3107249)",
268796261,,Rua Andrelino Timódeo,residential,False,False,66.872,"LINESTRING (-38.5151773 -7.3109827, -38.5151569 -7.3109664, -38.5151187 -7.3109605, -38.5150704 -7.3109585, -38.5149872 -7.3109678, -38.5145888 -7.3110613)",
268796316,,Rua Prefeito Adauto Luis de Oliveira,residential,False,True,58.376999999999995,"LINESTRING (-38.5151773 -7.3109827, -38.5151917 -7.3110024, -38.5152058 -7.3110389, -38.5152451 -7.3112088, -38.5153098 -7.3114888)",
797073802,,Rua Andreino Timoteo,residential,False,False,42.743,"LINESTRING (-38.5151773 -7.3109827, -38.5152793 -7.3109606, -38.5155559 -7.3109006)",
268796318,PB-400,Rua Prefeito José Ferreira Cajú,primary,False,False,38.461,"LINESTRING (-38.5130497 -7.3110055, -38.5128458 -7.3107249)",
268796318,PB-400,Rua Prefeito José Ferreira Cajú,primary,False,True,20.597,"LINESTRING (-38.5130497 -7.3110055, -38.5131701 -7.3111471)",
268796382,,Rua Tomáz Romeu,residential,False,False,150.784,"LINESTRING (-38.5130497 -7.3110055, -38.5139311 -7.3107955, -38.5139566 -7.3107942, -38.513972 -7.3107968, -38.5139935 -7.3108061, -38.5140096 -7.3108248, -38.5140236 -7.3108647, -38.5140894 -7.3111841)",
268796261,,Rua Andrelino Timódeo,residential,False,True,85.571,"LINESTRING (-38.5133327 -7.3113541, -38.5140894 -7.3111841)",
268796318,PB-400,Rua Prefeito José Ferreira Cajú,primary,False,False,29.179,"LINESTRING (-38.5133327 -7.3113541, -38.5131701 -7.3111471)",
268796318,PB-400,Rua Prefeito José Ferreira Cajú,primary,False,True,40.77,"LINESTRING (-38.5133327 -7.3113541, -38.5135616 -7.311642)",
268796344,,,residential,False,True,23.488,"LINESTRING (-38.5114276 -7.3113795, -38.511623 -7.3112955)",
268796315,,Rua Pedro Magalhães de Moura,residential,False,False,51.461,"LINESTRING (-38.5153098 -7.3114888, -38.5148571 -7.3116009)",
"[268796315, 268796379]",,"['Rua Pedro Magalhães de Moura', 'Rua São João Martins']",residential,False,"[False, True]",114.03300000000002,"LINESTRING (-38.5153098 -7.3114888, -38.5155239 -7.3114443, -38.5158261 -7.3113815, -38.5158831 -7.3113848, -38.5159347 -7.3114087, -38.5159595 -7.311432, -38.5159709 -7.3114613, -38.516051 -7.3117753)",
268796316,,Rua Prefeito Adauto Luis de Oliveira,residential,False,False,58.37700000000001,"LINESTRING (-38.5153098 -7.3114888, -38.5152451 -7.3112088, -38.5152058 -7.3110389, -38.5151917 -7.3110024, -38.5151773 -7.3109827)",
268796316,,Rua Prefeito Adauto Luis de Oliveira,residential,False,True,51.592999999999996,"LINESTRING (-38.5153098 -7.3114888, -38.515339 -7.3116052, -38.5153674 -7.3117475, -38.5154063 -7.3119427)",
268796287,,Rua Francisco Timóteo,residential,False,False,50.504,"LINESTRING (-38.5148571 -7.3116009, -38.5149629 -7.3120428)",
268796315,,Rua Pedro Magalhães de Moura,residential,False,False,11.007,"LINESTRING (-38.5148571 -7.3116009, -38.514759 -7.3116191)",
268796315,,Rua Pedro Magalhães de Moura,residential,False,True,51.461,"LINESTRING (-38.5148571 -7.3116009, -38.5153098 -7.3114888)",
268796379,,Rua São João Martins,residential,False,False,45.172,"LINESTRING (-38.516051 -7.3117753, -38.5161516 -7.3121691)",
268796266,,Rua Antônio Pereira,residential,False,True,73.5,"LINESTRING (-38.516051 -7.3117753, -38.5156992 -7.3118666, -38.5154063 -7.3119427)",
"[268796379, 268796315]",,"['Rua São João Martins', 'Rua Pedro Magalhães de Moura']",residential,False,"[False, True]",114.033,"LINESTRING (-38.516051 -7.3117753, -38.5159709 -7.3114613, -38.5159595 -7.311432, -38.5159347 -7.3114087, -38.5158831 -7.3113848, -38.5158261 -7.3113815, -38.5155239 -7.3114443, -38.5153098 -7.3114888)",
