osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,junction
297015065,2,Rua Irmã Abrosina,residential,False,False,11.65,,,"LINESTRING (-38.4507629 -3.8903065, -38.4507466 -3.89041)",
589654183,,Avenida Eusébio de Queiroz,primary,True,False,4.417,CE-251,40,"LINESTRING (-38.4507629 -3.8903065, -38.4507231 -3.8903075)",
589654178,,,primary_link,True,False,12.698,,,"LINESTRING (-38.4507629 -3.8903065, -38.4507872 -3.890266, -38.4508228 -3.8902092)",
593370432,2,Rua Irmã Ambrosina,residential,False,True,15.11,,,"LINESTRING (-38.4507155 -3.8905423, -38.4507466 -3.89041)",
593370432,2,Rua Irmã Ambrosina,residential,False,False,140.426,,,"LINESTRING (-38.4507155 -3.8905423, -38.4505418 -3.8909966, -38.4504627 -3.8911852, -38.4503782 -3.8914114, -38.4503111 -3.8915706, -38.4502468 -3.8917151)",
593370433,,Rua Santa Adélia,residential,False,True,57.177,,,"LINESTRING (-38.4507155 -3.8905423, -38.4507926 -3.8905263, -38.4510574 -3.8904393, -38.4511198 -3.8904165, -38.4512049 -3.8903832)",
593370432,2,Rua Irmã Ambrosina,residential,False,True,140.426,,,"LINESTRING (-38.4502468 -3.8917151, -38.4503111 -3.8915706, -38.4503782 -3.8914114, -38.4504627 -3.8911852, -38.4505418 -3.8909966, -38.4507155 -3.8905423)",
631132936,,Avenida Eusébio de Queiroz,primary,True,False,233.734,CE-251,40,"LINESTRING (-38.4538664 -3.8894251, -38.4533695 -3.8896224, -38.4531945 -3.8896974, -38.4526996 -3.8898927, -38.4526158 -3.8899288, -38.4523677 -3.8900178, -38.4521089 -3.8900974, -38.451891 -3.8901477)",
589554501,,Rua Eduardo Sá,tertiary,True,False,8.292,,,"LINESTRING (-38.4538423 -3.8905416, -38.4539153 -3.8905256)",
297015691,,Avenida Coronel Cícero de Sá,secondary,True,False,125.578,CE-251,40,"LINESTRING (-38.4538423 -3.8905416, -38.453857 -3.8902593, -38.4538826 -3.8898298, -38.4539103 -3.8895595, -38.453908 -3.8895171, -38.4539006 -3.8894823, -38.4538858 -3.8894552, -38.4538664 -3.8894251)",
297015879,,Avenida Coronel Cícero de Sá,secondary,True,False,9.374,CE-251,40,"LINESTRING (-38.4539153 -3.8905256, -38.4539153 -3.8906099)",
589554501,,Rua Eduardo Sá,tertiary,True,False,175.58300000000003,,,"LINESTRING (-38.4539153 -3.8905256, -38.4545282 -3.8903784, -38.4545913 -3.8903603, -38.4546456 -3.8903376, -38.4546985 -3.8903095, -38.4547877 -3.890252, -38.4553175 -3.8898566)",
631132936,,Avenida Eusébio de Queiroz,primary,True,False,23.378,CE-251,40,"LINESTRING (-38.4540604 -3.889343, -38.4538664 -3.8894251)",
297015879,,Avenida Coronel Cícero de Sá,secondary,True,False,132.93599999999998,CE-251,40,"LINESTRING (-38.4540604 -3.889343, -38.4540392 -3.8893934, -38.4540209 -3.8894463, -38.4540081 -3.8895117, -38.4539804 -3.8897456, -38.453969 -3.8898559, -38.4539361 -3.8902607, -38.4539153 -3.8905256)",
