osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,bridge
88464846,Rua Ergílio Carlos Colonetti,residential,False,False,30.131,,"LINESTRING (-49.2973479 -28.7106003, -49.2970394 -28.7105856)",,
88464846,Rua Ergílio Carlos Colonetti,residential,False,True,72.547,,"LINESTRING (-49.2973479 -28.7106003, -49.2980907 -28.7106356)",,
287776886,Rua Paulino Búrigo,residential,False,False,59.417,,"LINESTRING (-49.2973479 -28.7106003, -49.297308 -28.7111335)",,
287776886,Rua Paulino Búrigo,residential,False,True,183.156,,"LINESTRING (-49.2973479 -28.7106003, -49.2974623 -28.7089562)",,
88464471,Rua Giácomo Casagrande,residential,False,False,221.309,,"LINESTRING (-49.2929813 -28.7106401, -49.2929068 -28.7126293)",,
433683509,Avenida Manoel Gregório Pacheco,tertiary,False,False,75.225,ICR-251,"LINESTRING (-49.2929813 -28.7106401, -49.2922683 -28.710382)",,
433683509,Avenida Manoel Gregório Pacheco,tertiary,False,True,78.312,ICR-251,"LINESTRING (-49.2929813 -28.7106401, -49.2937218 -28.7109125)",,
88464846,Rua Ergílio Carlos Colonetti,residential,False,False,88.839,,"LINESTRING (-49.3013918 -28.7107927, -49.3004822 -28.7107494)",,
88464846,Rua Ergílio Carlos Colonetti,residential,False,True,66.209,,"LINESTRING (-49.3013918 -28.7107927, -49.3020697 -28.7108249)",,
88465020,Rua Antônio Guglielmi Sobrinho,residential,False,False,108.706,,"LINESTRING (-49.3013918 -28.7107927, -49.3013463 -28.7117695)",,
88465020,Rua Antônio Guglielmi Sobrinho,residential,False,True,187.832,,"LINESTRING (-49.3013918 -28.7107927, -49.3014677 -28.7091048)",,
509359208,Rodovia Paulino Búrigo,primary,False,False,22.205,SC-445,"LINESTRING (-49.2991935 -28.7073869, -49.2990164 -28.7075124)",,
88464447,Rua Melchíades Bonifácio Espíndola,residential,False,False,83.858,,"LINESTRING (-49.2991935 -28.7073869, -49.2989366 -28.7073789, -49.2983342 -28.7073602)",,
88464471,Rua Giácomo Casagrande,residential,False,False,66.697,,"LINESTRING (-49.292848 -28.714199, -49.2928256 -28.7147985)",,
