osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,access
115018843,Rua Manoel Cabral,tertiary,False,False,160.44799999999998,"LINESTRING (-43.5050113 -20.387537, -43.5042448 -20.3875395, -43.5041706 -20.3874959, -43.5039706 -20.3868815)",,,,
115018920,Rua Xavier da Veiga,residential,False,False,348.84099999999995,"LINESTRING (-43.5050113 -20.387537, -43.5048699 -20.3876024, -43.5043853 -20.3879225, -43.5041824 -20.3880259, -43.5040649 -20.388069, -43.5039774 -20.3880729, -43.503839 -20.3879859, -43.5036276 -20.3878383, -43.5033861 -20.3878259, -43.5030353 -20.3878523, -43.5028835 -20.3879813, -43.5027889 -20.3881938, -43.5025622 -20.3886593, -43.5025182 -20.3887751)",,,,
191983166,Rua Pacífico Homem,tertiary,False,True,280.195,"LINESTRING (-43.5050113 -20.387537, -43.5051651 -20.387659, -43.5057743 -20.3884759, -43.5064273 -20.3893015, -43.5066453 -20.38953)",,,,
193939976,Rua Xavier da Veiga,tertiary,True,False,213.957,"LINESTRING (-43.5050113 -20.387537, -43.5051172 -20.3871326, -43.5051836 -20.3868588, -43.5052459 -20.3866383, -43.5053601 -20.3865283, -43.5054551 -20.3864619, -43.5056291 -20.3863996, -43.5058249 -20.3863346, -43.5059174 -20.3862789, -43.505965 -20.3862333, -43.5061171 -20.3860957)",,,,
194627895,Largo Vicente Botelho,residential,True,False,52.252,"LINESTRING (-43.50145 -20.3890378, -43.5019454 -20.3891098)",,,,
945090262,Rua Antônio Martins,tertiary,False,True,49.314,"LINESTRING (-43.50145 -20.3890378, -43.5014277 -20.3885948)",,,,
191983162,Rua Diogo de Vasconcelos,tertiary,False,False,17.859,"LINESTRING (-43.5069283 -20.3877824, -43.5069566 -20.387624)",,,,
191983162,Rua Diogo de Vasconcelos,tertiary,False,True,208.10500000000002,"LINESTRING (-43.5069283 -20.3877824, -43.5068683 -20.3884271, -43.5067977 -20.3888548, -43.5066975 -20.3896408)",,,,
385854751,Rua Coronel Alves,residential,True,False,26.396,"LINESTRING (-43.5048385 -20.3859089, -43.5050911 -20.385892)",,,,
393526133,Rua Costa Sena,tertiary,True,False,163.97800000000004,"LINESTRING (-43.5048385 -20.3859089, -43.5048515 -20.3860036, -43.5046655 -20.3863782, -43.5044644 -20.3867139, -43.5045027 -20.3867693, -43.5044512 -20.3867981, -43.5043788 -20.3868188, -43.5042789 -20.3868323, -43.5042192 -20.3868392, -43.5039706 -20.3868815)",,,,
32672498,Praça Reinaldo Alves de Brito,tertiary,False,False,86.58,"LINESTRING (-43.5056246 -20.3852437, -43.5060008 -20.3845495)",,,,
528559428,Rua Conde de Bobadela,tertiary,True,False,82.91,"LINESTRING (-43.5056246 -20.3852437, -43.5048317 -20.3853033)",2,30,,
220802084,Rua Padre Rolim,secondary,False,False,18.342,"LINESTRING (-43.5037781 -20.3847468, -43.5036495 -20.3848594)",,40,,
32672527,Rua Senador Rocha Lagoa,tertiary,True,False,62.839,"LINESTRING (-43.5037781 -20.3847468, -43.5040492 -20.384725, -43.5043767 -20.3846814)",,,,
220802084,Rua Padre Rolim,secondary,False,True,86.45500000000001,"LINESTRING (-43.5037781 -20.3847468, -43.5038772 -20.3843275, -43.5040194 -20.384006)",,40,,
114992221,Rua Bárbara Heliodora,residential,False,True,47.611,"LINESTRING (-43.4989324 -20.3890248, -43.4991425 -20.3886446)",,,,
194636295,Rua Coronel Seraphim,tertiary,False,False,186.993,"LINESTRING (-43.4989324 -20.3890248, -43.4990723 -20.3890675, -43.4993642 -20.3891452, -43.4995868 -20.3892832, -43.4997021 -20.3893645, -43.4999458 -20.3893748, -43.5004017 -20.3891876, -43.5005922 -20.389195)",,,,
194636295,Rua Coronel Seraphim,tertiary,False,True,40.237,"LINESTRING (-43.5008011 -20.3894993, -43.5005922 -20.389195)",,,,
"[194637434, 194637431, 194636295]",Rua Coronel Seraphim,tertiary,False,False,29.623,"LINESTRING (-43.5008011 -20.3894993, -43.5009011 -20.3895881, -43.5009768 -20.3896395, -43.5010297 -20.3896424)",,,yes,
114992248,Rua Domingos de Abreu,residential,True,False,71.98,"LINESTRING (-43.5010297 -20.3896424, -43.5010268 -20.3893955, -43.5014338 -20.3892739)",,,,
194637434,,tertiary,False,False,49.063,"LINESTRING (-43.5010297 -20.3896424, -43.5012668 -20.3896696, -43.5014984 -20.3896799)",,,,
"[194637434, 194636295, 194637431]",Rua Coronel Seraphim,tertiary,False,True,29.622999999999998,"LINESTRING (-43.5010297 -20.3896424, -43.5009768 -20.3896395, -43.5009011 -20.3895881, -43.5008011 -20.3894993)",,,yes,
