osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,access,geometry
776102201,False,2,BR-364,trunk,60,True,4.139,,,"LINESTRING (-53.5280716 -16.9485198, -53.5280879 -16.948486)"
882648208,True,2,,trunk_link,,False,28.787999999999997,Avenida 7 de Setembro,permissive,"LINESTRING (-53.5280716 -16.9485198, -53.5281312 -16.9485607, -53.5281698 -16.9486025, -53.5282003 -16.9486521, -53.5282085 -16.9487271)"
415817450,False,,,residential,,True,129.862,Avenida Quinze de Novembro,,"LINESTRING (-53.5255904 -16.9467156, -53.525077 -16.9477752)"
415821115,False,,,residential,,True,124.579,Rua Antônio David,,"LINESTRING (-53.5255904 -16.9467156, -53.5266471 -16.9471988)"
415817833,False,,,tertiary,,True,118.659,Rua Treze de Maio,,"LINESTRING (-53.529026 -16.947059, -53.5300338 -16.9475166)"
415822507,True,3,,tertiary,60,False,121.35900000000001,Avenida 7 de Setembro,permissive,"LINESTRING (-53.529026 -16.947059, -53.5288546 -16.9474088, -53.5285417 -16.9480472)"
415817839,False,,,residential,,False,117.989,Rua Antônio David,,"LINESTRING (-53.5285417 -16.9480472, -53.5295396 -16.9485106)"
415822507,True,3,,tertiary,60,False,48.495,Avenida 7 de Setembro,permissive,"LINESTRING (-53.5285417 -16.9480472, -53.5283482 -16.9484421)"
415817839,False,,,residential,,True,58.553,Rua Antônio David,,"LINESTRING (-53.5321477 -16.9497218, -53.5316525 -16.9494918)"
415817841,False,,,residential,,False,118.559,Rua Voluntários da Pátria,,"LINESTRING (-53.5280244 -16.9491028, -53.5290326 -16.9495575)"
415822507,True,3,,tertiary,60,False,122.64000000000001,Avenida 7 de Setembro,permissive,"LINESTRING (-53.5280244 -16.9491028, -53.527764 -16.9496322, -53.5275611 -16.9500481, -53.5275349 -16.9501014)"
415817841,False,,,residential,,True,135.49,Rua Voluntários da Pátria,,"LINESTRING (-53.5311568 -16.9505158, -53.5300047 -16.949996)"
415821106,False,,,residential,,True,125.479,Avenida Petrilio Abilio Alves,,"LINESTRING (-53.5311568 -16.9505158, -53.5316525 -16.9494918)"
415817841,False,,,residential,,False,246.716,Rua Voluntários da Pátria,,"LINESTRING (-53.5311568 -16.9505158, -53.5329426 -16.9512661, -53.533291 -16.9513826)"
415818682,False,,,residential,,False,152.055,,,"LINESTRING (-53.533291 -16.9513826, -53.5338702 -16.9501324)"
415817841,False,,,residential,,True,246.716,Rua Voluntários da Pátria,,"LINESTRING (-53.533291 -16.9513826, -53.5329426 -16.9512661, -53.5311568 -16.9505158)"
415822507,True,3,,tertiary,60,False,36.307,Avenida 7 de Setembro,permissive,"LINESTRING (-53.5270522 -16.9510844, -53.526907 -16.9513799)"
776102194,True,3,,tertiary,60,False,52.695,Avenida 7 de Setembro,permissive,"LINESTRING (-53.5264515 -16.9513035, -53.5266642 -16.9508755)"
415817841,False,,,residential,,False,135.49,Rua Voluntários da Pátria,,"LINESTRING (-53.5300047 -16.949996, -53.5311568 -16.9505158)"
415817841,False,,,residential,,True,114.317,Rua Voluntários da Pátria,,"LINESTRING (-53.5300047 -16.949996, -53.5290326 -16.9495575)"
415819324,False,,,residential,,False,126.976,Avenida Benedito Soares,,"LINESTRING (-53.5300047 -16.949996, -53.5305309 -16.948971)"
415819324,False,,,residential,,True,123.201,Avenida Benedito Soares,,"LINESTRING (-53.5300047 -16.949996, -53.5295016 -16.950994)"
415817839,False,,,residential,,False,132.612,Rua Antônio David,,"LINESTRING (-53.5305309 -16.948971, -53.5316525 -16.9494918)"
415817839,False,,,residential,,True,117.211,Rua Antônio David,,"LINESTRING (-53.5305309 -16.948971, -53.5295396 -16.9485106)"
415819324,False,,,residential,,False,123.418,Avenida Benedito Soares,,"LINESTRING (-53.5305309 -16.948971, -53.5310278 -16.947968)"
415819324,False,,,residential,,True,126.976,Avenida Benedito Soares,,"LINESTRING (-53.5305309 -16.948971, -53.5300047 -16.949996)"
415817833,False,,,tertiary,,False,117.037,Rua Treze de Maio,,"LINESTRING (-53.5310278 -16.947968, -53.5300338 -16.9475166)"
415819324,False,,,residential,,False,118.164,Avenida Benedito Soares,,"LINESTRING (-53.5310278 -16.947968, -53.5314887 -16.9470011)"
415819324,False,,,residential,,True,123.418,Avenida Benedito Soares,,"LINESTRING (-53.5310278 -16.947968, -53.5305309 -16.948971)"
415817833,False,,,tertiary,,True,131.52,Rua Treze de Maio,,"LINESTRING (-53.5310278 -16.947968, -53.5311125 -16.9480065, -53.53214 -16.9484848)"
415819324,False,,,residential,,True,28.28,Avenida Benedito Soares,,"LINESTRING (-53.5335219 -16.9428488, -53.5334082 -16.9430787)"
