osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,maxspeed,access
302813559,False,2,BA-690,Avenida Prefeito Deoclécio Pereira Sobrinho,secondary,False,30.072,"LINESTRING (-40.2160762 -17.3723278, -40.2158063 -17.3724102)",,,
302813559,False,2,BA-690,Avenida Prefeito Deoclécio Pereira Sobrinho,secondary,True,44.613,"LINESTRING (-40.2160762 -17.3723278, -40.2164921 -17.3722693)",,,
303532418,False,,,Rua Nossa Senhora da Conceição,residential,False,76.396,"LINESTRING (-40.2215152 -17.3721949, -40.2213323 -17.3715304)",,,
681432126,False,,BA-690,Praça da Biblia,secondary,False,36.105,"LINESTRING (-40.2215152 -17.3721949, -40.2211864 -17.3722783)",,,
681432127,False,,BA-690,Rua Nossa Senhora da Conceição,secondary,True,42.845,"LINESTRING (-40.2215152 -17.3721949, -40.2216395 -17.3725615)",,,
303532476,False,,,Rua Quinze de Novembro,residential,False,60.418,"LINESTRING (-40.2208887 -17.3723625, -40.2210248 -17.3728901)",,,
681432126,False,,BA-690,Praça da Biblia,secondary,False,9.793,"LINESTRING (-40.2208887 -17.3723625, -40.2207971 -17.3723732)",,,
681432126,False,,BA-690,Praça da Biblia,secondary,True,32.951,"LINESTRING (-40.2208887 -17.3723625, -40.2211864 -17.3722783)",,,
681432126,False,,BA-690,Praça da Biblia,secondary,True,9.793,"LINESTRING (-40.2207971 -17.3723732, -40.2208887 -17.3723625)",,,
1182741527,False,,BA-690,Rua Bahia,secondary,False,46.866,"LINESTRING (-40.2207971 -17.3723732, -40.2204474 -17.3726306)",,,
303532439,False,,,Praça da Biblia,residential,False,57.231,"LINESTRING (-40.2207971 -17.3723732, -40.221001 -17.3720101, -40.2210613 -17.371925)",,,
681704100,False,,BA-690,Rua Valdomiro Boz,secondary,True,63.705,"LINESTRING (-40.2233552 -17.372452, -40.2236233 -17.3729646)",,,
"[303532464, 681432129]",False,,,"['Rua Liziario Amaral', 'Rua da Matriz']",residential,False,125.047,"LINESTRING (-40.2233552 -17.372452, -40.2236027 -17.3724983, -40.2239014 -17.3725185, -40.2239235 -17.3725117, -40.2239399 -17.3725009, -40.223949 -17.3724817, -40.2239513 -17.3724561, -40.2239527 -17.3723703, -40.2239104 -17.3719479)",,,
681432128,False,,BA-690,Rua da Matriz,secondary,False,184.298,"LINESTRING (-40.2233552 -17.372452, -40.2232718 -17.372438, -40.2230573 -17.372417, -40.2228212 -17.3723997, -40.2227636 -17.3723968, -40.2226544 -17.3723912, -40.2225325 -17.3723939, -40.2224222 -17.3724053, -40.2216395 -17.3725615)",,,
558231545,False,,BA-690,Praça Sete,secondary,True,14.613,"LINESTRING (-40.2201054 -17.3726305, -40.2202414 -17.3726511)",,,
558231548,False,,BA-690,Rua Paraná,secondary,False,72.695,"LINESTRING (-40.2201054 -17.3726305, -40.2194361 -17.3724913)",,,
681692439,False,,,Rua Timóteo Freire de Oliveira,residential,True,69.737,"LINESTRING (-40.2201054 -17.3726305, -40.2200213 -17.3720085)",,,
"[558231544, 303532492]",True,,,"['Rua Santo Antônio', 'Praça Sete']",tertiary,False,105.82199999999999,"LINESTRING (-40.2201054 -17.3726305, -40.2200591 -17.3729318, -40.219955 -17.3734602, -40.2199316 -17.3735674)",,,
157701595,False,,BA-690,Rua Arnaldo Costa,secondary,True,90.452,"LINESTRING (-40.2241282 -17.3732754, -40.2249701 -17.3731485)",,,
681704101,False,,BA-690,Praça Anfilofio Pereira Costa,secondary,False,30.812,"LINESTRING (-40.2241282 -17.3732754, -40.2239004 -17.3734472)",,,
681700732,False,,,Praça Anfilofio Pereira,residential,True,34.228,"LINESTRING (-40.2241282 -17.3732754, -40.2240787 -17.3731395, -40.2240246 -17.3729839)",,,
301077622,False,,,Rua Esbela Costa,residential,False,141.911,"LINESTRING (-40.2239004 -17.3734472, -40.2228758 -17.3742673)",,,
681704101,False,,BA-690,Praça Anfilofio Pereira Costa,secondary,True,30.812,"LINESTRING (-40.2239004 -17.3734472, -40.2241282 -17.3732754)",,,
1182741524,False,,BA-690,Praça Anfilofio Pereira Costa,secondary,False,46.958,"LINESTRING (-40.2239004 -17.3734472, -40.2237945 -17.3732721, -40.2236885 -17.3730766)",,,
681432130,False,,,Rua Adão Fernandes,residential,True,45.578,"LINESTRING (-40.221087 -17.3749349, -40.221507 -17.3748492)",,,
681704102,False,,,Rua Adão Fernandes,tertiary,False,62.415,"LINESTRING (-40.221087 -17.3749349, -40.2205125 -17.3750551)",,,
681704104,False,,,Rua do Porto,tertiary,True,48.74,"LINESTRING (-40.221087 -17.3749349, -40.2211893 -17.3750396, -40.2212591 -17.3751017, -40.2213355 -17.3751688, -40.2214266 -17.3752277)",,,
1072055716,False,,,Rua Newton Farias,residential,False,69.675,"LINESTRING (-40.2199682 -17.3751557, -40.2193287 -17.3752976)",,,
681704102,False,,,Rua Adão Fernandes,tertiary,True,58.834999999999994,"LINESTRING (-40.2199682 -17.3751557, -40.2201503 -17.375122, -40.2205125 -17.3750551)",,,
681704103,False,,,Rua do Porto,residential,True,18.054,"LINESTRING (-40.2214266 -17.3752277, -40.2215928 -17.375193)",,,
