osmid,highway,junction,oneway,reversed,length,geometry,lanes,name,ref
789141034,secondary,roundabout,True,False,25.101,"LINESTRING (-44.0324775 -10.7226778, -44.0324815 -10.7226328, -44.0324963 -10.7225901, -44.0325211 -10.7225521, -44.0325545 -10.722521, -44.0325944 -10.7224987)",,,
406905822,tertiary,,False,False,19.841,"LINESTRING (-44.0333305 -10.7214024, -44.0334911 -10.7214857)",2,Estrada de Acesso a Avenida Francisco de Souza,
406905822,tertiary,,False,True,228.77899999999997,"LINESTRING (-44.0333305 -10.7214024, -44.0329845 -10.7212121, -44.0328679 -10.7211357, -44.0327498 -10.7209908, -44.0326801 -10.7207035, -44.0325379 -10.7201764, -44.0323985 -10.7196915)",2,Estrada de Acesso a Avenida Francisco de Souza,
852471865,secondary,,True,False,221.54000000000002,"LINESTRING (-44.0333305 -10.7214024, -44.0336739 -10.7208326, -44.0339997 -10.7202739, -44.0343452 -10.7196775)",,Avenida Lidio Francisco de Souza,
316042063,secondary,,False,True,30.044,"LINESTRING (-44.0391603 -10.7154234, -44.0388928 -10.715486)",,Rua do Espirito Santo,
406905820,residential,,False,False,129.56900000000002,"LINESTRING (-44.0391603 -10.7154234, -44.0390778 -10.7155532, -44.0390349 -10.7156336, -44.0390215 -10.7156975, -44.0390242 -10.7157917, -44.0390282 -10.7159169, -44.0390202 -10.715998, -44.0389813 -10.7160625, -44.0389142 -10.7161166, -44.0388056 -10.7161726, -44.0385595 -10.7163024)",,Rua Serafim Ferreira Dias,
316042063,secondary,,False,True,21.193,"LINESTRING (-44.037696 -10.7156557, -44.0375043 -10.7156848)",,Rua do Espirito Santo,
316042068,residential,,False,True,113.624,"LINESTRING (-44.037696 -10.7156557, -44.0378911 -10.7166594)",,Rua São Gonçalo,
316042063,secondary,,False,False,63.961,"LINESTRING (-44.037696 -10.7156557, -44.0378554 -10.7156316, -44.0382768 -10.7155842)",,Rua do Espirito Santo,
316042063,secondary,,False,True,7.161,"LINESTRING (-44.0369368 -10.7158352, -44.0368752 -10.7158572)",,Rua do Espirito Santo,
789206355,residential,,True,False,123.464,"LINESTRING (-44.0369368 -10.7158352, -44.0372526 -10.7169013)",,Rua Sete de Setembro,
316042063,secondary,,False,False,64.305,"LINESTRING (-44.0369368 -10.7158352, -44.0370715 -10.7157904, -44.0372124 -10.7157509, -44.0374088 -10.7157002, -44.0375043 -10.7156848)",,Rua do Espirito Santo,
316042065,residential,,False,False,99.09100000000001,"LINESTRING (-44.0340614 -10.7160039, -44.0339568 -10.7159209, -44.0338603 -10.7158886, -44.0337657 -10.7158912, -44.0336826 -10.7159209, -44.0336202 -10.7159617, -44.033302 -10.7162197)",,,
316042065,residential,,False,True,53.312000000000005,"LINESTRING (-44.0340614 -10.7160039, -44.0341714 -10.7161126, -44.0342975 -10.7162716, -44.0343651 -10.716377)",,,
979424212,unclassified,,False,True,123.659,"LINESTRING (-44.0340614 -10.7160039, -44.0344848 -10.715888, -44.0350427 -10.7157509, -44.0351598 -10.7157456)",,,
316042063,secondary,,False,False,77.758,"LINESTRING (-44.0361515 -10.7161291, -44.0368159 -10.7158784)",,Rua do Espirito Santo,
316042063,secondary,,False,True,86.935,"LINESTRING (-44.0361515 -10.7161291, -44.035424 -10.7164458)",,Rua do Espirito Santo,
778937088,residential,,False,True,114.793,"LINESTRING (-44.0361515 -10.7161291, -44.0364392 -10.717122)",,Rua Treze de Maio,
316042065,residential,,False,False,60.275000000000006,"LINESTRING (-44.033302 -10.7162197, -44.0330724 -10.7164081, -44.0329658 -10.7164849, -44.0328605 -10.7165422)",,,
316042065,residential,,False,True,99.09100000000001,"LINESTRING (-44.033302 -10.7162197, -44.0336202 -10.7159617, -44.0336826 -10.7159209, -44.0337657 -10.7158912, -44.0338603 -10.7158886, -44.0339568 -10.7159209, -44.0340614 -10.7160039)",,,
316042063,secondary,,False,False,86.935,"LINESTRING (-44.035424 -10.7164458, -44.0361515 -10.7161291)",,Rua do Espirito Santo,
883142766,residential,,False,True,5.698,"LINESTRING (-44.035424 -10.7164458, -44.0353776 -10.7164692)",,Rua do Espirito Santo,
778937086,secondary,,False,True,98.85400000000001,"LINESTRING (-44.035424 -10.7164458, -44.0354139 -10.7170449, -44.0354334 -10.7173341)",,Rua Otávio Mangabeira,
788937783,tertiary,,False,False,92.915,"LINESTRING (-44.0315415 -10.7164915, -44.0315013 -10.7164315, -44.0314382 -10.7163432, -44.0312035 -10.7157292)",2,Estrada para o Baixão de Cecilio,
789136499,residential,,False,True,91.539,"LINESTRING (-44.0315415 -10.7164915, -44.0316729 -10.7164697, -44.0317326 -10.7164855, -44.031795 -10.716533, -44.0322013 -10.7169171)",,Praça João Procopio,
802082320,tertiary,,False,False,67.71,"LINESTRING (-44.0315415 -10.7164915, -44.03151 -10.7165652, -44.031461 -10.7166812, -44.031453 -10.716751, -44.0314691 -10.7168347, -44.0315093 -10.7169388, -44.031565 -10.717064)",2,Rua Santa Luzia,
316042065,residential,,False,False,13.896,"LINESTRING (-44.0328605 -10.7165422, -44.0327458 -10.7165962)",,,
316042065,residential,,False,True,60.275000000000006,"LINESTRING (-44.0328605 -10.7165422, -44.0329658 -10.7164849, -44.0330724 -10.7164081, -44.033302 -10.7162197)",,,
788937782,residential,,False,False,162.91000000000003,"LINESTRING (-44.0328605 -10.7165422, -44.0326526 -10.7162253, -44.0326043 -10.7161818, -44.0325104 -10.7161185, -44.0323783 -10.7160461, -44.0321779 -10.7159123, -44.0320672 -10.7158405, -44.0319827 -10.7158076, -44.0318667 -10.7157891, -44.0316736 -10.7157792)",,,
316042065,residential,,False,False,18.794,"LINESTRING (-44.0327458 -10.7165962, -44.0325835 -10.7166522)",,,
316042065,residential,,False,True,13.896,"LINESTRING (-44.0327458 -10.7165962, -44.0328605 -10.7165422)",,,
406905827,residential,,False,False,224.75,"LINESTRING (-44.0327458 -10.7165962, -44.0328585 -10.7167609, -44.0329765 -10.7168848, -44.0331388 -10.7170034, -44.033301 -10.7171299, -44.0334539 -10.7172498, -44.0335451 -10.7174171, -44.0337208 -10.7178349, -44.0338428 -10.7182341)",,,
883142766,residential,,False,False,87.77,"LINESTRING (-44.0346633 -10.7168304, -44.0353776 -10.7164692)",,Rua do Espirito Santo,
