osmid,highway,oneway,reversed,length,geometry,ref,name,bridge,junction,lanes
277642353,residential,False,True,113.95400000000001,"LINESTRING (-42.6583153 -14.7673579, -42.6583169 -14.7673096, -42.6583149 -14.7672704, -42.6583055 -14.7672383, -42.6582917 -14.7671987, -42.658275 -14.7671504, -42.6579255 -14.766413)",,Rua Odete Alves Afonso,,,
367302347,tertiary,False,False,42.911,"LINESTRING (-42.6550526 -14.7674792, -42.655062 -14.767865)",BR-122;BA-030,Rua Doutor Deocleciano,,,
367302347,tertiary,False,True,12.889,"LINESTRING (-42.6550526 -14.7674792, -42.6550509 -14.7673633)",BR-122;BA-030,Rua Doutor Deocleciano,,,
1253253152,residential,False,True,51.005,"LINESTRING (-42.6550526 -14.7674792, -42.6555183 -14.7673919)",,Rua João Pessoa,,,
277642338,residential,False,False,18.434,"LINESTRING (-42.6619761 -14.7648635, -42.6618138 -14.7649169)",,Rua Genésio Ribeiro Souza,,,
831102288,primary,False,False,7.165,"LINESTRING (-42.6619761 -14.7648635, -42.6619385 -14.7648103)",BR-122;MGC-122,Rodoviaria Br-112,,,
277642341,residential,False,False,123.03,"LINESTRING (-42.6598912 -14.767294, -42.6596883 -14.7662051)",,,,,
277642341,residential,False,True,7.132,"LINESTRING (-42.6598912 -14.767294, -42.6599019 -14.7673573)",,,,,
277642336,secondary,True,False,126.418,"LINESTRING (-42.6598912 -14.767294, -42.6602852 -14.7672732, -42.6610635 -14.7672087)",BA-263,Avenida Montes Claros,,,
277642338,residential,False,False,41.119,"LINESTRING (-42.6595758 -14.7657756, -42.6592145 -14.7658968)",,Rua Genésio Ribeiro Souza,,,
277642338,residential,False,True,118.919,"LINESTRING (-42.6595758 -14.7657756, -42.6605956 -14.7653617)",,Rua Genésio Ribeiro Souza,,,
277642341,residential,False,False,135.085,"LINESTRING (-42.6595758 -14.7657756, -42.6591019 -14.7646505)",,,,,
277642341,residential,False,True,49.266,"LINESTRING (-42.6595758 -14.7657756, -42.6596883 -14.7662051)",,,,,
277642341,residential,False,True,135.085,"LINESTRING (-42.6591019 -14.7646505, -42.6595758 -14.7657756)",,,,,
277642375,residential,False,False,31.74,"LINESTRING (-42.6591019 -14.7646505, -42.6588168 -14.7647245)",,,,,
277642375,residential,False,True,31.659,"LINESTRING (-42.6591019 -14.7646505, -42.6593831 -14.7645661)",,,,,
277642343,residential,False,False,110.59700000000001,"LINESTRING (-42.6617225 -14.7690933, -42.6618138 -14.7687189, -42.6618379 -14.7685724, -42.6618554 -14.7683999, -42.6618607 -14.7683026, -42.6618518 -14.7682031, -42.6618199 -14.7681175)",,,,,
277642345,residential,False,False,69.517,"LINESTRING (-42.6612409 -14.7692288, -42.6610589 -14.7686289)",,,,,
277642345,residential,False,False,7.072,"LINESTRING (-42.6607143 -14.7675602, -42.6606885 -14.7675017)",,,,,
277642345,residential,False,True,59.599,"LINESTRING (-42.6607143 -14.7675602, -42.6609009 -14.7680649)",,,,,
367284871,residential,True,False,130.191,"LINESTRING (-42.6607143 -14.7675602, -42.6596157 -14.7680525)",,Avenida Abelardo Nina Rocha,,,
277642348,residential,False,False,60.881,"LINESTRING (-42.6600903 -14.7690543, -42.659855 -14.7685563)",,,,,
367284879,residential,False,False,94.108,"LINESTRING (-42.6600903 -14.7690543, -42.6593171 -14.7694509)",,,,,
367284879,residential,False,True,114.384,"LINESTRING (-42.6600903 -14.7690543, -42.6610589 -14.7686289)",,,,,
277642348,residential,False,True,61.646,"LINESTRING (-42.6596157 -14.7680525, -42.659855 -14.7685563)",,,,,
306321806,residential,False,False,6.293,"LINESTRING (-42.6596157 -14.7680525, -42.6595877 -14.7680028)",,Travessa Montes Claros,,,
367284871,residential,True,False,99.119,"LINESTRING (-42.6596157 -14.7680525, -42.6587964 -14.7684611)",,Avenida Abelardo Nina Rocha,,,
277642336,secondary,True,False,8.044,"LINESTRING (-42.6587554 -14.7673536, -42.6588302 -14.767355)",BA-263,Avenida Montes Claros,,,
277642351,residential,True,False,133.23000000000002,"LINESTRING (-42.6587554 -14.7673536, -42.6587085 -14.7671225, -42.6586897 -14.7670428, -42.6586481 -14.7669021, -42.6585744 -14.7666499, -42.6584235 -14.7662005)",,Avenida Governador Imbassay,,,
277642338,residential,False,False,58.528,"LINESTRING (-42.6584235 -14.7662005, -42.6579255 -14.766413)",,Rua Genésio Ribeiro Souza,,,
277642338,residential,False,True,9.573,"LINESTRING (-42.6584235 -14.7662005, -42.6585053 -14.7661665)",,Rua Genésio Ribeiro Souza,,,
277642351,residential,True,False,15.209,"LINESTRING (-42.6584235 -14.7662005, -42.6583805 -14.7660702)",,Avenida Governador Imbassay,,,
277642338,residential,False,False,60.565,"LINESTRING (-42.6579255 -14.766413, -42.6574036 -14.7666179)",,Rua Genésio Ribeiro Souza,,,
277642338,residential,False,True,58.528,"LINESTRING (-42.6579255 -14.766413, -42.6584235 -14.7662005)",,Rua Genésio Ribeiro Souza,,,
277642353,residential,False,False,113.95400000000001,"LINESTRING (-42.6579255 -14.766413, -42.658275 -14.7671504, -42.6582917 -14.7671987, -42.6583055 -14.7672383, -42.6583149 -14.7672704, -42.6583169 -14.7673096, -42.6583153 -14.7673579)",,Rua Odete Alves Afonso,,,
277642353,residential,False,True,237.799,"LINESTRING (-42.6579255 -14.766413, -42.6577314 -14.7659914, -42.6570699 -14.7644411)",,Rua Odete Alves Afonso,,,
277642336,secondary,True,False,9.122,"LINESTRING (-42.6582353 -14.7673852, -42.6583153 -14.7673579)",BA-263,Avenida Montes Claros,,,
367308560,secondary,False,True,57.129000000000005,"LINESTRING (-42.6582353 -14.7673852, -42.6579675 -14.7673683, -42.6578039 -14.7673566, -42.657706 -14.767343)",BA-263,Rua Deli José Fagundes,,,
367284866,residential,True,False,12.044,"LINESTRING (-42.6586776 -14.7684768, -42.6587661 -14.7684104)",,Avenida Abelardo Nina Rocha,,,
367284888,residential,False,False,32.153,"LINESTRING (-42.6586776 -14.7684768, -42.6584019 -14.7685888)",,Avenida Abelardo Nina Rocha,,,
277642357,secondary,False,False,119.344,"LINESTRING (-42.6539782 -14.7639094, -42.6547588 -14.7646724)",BA-263,Rua Deli José Fagundes,,,
306322370,secondary,True,False,13.581000000000001,"LINESTRING (-42.6539782 -14.7639094, -42.6539541 -14.7639105, -42.653931 -14.763904, -42.6539113 -14.7638905, -42.6538972 -14.7638715, -42.6538906 -14.7638434)",BA-263,,,roundabout,
277642359,residential,False,False,96.428,"LINESTRING (-42.655894 -14.7673005, -42.6563903 -14.7680228)",,,,,
367308564,residential,False,False,6.145,"LINESTRING (-42.655894 -14.7673005, -42.6558408 -14.7673207)",,Rua João Pessoa,,,
"[367308564, 367308565, 367284863]",residential,False,True,93.13999999999999,"LINESTRING (-42.655894 -14.7673005, -42.6563788 -14.7670954, -42.6565173 -14.7670386, -42.6566908 -14.7669721)",,Rua João Pessoa,yes,,
"[367308564, 367308565, 367284863]",residential,False,False,93.13999999999999,"LINESTRING (-42.6566908 -14.7669721, -42.6565173 -14.7670386, -42.6563788 -14.7670954, -42.655894 -14.7673005)",,Rua João Pessoa,yes,,
367308560,secondary,False,False,58.528,"LINESTRING (-42.6566908 -14.7669721, -42.6568859 -14.7671251, -42.6569764 -14.7671809, -42.6570576 -14.7672198, -42.6571474 -14.7672503)",BA-263,Rua Deli José Fagundes,,,
367308560,secondary,False,True,116.851,"LINESTRING (-42.6566908 -14.7669721, -42.6564742 -14.7667283, -42.6563843 -14.7666136, -42.6562469 -14.7664476, -42.6560256 -14.7661422)",BA-263,Rua Deli José Fagundes,,,
277642361,residential,False,False,28.256,"LINESTRING (-42.6555183 -14.7673919, -42.6555648 -14.767642)",,,,,
1253253152,residential,False,False,51.005,"LINESTRING (-42.6555183 -14.7673919, -42.6550526 -14.7674792)",,Rua João Pessoa,,,
1253253153,residential,True,False,35.568,"LINESTRING (-42.6555183 -14.7673919, -42.6558408 -14.7673207)",,Rua João Pessoa,,,
277642362,residential,False,False,56.042,"LINESTRING (-42.6555146 -14.7683052, -42.6550625 -14.768556)",,,,,
277642361,residential,False,True,60.254000000000005,"LINESTRING (-42.6555146 -14.7683052, -42.6556013 -14.7680188, -42.6555758 -14.7677766)",,,,,
277642362,residential,False,True,102.466,"LINESTRING (-42.6555146 -14.7683052, -42.6557956 -14.7683007, -42.6560484 -14.768291, -42.6562898 -14.7682579, -42.6563314 -14.7682456, -42.6563599 -14.7682277, -42.6563904 -14.7681984, -42.6564084 -14.7681485)",,,,,
277642434,residential,False,False,179.343,"LINESTRING (-42.6555146 -14.7683052, -42.6555463 -14.7686365, -42.6555656 -14.768951, -42.6555951 -14.769226, -42.6556179 -14.7693608, -42.6556461 -14.7694782, -42.6556668 -14.7695327, -42.6557185 -14.7696474, -42.6558472 -14.7698623)",,Rua José Novato,,,
277642364,residential,False,False,86.937,"LINESTRING (-42.657706 -14.767343, -42.6574036 -14.7666179)",,Rua Antonio Gomes Bitone,,,
367308560,secondary,False,False,57.129000000000005,"LINESTRING (-42.657706 -14.767343, -42.6578039 -14.7673566, -42.6579675 -14.7673683, -42.6582353 -14.7673852)",BA-263,Rua Deli José Fagundes,,,
367308560,secondary,False,True,60.943,"LINESTRING (-42.657706 -14.767343, -42.6574217 -14.7672989, -42.6571474 -14.7672503)",BA-263,Rua Deli José Fagundes,,,
277642338,residential,False,False,55.158,"LINESTRING (-42.6574036 -14.7666179, -42.6569415 -14.7668333)",,Rua Genésio Ribeiro Souza,,,
277642338,residential,False,True,60.565,"LINESTRING (-42.6574036 -14.7666179, -42.6579255 -14.766413)",,Rua Genésio Ribeiro Souza,,,
277642364,residential,False,False,139.445,"LINESTRING (-42.6574036 -14.7666179, -42.6568847 -14.7654686)",,Rua Antonio Gomes Bitone,,,
277642364,residential,False,True,86.937,"LINESTRING (-42.6574036 -14.7666179, -42.657706 -14.767343)",,Rua Antonio Gomes Bitone,,,
277642364,residential,False,True,82.378,"LINESTRING (-42.6565972 -14.7647819, -42.6568847 -14.7654686)",,Rua Antonio Gomes Bitone,,,
367302364,residential,False,False,72.334,"LINESTRING (-42.6565972 -14.7647819, -42.6560729 -14.7651895)",,,,,
367302364,residential,False,True,63.399,"LINESTRING (-42.6565972 -14.7647819, -42.6570699 -14.7644411)",,,,,
277642338,residential,False,True,55.158,"LINESTRING (-42.6569415 -14.7668333, -42.6574036 -14.7666179)",,Rua Genésio Ribeiro Souza,,,
277642366,residential,False,False,130.103,"LINESTRING (-42.6569415 -14.7668333, -42.6563821 -14.7657958)",,Rua José Ferreira Santos,,,
277642366,residential,False,True,51.382,"LINESTRING (-42.6569415 -14.7668333, -42.6571474 -14.7672503)",,Rua José Ferreira Santos,,,
277642366,residential,False,True,75.169,"LINESTRING (-42.6560729 -14.7651895, -42.6563821 -14.7657958)",,Rua José Ferreira Santos,,,
367302364,residential,False,False,65.71,"LINESTRING (-42.6560729 -14.7651895, -42.6555978 -14.7655612)",,,,,
367302364,residential,False,True,72.334,"LINESTRING (-42.6560729 -14.7651895, -42.6565972 -14.7647819)",,,,,
367302364,residential,False,True,65.71,"LINESTRING (-42.6555978 -14.7655612, -42.6560729 -14.7651895)",,,,,
367308560,secondary,False,False,79.307,"LINESTRING (-42.6555978 -14.7655612, -42.6560256 -14.7661422)",BA-263,Rua Deli José Fagundes,,,
"[367308560, 367308561, 277642357]",secondary,False,True,133.96499999999997,"LINESTRING (-42.6555978 -14.7655612, -42.6553282 -14.7652421, -42.6551759 -14.7650727, -42.6547588 -14.7646724)",BA-263,Rua Deli José Fagundes,yes,,
367302364,residential,False,False,63.399,"LINESTRING (-42.6570699 -14.7644411, -42.6565972 -14.7647819)",,,,,
367302364,residential,False,True,82.005,"LINESTRING (-42.6570699 -14.7644411, -42.657686 -14.7640064)",,,,,
277642353,residential,False,False,237.799,"LINESTRING (-42.6570699 -14.7644411, -42.6577314 -14.7659914, -42.6579255 -14.766413)",,Rua Odete Alves Afonso,,,
"[277642353, 367302367]",residential,False,True,98.63600000000001,"LINESTRING (-42.6570699 -14.7644411, -42.6567887 -14.7638196, -42.6567813 -14.7637956, -42.6567826 -14.7637761, -42.6567907 -14.7637567, -42.6568028 -14.7637346, -42.6569033 -14.7636674)",,Rua Odete Alves Afonso,,,
367302364,residential,False,False,12.262,"LINESTRING (-42.6577709 -14.7639328, -42.6577253 -14.7639736, -42.657686 -14.7640064)",,,,,
277642372,residential,False,False,137.189,"LINESTRING (-42.6588168 -14.7647245, -42.6592145 -14.7658968)",,Rua Antônio Marcos de Morais,,,
277642372,residential,False,True,107.594,"LINESTRING (-42.6588168 -14.7647245, -42.6585687 -14.7637871)",,Rua Antônio Marcos de Morais,,,
277642375,residential,False,True,31.74,"LINESTRING (-42.6588168 -14.7647245, -42.6591019 -14.7646505)",,,,,
306321803,residential,False,True,58.773,"LINESTRING (-42.6588168 -14.7647245, -42.6582914 -14.7648703)",,,,,
277642338,residential,False,False,65.61,"LINESTRING (-42.6592145 -14.7658968, -42.6586467 -14.7661129)",,Rua Genésio Ribeiro Souza,,,
277642338,residential,False,True,41.119,"LINESTRING (-42.6592145 -14.7658968, -42.6595758 -14.7657756)",,Rua Genésio Ribeiro Souza,,,
277642372,residential,False,True,137.189,"LINESTRING (-42.6592145 -14.7658968, -42.6588168 -14.7647245)",,Rua Antônio Marcos de Morais,,,
277642374,residential,False,True,109.246,"LINESTRING (-42.6593831 -14.7645661, -42.6590938 -14.7636243)",,Travessa Antônio Marcos de Morais,,,
277642375,residential,False,False,31.659,"LINESTRING (-42.6593831 -14.7645661, -42.6591019 -14.7646505)",,,,,
277642375,residential,False,True,68.644,"LINESTRING (-42.6593831 -14.7645661, -42.6599943 -14.7643878)",,,,,
277642375,residential,False,False,16.051,"LINESTRING (-42.6612398 -14.7639531, -42.6611079 -14.7640207)",,,,,
831102288,primary,False,True,121.78099999999999,"LINESTRING (-42.6612398 -14.7639531, -42.6614866 -14.7641969, -42.6616193 -14.764359, -42.6617655 -14.7645445, -42.6619385 -14.7648103)",BR-122;MGC-122,Rodoviaria Br-112,,,
306322374,tertiary,False,True,14.174,"LINESTRING (-42.6541936 -14.7654808, -42.6541435 -14.7653629)",BR-122;BA-030,Rua Carneiro Ribeiro,,,
367302347,tertiary,False,False,83.77199999999999,"LINESTRING (-42.6541936 -14.7654808, -42.6543385 -14.7657881, -42.6545256 -14.7661623)",BR-122;BA-030,Rua Doutor Deocleciano,,,
367302352,residential,False,True,108.52199999999999,"LINESTRING (-42.6541936 -14.7654808, -42.6543728 -14.7652385, -42.6547588 -14.7646724)",,Rua Padre Zeferino,,,
277642357,secondary,False,True,119.344,"LINESTRING (-42.6547588 -14.7646724, -42.6539782 -14.7639094)",BA-263,Rua Deli José Fagundes,,,
367302352,residential,False,True,74.524,"LINESTRING (-42.6547588 -14.7646724, -42.6551043 -14.7640914)",,Rua Padre Zeferino,,,
"[367308560, 367308561, 277642357]",secondary,False,False,133.96499999999997,"LINESTRING (-42.6547588 -14.7646724, -42.6551759 -14.7650727, -42.6553282 -14.7652421, -42.6555978 -14.7655612)",BA-263,Rua Deli José Fagundes,yes,,
367302352,residential,False,False,108.52199999999999,"LINESTRING (-42.6547588 -14.7646724, -42.6543728 -14.7652385, -42.6541936 -14.7654808)",,Rua Padre Zeferino,,,
367302352,residential,False,False,74.524,"LINESTRING (-42.6551043 -14.7640914, -42.6547588 -14.7646724)",,Rua Padre Zeferino,,,
367302352,residential,False,True,62.881,"LINESTRING (-42.6551043 -14.7640914, -42.6554356 -14.7636254)",,Rua Padre Zeferino,,,
367302352,residential,False,False,62.881,"LINESTRING (-42.6554356 -14.7636254, -42.6551043 -14.7640914)",,Rua Padre Zeferino,,,
794295647,secondary,False,True,46.592,"LINESTRING (-42.6529667 -14.7643393, -42.6533456 -14.764136)",BA-263,Rua 31 de Março,,,
277642391,residential,False,False,119.881,"LINESTRING (-42.6529667 -14.7643393, -42.6534399 -14.7650671, -42.6535535 -14.7652559)",,Rua Santos Dumont,,,
367302344,residential,False,True,45.094,"LINESTRING (-42.6546448 -14.7688267, -42.6546095 -14.7684226)",,Rua Dom Jerônimo,,,
367302346,tertiary,False,False,15.624,"LINESTRING (-42.6546448 -14.7688267, -42.6545368 -14.7689207)",BR-122;BA-030,,,,
367302346,tertiary,False,True,54.066,"LINESTRING (-42.6546448 -14.7688267, -42.6550625 -14.768556)",BR-122;BA-030,,,,
277642391,residential,False,False,132.52100000000002,"LINESTRING (-42.6535535 -14.7652559, -42.6535982 -14.7653336, -42.6536565 -14.7654263, -42.6537048 -14.7655041, -42.6537477 -14.76558, -42.6537799 -14.7656533, -42.6538865 -14.7659191, -42.6539496 -14.7660935, -42.6540206 -14.7663522)",,Rua Santos Dumont,,,
277642391,residential,False,True,119.881,"LINESTRING (-42.6535535 -14.7652559, -42.6534399 -14.7650671, -42.6529667 -14.7643393)",,Rua Santos Dumont,,,
367302344,residential,False,False,69.145,"LINESTRING (-42.6535535 -14.7652559, -42.6536304 -14.7653031, -42.6537001 -14.7653719, -42.6537994 -14.7654866, -42.6539093 -14.7656189, -42.6539891 -14.7657084)",,Rua Dom Jerônimo,,,
277642398,residential,False,False,4.628,"LINESTRING (-42.6537068 -14.7686392, -42.6536807 -14.7686061)",,,,,
277642398,residential,False,True,34.797000000000004,"LINESTRING (-42.6537068 -14.7686392, -42.6537397 -14.7686807, -42.6537826 -14.7687293, -42.6538396 -14.7687734, -42.6539013 -14.7688201, -42.6539388 -14.7688551)",,,,,
367302329,residential,False,False,29.253,"LINESTRING (-42.6537068 -14.7686392, -42.65375 -14.7686409, -42.6538114 -14.768645, -42.6538758 -14.7686443, -42.6539402 -14.7686366, -42.6539776 -14.7686302)",,,,,
277642398,residential,False,False,39.546,"LINESTRING (-42.6541346 -14.7691546, -42.6540287 -14.7689763, -42.6539992 -14.7689238, -42.6539771 -14.7688953, -42.6539388 -14.7688551)",,,,,
277642400,residential,False,True,50.467000000000006,"LINESTRING (-42.6541346 -14.7691546, -42.6542231 -14.7691047, -42.6543056 -14.7690574, -42.6543613 -14.7690237, -42.6545368 -14.7689207)",,,,,
277642398,residential,False,False,34.797,"LINESTRING (-42.6539388 -14.7688551, -42.6539013 -14.7688201, -42.6538396 -14.7687734, -42.6537826 -14.7687293, -42.6537397 -14.7686807, -42.6537068 -14.7686392)",,,,,
277642398,residential,False,True,39.546,"LINESTRING (-42.6539388 -14.7688551, -42.6539771 -14.7688953, -42.6539992 -14.7689238, -42.6540287 -14.7689763, -42.6541346 -14.7691546)",,,,,
367302330,residential,False,True,25.573,"LINESTRING (-42.6539388 -14.7688551, -42.653961 -14.7687999, -42.6539697 -14.7687572, -42.6539725 -14.7687182, -42.6539776 -14.7686302)",,,,,
"[277642394, 277642398]",residential,False,"[False, True]",43.108999999999995,"LINESTRING (-42.6535114 -14.7680799, -42.6535097 -14.7681853, -42.6535144 -14.7682761, -42.6535244 -14.7683506, -42.6535392 -14.7684064, -42.6535647 -14.7684596)",,Rua Alto do Cruzeiro,,,
277642394,residential,False,True,147.05799999999996,"LINESTRING (-42.6535114 -14.7680799, -42.6535117 -14.7679603, -42.6535148 -14.7678295, -42.653513 -14.7676646, -42.6534989 -14.7675434, -42.6534835 -14.7674033, -42.6534574 -14.7671848, -42.6534426 -14.7670279, -42.6534312 -14.7669572, -42.6534145 -14.76688, -42.653401 -14.7668191, -42.6533829 -14.7667679)",,Rua Alto do Cruzeiro,,,
277642406,residential,False,False,75.265,"LINESTRING (-42.6547866 -14.7711583, -42.6543315 -14.770644)",,,,,
367302315,tertiary,False,False,67.822,"LINESTRING (-42.6547866 -14.7711583, -42.6543473 -14.771596)",BR-122;BA-030,Rua Anísio Teixeira,,,
"[277642406, 367302303]",residential,False,True,146.28699999999998,"LINESTRING (-42.6547866 -14.7711583, -42.6550701 -14.7714311, -42.6550929 -14.7714428, -42.6551197 -14.7714551, -42.6551452 -14.7714603, -42.6551726 -14.7714551, -42.6552151 -14.7714298, -42.6558065 -14.7709071)",,Rua Sebastião Rodrigues,,,
367302315,tertiary,False,True,65.64,"LINESTRING (-42.6547866 -14.7711583, -42.6551912 -14.7707728, -42.6552201 -14.7707427)",BR-122;BA-030,Rua Anísio Teixeira,,,
277642406,residential,False,True,26.161,"LINESTRING (-42.6537858 -14.7700702, -42.6539329 -14.7702576)",,,,,
367302316,residential,False,False,73.893,"LINESTRING (-42.6537858 -14.7700702, -42.6544133 -14.7697992)",,Rua 12 de Outubro,,,
"[367302316, 306321798]",residential,False,True,101.354,"LINESTRING (-42.6537858 -14.7700702, -42.6532148 -14.7703425, -42.6531865 -14.7703652, -42.6531677 -14.7703859, -42.6531529 -14.770406, -42.6531422 -14.7704307, -42.6531342 -14.7704599, -42.6531322 -14.7704826, -42.6531298 -14.7705114, -42.6531328 -14.7705364, -42.6531566 -14.770607)",,"['Rua José Valter Reis', 'Rua 12 de Outubro']",,,
277642406,residential,False,True,75.265,"LINESTRING (-42.6543315 -14.770644, -42.6547866 -14.7711583)",,,,,
367302318,residential,False,False,52.213,"LINESTRING (-42.6543315 -14.770644, -42.6539051 -14.7708687)",,Rua Aurea rocha,,,
277642406,residential,False,False,60.689,"LINESTRING (-42.6543315 -14.770644, -42.6541991 -14.7705189, -42.654097 -14.7704197, -42.6539329 -14.7702576)",,,,,
367302318,residential,False,True,60.589999999999996,"LINESTRING (-42.6543315 -14.770644, -42.6544994 -14.7705487, -42.6548233 -14.7703781)",,Rua Aurea rocha,,,
277642407,residential,False,False,4.584,"LINESTRING (-42.6540006 -14.7719312, -42.6539759 -14.7718976)",,Rua Macará,,,
367302315,tertiary,False,True,10.096,"LINESTRING (-42.6540006 -14.7719312, -42.654067 -14.771867)",BR-122;BA-030,Rua Anísio Teixeira,,,
277642407,residential,False,True,106.285,"LINESTRING (-42.6535264 -14.7710463, -42.6539759 -14.7718976)",,Rua Macará,,,
367302318,residential,False,False,13.689,"LINESTRING (-42.6535264 -14.7710463, -42.653411 -14.7710983)",,Rua Aurea rocha,,,
367302318,residential,False,True,45.254,"LINESTRING (-42.6535264 -14.7710463, -42.6539051 -14.7708687)",,Rua Aurea rocha,,,
277642428,residential,False,False,29.405,"LINESTRING (-42.6576437 -14.7709762, -42.6575167 -14.770742)",,Rua Guedes Lima,,,
277642431,residential,False,False,71.861,"LINESTRING (-42.6576437 -14.7709762, -42.6572004 -14.7710533, -42.6570455 -14.7710894, -42.6569888 -14.7711037)",,Travessa Dois de Julho,,,
"[367284882, 277642431]",residential,False,"[False, True]",96.52099999999999,"LINESTRING (-42.6576437 -14.7709762, -42.6582035 -14.7708502, -42.6582176 -14.7708301, -42.6582263 -14.77081, -42.6582304 -14.7707828, -42.6582297 -14.7707614, -42.6582076 -14.7706777, -42.6581533 -14.7705578)",,"['Rua Dois de Julho', 'Travessa Dois de Julho']",,,
277642428,residential,False,False,36.162,"LINESTRING (-42.6567589 -14.7694103, -42.6565954 -14.7691261)",,Rua Guedes Lima,,,
277642428,residential,False,True,26.858,"LINESTRING (-42.6567589 -14.7694103, -42.6568669 -14.7696281)",,Rua Guedes Lima,,,
367308567,residential,True,False,39.19,"LINESTRING (-42.6567589 -14.7694103, -42.6564365 -14.7695747)",,"Avenida Abelardo Nina Rocha, 197",,,
277642429,residential,False,False,115.419,"LINESTRING (-42.6568014 -14.7708304, -42.6563 -14.7699126)",,Rua Jovino Alves,,,
277642429,residential,False,True,36.463,"LINESTRING (-42.6568014 -14.7708304, -42.6569888 -14.7711037)",,Rua Jovino Alves,,,
367284910,residential,False,False,35.809,"LINESTRING (-42.6568014 -14.7708304, -42.6564973 -14.7709617)",,Travessa Jovino Alves,,,
277642429,residential,False,True,115.419,"LINESTRING (-42.6563 -14.7699126, -42.6568014 -14.7708304)",,Rua Jovino Alves,,,
306321796,residential,False,False,31.267,"LINESTRING (-42.6563 -14.7699126, -42.6565547 -14.7697769)",,,,,
306321796,residential,False,True,40.069,"LINESTRING (-42.6563 -14.7699126, -42.6559713 -14.7700824)",,,,,
277642434,residential,False,False,7.226,"LINESTRING (-42.6564973 -14.7709617, -42.656535 -14.7710155)",,Rua José Novato,,,
367284910,residential,False,True,35.809,"LINESTRING (-42.6564973 -14.7709617, -42.6568014 -14.7708304)",,Travessa Jovino Alves,,,
