osmid,oneway,highway,reversed,length,geometry,name,bridge,junction,maxspeed
154036216,True,primary_link,False,26.187999999999995,"LINESTRING (-46.970264 -23.0313844, -46.9702552 -23.0313512, -46.9702324 -23.0312867, -46.970205 -23.0312491, -46.9701354 -23.0311884)",,,,
"[879133866, 154036218]",False,residential,True,185.464,"LINESTRING (-46.970264 -23.0313844, -46.9700325 -23.0316389, -46.9698166 -23.0319144, -46.9696648 -23.032116, -46.9696459 -23.0321385, -46.9696307 -23.0321643, -46.9696239 -23.0322028, -46.9696336 -23.0322218, -46.9696553 -23.0322408, -46.9701978 -23.0325838)","['Viela Doutor Omar Silva', 'Rua João Gasparini']",,,
916417665,True,residential,False,29.796,"LINESTRING (-46.9704418 -23.0311722, -46.970264 -23.0313844)",Rua João Gasparini,,,
733431211,True,primary,False,32.047,"LINESTRING (-46.9704418 -23.0311722, -46.970393 -23.0311911, -46.970312 -23.0312049, -46.9702456 -23.0312036, -46.9701354 -23.0311884)",,,,
154036217,True,primary,False,26.662,"LINESTRING (-46.9708139 -23.0306602, -46.9707489 -23.0307799, -46.9707134 -23.0308807)",Rua João Gasparini,,,
1102527716,True,primary_link,False,17.823,"LINESTRING (-46.9708139 -23.0306602, -46.9707631 -23.0306804, -46.9707172 -23.0306857, -46.970684 -23.0306832, -46.9706659 -23.0306749, -46.9706505 -23.0306646)",,,,
709059098,False,residential,False,319.611,"LINESTRING (-46.9703152 -23.0304326, -46.9703803 -23.0303025, -46.9704446 -23.0302056, -46.9709756 -23.0293408, -46.9713091 -23.0288012, -46.9714538 -23.0286119, -46.9715936 -23.028453, -46.9719654 -23.0280002)",Avenida Antônio Conselheiro,,,
733434155,True,primary,False,40.845000000000006,"LINESTRING (-46.9703152 -23.0304326, -46.9704124 -23.030437, -46.970466 -23.0304701, -46.9705431 -23.0305108, -46.9705709 -23.0305198, -46.9706093 -23.0305198, -46.9706531 -23.0305061, -46.9706841 -23.0304927)",,,,
287198034,True,primary,False,58.785,"LINESTRING (-46.9706841 -23.0304927, -46.9708934 -23.0302666, -46.9710598 -23.0300928)",Rua Luiz Paffaro,,,
287198034,True,primary,False,71.443,"LINESTRING (-46.9710598 -23.0300928, -46.9711582 -23.0299416, -46.9712569 -23.0297898, -46.9714005 -23.0295324)",Rua Luiz Paffaro,,,
287198112,True,primary_link,False,33.288,"LINESTRING (-46.9710598 -23.0300928, -46.9711905 -23.030015, -46.9712318 -23.03001, -46.9712486 -23.0300094, -46.9712688 -23.0300177, -46.9713448 -23.0300604)",,,,
916417664,True,primary,False,57.987,"LINESTRING (-46.9713448 -23.0300604, -46.9718216 -23.0303422)",Rua Manoel Matheus,,,
154036217,True,primary,False,86.029,"LINESTRING (-46.9713448 -23.0300604, -46.9711997 -23.0302312, -46.9708139 -23.0306602)",Rua João Gasparini,,,
287198007,True,primary,False,11.668,"LINESTRING (-46.970211 -23.0304752, -46.9703152 -23.0304326)",Rodovia Edenor João Tasca,,,
420117879,False,tertiary,True,64.428,"LINESTRING (-46.9790323 -23.0281163, -46.9792999 -23.0281636, -46.9795023 -23.0282255, -46.9796377 -23.0282701)",Avenida da Saudade,,,
607162690,True,secondary,False,142.047,"LINESTRING (-46.9790323 -23.0281163, -46.9789674 -23.0285468, -46.9789041 -23.028839, -46.978831 -23.0291326, -46.9787564 -23.0293664)",Rua Santa Cruz,,,
287198101,False,residential,False,20.196,"LINESTRING (-46.9797044 -23.0329583, -46.9795093 -23.0329309)",Rua Vicente Rotella,,,
832603532,True,secondary,False,67.347,"LINESTRING (-46.9797044 -23.0329583, -46.9795349 -23.0334685, -46.9795127 -23.0335377)",Avenida Independência,,,
287197973,True,tertiary,False,48.906,"LINESTRING (-46.9751237 -23.0254686, -46.9746463 -23.0254887)",Avenida Ana Lombardi Gasparini,,,
287197973,True,tertiary,False,48.229,"LINESTRING (-46.9737229 -23.0256266, -46.9733315 -23.0258682)",Avenida Ana Lombardi Gasparini,,,
287197953,False,residential,True,39.25,"LINESTRING (-46.9780473 -23.02565, -46.9776751 -23.0257352)",Avenida Antônio Conselheiro,,,
"[525188625, 870011916, 870011917]",False,residential,True,27.805000000000003,"LINESTRING (-46.9731631 -23.0256723, -46.9731944 -23.0257145, -46.973299 -23.0258272, -46.9733315 -23.0258682)",Rua Maria Rita,yes,,
287197953,False,residential,False,39.25,"LINESTRING (-46.9776751 -23.0257352, -46.9780473 -23.02565)",Avenida Antônio Conselheiro,,,
287197953,False,residential,True,48.629,"LINESTRING (-46.9776751 -23.0257352, -46.9772125 -23.0258352)",Avenida Antônio Conselheiro,,,
287197953,False,residential,False,48.629,"LINESTRING (-46.9772125 -23.0258352, -46.9776751 -23.0257352)",Avenida Antônio Conselheiro,,,
287197953,False,residential,True,49.047,"LINESTRING (-46.9772125 -23.0258352, -46.9767417 -23.0259178)",Avenida Antônio Conselheiro,,,
287197973,True,tertiary,False,49.905,"LINESTRING (-46.9733315 -23.0258682, -46.9729232 -23.0261136)",Avenida Ana Lombardi Gasparini,,,
329344584,True,residential,False,94.211,"LINESTRING (-46.9733315 -23.0258682, -46.9738798 -23.0265488)",Rua Maria Rita,,,
"[525188625, 870011916, 870011917]",False,residential,False,27.805000000000003,"LINESTRING (-46.9733315 -23.0258682, -46.973299 -23.0258272, -46.9731944 -23.0257145, -46.9731631 -23.0256723)",Rua Maria Rita,yes,,
287197953,False,residential,False,49.047,"LINESTRING (-46.9767417 -23.0259178, -46.9772125 -23.0258352)",Avenida Antônio Conselheiro,,,
287197953,False,residential,True,48.474,"LINESTRING (-46.9767417 -23.0259178, -46.9762737 -23.0259851)",Avenida Antônio Conselheiro,,,
287197953,False,residential,False,48.474,"LINESTRING (-46.9762737 -23.0259851, -46.9767417 -23.0259178)",Avenida Antônio Conselheiro,,,
287197953,False,residential,True,49.289,"LINESTRING (-46.9762737 -23.0259851, -46.975798 -23.0260545)",Avenida Antônio Conselheiro,,,
287197953,False,residential,False,49.289,"LINESTRING (-46.975798 -23.0260545, -46.9762737 -23.0259851)",Avenida Antônio Conselheiro,,,
287197953,False,residential,True,49.354,"LINESTRING (-46.975798 -23.0260545, -46.9753229 -23.0261308)",Avenida Antônio Conselheiro,,,
287197953,False,residential,False,49.354,"LINESTRING (-46.9753229 -23.0261308, -46.975798 -23.0260545)",Avenida Antônio Conselheiro,,,
287197953,False,residential,True,48.12,"LINESTRING (-46.9753229 -23.0261308, -46.9748649 -23.0262288)",Avenida Antônio Conselheiro,,,
329344591,True,residential,False,76.403,"LINESTRING (-46.9753229 -23.0261308, -46.9751237 -23.0254686)",Rua Marta Figueira,,,
606689780,True,residential,False,65.898,"LINESTRING (-46.9775716 -23.0262091, -46.9776712 -23.0267946)",Rua Romeu de Moraes,,,
