osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,maxspeed,access
370764530,secondary,False,False,206.19,2,AL-407,Rua Antônio Serafim Costa,"LINESTRING (-35.9543708 -9.5978474, -35.9534682 -9.5976256, -35.9525456 -9.5974005)",,
370764530,secondary,False,True,148.49099999999999,2,AL-407,Rua Antônio Serafim Costa,"LINESTRING (-35.9543708 -9.5978474, -35.9553967 -9.5981264, -35.9554933 -9.5981476, -35.9556837 -9.5981648)",,
128880020,residential,False,False,45.13,,,Travessa Antônio Serafim Costa,"LINESTRING (-35.9501866 -9.5987347, -35.9504709 -9.5984412)",,
128880020,residential,False,True,13.858,,,Travessa Antônio Serafim Costa,"LINESTRING (-35.9501866 -9.5987347, -35.9500974 -9.598823)",,
370761735,residential,False,True,122.197,,,,"LINESTRING (-35.9501866 -9.5987347, -35.9512975 -9.5988235)",,
128880011,residential,False,True,63.722,,,,"LINESTRING (-35.9533717 -9.6000293, -35.952791 -9.6000055)",,
688477320,residential,False,True,46.613,,,,"LINESTRING (-35.9533717 -9.6000293, -35.953372 -9.5996101)",,
128880011,residential,False,False,147.486,,,,"LINESTRING (-35.9533717 -9.6000293, -35.9541817 -9.6000028, -35.9542997 -9.5999896, -35.954704 -9.599893)",,
128880018,residential,False,False,52.066,,,,"LINESTRING (-35.9542467 -9.5995823, -35.9537719 -9.5995916)",,
128880018,residential,False,True,47.344,,,,"LINESTRING (-35.9542467 -9.5995823, -35.954678 -9.5995614)",,
128880028,residential,False,False,67.4,,,,"LINESTRING (-35.9542467 -9.5995823, -35.9541939 -9.5989784)",,
128880012,residential,False,False,60.572,,,,"LINESTRING (-35.9528198 -9.5996273, -35.953372 -9.5996101)",,
128880008,residential,False,True,68.789,,,Rua Lagoa Manguaba,"LINESTRING (-35.9555559 -9.5992244, -35.955573 -9.5998428)",,
128880027,residential,False,False,48.843,,,Rua Nossa Senhora do Pilar,"LINESTRING (-35.9555559 -9.5992244, -35.9551106 -9.5992373)",,
128880011,residential,False,False,47.803,,,,"LINESTRING (-35.9551372 -9.599856, -35.955573 -9.5998428)",,
128880011,residential,False,True,47.673,,,,"LINESTRING (-35.9551372 -9.599856, -35.954704 -9.599893)",,
128880021,residential,False,False,68.858,,,Rua das Flores,"LINESTRING (-35.9551372 -9.599856, -35.9551106 -9.5992373)",,
128880009,residential,False,True,46.431,,,Rua F,"LINESTRING (-35.9546397 -9.5988299, -35.9546699 -9.5992464)",,
824969440,residential,False,False,47.657,,,Rua Sexcentenario,"LINESTRING (-35.9546397 -9.5988299, -35.9542051 -9.598822)",50,
824969440,residential,False,True,51.658,,,Rua Sexcentenario,"LINESTRING (-35.9546397 -9.5988299, -35.9548529 -9.5988127, -35.95511 -9.5988038)",50,
128880009,residential,False,False,36.982,,,Rua F,"LINESTRING (-35.954704 -9.599893, -35.954678 -9.5995614)",,
128880011,residential,False,False,47.673,,,,"LINESTRING (-35.954704 -9.599893, -35.9551372 -9.599856)",,
128880011,residential,False,True,147.486,,,,"LINESTRING (-35.954704 -9.599893, -35.9542997 -9.5999896, -35.9541817 -9.6000028, -35.9533717 -9.6000293)",,
370761735,residential,False,False,22.167,,,,"LINESTRING (-35.9518737 -9.5988511, -35.9516718 -9.5988405)",,
"[370761733, 128880014]",residential,False,True,147.96699999999998,,,,"LINESTRING (-35.9518737 -9.5988511, -35.9519571 -9.5984762, -35.9519605 -9.5984531, -35.9519561 -9.5984372, -35.9519488 -9.5984246, -35.9515719 -9.5980669, -35.9515605 -9.598062, -35.9515521 -9.5980613, -35.9515424 -9.5980645, -35.951478 -9.598215, -35.9514183 -9.598388)",,
"[128880015, 370761735]",residential,False,"[False, True]",41.486000000000004,,,,"LINESTRING (-35.9518737 -9.5988511, -35.951938 -9.5988597, -35.9519498 -9.598864, -35.9519605 -9.5988722, -35.9519695 -9.5988831, -35.9520232 -9.5989992, -35.9520346 -9.5990197, -35.9520514 -9.5990365, -35.9520748 -9.5990474, -35.9521418 -9.599068)",,
688477320,residential,False,False,46.291,,,,"LINESTRING (-35.9533214 -9.5991968, -35.953372 -9.5996101)",,
128880015,residential,False,True,132.287,,,,"LINESTRING (-35.9533214 -9.5991968, -35.9528969 -9.5992464, -35.9528346 -9.5992471, -35.9527796 -9.5992392, -35.9527306 -9.5992299, -35.9523819 -9.599138, -35.9521418 -9.599068)",,
"[688477320, 824932091]",residential,False,True,56.107,,,Rua Sexcentenario,"LINESTRING (-35.9533214 -9.5991968, -35.9533308 -9.5990924, -35.9533335 -9.5990713, -35.9533777 -9.5990269, -35.9536183 -9.5989893, -35.9536874 -9.5989554)",,
128880008,residential,False,False,68.789,,,Rua Lagoa Manguaba,"LINESTRING (-35.955573 -9.5998428, -35.9555559 -9.5992244)",,
128880011,residential,False,True,47.803,,,,"LINESTRING (-35.955573 -9.5998428, -35.9551372 -9.599856)",,
128880010,residential,False,False,66.037,,,,"LINESTRING (-35.9537719 -9.5995916, -35.9537409 -9.5989985)",,
128880018,residential,False,False,43.892,,,,"LINESTRING (-35.9537719 -9.5995916, -35.953372 -9.5996101)",,
128880018,residential,False,True,52.066,,,,"LINESTRING (-35.9537719 -9.5995916, -35.9542467 -9.5995823)",,
128880021,residential,False,True,48.203,,,Rua das Flores,"LINESTRING (-35.95511 -9.5988038, -35.9551106 -9.5992373)",,
824969440,residential,False,True,52.648,,,Rua Sexcentenario,"LINESTRING (-35.95511 -9.5988038, -35.9555899 -9.5987871)",50,
824969440,residential,False,False,51.658,,,Rua Sexcentenario,"LINESTRING (-35.95511 -9.5988038, -35.9548529 -9.5988127, -35.9546397 -9.5988299)",50,
128880012,residential,False,True,60.572,,,,"LINESTRING (-35.953372 -9.5996101, -35.9528198 -9.5996273)",,
128880018,residential,False,True,43.892,,,,"LINESTRING (-35.953372 -9.5996101, -35.9537719 -9.5995916)",,
688477320,residential,False,False,46.613,,,,"LINESTRING (-35.953372 -9.5996101, -35.9533717 -9.6000293)",,
688477320,residential,False,True,46.291,,,,"LINESTRING (-35.953372 -9.5996101, -35.9533214 -9.5991968)",,
370764530,secondary,False,False,42.785,2,AL-407,Rua Antônio Serafim Costa,"LINESTRING (-35.9525456 -9.5974005, -35.95217 -9.5972961)",,
370764530,secondary,False,True,206.19,2,AL-407,Rua Antônio Serafim Costa,"LINESTRING (-35.9525456 -9.5974005, -35.9534682 -9.5976256, -35.9543708 -9.5978474)",,
"[370761723, 970172063]",residential,False,True,183.02700000000002,,,,"LINESTRING (-35.9525456 -9.5974005, -35.9525339 -9.597449, -35.9521579 -9.5990015)",,
370761733,residential,False,True,27.827,,,,"LINESTRING (-35.9514183 -9.598388, -35.9513386 -9.5986256)",,
"[370761715, 370761727]",residential,False,"[False, True]",46.915000000000006,,,,"LINESTRING (-35.9514183 -9.598388, -35.9516644 -9.5985615, -35.9516785 -9.5985793, -35.9516852 -9.5985985, -35.9516832 -9.5986792)",,
"[370761733, 128880014]",residential,False,False,147.967,,,,"LINESTRING (-35.9514183 -9.598388, -35.951478 -9.598215, -35.9515424 -9.5980645, -35.9515521 -9.5980613, -35.9515605 -9.598062, -35.9515719 -9.5980669, -35.9519488 -9.5984246, -35.9519561 -9.5984372, -35.9519605 -9.5984531, -35.9519571 -9.5984762, -35.9518737 -9.5988511)",,
128880020,residential,False,True,45.13,,,Travessa Antônio Serafim Costa,"LINESTRING (-35.9504709 -9.5984412, -35.9501866 -9.5987347)",,
370761729,residential,False,True,97.327,,,,"LINESTRING (-35.9504709 -9.5984412, -35.9508276 -9.5985231, -35.9513386 -9.5986256)",,
370761733,residential,False,False,27.827,,,,"LINESTRING (-35.9513386 -9.5986256, -35.9514183 -9.598388)",,
370761733,residential,False,True,22.462,,,,"LINESTRING (-35.9513386 -9.5986256, -35.9512975 -9.5988235)",,
370761729,residential,False,False,97.327,,,,"LINESTRING (-35.9513386 -9.5986256, -35.9508276 -9.5985231, -35.9504709 -9.5984412)",,
370761729,residential,False,True,38.25,,,,"LINESTRING (-35.9513386 -9.5986256, -35.9514914 -9.5986507, -35.9516832 -9.5986792)",,
370761727,residential,False,True,17.979,,,,"LINESTRING (-35.9516832 -9.5986792, -35.9516718 -9.5988405)",,
"[370761715, 370761727]",residential,False,"[False, True]",46.915000000000006,,,,"LINESTRING (-35.9516832 -9.5986792, -35.9516852 -9.5985985, -35.9516785 -9.5985793, -35.9516644 -9.5985615, -35.9514183 -9.598388)",,
370761729,residential,False,False,38.25,,,,"LINESTRING (-35.9516832 -9.5986792, -35.9514914 -9.5986507, -35.9513386 -9.5986256)",,
370761733,residential,False,False,22.462,,,,"LINESTRING (-35.9512975 -9.5988235, -35.9513386 -9.5986256)",,
370761735,residential,False,False,122.197,,,,"LINESTRING (-35.9512975 -9.5988235, -35.9501866 -9.5987347)",,
370761735,residential,False,True,41.081,,,,"LINESTRING (-35.9512975 -9.5988235, -35.9516718 -9.5988405)",,
370761727,residential,False,False,17.979,,,,"LINESTRING (-35.9516718 -9.5988405, -35.9516832 -9.5986792)",,
370761735,residential,False,False,41.081,,,,"LINESTRING (-35.9516718 -9.5988405, -35.9512975 -9.5988235)",,
370761735,residential,False,True,22.167,,,,"LINESTRING (-35.9516718 -9.5988405, -35.9518737 -9.5988511)",,
370764540,residential,False,False,66.083,,,,"LINESTRING (-35.9493846 -9.5990759, -35.9498033 -9.5986484)",,destination
370764536,residential,False,True,69.957,,,,"LINESTRING (-35.9555899 -9.5987871, -35.9556837 -9.5981648)",,
824969440,residential,False,False,52.648,,,Rua Sexcentenario,"LINESTRING (-35.9555899 -9.5987871, -35.95511 -9.5988038)",50,
128880028,residential,False,False,17.434,,,,"LINESTRING (-35.9541939 -9.5989784, -35.9542051 -9.598822)",,
128880028,residential,False,True,67.4,,,,"LINESTRING (-35.9541939 -9.5989784, -35.9542467 -9.5995823)",,
489740590,residential,False,False,49.716,,,,"LINESTRING (-35.9541939 -9.5989784, -35.9537409 -9.5989985)",,
128880010,residential,False,True,66.037,,,,"LINESTRING (-35.9537409 -9.5989985, -35.9537719 -9.5995916)",,
489740590,residential,False,False,7.575,,,,"LINESTRING (-35.9537409 -9.5989985, -35.9536874 -9.5989554)",,
489740590,residential,False,True,49.716,,,,"LINESTRING (-35.9537409 -9.5989985, -35.9541939 -9.5989784)",,
688477321,residential,False,False,162.462,,,,"LINESTRING (-35.9527105 -9.5978421, -35.9524436 -9.5989383, -35.9524289 -9.5989926, -35.9524188 -9.5990064, -35.9523994 -9.599017, -35.9521579 -9.5990015)",,
370761723,residential,False,False,7.602,,,,"LINESTRING (-35.9521418 -9.599068, -35.9521579 -9.5990015)",,
128880015,residential,False,False,132.287,,,,"LINESTRING (-35.9521418 -9.599068, -35.9523819 -9.599138, -35.9527306 -9.5992299, -35.9527796 -9.5992392, -35.9528346 -9.5992471, -35.9528969 -9.5992464, -35.9533214 -9.5991968)",,
"[370761735, 128880015]",residential,False,"[False, True]",41.486,,,,"LINESTRING (-35.9521418 -9.599068, -35.9520748 -9.5990474, -35.9520514 -9.5990365, -35.9520346 -9.5990197, -35.9520232 -9.5989992, -35.9519695 -9.5988831, -35.9519605 -9.5988722, -35.9519498 -9.598864, -35.951938 -9.5988597, -35.9518737 -9.5988511)",,
370764530,secondary,False,True,42.785,2,AL-407,Rua Antônio Serafim Costa,"LINESTRING (-35.95217 -9.5972961, -35.9525456 -9.5974005)",,
970172062,residential,False,False,7.839,,,,"LINESTRING (-35.95217 -9.5972961, -35.9521527 -9.5973645)",,
370761723,residential,False,True,7.602,,,,"LINESTRING (-35.9521579 -9.5990015, -35.9521418 -9.599068)",,
"[370761723, 970172063]",residential,False,False,183.02700000000002,,,,"LINESTRING (-35.9521579 -9.5990015, -35.9525339 -9.597449, -35.9525456 -9.5974005)",,
688477321,residential,False,True,162.462,,,,"LINESTRING (-35.9521579 -9.5990015, -35.9523994 -9.599017, -35.9524188 -9.5990064, -35.9524289 -9.5989926, -35.9524436 -9.5989383, -35.9527105 -9.5978421)",,
370764540,residential,False,False,8.418,,,,"LINESTRING (-35.9498033 -9.5986484, -35.949859 -9.5985963)",,destination
370764540,residential,False,True,66.083,,,,"LINESTRING (-35.9498033 -9.5986484, -35.9493846 -9.5990759)",,destination
"[806387922, 128880020]",residential,False,"[False, True]",45.87100000000001,,,Travessa Antônio Serafim Costa,"LINESTRING (-35.9498033 -9.5986484, -35.9500062 -9.5988633, -35.9500228 -9.598878, -35.9500296 -9.5988807, -35.9500353 -9.5988802, -35.9500407 -9.5988775, -35.9500974 -9.598823)",,
370764540,residential,False,True,8.418,,,,"LINESTRING (-35.949859 -9.5985963, -35.9498033 -9.5986484)",,destination
806387923,residential,False,True,36.327000000000005,,,,"LINESTRING (-35.949859 -9.5985963, -35.950072 -9.5987948, -35.9500974 -9.598823)",,
128880020,residential,False,False,13.858,,,Travessa Antônio Serafim Costa,"LINESTRING (-35.9500974 -9.598823, -35.9501866 -9.5987347)",,
"[806387922, 128880020]",residential,False,"[False, True]",45.871,,,Travessa Antônio Serafim Costa,"LINESTRING (-35.9500974 -9.598823, -35.9500407 -9.5988775, -35.9500353 -9.5988802, -35.9500296 -9.5988807, -35.9500228 -9.598878, -35.9500062 -9.5988633, -35.9498033 -9.5986484)",,
806387923,residential,False,False,36.327000000000005,,,,"LINESTRING (-35.9500974 -9.598823, -35.950072 -9.5987948, -35.949859 -9.5985963)",,
970172062,residential,False,True,7.839,,,,"LINESTRING (-35.9521527 -9.5973645, -35.95217 -9.5972961)",,
489740590,residential,False,True,7.575,,,,"LINESTRING (-35.9536874 -9.5989554, -35.9537409 -9.5989985)",,
"[688477320, 824932091]",residential,False,False,56.107,,,Rua Sexcentenario,"LINESTRING (-35.9536874 -9.5989554, -35.9536183 -9.5989893, -35.9533777 -9.5990269, -35.9533335 -9.5990713, -35.9533308 -9.5990924, -35.9533214 -9.5991968)",,
824932091,residential,False,True,59.835,,,Rua Sexcentenario,"LINESTRING (-35.9536874 -9.5989554, -35.9537383 -9.5989304, -35.9537592 -9.5989073, -35.953994 -9.5988715, -35.9540637 -9.5988379, -35.9542051 -9.598822)",,
