osmid,oneway,ref,highway,reversed,length,name,geometry,lanes,maxspeed
376592117,True,BR-402;CE-354,primary,False,68.685,,"LINESTRING (-39.5867795 -3.4984873, -39.5869439 -3.4990828)",,
376605659,False,,residential,False,3.819,Rua Tenente José Vicente,"LINESTRING (-39.5813891 -3.4955783, -39.5813603 -3.4955595)",,
921350926,False,,residential,True,105.015,Rua Osvaldo Cruz,"LINESTRING (-39.5813891 -3.4955783, -39.5817011 -3.4964699)",,
1271302117,False,,residential,True,128.895,,"LINESTRING (-39.5813891 -3.4955783, -39.5823474 -3.4962331)",,
680473660,True,BR-402;CE-354,primary,False,98.772,Avenida Duque de Caxias,"LINESTRING (-39.5805652 -3.5013105, -39.5797208 -3.501591)",,
680473662,True,,primary,False,91.331,Rua Eubia Barroso,"LINESTRING (-39.5805652 -3.5013105, -39.5808431 -3.5020836)",,
223923668,True,,residential,False,128.295,Rua Inocêncio Braga,"LINESTRING (-39.5799318 -3.494889, -39.5803108 -3.495979)",,
921346748,False,,residential,False,74.515,Rua José de Alencar,"LINESTRING (-39.5799318 -3.494889, -39.5792913 -3.4950899)",,
"[376605659, 921346748]",False,,residential,True,63.226,"['Rua Tenente José Vicente', 'Rua José de Alencar']","LINESTRING (-39.5799318 -3.494889, -39.5801193 -3.4948266, -39.5801588 -3.4948216, -39.58019 -3.4948212, -39.5802172 -3.4948289, -39.5802473 -3.494844, -39.5804592 -3.4949544)",,
921346748,False,,residential,True,74.515,Rua José de Alencar,"LINESTRING (-39.5792913 -3.4950899, -39.5799318 -3.494889)",,
223923668,True,,residential,False,105.774,Rua Inocêncio Braga,"LINESTRING (-39.5803108 -3.495979, -39.5805844 -3.4968902)",,
921346747,True,,residential,False,54.752,Rua João Cordeiro,"LINESTRING (-39.5803108 -3.495979, -39.5807691 -3.4957968)",,
223923663,True,,residential,False,76.412,Rua José Airton Teixeira,"LINESTRING (-39.5823474 -3.4962331, -39.5817011 -3.4964699)",,
968891828,False,,residential,True,14.521,,"LINESTRING (-39.5823474 -3.4962331, -39.582453 -3.4963102)",,
1271302117,False,,residential,False,128.895,,"LINESTRING (-39.5823474 -3.4962331, -39.5813891 -3.4955783)",,
223923667,True,,residential,False,133.19,Rua Dom Aureliano Matos,"LINESTRING (-39.5796742 -3.4962251, -39.5792913 -3.4950899)",,
921346747,True,,residential,False,75.769,Rua João Cordeiro,"LINESTRING (-39.5796742 -3.4962251, -39.5803108 -3.495979)",,
223923641,True,,tertiary,False,172.515,Rua Osvaldo Cruz,"LINESTRING (-39.5817011 -3.4964699, -39.5822093 -3.4979361)",,
223923663,True,,residential,False,71.752,Rua José Airton Teixeira,"LINESTRING (-39.5817011 -3.4964699, -39.5810946 -3.4966933)",,
921350926,False,,residential,False,105.015,Rua Osvaldo Cruz,"LINESTRING (-39.5817011 -3.4964699, -39.5813891 -3.4955783)",,
223923663,True,,residential,False,72.221,Rua José Airton Teixeira,"LINESTRING (-39.5805844 -3.4968902, -39.5799738 -3.4971147)",,
223923668,True,,residential,False,167.993,Rua Inocêncio Braga,"LINESTRING (-39.5805844 -3.4968902, -39.5810259 -3.4983353)",,
223923663,True,,residential,False,97.182,Rua José Airton Teixeira,"LINESTRING (-39.5799738 -3.4971147, -39.5791601 -3.4974375)",,
223923667,True,,residential,False,104.358,Rua Dom Aureliano Matos,"LINESTRING (-39.5799738 -3.4971147, -39.5796742 -3.4962251)",,
687711117,True,BR-402;CE-354,primary,False,160.432,Rua Eubia Barroso,"LINESTRING (-39.5791601 -3.4974375, -39.5796656 -3.4987892)",,
223923627,True,,residential,False,96.791,Rua José Romeiro,"LINESTRING (-39.5829053 -3.497697, -39.582647 -3.4968656)",,
223923641,True,,tertiary,False,60.854,Rua Osvaldo Cruz,"LINESTRING (-39.5822093 -3.4979361, -39.5823897 -3.4984529)",,
223923661,True,,residential,False,81.695,Rua Urbano Barbosa,"LINESTRING (-39.5822093 -3.4979361, -39.5829053 -3.497697)",,
223923661,True,,residential,False,69.134,Rua Urbano Barbosa,"LINESTRING (-39.5810259 -3.4983353, -39.5816162 -3.4981368)",,
223923668,True,,residential,False,60.663,Rua Inocêncio Braga,"LINESTRING (-39.5810259 -3.4983353, -39.5811874 -3.4988565)",,
223923661,True,,residential,False,70.085,Rua Urbano Barbosa,"LINESTRING (-39.5804264 -3.4985333, -39.5810259 -3.4983353)",,
223923667,True,,residential,False,165.547,Rua Dom Aureliano Matos,"LINESTRING (-39.5804264 -3.4985333, -39.5799738 -3.4971147)",,
223923661,True,,residential,False,89.105,Rua Urbano Barbosa,"LINESTRING (-39.5796656 -3.4987892, -39.5804264 -3.4985333)",,
687711117,True,BR-402;CE-354,primary,False,61.224,Rua Eubia Barroso,"LINESTRING (-39.5796656 -3.4987892, -39.5798331 -3.4993138)",,
223924329,False,,residential,False,104.606,Rua Hildeberto Barroso,"LINESTRING (-39.5827334 -3.4950593, -39.5830454 -3.495947)",,
223924424,False,,residential,True,57.372,Rua João Cordeiro,"LINESTRING (-39.5827334 -3.4950593, -39.5822536 -3.4952513)",,
223924424,False,,residential,False,57.372,Rua João Cordeiro,"LINESTRING (-39.5822536 -3.4952513, -39.5827334 -3.4950593)",,
223924424,False,,residential,True,19.147,Rua João Cordeiro,"LINESTRING (-39.5822536 -3.4952513, -39.5820934 -3.4953152)",,
223924424,False,,residential,False,19.147,Rua João Cordeiro,"LINESTRING (-39.5820934 -3.4953152, -39.5822536 -3.4952513)",,
619250754,False,,residential,True,77.324,Rua José Romeiro,"LINESTRING (-39.5820934 -3.4953152, -39.5822918 -3.4959818)",,
1271302118,False,,residential,False,57.488,,"LINESTRING (-39.5820934 -3.4953152, -39.5816126 -3.4955075)",,
223924397,False,,residential,False,39.222,Rua Tenente José Vicente,"LINESTRING (-39.5813236 -3.4953045, -39.581506 -3.495433, -39.5816126 -3.4955075)",,
223924400,False,,residential,False,105.514,Rua José Airton Teixeira,"LINESTRING (-39.5844264 -3.4954461, -39.5835303 -3.495763)",,
223924400,False,,residential,True,128.601,Rua José Airton Teixeira,"LINESTRING (-39.5844264 -3.4954461, -39.5855217 -3.4950688)",,
223924302,False,,residential,True,54.936,Rua Pedro Pereira,"LINESTRING (-39.5835303 -3.495763, -39.5836385 -3.4962451)",,
223924400,False,,residential,False,57.576,Rua José Airton Teixeira,"LINESTRING (-39.5835303 -3.495763, -39.5830454 -3.495947)",,
223924400,False,,residential,True,105.514,Rua José Airton Teixeira,"LINESTRING (-39.5835303 -3.495763, -39.5844264 -3.4954461)",,
921346747,True,,residential,False,70.723,Rua João Cordeiro,"LINESTRING (-39.5807691 -3.4957968, -39.5813603 -3.4955595)",,
921350928,False,,residential,False,99.786,Rua Raimundo Teófilo de Castro,"LINESTRING (-39.5807691 -3.4957968, -39.5804592 -3.4949544)",,
921350928,False,,residential,True,106.031,Rua Raimundo Teófilo de Castro,"LINESTRING (-39.5807691 -3.4957968, -39.5810946 -3.4966933)",,
223924397,False,,residential,False,33.839,Rua Tenente José Vicente,"LINESTRING (-39.5822918 -3.4959818, -39.5825388 -3.4961602)",,
223924397,False,,residential,True,92.001,Rua Tenente José Vicente,"LINESTRING (-39.5822918 -3.4959818, -39.5816126 -3.4955075)",,
619250754,False,,residential,False,77.324,Rua José Romeiro,"LINESTRING (-39.5822918 -3.4959818, -39.5820934 -3.4953152)",,
223924329,False,,residential,True,104.606,Rua Hildeberto Barroso,"LINESTRING (-39.5830454 -3.495947, -39.5827334 -3.4950593)",,
223924400,False,,residential,False,61.02,Rua José Airton Teixeira,"LINESTRING (-39.5830454 -3.495947, -39.5825388 -3.4961602)",,
223924400,False,,residential,True,57.576,Rua José Airton Teixeira,"LINESTRING (-39.5830454 -3.495947, -39.5835303 -3.495763)",,
223924329,False,,residential,False,60.272999999999996,Rua Hildeberto Barroso,"LINESTRING (-39.5830454 -3.495947, -39.5830898 -3.4961197, -39.583107 -3.496232, -39.5831162 -3.4963363, -39.5831194 -3.4964817)",,
223924397,False,,residential,True,33.839,Rua Tenente José Vicente,"LINESTRING (-39.5825388 -3.4961602, -39.5822918 -3.4959818)",,
223924400,False,,residential,True,61.02,Rua José Airton Teixeira,"LINESTRING (-39.5825388 -3.4961602, -39.5830454 -3.495947)",,
223924397,False,,residential,False,73.80199999999999,Rua Tenente José Vicente,"LINESTRING (-39.5825388 -3.4961602, -39.5828469 -3.4963503, -39.5830265 -3.4964411, -39.5831194 -3.4964817)",,
223923663,True,,residential,False,60.711,Rua José Airton Teixeira,"LINESTRING (-39.5810946 -3.4966933, -39.5805844 -3.4968902)",,
921350928,False,,residential,False,106.031,Rua Raimundo Teófilo de Castro,"LINESTRING (-39.5810946 -3.4966933, -39.5807691 -3.4957968)",,
223924335,False,,residential,False,106.725,Rua João Araujo Teixeira Alves,"LINESTRING (-39.5876646 -3.4972001, -39.5879097 -3.4981282)",,
223924335,False,,residential,True,58.826,Rua João Araujo Teixeira Alves,"LINESTRING (-39.5876646 -3.4972001, -39.5875726 -3.4966791)",,
223924420,True,,residential,False,80.342,Rua Sete de Setembro,"LINESTRING (-39.5837644 -3.497967, -39.5830838 -3.4982131)",,
223923661,True,,residential,False,69.507,Rua Urbano Barbosa,"LINESTRING (-39.5816162 -3.4981368, -39.5822093 -3.4979361)",,
