osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,lanes,access
"[203618250, 203618252, 850147946]",PR-092,Rodovia Governador Parigot de Souza,primary,60,False,True,411.4700000000001,yes,"LINESTRING (-49.8201164 -24.1429092, -49.820045 -24.1429746, -49.8198874 -24.1431416, -49.8197781 -24.1432756, -49.8196901 -24.1434011, -49.819597 -24.1435608, -49.819521 -24.1437203, -49.819422 -24.1440018, -49.8193168 -24.144404, -49.8191823 -24.144902, -49.8191276 -24.1451823, -49.8190324 -24.1455347, -49.8189439 -24.1457942, -49.8188554 -24.1460095, -49.8186797 -24.1463155)",,,
690503818,,,primary_link,,True,False,155.543,,"LINESTRING (-49.8201164 -24.1429092, -49.8201992 -24.1427922, -49.8203306 -24.1426588, -49.8205975 -24.1424361, -49.8209773 -24.1421986, -49.821291 -24.1420344)",,,
850146580,PR-092,Rodovia Parigot de Souza,primary,60,False,False,81.165,,"LINESTRING (-49.8201164 -24.1429092, -49.8204845 -24.1426442, -49.8207691 -24.1424899)",,,
203607323,,Rua Moisés Lupion,primary,,False,True,190.979,,"LINESTRING (-49.8233454 -24.1496771, -49.823908 -24.1480381)",,,
323344076,,Rua Aurélio Carneiro,primary,,False,True,96.131,,"LINESTRING (-49.8233454 -24.1496771, -49.8242466 -24.1499439)",,,
918551767,,Rua José Binotto,residential,,False,False,84.044,,"LINESTRING (-49.824288 -24.1469603, -49.8250761 -24.1471929)",,,
203607323,,Rua Moisés Lupion,primary,,False,False,125.89800000000001,,"LINESTRING (-49.824288 -24.1469603, -49.8242708 -24.1470045, -49.823908 -24.1480381)",,,
203607323,,Rua Moisés Lupion,primary,,False,True,230.636,,"LINESTRING (-49.824288 -24.1469603, -49.8244094 -24.1466153, -49.8249841 -24.1449858)",,,
203617309,,Rua Moisés Lupion,tertiary,,True,False,25.348,,"LINESTRING (-49.8253718 -24.1438795, -49.8254434 -24.1436611)",,,
203617312,,Rua Telêmaco Carneiro,tertiary,,False,False,4.618,,"LINESTRING (-49.8253718 -24.1438795, -49.8253345 -24.1439033)",,,
203607286,,Rua Ermelino Sampaio,residential,,False,True,97.633,,"LINESTRING (-49.823908 -24.1480381, -49.8248233 -24.148309)",,,
203607323,,Rua Moisés Lupion,primary,,False,False,190.979,,"LINESTRING (-49.823908 -24.1480381, -49.8233454 -24.1496771)",,,
203607323,,Rua Moisés Lupion,primary,,False,True,125.89800000000001,,"LINESTRING (-49.823908 -24.1480381, -49.8242708 -24.1470045, -49.824288 -24.1469603)",,,
