osmid,oneway,name,highway,reversed,length,geometry,junction,lanes
228541333,True,Travessa Padre Júlio Albuquerque,tertiary,False,31.72,"LINESTRING (-36.0930269 -9.7818796, -36.0931664 -9.781803, -36.0932167 -9.7817732, -36.0932739 -9.7817316)",,
253923324,False,Avenida Vera Cruz,tertiary,True,19.436999999999998,"LINESTRING (-36.0930269 -9.7818796, -36.0929733 -9.7819074, -36.0929351 -9.7819431, -36.0928969 -9.7819939)",,
253923355,True,Rua Doutor Francisco Duarte,secondary,False,11.241,"LINESTRING (-36.0930088 -9.7807477, -36.0929729 -9.780653)",,
682779002,True,,secondary,False,23.589,"LINESTRING (-36.0930088 -9.7807477, -36.0930109 -9.7807175, -36.0930224 -9.7806893, -36.0930421 -9.7806661, -36.0930682 -9.78065, -36.093098 -9.7806426, -36.0931287 -9.7806447, -36.0931572 -9.780656)",roundabout,
682779002,True,,secondary,False,6.7379999999999995,"LINESTRING (-36.0931572 -9.780656, -36.0931808 -9.7806754, -36.0931971 -9.7807011)",roundabout,
682779000,True,Rua Júlio Plech,secondary,False,105.135,"LINESTRING (-36.0931971 -9.7807011, -36.094144 -9.7808535)",,
682779002,True,,secondary,False,3.371,"LINESTRING (-36.0931971 -9.7807011, -36.0932046 -9.7807305)",roundabout,
682779007,True,Rua Doutor Francisco Duarte,residential,False,101.024,"LINESTRING (-36.0932046 -9.7807305, -36.0938073 -9.781418)",,
682779002,True,,secondary,False,26.964,"LINESTRING (-36.0932046 -9.7807305, -36.0932025 -9.7807607, -36.093191 -9.7807889, -36.0931713 -9.7808121, -36.0931452 -9.7808282, -36.0931154 -9.7808356, -36.0930847 -9.7808335, -36.0930562 -9.7808222, -36.0930326 -9.7808027)",roundabout,
253923350,False,Rua Doutor Francisco Duarte,secondary,False,70.95,"LINESTRING (-36.0928888 -9.7802104, -36.0926056 -9.7796366)",,
253923352,True,Rua Doutor Francisco Duarte,secondary,False,8.837,"LINESTRING (-36.0928888 -9.7802104, -36.0929451 -9.7802673)",,
228524933,False,Avenida Ana Candido Soares Palmeira,residential,True,36.989,"LINESTRING (-36.0939208 -9.7862283, -36.0941635 -9.7859971)",,
228524933,False,Avenida Ana Candido Soares Palmeira,residential,False,45.299,"LINESTRING (-36.0939208 -9.7862283, -36.0937746 -9.7863394, -36.0935828 -9.7864623)",,
315792438,False,Rua Mário Soares Palmeira,tertiary,True,125.60700000000001,"LINESTRING (-36.0939208 -9.7862283, -36.0933481 -9.7856601, -36.0932073 -9.785518, -36.093157 -9.7854797, -36.0930993 -9.7854433)",,
315794658,False,Rua Senador Máximo,secondary,False,97.529,"LINESTRING (-36.0997921 -9.7799468, -36.1006741 -9.7798292)",,
315794658,False,Rua Senador Máximo,secondary,True,23.681,"LINESTRING (-36.0997921 -9.7799468, -36.0995775 -9.7799719)",,
