osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,lanes,maxspeed,junction
895446242,True,SP-360,Rua Luiz Scavone,primary,False,23.979,"LINESTRING (-46.843144 -23.009344, -46.843223 -23.0091791, -46.8432367 -23.009146)",,,,
"[434758049, 434758050, 434758052]",True,SP-360,Rua Luiz Scavone,primary,False,24.877000000000002,"LINESTRING (-46.8438026 -23.0075667, -46.8437847 -23.0075367, -46.8437217 -23.0074206, -46.8436933 -23.0073669)",yes,,,
1173346362,False,,Avenida Nair Soares de Macedo Fattori,secondary,False,324.5520000000001,"LINESTRING (-46.8438026 -23.0075667, -46.8428928 -23.0079577, -46.8423634 -23.0081994, -46.8421534 -23.0083527, -46.8420267 -23.008476, -46.8419927 -23.008523, -46.8419303 -23.0086091, -46.8417929 -23.0088621, -46.8417382 -23.0089629, -46.8417236 -23.008992, -46.8415197 -23.0093973)",,,,
442662521,True,SP-360,Rua Coronel Camilo Pires,primary,False,126.034,"LINESTRING (-46.843633 -23.007237, -46.8431543 -23.0061927)",,,,
434758051,True,,Rua Luiz Scavone,tertiary,False,161.024,"LINESTRING (-46.843633 -23.007237, -46.8440283 -23.0063801, -46.8438435 -23.0058917)",,,,
188520862,False,,Rua Piza e Almeida,secondary,True,63.904,"LINESTRING (-46.8378205 -23.0071164, -46.8378513 -23.0076904)",,,,
762948589,True,,Rua Piza e Almeida,secondary,False,91.632,"LINESTRING (-46.8378205 -23.0071164, -46.8375219 -23.006389, -46.8375081 -23.0063443)",,2,,
895447013,False,,Rua Comendador Franco,residential,False,90.521,"LINESTRING (-46.8378205 -23.0071164, -46.8370795 -23.0073798, -46.8369951 -23.0074088)",,2,,
32137640,False,,Rua Tobias Franco,residential,False,70.712,"LINESTRING (-46.8383239 -23.0057358, -46.8380502 -23.0051519)",,,,
311847767,True,,Rua Francisco Glicério,residential,False,28.442,"LINESTRING (-46.8383239 -23.0057358, -46.8385094 -23.0056775, -46.8385869 -23.0056532)",,2,,
154829794,True,,Rua Rui Barbosa,residential,False,73.435,"LINESTRING (-46.8432331 -23.0041935, -46.8430029 -23.003568)",,,,
885940461,True,SP-360,Rua Francisco Glicério,primary,False,78.831,"LINESTRING (-46.8432331 -23.0041935, -46.843962 -23.0039645)",,2,,
885940460,True,,Avenida Marechal Deodoro,secondary,False,57.063,"LINESTRING (-46.843962 -23.0039645, -46.8441311 -23.0044535)",,,,
434758051,True,,Rua Luiz Scavone,tertiary,False,63.456,"LINESTRING (-46.8435932 -23.0052216, -46.8434052 -23.0046778)",,,,
885940459,True,SP-360,Rua Comendador Franco,primary,False,84.361,"LINESTRING (-46.8435932 -23.0052216, -46.8428198 -23.0054839)",,2,,
762948592,False,,Rua Tobias Franco,residential,True,140.956,"LINESTRING (-46.8387778 -23.0068121, -46.8392364 -23.0080074)",,,,
