osmid,name,highway,oneway,reversed,length,junction,geometry,ref
177216732,Avenida Magalhães Barata,residential,False,True,134.045,,"LINESTRING (-49.704307 -7.5552948, -49.7048559 -7.5563705)",
177216750,Rua Dez,residential,False,True,80.111,,"LINESTRING (-49.704307 -7.5552948, -49.7036686 -7.5556391)",
776922759,,tertiary,True,False,6.314,roundabout,"LINESTRING (-49.7036353 -7.5555929, -49.7036686 -7.5556391)",
177216714,Rua Nove,residential,False,False,45.155,,"LINESTRING (-49.7058622 -7.5558683, -49.7054963 -7.5560509)",
776922759,,tertiary,True,False,25.319,roundabout,"LINESTRING (-49.7034553 -7.5556594, -49.7034792 -7.5556076, -49.7035259 -7.5555746, -49.7035831 -7.5555692, -49.7036353 -7.5555929)",
177216714,Rua Nove,residential,False,False,79.032,,"LINESTRING (-49.7054963 -7.5560509, -49.7048559 -7.5563705)",
177216714,Rua Nove,residential,False,True,45.155,,"LINESTRING (-49.7054963 -7.5560509, -49.7058622 -7.5558683)",
177216721,Avenida Adolfo Pereira da Silva,residential,False,True,112.208,,"LINESTRING (-49.7054963 -7.5560509, -49.705919 -7.5569689)",
177216714,Rua Nove,residential,False,False,79.083,,"LINESTRING (-49.7048559 -7.5563705, -49.7042179 -7.5566958)",
177216714,Rua Nove,residential,False,True,79.032,,"LINESTRING (-49.7048559 -7.5563705, -49.7054963 -7.5560509)",
177216732,Avenida Magalhães Barata,residential,False,False,134.045,,"LINESTRING (-49.7048559 -7.5563705, -49.704307 -7.5552948)",
177216732,Avenida Magalhães Barata,residential,False,True,115.479,,"LINESTRING (-49.7048559 -7.5563705, -49.7053156 -7.5573037)",
177216714,Rua Nove,residential,False,False,8.764,,"LINESTRING (-49.7042179 -7.5566958, -49.7041456 -7.5567286)",
177216714,Rua Nove,residential,False,True,79.083,,"LINESTRING (-49.7042179 -7.5566958, -49.7048559 -7.5563705)",
693435072,Avenida Presidente Juscelino Kubitschek,tertiary,True,False,115.448,,"LINESTRING (-49.7042179 -7.5566958, -49.7046669 -7.5576338)",
177216714,Rua Nove,residential,False,False,76.685,,"LINESTRING (-49.70378 -7.5568979, -49.7031532 -7.5571971)",
177216714,Rua Nove,residential,False,True,44.48,,"LINESTRING (-49.70378 -7.5568979, -49.7041456 -7.5567286)",
"[693435075, 776922758]",Avenida Sete de Setembro,tertiary,False,False,130.11999999999998,,"LINESTRING (-49.70378 -7.5568979, -49.7035722 -7.556059, -49.7035569 -7.5559877, -49.7035361 -7.5559149, -49.7034944 -7.5557626)",
693435075,Avenida Sete de Setembro,tertiary,False,True,109.525,,"LINESTRING (-49.70378 -7.5568979, -49.703912 -7.5573754, -49.7040577 -7.5578435)",
