osmid,highway,oneway,reversed,length,ref,name,bridge,geometry
516893048,residential,False,False,51.477,,,,"LINESTRING (-42.6113722 -21.1933324, -42.610888 -21.1932299)"
"[295751792, 297504330, 295751791]",secondary,False,True,99.867,MGC-265,"['Rua Expedicionário José Baldine', 'Rua Presidente Médici']",yes,"LINESTRING (-42.6113722 -21.1933324, -42.6113333 -21.1937588, -42.6113326 -21.1939582, -42.61134 -21.1942289)"
187908989,secondary,True,False,29.222,MGC-265,Rua Doutor Resende,,"LINESTRING (-42.61134 -21.1942289, -42.6116028 -21.1943239)"
"[295751792, 297504330, 295751791]",secondary,False,False,99.86699999999999,MGC-265,"['Rua Presidente Médici', 'Rua Expedicionário José Baldine']",yes,"LINESTRING (-42.61134 -21.1942289, -42.6113326 -21.1939582, -42.6113333 -21.1937588, -42.6113722 -21.1933324)"
187908989,secondary,True,False,98.82499999999999,MGC-265,Rua Doutor Resende,,"LINESTRING (-42.6122553 -21.1945803, -42.6123592 -21.1946434, -42.6124001 -21.1946966, -42.6125953 -21.195158, -42.6126301 -21.195263, -42.6126409 -21.1953643)"
298306140,residential,True,False,98.035,,Praça Presidente Vargas,,"LINESTRING (-42.6122553 -21.1945803, -42.6121299 -21.1947091, -42.6119743 -21.1948791, -42.6119153 -21.1949641, -42.6118711 -21.1950942, -42.6118241 -21.195208, -42.6117554 -21.1953148)"
295886047,secondary,True,False,27.025,MGC-265,Rua Expedicionário José Baldine,,"LINESTRING (-42.6112736 -21.1955981, -42.6112796 -21.1955262, -42.611285 -21.1954656, -42.6112917 -21.1954068, -42.6113024 -21.1953568)"
295886047,secondary,True,False,35.988,MGC-265,Rua Expedicionário José Baldine,,"LINESTRING (-42.6113802 -21.1961514, -42.6112568 -21.1959545, -42.6112434 -21.1959182, -42.6112387 -21.1958876, -42.6112387 -21.1958613)"
295751782,secondary,True,False,27.106,MGC-265,Rua Moisés Moreira,,"LINESTRING (-42.6135488 -21.1964265, -42.6136574 -21.1965184, -42.6137486 -21.1965834)"
295751783,secondary,True,False,66.648,MGC-265,Rua Moisés Moreira,,"LINESTRING (-42.6137486 -21.1965834, -42.6139706 -21.1967572, -42.6141094 -21.1968691, -42.6142354 -21.1969748)"
