osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,access
410195840,Rua Lavadeiras,residential,False,True,9.252,,,"LINESTRING (-39.2982674 -6.7943408, -39.2982364 -6.7944181)",
622787100,Praça da Bandeira,residential,False,False,40.907,,,"LINESTRING (-39.2982674 -6.7943408, -39.2983913 -6.7939941)",
692528791,Avenida Neném Marinheiro,primary,True,False,101.623,2,BR-230;CE-060,"LINESTRING (-39.2982674 -6.7943408, -39.2991619 -6.794556)",
788459181,Rodovia Deputado Adahil Barreto Cavalcante,secondary,False,False,10.987,,BR-122;CE-060,"LINESTRING (-39.2998448 -6.7909943, -39.2997469 -6.7909766)",
546496752,Vila Morais,residential,False,False,67.732,,,"LINESTRING (-39.2998448 -6.7909943, -39.2998649 -6.7907724, -39.2998843 -6.7905798, -39.2999082 -6.7903885)",
788459181,Rodovia Deputado Adahil Barreto Cavalcante,secondary,False,True,51.152,,BR-122;CE-060,"LINESTRING (-39.2998448 -6.7909943, -39.2998849 -6.7910024, -39.3000836 -6.7910426, -39.300301 -6.7910732)",
828332881,,residential,False,True,10.158,,,"LINESTRING (-39.3020875 -6.7948825, -39.302133 -6.7949619)",
622787104,Rua Mestre Tim,residential,False,True,53.528,,,"LINESTRING (-39.3020875 -6.7948825, -39.3020962 -6.7947853, -39.3021539 -6.7944058)",
410189461,Rua Deputado Figueiredo Correa,residential,True,False,101.043,,,"LINESTRING (-39.2999401 -6.7947432, -39.3001675 -6.793863)",
692528791,Avenida Neném Marinheiro,primary,True,False,7.96,2,BR-230;CE-060,"LINESTRING (-39.2999401 -6.7947432, -39.3000113 -6.7947544)",
828713096,Rua Deputado Figueiredo Correa,residential,False,True,66.097,,,"LINESTRING (-39.3008503 -6.7911776, -39.3006925 -6.791751)",
788459181,Rodovia Deputado Adahil Barreto Cavalcante,secondary,False,False,61.77199999999999,,BR-122;CE-060,"LINESTRING (-39.3008503 -6.7911776, -39.3006709 -6.7911399, -39.3004588 -6.7911022, -39.3003335 -6.7910818, -39.300301 -6.7910732)",
828713093,,residential,False,True,4.493,,,"LINESTRING (-39.3006541 -6.7917914, -39.3006937 -6.7918007)",
828713097,Rua Deputado Figueiredo Correa,residential,True,False,6.177,,,"LINESTRING (-39.3006541 -6.7917914, -39.3006925 -6.791751)",
694433348,Rua Doutor Leandro Corrêia,residential,False,True,39.271,,,"LINESTRING (-39.3006541 -6.7917914, -39.3005556 -6.7917527, -39.3004546 -6.791722, -39.3003113 -6.7917068)",
410189463,Rua Julho Alves Bastos,residential,False,False,250.809,,,"LINESTRING (-39.30206 -6.7920702, -39.3017539 -6.7943052)",
694433349,Rua Regina Carvalho,residential,False,False,43.879999999999995,,,"LINESTRING (-39.30206 -6.7920702, -39.302166 -6.7920792, -39.3023125 -6.7920849, -39.3024569 -6.7920866)",
694433349,Rua Regina Carvalho,residential,False,True,47.67,,,"LINESTRING (-39.30206 -6.7920702, -39.3019801 -6.7920628, -39.301883 -6.7920627, -39.3017415 -6.7920557, -39.3016288 -6.7920537)",
410189463,Rua Julho Alves Bastos,residential,False,True,47.525,,,"LINESTRING (-39.3016923 -6.7947282, -39.3017539 -6.7943052)",
410189464,Rua Mestre Antônio,residential,False,False,50.84,,,"LINESTRING (-39.3016923 -6.7947282, -39.301295 -6.7944971)",
410189464,Rua Mestre Antônio,residential,False,True,24.961999999999996,,,"LINESTRING (-39.3016923 -6.7947282, -39.301728 -6.7947705, -39.3017628 -6.7948128, -39.3018385 -6.7948994)",
410189464,Rua Mestre Antônio,residential,False,False,24.962,,,"LINESTRING (-39.3018385 -6.7948994, -39.3017628 -6.7948128, -39.301728 -6.7947705, -39.3016923 -6.7947282)",
692528791,Avenida Neném Marinheiro,primary,True,False,27.561999999999998,2,BR-230;CE-060,"LINESTRING (-39.3018385 -6.7948994, -39.3019587 -6.794889, -39.3020875 -6.7948825)",
410189464,Rua Mestre Antônio,residential,False,True,42.711,,,"LINESTRING (-39.3008753 -6.7942584, -39.3012116 -6.7944482)",
410189467,Rua Gonçalves Dias,residential,False,False,21.201,,,"LINESTRING (-39.3008753 -6.7942584, -39.3009073 -6.7940704)",
410189467,Rua Gonçalves Dias,residential,False,True,70.95,,,"LINESTRING (-39.3008753 -6.7942584, -39.3007937 -6.7948913)",
410189463,Rua Julho Alves Bastos,residential,False,False,47.525,,,"LINESTRING (-39.3017539 -6.7943052, -39.3016923 -6.7947282)",
410189463,Rua Julho Alves Bastos,residential,False,True,250.809,,,"LINESTRING (-39.3017539 -6.7943052, -39.30206 -6.7920702)",
546967265,Travessa Pedro Tonheiro,residential,False,False,45.56,,,"LINESTRING (-39.3017539 -6.7943052, -39.3021539 -6.7944058)",
622787106,Travessa Pedro Tonheiro,residential,False,False,46.395,,,"LINESTRING (-39.3017539 -6.7943052, -39.3013452 -6.7942083)",
410189461,Rua Deputado Figueiredo Correa,residential,True,False,109.85,,,"LINESTRING (-39.3001675 -6.793863, -39.3003877 -6.7928996)",
410189466,Rua Dez de Novembro,residential,False,True,5.443,,,"LINESTRING (-39.3001675 -6.793863, -39.3002148 -6.7938768)",
410189466,Rua Dez de Novembro,residential,False,False,59.916,,,"LINESTRING (-39.3001675 -6.793863, -39.2997989 -6.7937945, -39.2996319 -6.7937799)",
410189466,Rua Dez de Novembro,residential,False,True,44.602,,,"LINESTRING (-39.2992283 -6.7937632, -39.2996319 -6.7937799)",
410189481,Rua Coronel Antônio Primo,residential,False,True,96.043,,,"LINESTRING (-39.2992283 -6.7937632, -39.2993292 -6.7929053)",
410189466,Rua Dez de Novembro,residential,False,False,54.513000000000005,,,"LINESTRING (-39.2992283 -6.7937632, -39.2989507 -6.7937459, -39.2988977 -6.7937392, -39.2988561 -6.7937273, -39.2988192 -6.7937073, -39.2987663 -6.793652)",
546960177,Rua Coronel Antônio Primo,residential,False,False,88.461,,,"LINESTRING (-39.2992283 -6.7937632, -39.2991941 -6.7941449, -39.2991619 -6.794556)",
410189467,Rua Gonçalves Dias,residential,False,False,70.95,,,"LINESTRING (-39.3007937 -6.7948913, -39.3008753 -6.7942584)",
692528791,Avenida Neném Marinheiro,primary,True,False,18.318,2,BR-230;CE-060,"LINESTRING (-39.3007937 -6.7948913, -39.300959 -6.7949053)",
410189466,Rua Dez de Novembro,residential,False,False,36.741,,,"LINESTRING (-39.3009073 -6.7940704, -39.3005858 -6.7939852)",
410189467,Rua Gonçalves Dias,residential,False,False,138.563,,,"LINESTRING (-39.3009073 -6.7940704, -39.3009557 -6.7928252)",
410189467,Rua Gonçalves Dias,residential,False,True,21.201,,,"LINESTRING (-39.3009073 -6.7940704, -39.3008753 -6.7942584)",
