osmid,name,highway,oneway,reversed,length,geometry,width,lanes,ref,maxspeed
335619977,Rua Veneranda,residential,False,False,11.838,"LINESTRING (-44.4495599 -4.2043674, -44.4496476 -4.2044281)",,,,
247018750,Rua do Sol,residential,False,True,137.375,"LINESTRING (-44.4495599 -4.2043674, -44.4490189 -4.2053837, -44.448982 -4.2054601)",,,,
335619977,Rua Veneranda,residential,False,True,100.324,"LINESTRING (-44.4495599 -4.2043674, -44.4491225 -4.2040212, -44.44886 -4.203796)",,,,
414449746,Rua São Miguel,residential,False,False,117.716,"LINESTRING (-44.4507077 -4.2031445, -44.4505622 -4.2031114, -44.450515 -4.2030967, -44.4504556 -4.2030733, -44.4502216 -4.2029405, -44.4499628 -4.202786, -44.4497656 -4.2026717)",,,,
414449746,Rua São Miguel,residential,False,True,120.22999999999999,"LINESTRING (-44.4507077 -4.2031445, -44.4513236 -4.2032635, -44.4517708 -4.2033565)",,,,
414449749,Rua Santo Antônio,residential,False,False,188.644,"LINESTRING (-44.4507077 -4.2031445, -44.4505984 -4.2033445, -44.4504844 -4.2035337, -44.4503731 -4.2036982, -44.4502813 -4.203832, -44.4502417 -4.2038828, -44.4501894 -4.2039363, -44.4501311 -4.2039851, -44.4500539 -4.204044, -44.4498293 -4.2041764, -44.449771 -4.2042259, -44.449722 -4.2042774, -44.4496476 -4.2044281)",,,,
247018751,Rua Nice Lobão,residential,False,True,119.805,"LINESTRING (-44.4505353 -4.2079706, -44.4495764 -4.2074743)",,,,
247018752,Rua São José,residential,False,False,136.139,"LINESTRING (-44.4505353 -4.2079706, -44.4499533 -4.2090486)",,,,
414449754,Rua São José,residential,False,True,112.802,"LINESTRING (-44.4505353 -4.2079706, -44.4510004 -4.2070684)",,,,
247018751,Rua Nice Lobão,residential,False,False,170.564,"LINESTRING (-44.4505353 -4.2079706, -44.4508801 -4.2081547, -44.4513867 -4.2084356, -44.4517411 -4.2086088, -44.4518988 -4.2086789)",,,,
335619977,Rua Veneranda,residential,False,False,80.719,"LINESTRING (-44.4503326 -4.2049197, -44.4509183 -4.2053507)",,,,
335619977,Rua Veneranda,residential,False,True,93.587,"LINESTRING (-44.4503326 -4.2049197, -44.4496476 -4.2044281)",,,,
247018755,Rua São Domingos,residential,False,True,141.266,"LINESTRING (-44.4503326 -4.2049197, -44.4497552 -4.2057835, -44.4496259 -4.2059767)",,,,
247018747,Rua Tancredo Neves,residential,False,True,10.249,"LINESTRING (-44.448266 -4.2093466, -44.4483112 -4.209427)",,,,
414449755,Rua Sete de Setembro,residential,False,True,135.144,"LINESTRING (-44.448266 -4.2093466, -44.4483923 -4.2092027, -44.4484808 -4.2090943, -44.4485633 -4.2089813, -44.4489911 -4.2083711)",,,,
