osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge,junction
862055580,2,Estrada São Francisco,secondary,False,False,16.634,,"LINESTRING (-46.7797778 -23.6144146, -46.7796373 -23.6144908)",,,
4708565,1,Estrada São Francisco,secondary,True,False,15.64,40,"LINESTRING (-46.7797778 -23.6144146, -46.779816 -23.6143734, -46.7798542 -23.6143446, -46.7798943 -23.6143258)",,,
312903281,2,Avenida Laurita Ortega Mari,secondary,False,False,10.938,,"LINESTRING (-46.7800571 -23.6144727, -46.7800762 -23.6143759)",,,
8448414,1,Estrada São Francisco,secondary,True,False,32.437000000000005,,"LINESTRING (-46.7800571 -23.6144727, -46.7800333 -23.6144429, -46.7800051 -23.6144168, -46.7799726 -23.6144005, -46.7799437 -23.6143916, -46.7799038 -23.614386, -46.7798606 -23.6143928, -46.7798264 -23.6143999, -46.7797778 -23.6144146)",,,
937758907,3,Rodovia Régis Bittencourt,motorway,True,False,188.393,80,"LINESTRING (-46.7817938 -23.613611, -46.782084 -23.6137136, -46.7835144 -23.6142315)",SP-230;BR-116,,
110084233,2,Avenida São Paulo,secondary,True,False,25.633,,"LINESTRING (-46.7762556 -23.6113573, -46.7763526 -23.6111446)",,,
360620528,2,Avenida Felício Barutti,secondary,True,False,10.091,40,"LINESTRING (-46.7762556 -23.6113573, -46.7763445 -23.6113973)",,,
937371003,2,Avenida Felício Barutti,secondary,True,False,59.559,40,"LINESTRING (-46.7751181 -23.6109395, -46.7756572 -23.6111466)",,,
110233418,,Rua Rio Grande do Sul,residential,False,False,73.739,30,"LINESTRING (-46.7751181 -23.6109395, -46.7751663 -23.6108303, -46.7754735 -23.6103632)",,,
146138123,,Rua Henrique Robba,residential,False,True,62.13,,"LINESTRING (-46.7833538 -23.6090459, -46.783378 -23.6091847, -46.7834651 -23.6095952)",,,
405563990,,Rua João Pires de Camargo,residential,False,True,53.031,30,"LINESTRING (-46.7833538 -23.6090459, -46.7829287 -23.6091368, -46.7828536 -23.6091712)",,,
110080119,,Rua Paraná,residential,False,False,92.224,30,"LINESTRING (-46.776914 -23.6116074, -46.7772853 -23.610851)",,,
360620528,2,Avenida Felício Barutti,secondary,True,False,64.102,40,"LINESTRING (-46.776914 -23.6116074, -46.7772036 -23.6117206, -46.7774927 -23.6118336)",,,
110050816,,Rua Garibaldi,residential,False,True,65.08500000000001,30,"LINESTRING (-46.7790623 -23.6095657, -46.7792903 -23.6096296, -46.7796712 -23.6097426)",,,
110095244,,Rua Iracema Sena Cerqueira Santos,residential,False,True,292.318,30,"LINESTRING (-46.7790623 -23.6095657, -46.7788994 -23.6097168, -46.7788497 -23.6097457, -46.7787894 -23.6097629, -46.7787438 -23.6097635, -46.7786962 -23.6097524, -46.7786506 -23.6097303, -46.7785889 -23.6096861, -46.7785366 -23.6096062, -46.7785084 -23.6094796, -46.7785245 -23.6091859, -46.778542 -23.609111, -46.7785661 -23.609052, -46.7786117 -23.6089918, -46.7786922 -23.608934, -46.7788303 -23.6088566, -46.7793413 -23.6086207, -46.7796792 -23.6084462, -46.7799084 -23.6083147)",,,
937371005,,Rua Iracema Sena Cerqueira Santos,residential,False,False,159.527,30,"LINESTRING (-46.7790623 -23.6095657, -46.7794687 -23.6091233, -46.7796054 -23.6089721, -46.7800628 -23.6084622)",,,
1039585803,,Rua Antônio Maciel de Oliveira,residential,True,False,30.064,30,"LINESTRING (-46.7786671 -23.6101387, -46.7789619 -23.6101502)",,,
405563988,,Rua Antônio Maciel de Oliveira,residential,False,False,238.00799999999998,30,"LINESTRING (-46.7786671 -23.6101387, -46.7785218 -23.6101051, -46.7781946 -23.6100117, -46.7780967 -23.6099638, -46.7780337 -23.6099073, -46.7780055 -23.6098557, -46.7779975 -23.6097955, -46.7780243 -23.6096812, -46.7780752 -23.609519, -46.7780927 -23.6094489, -46.7780994 -23.6093912, -46.7780887 -23.6093359, -46.7780632 -23.6092732, -46.7780055 -23.6091823, -46.777972 -23.6091012, -46.7779599 -23.6090164, -46.7779599 -23.6089549, -46.7779854 -23.6089058, -46.7780417 -23.6088468, -46.778145 -23.6087706, -46.7783837 -23.6086367)",,,
110085948,,Rua Bahia,residential,False,False,99.821,30,"LINESTRING (-46.7786343 -23.6122966, -46.7790328 -23.6114765)",,,
360620528,2,Avenida Felício Barutti,secondary,True,False,62.865,40,"LINESTRING (-46.7786343 -23.6122966, -46.7792036 -23.6125146)",,,
