osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge
339201470,Rua Antônio Cordeiro,residential,False,False,23.716,,,"LINESTRING (-42.4550973 -20.102439, -42.4551466 -20.1022308)",
339724973,Rua Antônio Vieira dos Santos,primary,False,True,86.033,MG-329,40,"LINESTRING (-42.4550973 -20.102439, -42.4551112 -20.1032126)",
339756198,Avenida Getúlio Vargas,primary,False,False,95.243,MG-329,30,"LINESTRING (-42.4550973 -20.102439, -42.4547789 -20.1023041, -42.4542738 -20.102071)",
339201470,Rua Antônio Cordeiro,residential,False,True,81.009,,,"LINESTRING (-42.4551935 -20.1015036, -42.4551466 -20.1022308)",
"[339792834, 339917683, 339917686]",Rua Antônio Pinto Figueiredo,primary,False,False,172.178,MG-329,"['20', '40', '30']","LINESTRING (-42.4496683 -20.1000107, -42.4496022 -20.0999357, -42.4494451 -20.0997451, -42.449094 -20.0993304, -42.4486521 -20.0987914)",yes
339795040,Avenida Governador Valadares,primary,False,True,226.31900000000002,MG-329,30,"LINESTRING (-42.4496683 -20.1000107, -42.4498153 -20.1001129, -42.4506033 -20.1004461, -42.4516169 -20.1008941)",
339202896,Alameda Vivi Menezes,residential,True,False,90.636,,,"LINESTRING (-42.4543604 -20.1018854, -42.4551466 -20.1022308)",
339227293,Rua Professor Edward Leão,secondary,False,False,19.768,,,"LINESTRING (-42.4543604 -20.1018854, -42.4544386 -20.1017235)",
339227293,Rua Professor Edward Leão,secondary,False,True,22.532,,,"LINESTRING (-42.4543604 -20.1018854, -42.4542738 -20.102071)",
339201470,Rua Antônio Cordeiro,residential,False,False,81.009,,,"LINESTRING (-42.4551466 -20.1022308, -42.4551935 -20.1015036)",
339201470,Rua Antônio Cordeiro,residential,False,True,23.716,,,"LINESTRING (-42.4551466 -20.1022308, -42.4550973 -20.102439)",
"[391967744, 339271877, 391967743]",Rua Francisco Martins Chaves,residential,False,True,103.185,,,"LINESTRING (-42.4551466 -20.1022308, -42.4553089 -20.1022407, -42.4553829 -20.1022455, -42.4556046 -20.10226, -42.4559446 -20.1022564, -42.4561326 -20.1022754)",yes
339213380,Rua Carlos Lacerda,secondary,False,False,38.347,,,"LINESTRING (-42.4508562 -20.0985336, -42.4512116 -20.0986204)",
339211538,Rua Zico de Sales,residential,False,True,175.888,,,"LINESTRING (-42.4508562 -20.0985336, -42.450776 -20.0985724, -42.4506865 -20.098585, -42.4504751 -20.0985557, -42.4500408 -20.0984803, -42.4498267 -20.0984541, -42.4495827 -20.0984323, -42.4492952 -20.098404, -42.4491971 -20.0984086)",
339429646,Rua Bom Jesus,residential,False,True,18.555,,,"LINESTRING (-42.4486521 -20.0987914, -42.4485415 -20.098922)",
339211538,Rua Zico de Sales,residential,False,False,72.874,,,"LINESTRING (-42.4486521 -20.0987914, -42.4487632 -20.0986653, -42.4488434 -20.0985844, -42.4489363 -20.098508, -42.4490096 -20.0984705, -42.4491211 -20.0984296, -42.4491971 -20.0984086)",
"[339792834, 339917683, 339917686]",Rua Antônio Pinto Figueiredo,primary,False,True,172.17799999999997,MG-329,"['20', '40', '30']","LINESTRING (-42.4486521 -20.0987914, -42.449094 -20.0993304, -42.4494451 -20.0997451, -42.4496022 -20.0999357, -42.4496683 -20.1000107)",yes
"[339213380, 339214775]","['Rua Carlos Lacerda', 'Praça José Raimundo']",secondary,False,False,62.486999999999995,,,"LINESTRING (-42.4520208 -20.0990147, -42.4520896 -20.0990576, -42.4521935 -20.0991274, -42.4523599 -20.0992889, -42.4524834 -20.0993668)",
339213380,Rua Carlos Lacerda,secondary,False,True,96.953,,,"LINESTRING (-42.4520208 -20.0990147, -42.4517395 -20.0988128, -42.4516175 -20.0987261, -42.4514523 -20.0986768, -42.4512116 -20.0986204)",
339217541,Rua Doutor Gerardo Grossi,residential,True,False,256.938,,,"LINESTRING (-42.4519042 -20.1002562, -42.4510863 -20.0999009, -42.450906 -20.0998185, -42.4507917 -20.0997725, -42.4506733 -20.099738, -42.4505384 -20.0997072, -42.4503799 -20.0996873, -42.4503257 -20.0996865, -42.4502343 -20.0996891, -42.45017 -20.0997023, -42.4500922 -20.0997436, -42.4500331 -20.0997743, -42.4499677 -20.0998109, -42.4498274 -20.0999032, -42.4496683 -20.1000107)",
