osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge,ref
64199735,False,Rua José Holanda Cavalcante,residential,True,39.496,,"LINESTRING (-36.0325385 -9.1564435, -36.0327184 -9.1561359)",,
1125825416,False,,residential,False,6.964,,"LINESTRING (-36.0325385 -9.1564435, -36.032503 -9.1564954)",,
1077280711,True,Rua Doutor Antônio Arecipo,secondary,False,62.736999999999995,2,"LINESTRING (-36.0325385 -9.1564435, -36.0329476 -9.1567235, -36.0330066 -9.1567671)",,
272706294,False,Rua do Jatobá,unclassified,True,66.866,,"LINESTRING (-36.035017 -9.1555596, -36.0353274 -9.156077)",,
64199797,False,Rua Orlando Bugarim,unclassified,True,72.283,,"LINESTRING (-36.035017 -9.1555596, -36.0349688 -9.1556472, -36.0347293 -9.1559853, -36.0346366 -9.1560883)",,
272706294,False,Rua do Jatobá,unclassified,False,155.96,,"LINESTRING (-36.035017 -9.1555596, -36.0350916 -9.1547713, -36.0351826 -9.1541671)",,
64199735,False,Rua José Holanda Cavalcante,residential,False,39.496,,"LINESTRING (-36.0327184 -9.1561359, -36.0325385 -9.1564435)",,
64199735,False,Rua José Holanda Cavalcante,residential,True,65.211,,"LINESTRING (-36.0327184 -9.1561359, -36.0330007 -9.1556199)",,
64199778,False,Travessa Doutor Antenor Uchôa,residential,True,61.196,,"LINESTRING (-36.0327184 -9.1561359, -36.0328873 -9.1562032, -36.0332386 -9.1563336)",,
64199778,False,Travessa Doutor Antenor Uchôa,residential,False,4.14,,"LINESTRING (-36.0332732 -9.1563484, -36.0332386 -9.1563336)",,
"[967911164, 272706279]",False,Praça Antenor Uchôa,secondary,"[False, True]",55.172,,"LINESTRING (-36.0332732 -9.1563484, -36.0332205 -9.1564337, -36.0331069 -9.1566434, -36.0330066 -9.1567671)",,
272706304,False,Rua Orlando Bugarim,secondary,True,32.353,,"LINESTRING (-36.0332732 -9.1563484, -36.0333095 -9.1563203, -36.0333598 -9.1563002, -36.033449 -9.1562677, -36.0335449 -9.1562425)",,
272603503,False,Travessa Gabino Besouro,residential,True,57.62,,"LINESTRING (-36.0355057 -9.1574374, -36.0356979 -9.1579196)",,
272603512,False,Rua Gabino Besouro,residential,False,164.451,,"LINESTRING (-36.0355057 -9.1574374, -36.0356492 -9.1570077, -36.0356824 -9.1568652, -36.0356879 -9.1567597, -36.0356504 -9.1566178, -36.0355003 -9.1563524, -36.0353274 -9.156077)",,
272603516,False,Rua Gabino Besouro,residential,False,82.571,,"LINESTRING (-36.0355057 -9.1574374, -36.0350665 -9.1578954, -36.0349934 -9.1579809)",,
245906845,False,Rua Frei João,residential,False,33.06,,"LINESTRING (-36.0356979 -9.1579196, -36.0354461 -9.1580827)",,
272603503,False,Travessa Gabino Besouro,residential,False,57.62,,"LINESTRING (-36.0356979 -9.1579196, -36.0355057 -9.1574374)",,
245906845,False,Rua Frei João,residential,True,135.974,,"LINESTRING (-36.0356979 -9.1579196, -36.0358463 -9.1578399, -36.0360151 -9.1577556, -36.0361626 -9.1577053, -36.0362358 -9.1576837, -36.0363431 -9.1576658, -36.0365409 -9.1576619, -36.0368804 -9.1576976)",,
272706286,False,Rua Orlando Bugarim,secondary,False,75.845,1,"LINESTRING (-36.0353274 -9.156077, -36.0346366 -9.1560883)",,
272706294,False,Rua do Jatobá,unclassified,False,66.866,,"LINESTRING (-36.0353274 -9.156077, -36.035017 -9.1555596)",,
"[273025585, 64199764, 64199807]",False,Rua Demócrito Gracindo,secondary,True,99.40800000000002,,"LINESTRING (-36.0353274 -9.156077, -36.0353914 -9.1560658, -36.0360218 -9.1558373, -36.0360984 -9.1558009, -36.0361487 -9.1557345)",yes,AL-205
272603512,False,Rua Gabino Besouro,residential,True,164.45100000000002,,"LINESTRING (-36.0353274 -9.156077, -36.0355003 -9.1563524, -36.0356504 -9.1566178, -36.0356879 -9.1567597, -36.0356824 -9.1568652, -36.0356492 -9.1570077, -36.0355057 -9.1574374)",,
64199720,False,1ª Travessa da Cachoeira,residential,False,73.632,,"LINESTRING (-36.0377654 -9.15774, -36.0378016 -9.1578234, -36.0378439 -9.1579004, -36.0379657 -9.1580138, -36.0382316 -9.1581943)",,
64199726,False,Rua da Cachoeira,residential,False,98.008,,"LINESTRING (-36.0377654 -9.15774, -36.0376192 -9.1576976, -36.0375267 -9.1576824, -36.0372269 -9.1576963, -36.0368804 -9.1576976)",,
64199758,False,Rua Grupo D,residential,True,32.437,,"LINESTRING (-36.0298178 -9.1554672, -36.0300985 -9.1555583)",,
272714774,False,Travessa Bairro de Fátima,residential,True,54.436,,"LINESTRING (-36.0298178 -9.1554672, -36.0300507 -9.155035)",,
1077280709,True,Avenida Hermano Plech,secondary,False,4.799,,"LINESTRING (-36.0307875 -9.1552961, -36.030769 -9.1553352)",,
1077280711,True,Rua Doutor Antônio Arecipo,secondary,False,25.494,2,"LINESTRING (-36.0307875 -9.1552961, -36.0309799 -9.1554245)",,
"[272706298, 64199724]",False,Condominio Jardim Brasilia,residential,"[False, True]",151.952,,"LINESTRING (-36.0320969 -9.1544841, -36.032594 -9.1547586, -36.0327972 -9.1548708, -36.0328281 -9.1549079, -36.0328254 -9.1549437, -36.0328093 -9.15499, -36.0325632 -9.1553586)",,
64199723,False,Rua Jardim Brasília,residential,False,116.668,,"LINESTRING (-36.0314116 -9.1546696, -36.0304893 -9.1541483)",,
64199723,False,Rua Jardim Brasília,residential,True,147.824,,"LINESTRING (-36.0314116 -9.1546696, -36.0325632 -9.1553586)",,
272714769,False,Travessa Jardim Brasília A,residential,False,96.453,,"LINESTRING (-36.0314116 -9.1546696, -36.0311899 -9.1550876, -36.0309799 -9.1554245)",,
272706278,False,Praça Antenor Uchôa,residential,False,44.526999999999994,,"LINESTRING (-36.0327867 -9.1574665, -36.0325927 -9.1574553, -36.03246 -9.1574514, -36.0323815 -9.1574533)",,
272706302,False,Rua Rui Barbosa,secondary,True,34.702,,"LINESTRING (-36.0327867 -9.1574665, -36.032952 -9.1575111, -36.0330909 -9.1575513)",,
64199778,False,Travessa Doutor Antenor Uchôa,residential,True,4.14,,"LINESTRING (-36.0332386 -9.1563336, -36.0332732 -9.1563484)",,
272706295,False,Rua Jardim Brasília,residential,False,10.768,,"LINESTRING (-36.0332386 -9.1563336, -36.0332898 -9.156251)",,
64199778,False,Travessa Doutor Antenor Uchôa,residential,False,61.196,,"LINESTRING (-36.0332386 -9.1563336, -36.0328873 -9.1562032, -36.0327184 -9.1561359)",,
64199767,False,Rua Doutor Antônio Arecipo,residential,True,29.487,,"LINESTRING (-36.0301389 -9.154875, -36.0303634 -9.1550206)",,
272714774,False,Travessa Bairro de Fátima,residential,False,20.255,,"LINESTRING (-36.0301389 -9.154875, -36.0300507 -9.155035)",,
273025590,False,Travessa Jardim Brasília B,residential,True,89.494,,"LINESTRING (-36.0301389 -9.154875, -36.0304893 -9.1541483)",,
"[272706296, 64199767]",False,"['Travessa Doutor Antônio Arecipo', 'Rua Doutor Antônio Arecipo']",residential,"[False, True]",149.74400000000003,,"LINESTRING (-36.0301389 -9.154875, -36.0296778 -9.1545266, -36.0296698 -9.1545081, -36.0296664 -9.1544935, -36.0296695 -9.1544753, -36.0296752 -9.1544577, -36.0301303 -9.1539191)",,
272713796,False,Avenida Doutor Antônio Gomes de Barros,secondary,False,81.065,,"LINESTRING (-36.0297623 -9.1604976, -36.0298921 -9.1603898, -36.0300109 -9.1602989, -36.0301421 -9.1602095, -36.0303564 -9.1600657)",,
272714761,False,Rua Abílio Gomes,secondary,False,6.33,,"LINESTRING (-36.0300051 -9.1571746, -36.0299502 -9.1571572)",,
272706290,True,Rua Tavares Bastos,secondary,False,264.59000000000003,,"LINESTRING (-36.0300051 -9.1571746, -36.0312134 -9.1574454, -36.0313609 -9.1574725, -36.0314856 -9.1574659, -36.0316446 -9.1574633, -36.0322528 -9.1574474, -36.0323815 -9.1574533)",,
64199723,False,Rua Jardim Brasília,residential,False,46.933,,"LINESTRING (-36.0304893 -9.1541483, -36.0301303 -9.1539191)",,
64199723,False,Rua Jardim Brasília,residential,True,116.668,,"LINESTRING (-36.0304893 -9.1541483, -36.0314116 -9.1546696)",,
273025590,False,Travessa Jardim Brasília B,residential,False,89.494,,"LINESTRING (-36.0304893 -9.1541483, -36.0301389 -9.154875)",,
