osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,junction
211221825,Rua Voluntários de Ituverava,secondary,False,False,98.186,,,"LINESTRING (-47.7782685 -20.3368551, -47.7778459 -20.336066)",
686880525,Praça Dez de Março,secondary,True,False,62.156,2,,"LINESTRING (-47.7782685 -20.3368551, -47.7788115 -20.3366244)",
211221810,Rua Coronel Irlandino Barbosa Sandoval,tertiary,True,False,64.787,2,,"LINESTRING (-47.7750271 -20.3383528, -47.7755813 -20.3380893)",
686880524,Rua André Gomes do Nascimento,tertiary,False,False,68.819,2,,"LINESTRING (-47.7750271 -20.3383528, -47.7753281 -20.3389036)",
211221810,Rua Coronel Irlandino Barbosa Sandoval,tertiary,True,False,79.677,2,,"LINESTRING (-47.7755813 -20.3380893, -47.776268 -20.3377749)",
278725870,Rua Capitão Primo Miguel,residential,False,False,63.755,2,30,"LINESTRING (-47.7755813 -20.3380893, -47.7753728 -20.3375503)",
278725870,Rua Capitão Primo Miguel,residential,False,True,69.56,2,30,"LINESTRING (-47.7755813 -20.3380893, -47.7758767 -20.3386502)",
211221810,Rua Coronel Irlandino Barbosa Sandoval,tertiary,True,False,80.315,2,,"LINESTRING (-47.776268 -20.3377749, -47.7769613 -20.3374601)",
278725866,Rua Marechal Cristiano Ribeiro dos Santos,residential,False,False,107.864,,,"LINESTRING (-47.776268 -20.3377749, -47.776721 -20.338647)",
278725866,Rua Marechal Cristiano Ribeiro dos Santos,residential,False,True,57.819,,,"LINESTRING (-47.776268 -20.3377749, -47.7760237 -20.3373081)",
257816803,Rua Major Victor Venerando da Fonseca,residential,False,False,107.631,,,"LINESTRING (-47.7837588 -20.3326946, -47.7827999 -20.333053)",
827231877,,residential,False,True,19.450000000000003,,,"LINESTRING (-47.7837588 -20.3326946, -47.7837742 -20.3326801, -47.7837903 -20.3326544, -47.7838024 -20.3326298, -47.7838084 -20.3326003, -47.7838091 -20.332572, -47.7838011 -20.3325335)",
686880528,Praça Dez de Março,secondary,True,False,73.234,2,,"LINESTRING (-47.7798805 -20.3361159, -47.7801637 -20.3367186)",
208620506,,secondary,True,False,15.335,2,,"LINESTRING (-47.7801637 -20.3367186, -47.7803101 -20.3367318)",
208620484,Praça Dez de Março,secondary,True,False,31.483,2,,"LINESTRING (-47.7801637 -20.3367186, -47.7801718 -20.3367798, -47.7801718 -20.336826, -47.7801661 -20.3369054, -47.7801289 -20.3369945)",
208620480,Avenida Doutor Soares de Oliveira,secondary,True,False,64.251,2,,"LINESTRING (-47.7803101 -20.3367318, -47.7804309 -20.3367106, -47.7809134 -20.3366142)",
211221826,,secondary,True,False,21.354,2,,"LINESTRING (-47.7803206 -20.3369269, -47.7801289 -20.3369945)",
855240175,Avenida Doutor Soares de Oliveira,tertiary,True,False,21.836,2,,"LINESTRING (-47.7803206 -20.3369269, -47.7803044 -20.3368247, -47.7803101 -20.3367318)",
686880527,Praça Dez de Março,secondary,True,False,41.109,2,,"LINESTRING (-47.7801289 -20.3369945, -47.7797757 -20.3371588)",
278727770,Rua João Evangelista de Lima,residential,False,False,113.255,,,"LINESTRING (-47.7797757 -20.3371588, -47.78025 -20.3380751)",
686880527,Praça Dez de Março,secondary,True,False,62.982,2,,"LINESTRING (-47.7797757 -20.3371588, -47.7792368 -20.3374147)",
278727769,Rua Conselheiro Antônio Prado,residential,False,False,114.198,,,"LINESTRING (-47.7792368 -20.3374147, -47.7797098 -20.338341)",
686880527,Praça Dez de Março,secondary,True,False,63.715,2,,"LINESTRING (-47.7792368 -20.3374147, -47.7788102 -20.3376187, -47.7786925 -20.3376752)",
211221807,Rua Coronel Augusto Barbosa,tertiary,True,False,88.909,2,,"LINESTRING (-47.7786925 -20.3376752, -47.7779375 -20.3380469)",
278727768,Rua Fabiano Alves de Freitas,residential,True,False,119.052,,,"LINESTRING (-47.7786925 -20.3376752, -47.7791987 -20.3386349)",
686880526,Praça Dez de Março,secondary,True,False,101.358,2,,"LINESTRING (-47.7786925 -20.3376752, -47.7786028 -20.3375169, -47.7782685 -20.3368551)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,False,96.175,2,,"LINESTRING (-47.7842785 -20.3401912, -47.7841062 -20.3393415)",
211221808,Rua Coronel Flauzino Barbosa Sandoval,residential,True,False,110.731,2,,"LINESTRING (-47.7842785 -20.3401912, -47.7832341 -20.340372)",
211221808,Rua Coronel Flauzino Barbosa Sandoval,residential,True,False,70.563,2,,"LINESTRING (-47.7822667 -20.340535, -47.7816714 -20.3408369)",
211221822,Rua Quintino Bocaiúva,residential,True,False,95.684,2,30,"LINESTRING (-47.7822667 -20.340535, -47.7818568 -20.3397651)",
278727769,Rua Conselheiro Antônio Prado,residential,False,True,133.512,,,"LINESTRING (-47.7811509 -20.341097, -47.7805722 -20.3400259)",
209709910,Rua Francisco Junqueira,residential,False,False,138.776,2,,"LINESTRING (-47.7840225 -20.3336985, -47.7842862 -20.3349218)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,False,113.762,2,,"LINESTRING (-47.7840225 -20.3336985, -47.7830118 -20.3340839)",
209709910,Rua Francisco Junqueira,residential,False,True,104.25800000000001,2,,"LINESTRING (-47.7840225 -20.3336985, -47.7839087 -20.3331079, -47.7838566 -20.332774)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,False,116.741,2,,"LINESTRING (-47.7830118 -20.3340839, -47.7827999 -20.333053)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,True,118.489,2,,"LINESTRING (-47.7830118 -20.3340839, -47.7832352 -20.3351287)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,True,113.762,2,,"LINESTRING (-47.7830118 -20.3340839, -47.7840225 -20.3336985)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,False,115.094,2,,"LINESTRING (-47.7830118 -20.3340839, -47.7822236 -20.3343845, -47.7819893 -20.3344739)",
209709910,Rua Francisco Junqueira,residential,False,False,10.164,2,,"LINESTRING (-47.7845028 -20.3359269, -47.7845221 -20.3360165)",
209709910,Rua Francisco Junqueira,residential,False,True,114.021,2,,"LINESTRING (-47.7845028 -20.3359269, -47.7842862 -20.3349218)",
209709910,Rua Francisco Junqueira,residential,False,True,10.164,2,,"LINESTRING (-47.7845221 -20.3360165, -47.7845028 -20.3359269)",
855240176,Avenida Doutor Soares de Oliveira,secondary,True,False,112.505,2,,"LINESTRING (-47.7845221 -20.3360165, -47.7837311 -20.3361646, -47.7834641 -20.3362153)",
208620480,Avenida Doutor Soares de Oliveira,secondary,True,False,112.498,2,,"LINESTRING (-47.7834489 -20.3361437, -47.7845028 -20.3359269)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,False,115.041,2,,"LINESTRING (-47.7834489 -20.3361437, -47.7832352 -20.3351287)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,True,8.118,2,,"LINESTRING (-47.7834489 -20.3361437, -47.7834641 -20.3362153)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,False,8.118,2,,"LINESTRING (-47.7834641 -20.3362153, -47.7834489 -20.3361437)",
855240176,Avenida Doutor Soares de Oliveira,secondary,True,False,113.261,2,,"LINESTRING (-47.7834641 -20.3362153, -47.7823996 -20.3364183)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,True,118.80499999999999,2,,"LINESTRING (-47.7834641 -20.3362153, -47.7836717 -20.3372015, -47.7836843 -20.3372636)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,False,62.43,2,,"LINESTRING (-47.7770578 -20.3363582, -47.776501 -20.3365647)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,True,88.361,2,,"LINESTRING (-47.7770578 -20.3363582, -47.7778459 -20.336066)",
278725900,Rua Deputado Francisco Barbosa,residential,False,False,104.734,,,"LINESTRING (-47.7770578 -20.3363582, -47.7775033 -20.3372024)",
278725900,Rua Deputado Francisco Barbosa,residential,False,True,125.468,,,"LINESTRING (-47.7770578 -20.3363582, -47.776832 -20.3358774, -47.776553 -20.3353341)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,False,70.35,2,,"LINESTRING (-47.7758101 -20.3368256, -47.7751812 -20.3370548)",
209709922,Rua Major Domingos Ribeiro dos Santos,residential,False,True,77.658,2,,"LINESTRING (-47.7758101 -20.3368256, -47.776501 -20.3365647)",
278725866,Rua Marechal Cristiano Ribeiro dos Santos,residential,False,False,58.09,,,"LINESTRING (-47.7758101 -20.3368256, -47.7760237 -20.3373081)",
278725866,Rua Marechal Cristiano Ribeiro dos Santos,residential,False,True,127.361,,,"LINESTRING (-47.7758101 -20.3368256, -47.7753782 -20.3357542)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,True,113.448,2,,"LINESTRING (-47.7836843 -20.3372636, -47.7838842 -20.3382665)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,False,118.80499999999999,2,,"LINESTRING (-47.7836843 -20.3372636, -47.7836717 -20.3372015, -47.7834641 -20.3362153)",
209709905,Rua Doutor Adhemar de Barros,residential,True,False,82.472,2,,"LINESTRING (-47.7807969 -20.3378219, -47.7815716 -20.3376721)",
686880529,Rua Capitão Ribeiro dos Santos,tertiary,True,False,111.222,2,30,"LINESTRING (-47.7807969 -20.3378219, -47.7803206 -20.3369269)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,False,113.448,2,,"LINESTRING (-47.7838842 -20.3382665, -47.7836843 -20.3372636)",
209709917,Rua João José de Paula,residential,True,False,113.334,2,,"LINESTRING (-47.7838842 -20.3382665, -47.7828197 -20.3384728)",
209709900,Rua Coronel Dionísio Barbosa Sandoval,residential,False,True,121.759,2,,"LINESTRING (-47.7838842 -20.3382665, -47.7839226 -20.3384361, -47.7841062 -20.3393415)",
