osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,bridge
285933769,False,Rua 8,residential,60,True,97.603,,"LINESTRING (-50.1649848 -13.2735844, -50.1645025 -13.2743261)",
285937566,False,Rua 8,residential,60,False,8.733,,"LINESTRING (-50.1649848 -13.2735844, -50.1650269 -13.2735174)",
295232039,True,Avenida José Pereira do Nascimento,primary,60,False,76.333,GO-244;GO-164,"LINESTRING (-50.1649848 -13.2735844, -50.1643888 -13.2732173)",
285928265,False,Avenida Pará,residential,60,False,73.116,,"LINESTRING (-50.1618063 -13.2759283, -50.1612532 -13.2755507)",
285928265,False,Avenida Pará,residential,60,True,76.696,,"LINESTRING (-50.1618063 -13.2759283, -50.162424 -13.2762664)",
326230038,False,Rua 6,residential,60,False,101.966,,"LINESTRING (-50.1618063 -13.2759283, -50.1623042 -13.2751498)",
326230038,False,Rua 6,residential,60,True,98.603,,"LINESTRING (-50.1618063 -13.2759283, -50.1613215 -13.2766791)",
277482681,True,Avenida José Pereira do Nascimento,primary,60,False,18.245,GO-244;GO-164,"LINESTRING (-50.1667808 -13.2745999, -50.1669351 -13.274666)",
285928267,False,Rua 10,residential,60,True,8.342,,"LINESTRING (-50.1667808 -13.2745999, -50.1667308 -13.274657)",
285928265,False,Avenida Pará,residential,60,False,94.892,,"LINESTRING (-50.1606804 -13.2752005, -50.1599379 -13.2747466)",
285928265,False,Avenida Pará,residential,60,True,73.206,,"LINESTRING (-50.1606804 -13.2752005, -50.1612532 -13.2755507)",
362485312,False,Rua 4,tertiary,60,False,102.165,,"LINESTRING (-50.1606804 -13.2752005, -50.1611834 -13.274423)",
362485312,False,Rua 4,tertiary,60,True,103.227,,"LINESTRING (-50.1606804 -13.2752005, -50.1601675 -13.2759832)",
249278550,False,Avenida Aeroporto,residential,60,False,32.23,,"LINESTRING (-50.166774 -13.2754125, -50.1667101 -13.2756956)",
249278550,False,Avenida Aeroporto,residential,60,True,41.057,,"LINESTRING (-50.166774 -13.2754125, -50.1668225 -13.2750463)",
285928265,False,Avenida Pará,residential,60,False,72.844,,"LINESTRING (-50.1599379 -13.2747466, -50.1593679 -13.2743982)",
285928265,False,Avenida Pará,residential,60,True,94.892,,"LINESTRING (-50.1599379 -13.2747466, -50.1606804 -13.2752005)",
362486249,False,Rua 3,residential,60,False,102.841,,"LINESTRING (-50.1599379 -13.2747466, -50.1594328 -13.27553)",
362486249,False,Rua 3,residential,60,True,102.641,,"LINESTRING (-50.1599379 -13.2747466, -50.1604423 -13.2739649)",
285928265,False,Avenida Pará,residential,60,True,72.844,,"LINESTRING (-50.1593679 -13.2743982, -50.1599379 -13.2747466)",
285937729,False,Rua 2,residential,60,False,103.016,,"LINESTRING (-50.1593679 -13.2743982, -50.1598726 -13.2736127)",
285937729,False,Rua 2,residential,60,True,102.332,,"LINESTRING (-50.1593679 -13.2743982, -50.1588656 -13.2751779)",
285928265,False,Avenida Pará,residential,60,False,76.696,,"LINESTRING (-50.162424 -13.2762664, -50.1618063 -13.2759283)",
285928265,False,Avenida Pará,residential,60,True,71.875,,"LINESTRING (-50.162424 -13.2762664, -50.1629864 -13.2766102)",
285933768,False,Rua 7,residential,60,False,101.046,,"LINESTRING (-50.162424 -13.2762664, -50.16292 -13.2754965)",
285933768,False,Rua 7,residential,60,True,103.622,,"LINESTRING (-50.162424 -13.2762664, -50.1619127 -13.2770543)",
295232040,True,Avenida José Pereira do Nascimento,primary,60,False,18.783,GO-244;GO-164,"LINESTRING (-50.1668661 -13.2747628, -50.1667308 -13.274657)",
889443035,False,Avenida Aeroporto,residential,60,True,13.1,,"LINESTRING (-50.1668661 -13.2747628, -50.1669351 -13.274666)",
285926831,False,Avenida Jonas Batista Franco Neto,residential,60,True,88.638,,"LINESTRING (-50.1581218 -13.271484, -50.1588195 -13.2719015)",
326084488,False,Avenida Araguaia,tertiary,60,True,101.98,,"LINESTRING (-50.1581218 -13.271484, -50.1586981 -13.2707584)",
