osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes
220681804,True,Rua Luiz Junceiro Motta,residential,False,184.752,,"LINESTRING (-47.5485076 -24.7473648, -47.5489724 -24.7457578)",
225916490,True,Avenida Beira-Mar,secondary,False,59.325,40,"LINESTRING (-47.5485076 -24.7473648, -47.5485683 -24.7473998, -47.5490036 -24.7476507)",
225917222,False,Alameda Manchester,residential,False,36.351,,"LINESTRING (-47.5522589 -24.7469627, -47.5526096 -24.7470364)",
907208516,True,Alameda São Judas Tadeu,residential,False,38.999,,"LINESTRING (-47.5522589 -24.7469627, -47.5523554 -24.7466231)",
225916490,True,Avenida Beira-Mar,secondary,False,63.707,40,"LINESTRING (-47.5479832 -24.7470463, -47.5485076 -24.7473648)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,True,93.639,,"LINESTRING (-47.5479832 -24.7470463, -47.5482062 -24.7462289)",
225916490,True,Avenida Beira-Mar,secondary,False,49.051,40,"LINESTRING (-47.5511694 -24.7487504, -47.5514288 -24.7489304, -47.5515725 -24.7489928)",
220681712,True,Rua Francisco Guimarães,residential,False,85.552,,"LINESTRING (-47.5506246 -24.7484719, -47.5508454 -24.7477291)",
225916490,True,Avenida Beira-Mar,secondary,False,63.133,40,"LINESTRING (-47.5506246 -24.7484719, -47.5507047 -24.7485128, -47.5511694 -24.7487504)",
220681722,True,Rua Júlio de Almeida,residential,False,71.259,,"LINESTRING (-47.5500989 -24.7482116, -47.5502828 -24.7475929)",
225916490,True,Avenida Beira-Mar,secondary,False,60.464,40,"LINESTRING (-47.5500989 -24.7482116, -47.5506246 -24.7484719)",
220681790,True,Rua Humberto Paladini,residential,False,218.773,,"LINESTRING (-47.5495559 -24.74793, -47.5501068 -24.7460272)",
225916490,True,Avenida Beira-Mar,secondary,False,63.144000000000005,40,"LINESTRING (-47.5495559 -24.74793, -47.549926 -24.7481219, -47.5500989 -24.7482116)",
225916490,True,Avenida Beira-Mar,secondary,False,63.836999999999996,40,"LINESTRING (-47.5490036 -24.7476507, -47.5494004 -24.7478512, -47.5495559 -24.74793)",
220681803,True,Rua Antônio Menendez,residential,False,201.663,,"LINESTRING (-47.5495278 -24.7459007, -47.5490036 -24.7476507)",
330856784,False,Rua São Lourenço,residential,False,60.138,,"LINESTRING (-47.5495278 -24.7459007, -47.5501068 -24.7460272)",
330856784,False,Rua São Lourenço,residential,True,58.294,,"LINESTRING (-47.5495278 -24.7459007, -47.5489724 -24.7457578)",
330856784,False,Rua São Lourenço,residential,True,52.454,,"LINESTRING (-47.5523554 -24.7466231, -47.5518528 -24.746504)",
907208516,True,Alameda São Judas Tadeu,residential,False,170.814,,"LINESTRING (-47.5523554 -24.7466231, -47.5528149 -24.7451447)",
220681712,True,Rua Francisco Guimarães,residential,False,163.455,,"LINESTRING (-47.5512591 -24.7463375, -47.5516817 -24.7449185)",
330856784,False,Rua São Lourenço,residential,False,62.748,,"LINESTRING (-47.5512591 -24.7463375, -47.5518528 -24.746504)",
330856784,False,Rua São Lourenço,residential,True,58.797,,"LINESTRING (-47.5512591 -24.7463375, -47.5506989 -24.7461934)",
220681673,True,Rua Maximiliano Zulques,residential,False,158.715,,"LINESTRING (-47.5518528 -24.746504, -47.5514342 -24.7478798)",
330856784,False,Rua São Lourenço,residential,False,52.454,,"LINESTRING (-47.5518528 -24.746504, -47.5523554 -24.7466231)",
330856784,False,Rua São Lourenço,residential,True,62.748,,"LINESTRING (-47.5518528 -24.746504, -47.5512591 -24.7463375)",
330856784,False,Rua São Lourenço,residential,False,58.294,,"LINESTRING (-47.5489724 -24.7457578, -47.5495278 -24.7459007)",
330856784,False,Rua São Lourenço,residential,True,61.675,,"LINESTRING (-47.5489724 -24.7457578, -47.548394 -24.7455797)",
220681804,True,Rua Luiz Junceiro Motta,residential,False,161.17000000000002,,"LINESTRING (-47.5489724 -24.7457578, -47.5491546 -24.7451545, -47.5493946 -24.74436)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,False,74.637,,"LINESTRING (-47.548394 -24.7455797, -47.5482062 -24.7462289)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,True,74.786,,"LINESTRING (-47.548394 -24.7455797, -47.5485883 -24.7449307)",
330856784,False,Rua São Lourenço,residential,False,61.675,,"LINESTRING (-47.548394 -24.7455797, -47.5489724 -24.7457578)",
220681722,True,Rua Júlio de Almeida,residential,False,162.967,,"LINESTRING (-47.5506989 -24.7461934, -47.5511209 -24.7447788)",
330856784,False,Rua São Lourenço,residential,False,58.797,,"LINESTRING (-47.5506989 -24.7461934, -47.5512591 -24.7463375)",
330856784,False,Rua São Lourenço,residential,True,62.584,,"LINESTRING (-47.5506989 -24.7461934, -47.5501068 -24.7460272)",
220681790,True,Rua Humberto Paladini,residential,False,160.59,,"LINESTRING (-47.5501068 -24.7460272, -47.5505176 -24.744632)",
330856784,False,Rua São Lourenço,residential,False,62.584,,"LINESTRING (-47.5501068 -24.7460272, -47.5506989 -24.7461934)",
330856784,False,Rua São Lourenço,residential,True,60.138,,"LINESTRING (-47.5501068 -24.7460272, -47.5495278 -24.7459007)",
220681722,True,Rua Júlio de Almeida,residential,False,162.139,,"LINESTRING (-47.5511209 -24.7447788, -47.5515195 -24.7433663)",
221172442,False,Viela Ouro Preto,residential,False,58.724,,"LINESTRING (-47.5511209 -24.7447788, -47.5516817 -24.7449185)",
221172442,False,Viela Ouro Preto,residential,True,63.073,,"LINESTRING (-47.5511209 -24.7447788, -47.5505176 -24.744632)",
220681673,True,Rua Maximiliano Zulques,residential,False,166.166,,"LINESTRING (-47.5522547 -24.7450549, -47.5518528 -24.746504)",
221172442,False,Viela Ouro Preto,residential,True,59.819,,"LINESTRING (-47.5522547 -24.7450549, -47.5516817 -24.7449185)",
220681790,True,Rua Humberto Paladini,residential,False,163.379,,"LINESTRING (-47.5505176 -24.744632, -47.5509474 -24.7432155)",
221172442,False,Viela Ouro Preto,residential,False,63.073,,"LINESTRING (-47.5505176 -24.744632, -47.5511209 -24.7447788)",
221172442,False,Viela Ouro Preto,residential,True,59.622,,"LINESTRING (-47.5505176 -24.744632, -47.5499449 -24.7445017)",
220681803,True,Rua Antônio Menendez,residential,False,161.164,,"LINESTRING (-47.5499449 -24.7445017, -47.5495278 -24.7459007)",
221172442,False,Viela Ouro Preto,residential,False,59.622,,"LINESTRING (-47.5499449 -24.7445017, -47.5505176 -24.744632)",
221172442,False,Viela Ouro Preto,residential,True,57.763,,"LINESTRING (-47.5499449 -24.7445017, -47.5493946 -24.74436)",
220681804,True,Rua Luiz Junceiro Motta,residential,False,163.266,,"LINESTRING (-47.5493946 -24.74436, -47.5497913 -24.7429366)",
221172442,False,Viela Ouro Preto,residential,False,57.763,,"LINESTRING (-47.5493946 -24.74436, -47.5499449 -24.7445017)",
221172442,False,Viela Ouro Preto,residential,True,61.947,,"LINESTRING (-47.5493946 -24.74436, -47.5488042 -24.7442088)",
220681712,True,Rua Francisco Guimarães,residential,False,161.122,,"LINESTRING (-47.5516817 -24.7449185, -47.5521061 -24.7435217)",
221172442,False,Viela Ouro Preto,residential,False,59.819,,"LINESTRING (-47.5516817 -24.7449185, -47.5522547 -24.7450549)",
221172442,False,Viela Ouro Preto,residential,True,58.724,,"LINESTRING (-47.5516817 -24.7449185, -47.5511209 -24.7447788)",
221172442,False,Viela Ouro Preto,residential,False,61.947,,"LINESTRING (-47.5488042 -24.7442088, -47.5493946 -24.74436)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,False,10.965,,"LINESTRING (-47.5488042 -24.7442088, -47.5487759 -24.744304)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,True,69.412,,"LINESTRING (-47.5488042 -24.7442088, -47.5489803 -24.7436054)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,False,93.639,,"LINESTRING (-47.5482062 -24.7462289, -47.5479832 -24.7470463)",
330816877,False,Avenida Bom Jesus de Iguapé,tertiary,True,74.637,,"LINESTRING (-47.5482062 -24.7462289, -47.548394 -24.7455797)",
221172488,False,Rua Santos Dumont,residential,False,74.678,,"LINESTRING (-47.5477018 -24.7432648, -47.5478981 -24.7426173)",
221172488,False,Rua Santos Dumont,residential,True,31.962,,"LINESTRING (-47.5477018 -24.7432648, -47.5476065 -24.7435389)",
240577463,False,Rua Cabo Frio,residential,True,134.551,,"LINESTRING (-47.5477018 -24.7432648, -47.5489803 -24.7436054)",
221172488,False,Rua Santos Dumont,residential,False,60.538,,"LINESTRING (-47.5478981 -24.7426173, -47.5480635 -24.742094)",
221172488,False,Rua Santos Dumont,residential,True,74.678,,"LINESTRING (-47.5478981 -24.7426173, -47.5477018 -24.7432648)",
330842655,False,Rua Búzios,residential,True,134.19,,"LINESTRING (-47.5478981 -24.7426173, -47.5491689 -24.7429699)",
330839510,False,Rua Santos Dumont,residential,True,75.306,,"LINESTRING (-47.5487066 -24.7400533, -47.5484995 -24.7407039)",
330842648,False,Rua Praia do Futuro,residential,True,129.349,,"LINESTRING (-47.5487066 -24.7400533, -47.5499382 -24.7403727)",
330839510,False,Rua Santos Dumont,residential,False,71.103,,"LINESTRING (-47.5483142 -24.7413208, -47.5484995 -24.7407039)",
330839510,False,Rua Santos Dumont,residential,True,76.101,,"LINESTRING (-47.5483142 -24.7413208, -47.5481005 -24.7419771)",
330842661,False,Rua Marujá,residential,True,130.904,,"LINESTRING (-47.5483142 -24.7413208, -47.5495511 -24.7416729)",
