osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,bridge,access,width
246510590,True,1,,trunk_link,False,30.177999999999997,,"LINESTRING (-46.7002261 -23.5715125, -46.7002161 -23.5714535, -46.700208 -23.5714216, -46.7001986 -23.5713797, -46.7001846 -23.5713644, -46.7001658 -23.5713521, -46.7001356 -23.5713441, -46.7001028 -23.5713398, -46.7000638 -23.5713372)",,,
403172621,True,1,,trunk_link,False,66.336,,"LINESTRING (-46.7002261 -23.5715125, -46.7003462 -23.5715162, -46.7004474 -23.5715095, -46.7005205 -23.5714824, -46.7005887 -23.5714227, -46.7006165 -23.5713738, -46.7007004 -23.5712115)",,,
79292696,True,1,,secondary_link,False,34.393,,"LINESTRING (-46.7005281 -23.5676601, -46.7004548 -23.5677364, -46.7004124 -23.5678102, -46.700388 -23.5679324)",,,
450898563,True,2,Rua Capri,residential,False,22.019000000000002,40,"LINESTRING (-46.7005281 -23.5676601, -46.7003857 -23.5677232, -46.7003336 -23.5677463)",,,
450898565,True,,Rua Eugênio de Medeiros,residential,False,21.423000000000002,,"LINESTRING (-46.700388 -23.5679324, -46.7003608 -23.5678394, -46.7003336 -23.5677463)",,,
450898566,True,2,Rua Eugênio de Medeiros,secondary,False,177.018,50,"LINESTRING (-46.700388 -23.5679324, -46.7003967 -23.5680131, -46.7003971 -23.5680953, -46.7003857 -23.5682662, -46.700257 -23.5695181)",,,
978419877,True,3,Rua Pais Leme,secondary,False,35.056,40,"LINESTRING (-46.700388 -23.5679324, -46.7003327 -23.5679187, -46.7002438 -23.5678966, -46.7000566 -23.567848)",,,
694722549,True,4,Rua Butantã,secondary,False,116.08600000000001,50,"LINESTRING (-46.6973548 -23.5695181, -46.6971329 -23.5687468, -46.6970899 -23.5686092, -46.6970752 -23.5685695, -46.6970537 -23.5685115)",,,
937409954,False,,Rua São Manoel,residential,True,24.153,,"LINESTRING (-46.6973548 -23.5695181, -46.6972561 -23.5695549, -46.6971354 -23.5696002)",,,
403759726,False,,Rua Bruno Simoni,residential,False,140.397,,"LINESTRING (-46.6983064 -23.5705562, -46.6983646 -23.5705007, -46.698653 -23.5702256, -46.6987 -23.5701653, -46.6987174 -23.5701174, -46.6987174 -23.5700615, -46.6986912 -23.5696411, -46.6986785 -23.5694389)",,,
694722549,True,4,Rua Butantã,secondary,False,40.447,50,"LINESTRING (-46.6983064 -23.5705562, -46.6982139 -23.5704651, -46.6980307 -23.5702946)",,,
403172621,True,1,,trunk_link,False,70.991,,"LINESTRING (-46.7007004 -23.5712115, -46.7007887 -23.5710147, -46.7008538 -23.5708727, -46.7009275 -23.570756, -46.7010268 -23.5706539)",,,
450898562,True,2,Rua Capri,residential,False,30.412000000000003,40,"LINESTRING (-46.7003336 -23.5677463, -46.7002625 -23.5677724, -46.7000566 -23.567848)",,,
450898567,True,2,Rua Eugênio de Medeiros,residential,False,192.662,,"LINESTRING (-46.7003336 -23.5677463, -46.7003214 -23.5676882, -46.7003012 -23.5675925, -46.7002872 -23.5674641, -46.7002738 -23.5672846, -46.7001719 -23.566021)",,,
39046004,True,3,Rua Pais Leme,secondary,False,8.303,40,"LINESTRING (-46.7000566 -23.567848, -46.6999783 -23.5678274)",,,
450898570,False,,Vila Residencial Pais Leme 371,residential,False,10.832,,"LINESTRING (-46.6998387 -23.5680999, -46.6999444 -23.5681101)",,permissive,4
450898570,False,,Vila Residencial Pais Leme 371,residential,True,10.832,,"LINESTRING (-46.6999444 -23.5681101, -46.6998387 -23.5680999)",,permissive,4
450898568,False,,Vila Residencial Pais Leme 371,residential,True,31.624000000000002,,"LINESTRING (-46.6999444 -23.5681101, -46.6999707 -23.5678909, -46.6999783 -23.5678274)",,permissive,4
450898570,False,,Vila Residencial Pais Leme 371,residential,False,52.548,,"LINESTRING (-46.6999444 -23.5681101, -46.6999003 -23.5684724, -46.6998872 -23.5684868, -46.6998624 -23.5684936, -46.699791 -23.5684973)",,permissive,4
450898570,False,,Vila Residencial Pais Leme 371,residential,True,52.548,,"LINESTRING (-46.699791 -23.5684973, -46.6998624 -23.5684936, -46.6998872 -23.5684868, -46.6999003 -23.5684724, -46.6999444 -23.5681101)",,permissive,4
936815314,True,1,Rua Eugênio de Medeiros,secondary,False,16.302,50,"LINESTRING (-46.700257 -23.5695181, -46.7002402 -23.5696639)",,,
937409957,False,,,residential,False,4.704,,"LINESTRING (-46.700257 -23.5695181, -46.7003016 -23.569529)",,,
450902202,False,1,Rua Lázaro Augusto Alves,residential,False,10.269,,"LINESTRING (-46.6970537 -23.5685115, -46.6971536 -23.5684995)",,,
403759726,False,,Rua Bruno Simoni,residential,True,140.397,,"LINESTRING (-46.6986785 -23.5694389, -46.6986912 -23.5696411, -46.6987174 -23.5700615, -46.6987174 -23.5701174, -46.6987 -23.5701653, -46.698653 -23.5702256, -46.6983646 -23.5705007, -46.6983064 -23.5705562)",,,
244739234,True,2,Rua Eugênio de Medeiros,secondary,False,53.743,,"LINESTRING (-46.7002281 -23.5698264, -46.7001637 -23.5703061)",,,
937409955,False,,Rua Eugênio de Medeiros,residential,True,4.216,,"LINESTRING (-46.7002281 -23.5698264, -46.7001869 -23.569823)",,,
937409956,False,,Rua Eugênio de Medeiros,residential,False,6.607,,"LINESTRING (-46.7002281 -23.5698264, -46.7002927 -23.5698314)",,,
247519638,True,2,Rua Sumidouro,secondary,False,188.56300000000002,40,"LINESTRING (-46.7012507 -23.5650283, -46.7013741 -23.5650123, -46.7017087 -23.5649669, -46.7018931 -23.5649441, -46.7020145 -23.5649447, -46.7020876 -23.5649484, -46.7021681 -23.564957, -46.702492 -23.5650105, -46.7029439 -23.5650971, -46.7030753 -23.5651242)",,,
"[500455027, 502475148]",False,,,living_street,True,71.797,10,"LINESTRING (-46.7012507 -23.5650283, -46.7012416 -23.5649409, -46.7012356 -23.5648789, -46.7012315 -23.564837, -46.7011878 -23.5643852)",,,5
500455008,False,,,living_street,False,14.761,10,"LINESTRING (-46.7013262 -23.5644243, -46.7011878 -23.5643852)",,,5
500455008,False,,,living_street,True,14.761,10,"LINESTRING (-46.7011878 -23.5643852, -46.7013262 -23.5644243)",,,5
500455008,False,,,living_street,False,9.690000000000001,10,"LINESTRING (-46.7011878 -23.5643852, -46.7011327 -23.564367, -46.7010985 -23.5643553)",,,5
"[500455027, 502475148]",False,,,living_street,False,71.797,10,"LINESTRING (-46.7011878 -23.5643852, -46.7012315 -23.564837, -46.7012356 -23.5648789, -46.7012416 -23.5649409, -46.7012507 -23.5650283)",,,5
558246687,True,,,residential,False,176.155,,"LINESTRING (-46.6977857 -23.5700624, -46.6979164 -23.5698525, -46.6982637 -23.5693958, -46.698403 -23.5691849, -46.6984448 -23.5691321, -46.6985292 -23.5690738, -46.6985972 -23.5690558, -46.6989287 -23.5689836)",,,
694722549,True,4,Rua Butantã,secondary,False,46.128,50,"LINESTRING (-46.6977857 -23.5700624, -46.6977283 -23.5700121, -46.6975665 -23.5698579, -46.697505 -23.5698, -46.697469 -23.5697661)",,,
558246688,True,,,residential,False,38.216,,"LINESTRING (-46.6989287 -23.5689836, -46.6991318 -23.5689711, -46.6991854 -23.5689828, -46.6992264 -23.5690025, -46.699272 -23.5690512)",,,
558246691,True,,,residential,False,48.802,,"LINESTRING (-46.6989287 -23.5689836, -46.6990405 -23.5689113, -46.699148 -23.5688352, -46.6992218 -23.5687704, -46.6992838 -23.5686939)",,,
558246689,True,,Rua Amaro Cavalheiro,residential,False,47.29,,"LINESTRING (-46.699272 -23.5690512, -46.6992438 -23.5694757)",,,
558246689,True,,Rua Amaro Cavalheiro,residential,False,39.748,,"LINESTRING (-46.6992838 -23.5686939, -46.6992815 -23.5687631, -46.699272 -23.5690512)",,,
558246690,False,,Rua Amaro Cavalheiro,residential,True,108.912,,"LINESTRING (-46.6992838 -23.5686939, -46.6992958 -23.5684557, -46.6993007 -23.5683573, -46.6993287 -23.5678001, -46.6993336 -23.5677155)",,,
39046004,True,3,Rua Pais Leme,secondary,False,108.45899999999999,40,"LINESTRING (-46.6993336 -23.5677155, -46.6992485 -23.5677124, -46.6989722 -23.5677026, -46.6985895 -23.5676831, -46.6982708 -23.5676669)",,,
558246690,False,,Rua Amaro Cavalheiro,residential,False,108.912,,"LINESTRING (-46.6993336 -23.5677155, -46.6993287 -23.5678001, -46.6993007 -23.5683573, -46.6992958 -23.5684557, -46.6992838 -23.5686939)",,,
937409954,False,,Rua São Manoel,residential,False,24.153,,"LINESTRING (-46.6971354 -23.5696002, -46.6972561 -23.5695549, -46.6973548 -23.5695181)",,,
937403624,True,4,Avenida Doutora Ruth Cardoso,trunk,False,270.469,60,"LINESTRING (-46.7010268 -23.5706539, -46.7010912 -23.5705083, -46.7011573 -23.5703418, -46.7012391 -23.5701246, -46.7015304 -23.5693515, -46.7018938 -23.5683553)",,,
937409956,False,,Rua Eugênio de Medeiros,residential,True,6.607,,"LINESTRING (-46.7002927 -23.5698314, -46.7002281 -23.5698264)",,,
500455008,False,,,living_street,True,9.690000000000001,10,"LINESTRING (-46.7010985 -23.5643553, -46.7011327 -23.564367, -46.7011878 -23.5643852)",,,5
76791576,True,2,Rua Butantã,secondary,False,5.11,50,"LINESTRING (-46.6991901 -23.5712735, -46.6991459 -23.5712518)",,,
244739248,True,3,Rua Sumidouro,secondary,False,46.432,40,"LINESTRING (-46.6996597 -23.5652168, -46.7001106 -23.5651572)",,,
817587630,False,,Travessa Barra da Prata,living_street,False,30.54,,"LINESTRING (-46.6996597 -23.5652168, -46.6996937 -23.5654289, -46.6997587 -23.5654198)",,permissive,
817587630,False,,Travessa Barra da Prata,living_street,True,30.54,,"LINESTRING (-46.6997587 -23.5654198, -46.6996937 -23.5654289, -46.6996597 -23.5652168)",,permissive,
39045993,True,,Rua Amaro Cavalheiro,residential,False,8.299,,"LINESTRING (-46.6992086 -23.5661293, -46.6992135 -23.5662038)",,,
450902202,False,1,Rua Lázaro Augusto Alves,residential,True,10.269,,"LINESTRING (-46.6971536 -23.5684995, -46.6970537 -23.5685115)",,,
937409955,False,,Rua Eugênio de Medeiros,residential,False,4.216,,"LINESTRING (-46.7001869 -23.569823, -46.7002281 -23.5698264)",,,
937409957,False,,,residential,True,4.704,,"LINESTRING (-46.7003016 -23.569529, -46.700257 -23.5695181)",,,
