osmid,oneway,highway,junction,reversed,length,geometry,name,access,maxspeed,bridge
967623757,True,secondary,roundabout,False,10.622,"LINESTRING (-44.4034018 -19.2756072, -44.4034253 -19.2755843, -44.4034569 -19.2755733, -44.4034905 -19.2755763)",,,,
165190317,False,residential,,True,65.141,"LINESTRING (-44.4007072 -19.2781071, -44.400536 -19.277544)",Rua Benedito Valadares,,,
165190320,False,residential,,False,39.725,"LINESTRING (-44.4007072 -19.2781071, -44.400428 -19.2783483)",Rua Isaias Correia,,,
165190320,False,residential,,True,107.174,"LINESTRING (-44.4007072 -19.2781071, -44.4015174 -19.2775205)",Rua Isaias Correia,,,
165190320,False,residential,,False,52.328,"LINESTRING (-44.4018875 -19.2772052, -44.4015174 -19.2775205)",Rua Isaias Correia,,,
165190320,False,residential,,True,81.472,"LINESTRING (-44.4018875 -19.2772052, -44.4024695 -19.2767204)",Rua Isaias Correia,,,
165190321,False,residential,,True,46.435,"LINESTRING (-44.4032944 -19.2779521, -44.4036054 -19.2776551)",Rua Quintino Moreira,,,
624153596,False,residential,,False,73.336,"LINESTRING (-44.4032944 -19.2779521, -44.402931 -19.2773888)",Rua José Dalle,,,
165190322,False,residential,,True,145.374,"LINESTRING (-44.4032944 -19.2779521, -44.4032098 -19.2780192, -44.4031025 -19.2780521, -44.4025835 -19.2780926, -44.4023057 -19.2781284, -44.4022351 -19.2780943, -44.4020767 -19.2778749)",Rua Quintino Moreira,,,
165190317,False,residential,,False,65.141,"LINESTRING (-44.400536 -19.277544, -44.4007072 -19.2781071)",Rua Benedito Valadares,,,
165190317,False,residential,,True,77.612,"LINESTRING (-44.400536 -19.277544, -44.4003419 -19.2768705)",Rua Benedito Valadares,,,
165190126,False,secondary,,True,87.764,"LINESTRING (-44.4021439 -19.2761686, -44.4029007 -19.275833)",Avenida Getúlio Vargas,,,
165190315,False,residential,,False,112.081,"LINESTRING (-44.4021439 -19.2761686, -44.4015885 -19.2753077)",Rua Otacílio Negrão de Lima,,,
624153596,False,residential,,True,70.233,"LINESTRING (-44.4021439 -19.2761686, -44.4024695 -19.2767204)",Rua José Dalle,,,
165190126,False,secondary,,False,84.704,"LINESTRING (-44.4021439 -19.2761686, -44.4016459 -19.27635, -44.4013928 -19.2764471)",Avenida Getúlio Vargas,,,
165190320,False,residential,,False,81.472,"LINESTRING (-44.4024695 -19.2767204, -44.4018875 -19.2772052)",Rua Isaias Correia,,,
165190320,False,residential,,True,141.644,"LINESTRING (-44.4024695 -19.2767204, -44.4034177 -19.275814)",Rua Isaias Correia,,,
624153596,False,residential,,False,70.233,"LINESTRING (-44.4024695 -19.2767204, -44.4021439 -19.2761686)",Rua José Dalle,,,
624153596,False,residential,,True,88.714,"LINESTRING (-44.4024695 -19.2767204, -44.402931 -19.2773888)",Rua José Dalle,,,
165190321,False,residential,,False,55.63,"LINESTRING (-44.4045465 -19.2767566, -44.4041739 -19.2771124)",Rua Quintino Moreira,,,
165190321,False,residential,,True,84.262,"LINESTRING (-44.4045465 -19.2767566, -44.4051109 -19.2762177)",Rua Quintino Moreira,,,
216031894,False,residential,,True,73.13,"LINESTRING (-44.4045465 -19.2767566, -44.4050255 -19.2772342)",Avenida Dom Cirilo,,,
165190126,False,secondary,,True,27.039,"LINESTRING (-44.3991599 -19.2772645, -44.3994028 -19.2771835)",Avenida Getúlio Vargas,,,
165190314,False,residential,,True,41.977,"LINESTRING (-44.3991599 -19.2772645, -44.3990582 -19.2768994)",Rua Doutor Teófilo Nascimento,,,
165190318,False,residential,,False,104.699,"LINESTRING (-44.4020767 -19.2778749, -44.402931 -19.2773888)",Rua Paulo Cecílio,,,
165190318,False,residential,,True,18.293,"LINESTRING (-44.4020767 -19.2778749, -44.4019261 -19.2779577)",Rua Paulo Cecílio,,,
165190322,False,residential,,False,145.37400000000002,"LINESTRING (-44.4020767 -19.2778749, -44.4022351 -19.2780943, -44.4023057 -19.2781284, -44.4025835 -19.2780926, -44.4031025 -19.2780521, -44.4032098 -19.2780192, -44.4032944 -19.2779521)",Rua Quintino Moreira,,,
165190126,False,secondary,,True,61.895,"LINESTRING (-44.4003419 -19.2768705, -44.4008849 -19.2766534)",Avenida Getúlio Vargas,,,
165190317,False,residential,,False,77.612,"LINESTRING (-44.4003419 -19.2768705, -44.400536 -19.277544)",Rua Benedito Valadares,,,
165190317,False,residential,,True,19.408,"LINESTRING (-44.4003419 -19.2768705, -44.4002933 -19.2767021)",Rua Benedito Valadares,,,
165190126,False,secondary,,False,104.533,"LINESTRING (-44.4003419 -19.2768705, -44.4002404 -19.2769044, -44.3997701 -19.2770611, -44.3994028 -19.2771835)",Avenida Getúlio Vargas,,,
165190318,False,residential,,False,169.495,"LINESTRING (-44.4005351 -19.278732, -44.4019261 -19.2779577)",Rua Paulo Cecílio,,,
165665723,False,residential,,False,44.122,"LINESTRING (-44.4005351 -19.278732, -44.400428 -19.2783483)",Rua Vitor Rocha,,,
165665723,False,residential,,True,95.746,"LINESTRING (-44.4005351 -19.278732, -44.4007673 -19.2795647)",Rua Vitor Rocha,,,
624153594,False,residential,,True,42.614,"LINESTRING (-44.4005351 -19.278732, -44.4001411 -19.2788245)",Praça Coronel Bernardino,,,
165190318,False,residential,,True,104.699,"LINESTRING (-44.402931 -19.2773888, -44.4020767 -19.2778749)",Rua Paulo Cecílio,,,
624153595,False,residential,,False,165.603,"LINESTRING (-44.402931 -19.2773888, -44.4038947 -19.2762096)",Rua Américo Barbosa,,,
624153596,False,residential,,False,88.714,"LINESTRING (-44.402931 -19.2773888, -44.4024695 -19.2767204)",Rua José Dalle,,,
624153596,False,residential,,True,73.336,"LINESTRING (-44.402931 -19.2773888, -44.4032944 -19.2779521)",Rua José Dalle,,,
624153595,False,residential,,True,165.603,"LINESTRING (-44.4038947 -19.2762096, -44.402931 -19.2773888)",Rua Américo Barbosa,,,
1185236590,True,residential,,False,91.542,"LINESTRING (-44.4038947 -19.2762096, -44.4045465 -19.2767566)",Avenida Dom Cirilo,,,
165665722,False,residential,,True,109.194,"LINESTRING (-44.4038947 -19.2762096, -44.4041888 -19.2758266, -44.4042836 -19.2757038, -44.4046022 -19.2755114)",Rua Barbosa Paulo,,,
165190320,False,residential,,False,141.644,"LINESTRING (-44.4034177 -19.275814, -44.4024695 -19.2767204)",Rua Isaias Correia,,,
1185236590,True,residential,,False,66.646,"LINESTRING (-44.4034177 -19.275814, -44.4038947 -19.2762096)",Avenida Dom Cirilo,,,
165665727,False,residential,,True,55.856,"LINESTRING (-44.4041592 -19.2782038, -44.4044825 -19.2786028)",Rua Afonso Pena,,,
165191212,True,residential,,False,398.015,"LINESTRING (-44.4041592 -19.2782038, -44.4040669 -19.2782838, -44.4037618 -19.2785833, -44.4035504 -19.2787479, -44.4033116 -19.278884, -44.4030278 -19.2789753, -44.4027464 -19.2790235, -44.4023109 -19.2790658, -44.4020423 -19.2791075, -44.4018278 -19.2791704, -44.4007892 -19.2796434)",Avenida Prefeito Luciano Franca da Silveira,yes,,
624153593,False,residential,,True,44.339,"LINESTRING (-44.3997699 -19.2789117, -44.4000828 -19.2786438)",Praça Coronel Bernardino,,,
