osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge
765750184,2,Rua Eliza Cabral de Souza,tertiary,False,False,29.378,,,"LINESTRING (-34.981359 -8.025371, -34.9814086 -8.0251114)",
826608975,2,Rua Eliza Cabral de Souza,tertiary,False,True,18.038,,,"LINESTRING (-34.981359 -8.025371, -34.981317 -8.0255278)",
250745374,,Rua Engenheiro João Gustavo Peter,residential,False,False,70.92,,,"LINESTRING (-34.9786972 -8.0219708, -34.9785739 -8.0225968)",
250745374,,Rua Engenheiro João Gustavo Peter,residential,False,True,146.505,,,"LINESTRING (-34.9786972 -8.0219708, -34.9789244 -8.0206726)",
965026822,,Rua Antônio Rodrigues,residential,False,True,44.052,,,"LINESTRING (-34.9786972 -8.0219708, -34.9790881 -8.0220552)",
203188589,1,Rua Severino Gomes da Silva,tertiary,True,False,92.952,,,"LINESTRING (-34.9826883 -8.0228998, -34.9818551 -8.0227653)",
713556221,2,Rua Maria José de Lima,tertiary,False,True,50.805,,,"LINESTRING (-34.9826883 -8.0228998, -34.9831409 -8.0229887)",
30812665,4,Avenida Doutor Belmino Correia,primary,False,False,30.424,PE-005,60,"LINESTRING (-34.9831117 -8.0207487, -34.9828406 -8.0206958)",
30812665,4,Avenida Doutor Belmino Correia,primary,False,True,21.55,PE-005,60,"LINESTRING (-34.9831117 -8.0207487, -34.9833037 -8.0207863)",
203188774,1,Rua Pio X,tertiary,True,False,79.674,,,"LINESTRING (-34.9831117 -8.0207487, -34.9830971 -8.0208194, -34.9830679 -8.0209596, -34.9829713 -8.0214516)",
30812665,4,Avenida Doutor Belmino Correia,primary,False,False,45.53,PE-005,60,"LINESTRING (-34.9837094 -8.0208655, -34.9833037 -8.0207863)",
251072091,,Rua Vitória Régia,residential,False,False,70.373,,,"LINESTRING (-34.9837094 -8.0208655, -34.9837237 -8.0207899, -34.9838371 -8.0202454)",
830374488,4,Avenida Doutor Belmino Correia,primary,False,True,91.083,PE-005,,"LINESTRING (-34.9837094 -8.0208655, -34.9839301 -8.0209136, -34.9845173 -8.0210415)",
250663957,,Rua Joaquim Cavalcante de Santana,residential,True,False,52.185,,,"LINESTRING (-34.9853906 -8.0219277, -34.984922 -8.0218574)",
250741896,,Rua Enéas Cavalcante de Santana,residential,False,True,165.129,,,"LINESTRING (-34.9853906 -8.0219277, -34.985089 -8.0233824)",
250741899,,Rua Henrique de Holanda,residential,False,True,42.992,,,"LINESTRING (-34.9851961 -8.0250903, -34.9852692 -8.0247105)",
250741899,,Rua Henrique de Holanda,residential,False,False,64.53,,,"LINESTRING (-34.9851961 -8.0250903, -34.9851675 -8.0252382, -34.985063 -8.0256553)",
370967934,,Rua Pedro de Paula Rocha,residential,True,False,52.54,,,"LINESTRING (-34.9829713 -8.0214516, -34.9834386 -8.0215472)",
203188774,1,Rua Pio X,tertiary,True,False,103.78800000000001,,,"LINESTRING (-34.9829713 -8.0214516, -34.9829025 -8.0218482, -34.9828798 -8.0219622, -34.982796 -8.0223686)",
250735489,,Rua Amaro Albino Pimentel,residential,False,False,29.841,,,"LINESTRING (-34.9841581 -8.0257197, -34.9842051 -8.0254554)",
250736879,,Rua Santa Clara,residential,False,False,122.811,,,"LINESTRING (-34.9841581 -8.0257197, -34.9830583 -8.0255357)",
250735489,,Rua Amaro Albino Pimentel,residential,False,False,95.94,,,"LINESTRING (-34.9842051 -8.0254554, -34.9843685 -8.0246079)",
250735489,,Rua Amaro Albino Pimentel,residential,False,True,29.841,,,"LINESTRING (-34.9842051 -8.0254554, -34.9841581 -8.0257197)",
250735492,,Rua Ampére,residential,False,True,51.42,,,"LINESTRING (-34.9842051 -8.0254554, -34.9846626 -8.0255482)",
826608975,2,Rua Eliza Cabral de Souza,tertiary,False,False,18.038,,,"LINESTRING (-34.981317 -8.0255278, -34.981359 -8.025371)",
826608974,,Rua São Roberto,residential,False,True,86.721,,,"LINESTRING (-34.981317 -8.0255278, -34.9816751 -8.0256075, -34.9820882 -8.0256857)",
250736879,,Rua Santa Clara,residential,False,True,122.811,,,"LINESTRING (-34.9830583 -8.0255357, -34.9841581 -8.0257197)",
250736880,,Rua Jovelina Albuquerque dos Prazeres,residential,False,True,37.118,,,"LINESTRING (-34.9830583 -8.0255357, -34.9830001 -8.0258645)",
250736880,,Rua Jovelina Albuquerque dos Prazeres,residential,False,False,134.513,,,"LINESTRING (-34.9830583 -8.0255357, -34.9831606 -8.0249785, -34.9832995 -8.02435)",
370967934,,Rua Pedro de Paula Rocha,residential,True,False,52.232,,,"LINESTRING (-34.9838564 -8.0216276, -34.9843199 -8.0217276)",
826608972,,Rua Jovelina Albuquerque dos Prazeres,residential,False,True,164.166,,,"LINESTRING (-34.9838564 -8.0216276, -34.983566 -8.0230757)",
250738437,,Rua José Cavalcante Borba,residential,False,False,163.605,,,"LINESTRING (-34.9834386 -8.0215472, -34.9831409 -8.0229887)",
370967934,,Rua Pedro de Paula Rocha,residential,True,False,46.863,,,"LINESTRING (-34.9834386 -8.0215472, -34.9838564 -8.0216276)",
250741896,,Rua Enéas Cavalcante de Santana,residential,False,False,145.654,,,"LINESTRING (-34.9848243 -8.0246658, -34.985089 -8.0233824)",
250741896,,Rua Enéas Cavalcante de Santana,residential,False,True,99.721,,,"LINESTRING (-34.9848243 -8.0246658, -34.9846626 -8.0255482)",
826608973,,Rua José Antônio de Luna,residential,False,False,50.598,,,"LINESTRING (-34.9848243 -8.0246658, -34.9843685 -8.0246079)",
826608973,,Rua José Antônio de Luna,residential,False,True,49.238,,,"LINESTRING (-34.9848243 -8.0246658, -34.9852692 -8.0247105)",
250735489,,Rua Amaro Albino Pimentel,residential,False,False,150.185,,,"LINESTRING (-34.9843685 -8.0246079, -34.9846396 -8.0232842)",
250735489,,Rua Amaro Albino Pimentel,residential,False,True,95.94,,,"LINESTRING (-34.9843685 -8.0246079, -34.9842051 -8.0254554)",
826608973,,Rua José Antônio de Luna,residential,False,False,66.338,,,"LINESTRING (-34.9843685 -8.0246079, -34.9837819 -8.0244718)",
826608973,,Rua José Antônio de Luna,residential,False,True,50.598,,,"LINESTRING (-34.9843685 -8.0246079, -34.9848243 -8.0246658)",
250739328,,Rua José Antônio de Luna,residential,False,False,46.841,,,"LINESTRING (-34.9832995 -8.02435, -34.9828833 -8.0242628)",
826608972,,Rua Jovelina Albuquerque dos Prazeres,residential,False,False,144.702,,,"LINESTRING (-34.9832995 -8.02435, -34.983566 -8.0230757)",
