osmid,highway,oneway,reversed,length,name,geometry,junction,ref
883086666,tertiary,False,True,87.913,,"LINESTRING (-54.9879804 -10.2438811, -54.988482 -10.2444987)",,
639257830,tertiary,False,False,31.089,Avenida Lions Internacional,"LINESTRING (-54.989864 -10.2451434, -54.9900681 -10.2453379)",,
639257829,tertiary_link,False,True,34.614,,"LINESTRING (-54.989864 -10.2451434, -54.9898604 -10.2452526, -54.989845 -10.2453412, -54.9898096 -10.2454478)",,
639257830,tertiary,False,True,152.072,Avenida Lions Internacional,"LINESTRING (-54.989864 -10.2451434, -54.9894932 -10.2446901, -54.988993 -10.2440777)",,
883086665,tertiary,True,False,26.964,Avenida Brasil,"LINESTRING (-54.9898669 -10.2454779, -54.9900681 -10.2453379)",,
474949279,tertiary,True,False,11.189,,"LINESTRING (-54.9898669 -10.2454779, -54.9899038 -10.2455127, -54.9899315 -10.245555)",circular,
371779210,residential,False,True,67.149,Rua Lauro Leite,"LINESTRING (-54.9922153 -10.2437099, -54.992579 -10.2441963)",,
"[883086664, 287653765]",tertiary,True,False,173.87599999999998,Avenida Brasil,"LINESTRING (-54.9922153 -10.2437099, -54.9918189 -10.2439906, -54.9916061 -10.2441728, -54.9909769 -10.2446881)",,
901031748,residential,True,False,15.59,Rua Lauro Leite,"LINESTRING (-54.9922153 -10.2437099, -54.992172 -10.2437056, -54.9921298 -10.2436841, -54.9920886 -10.2436538)",,
371779210,residential,False,False,87.942,Rua Lauro Leite,"LINESTRING (-54.9946769 -10.2466386, -54.9941645 -10.2460293)",,
371779210,residential,False,True,60.527,Rua Lauro Leite,"LINESTRING (-54.9946769 -10.2466386, -54.9950125 -10.2470713)",,
371779217,residential,False,False,51.96,Rua do Comércio,"LINESTRING (-54.9946769 -10.2466386, -54.995027 -10.2463229)",,
371779217,residential,False,True,142.74,Rua do Comércio,"LINESTRING (-54.9946769 -10.2466386, -54.9938947 -10.2470628, -54.993781 -10.2471712, -54.9936837 -10.2472637, -54.9936188 -10.2473604)",,
371780907,residential,False,True,86.575,,"LINESTRING (-54.9954604 -10.2410397, -54.9959495 -10.2416517)",,
287653765,tertiary,True,False,221.93900000000002,Avenida Brasil,"LINESTRING (-54.9954604 -10.2410397, -54.9950802 -10.2413366, -54.9945854 -10.2417128, -54.9938826 -10.2422934)",,
899718613,residential,True,False,13.229000000000001,,"LINESTRING (-54.9954604 -10.2410397, -54.9954215 -10.2410265, -54.995382 -10.2410011, -54.9953609 -10.2409767)",,
371780908,residential,False,False,11.465,,"LINESTRING (-54.9964455 -10.2402201, -54.9963789 -10.2401405)",,
