osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge
257659781,Rua João Barbosa,residential,False,False,70.034,,"LINESTRING (-39.9879183 -14.8408024, -39.9885456 -14.8409727)",
257659781,Rua João Barbosa,residential,False,True,63.25,,"LINESTRING (-39.9879183 -14.8408024, -39.9873497 -14.8406559)",
1103028121,Rua Castro Alves,secondary,False,False,77.245,2,"LINESTRING (-39.9879183 -14.8408024, -39.9877922 -14.8414863)",
1103028120,Rua Monsenhor Honorato Nascimento,residential,False,True,72.309,,"LINESTRING (-39.9877922 -14.8414863, -39.9871472 -14.8413015)",
1103028121,Rua Castro Alves,secondary,False,True,77.245,2,"LINESTRING (-39.9877922 -14.8414863, -39.9879183 -14.8408024)",
1103028214,Alameda Professoara Evanilda de Aguiar Bispo,residential,False,False,65.794,,"LINESTRING (-39.9877922 -14.8414863, -39.9883837 -14.8416386)",
528780427,Rua Castro Alves,secondary,False,False,92.993,2,"LINESTRING (-39.9877922 -14.8414863, -39.9876487 -14.8418097, -39.9874529 -14.8422556)",
528780427,Rua Castro Alves,secondary,False,False,32.592,2,"LINESTRING (-39.987241 -14.8427807, -39.9873349 -14.8430594)",
528780427,Rua Castro Alves,secondary,False,True,62.674,2,"LINESTRING (-39.987241 -14.8427807, -39.9874529 -14.8422556)",
257659825,Praça Regis Pacheco,residential,False,True,131.791,,"LINESTRING (-39.987241 -14.8427807, -39.9865244 -14.8427582, -39.9860166 -14.8427223)",
380942121,Travessa Manoel Rodrigues dos Santos,residential,False,False,62.03,,"LINESTRING (-39.9881422 -14.8452373, -39.9875709 -14.8453163)",
528780427,Rua Castro Alves,secondary,False,False,100.497,2,"LINESTRING (-39.9881422 -14.8452373, -39.9878157 -14.8460842)",
528780427,Rua Castro Alves,secondary,False,True,31.593,2,"LINESTRING (-39.9881422 -14.8452373, -39.9880683 -14.8449623)",
823921074,Praça Quinze de Novembro,residential,False,True,45.631,,"LINESTRING (-39.9881422 -14.8452373, -39.9885593 -14.8451608)",
380942115,Rua José Rodrigues de Morais,residential,False,False,50.733,,"LINESTRING (-39.9874216 -14.8472081, -39.9869715 -14.8470707)",
528780427,Rua Castro Alves,secondary,False,False,19.412,2,"LINESTRING (-39.9874216 -14.8472081, -39.9873635 -14.8473734)",
528780427,Rua Castro Alves,secondary,False,True,131.974,2,"LINESTRING (-39.9874216 -14.8472081, -39.9875776 -14.8467332, -39.9878157 -14.8460842)",
257659781,Rua João Barbosa,residential,False,False,63.25,,"LINESTRING (-39.9873497 -14.8406559, -39.9879183 -14.8408024)",
257659790,Rua Doutor Aloísio Rocha,residential,False,True,75.015,,"LINESTRING (-39.9873497 -14.8406559, -39.9871472 -14.8413015)",
528780427,Rua Castro Alves,secondary,False,False,31.593,2,"LINESTRING (-39.9880683 -14.8449623, -39.9881422 -14.8452373)",
1103029401,Rua Manoel Rodrigues de Moraes,residential,False,False,46.997,,"LINESTRING (-39.9880683 -14.8449623, -39.9884976 -14.8448821)",
528780427,Rua Castro Alves,secondary,False,True,79.559,2,"LINESTRING (-39.9880683 -14.8449623, -39.9878526 -14.8443596, -39.9878252 -14.8442865)",
257659782,Rua Manoel Rodrigues de Moraes,residential,False,False,55.223,,"LINESTRING (-39.9896 -14.8446928, -39.990107 -14.8446124)",
257659782,Rua Manoel Rodrigues de Moraes,residential,False,True,49.926,,"LINESTRING (-39.9896 -14.8446928, -39.9891414 -14.8447641)",
257659783,Rua Dom Pedro II,residential,False,False,172.264,,"LINESTRING (-39.9896 -14.8446928, -39.9895947 -14.8431436)",
257659783,Rua Dom Pedro II,residential,False,True,74.165,,"LINESTRING (-39.9896194 -14.8412081, -39.9895906 -14.8418745)",
1103028215,Rua João Barbosa,residential,False,False,70.618,,"LINESTRING (-39.9896194 -14.8412081, -39.9902615 -14.8413426)",
1103028215,Rua João Barbosa,residential,False,True,60.564,,"LINESTRING (-39.9896194 -14.8412081, -39.9890699 -14.8410876)",
