osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,junction
431328629,True,trunk_link,False,54.257000000000005,"LINESTRING (-39.9574648 -18.3015522, -39.9573829 -18.3014272, -39.9572791 -18.3012983, -39.9572368 -18.3011244)",,,,,
465483794,False,trunk,True,40.122,"LINESTRING (-39.9574648 -18.3015522, -39.9574571 -18.3012701, -39.957455 -18.3011915)",2,BR-101,Rodovia Governador Mário Covas,80,
292639390,False,trunk,True,71.606,"LINESTRING (-39.957455 -18.3011915, -39.9574125 -18.3005488)",,BR-101,Rodovia Governador Mário Covas,80,
233178569,True,secondary,False,24.879,"LINESTRING (-39.957455 -18.3011915, -39.9573757 -18.3011878, -39.9573184 -18.3011744, -39.9572707 -18.3011481, -39.9572368 -18.3011244)",,ES-209;BR-439,,,circular
465483794,False,trunk,False,40.122,"LINESTRING (-39.957455 -18.3011915, -39.9574571 -18.3012701, -39.9574648 -18.3015522)",2,BR-101,Rodovia Governador Mário Covas,80,
180509532,False,residential,True,75.953,"LINESTRING (-39.9549472 -18.3005267, -39.9553549 -18.2999639)",,,Rua Conceição da Barra,,
232948921,False,residential,False,73.396,"LINESTRING (-39.9549472 -18.3005267, -39.9543777 -18.3001481)",,,Rua Antônio Guedes Alcoforado,,
233033279,False,residential,True,75.428,"LINESTRING (-39.9549472 -18.3005267, -39.9545364 -18.3010817)",,,Rua Conceição da Barra,,
233174466,False,residential,False,132.541,"LINESTRING (-39.9549472 -18.3005267, -39.9559759 -18.30121)",,,Rua Antônio Guedes Alcoforado,,
894429110,True,secondary,False,56.192,"LINESTRING (-39.9572368 -18.3011244, -39.9572099 -18.3006197)",,ES-209;BR-439,Praça Castelo Branco,,circular
233169095,False,residential,False,101.149,"LINESTRING (-39.9572368 -18.3011244, -39.9571069 -18.30107, -39.9564218 -18.3006489)",,,Avenida Presidente Kennedy,,
233174069,False,tertiary,True,81.87899999999999,"LINESTRING (-39.9572368 -18.3011244, -39.9571359 -18.3016026, -39.9571292 -18.3017408, -39.9571198 -18.3017936, -39.9571017 -18.3018477)",,ES-209,Avenida Aracruz,,
465483799,False,residential,True,85.49199999999999,"LINESTRING (-39.9572368 -18.3011244, -39.9571332 -18.3011926, -39.9570622 -18.3012639, -39.9569768 -18.3013605, -39.9567191 -18.3017079)",,ES-209,Rua Francisco Rodrigues Dutra,,
233062920,False,residential,True,42.617,"LINESTRING (-39.9567191 -18.3017079, -39.9570501 -18.3019273)",2,,Avenida Antônio Guedes Alcoforado,,
233174466,False,residential,True,96.027,"LINESTRING (-39.9567191 -18.3017079, -39.9559759 -18.30121)",,,Rua Antônio Guedes Alcoforado,,
465483799,False,residential,False,85.49199999999999,"LINESTRING (-39.9567191 -18.3017079, -39.9569768 -18.3013605, -39.9570622 -18.3012639, -39.9571332 -18.3011926, -39.9572368 -18.3011244)",,ES-209,Rua Francisco Rodrigues Dutra,,
233033279,False,residential,False,61.578,"LINESTRING (-39.9525507 -18.3037965, -39.9528739 -18.3033355)",,,Rua Conceição da Barra,,
233033302,False,residential,False,71.377,"LINESTRING (-39.9525507 -18.3037965, -39.9519123 -18.3035851)",,,Rua Pinheiro,,
232948927,False,residential,False,73.082,"LINESTRING (-39.9522328 -18.2978503, -39.952552 -18.2972671)",,,Rua Barão de Timbuí,,
232948927,False,residential,True,85.935,"LINESTRING (-39.9522328 -18.2978503, -39.9518533 -18.298534)",,,Rua Barão de Timbuí,,
233169095,False,residential,True,105.976,"LINESTRING (-39.9522328 -18.2978503, -39.9530053 -18.2984589)",,,Avenida Presidente Kennedy,,
232948921,False,residential,True,89.033,"LINESTRING (-39.9518533 -18.298534, -39.9525601 -18.2989708)",,,Rua Antônio Guedes Alcoforado,,
232948927,False,residential,False,85.935,"LINESTRING (-39.9518533 -18.298534, -39.9522328 -18.2978503)",,,Rua Barão de Timbuí,,
233178566,False,residential,False,74.728,"LINESTRING (-39.9518533 -18.298534, -39.9512136 -18.2982463)",,,Rua Antônio Guedes Alcoforado,,
232948921,False,residential,False,89.033,"LINESTRING (-39.9525601 -18.2989708, -39.9518533 -18.298534)",,,Rua Antônio Guedes Alcoforado,,
232948921,False,residential,True,130.228,"LINESTRING (-39.9525601 -18.2989708, -39.9535739 -18.299638)",,,Rua Antônio Guedes Alcoforado,,
233062902,False,residential,False,73.417,"LINESTRING (-39.9525601 -18.2989708, -39.9521309 -18.2994903)",,,Rua da Lagoa,,
233062902,False,residential,True,73.818,"LINESTRING (-39.9525601 -18.2989708, -39.9530053 -18.2984589)",,,Rua da Lagoa,,
180509527,False,residential,True,68.743,"LINESTRING (-39.9539226 -18.2991159, -39.9535739 -18.299638)",,,Avenida Vitória,,
233062888,False,residential,False,96.543,"LINESTRING (-39.9539226 -18.2991159, -39.9537925 -18.2982565)",,,Rua da Lagoa,,
233169095,False,residential,False,121.307,"LINESTRING (-39.9539226 -18.2991159, -39.9530053 -18.2984589)",,,Avenida Presidente Kennedy,,
233169095,False,residential,True,105.819,"LINESTRING (-39.9539226 -18.2991159, -39.954777 -18.2996135)",,,Avenida Presidente Kennedy,,
180509436,False,residential,False,100.353,"LINESTRING (-39.9521309 -18.2994903, -39.9512672 -18.2991134)",,,Rua Amália Negreiro de Castro,,
180509436,False,residential,True,41.232,"LINESTRING (-39.9521309 -18.2994903, -39.9524555 -18.2996965)",,,Rua Amália Negreiro de Castro,,
233062902,False,residential,True,73.417,"LINESTRING (-39.9521309 -18.2994903, -39.9525601 -18.2989708)",,,Rua da Lagoa,,
180509539,False,residential,True,132.566,"LINESTRING (-39.9509937 -18.2995794, -39.9520397 -18.300239)",,,Avenida José Jesuino da Rocha,,
233033984,False,residential,False,73.802,"LINESTRING (-39.9509937 -18.2995794, -39.9505833 -18.3001167)",,,Rua Ecoporanga,,
233033984,False,residential,True,59.319,"LINESTRING (-39.9509937 -18.2995794, -39.9512672 -18.2991134)",,,Rua Ecoporanga,,
180509542,False,residential,True,72.875,"LINESTRING (-39.954777 -18.2996135, -39.9543777 -18.3001481)",,,Rua Estefhania Oliveira Serra Serra,,
233169095,False,residential,False,105.819,"LINESTRING (-39.954777 -18.2996135, -39.9539226 -18.2991159)",,,Avenida Presidente Kennedy,,
233169095,False,residential,True,61.164,"LINESTRING (-39.954777 -18.2996135, -39.9551722 -18.2998513, -39.9552664 -18.2999079)",,,Avenida Presidente Kennedy,,
180509527,False,residential,False,68.743,"LINESTRING (-39.9535739 -18.299638, -39.9539226 -18.2991159)",,,Avenida Vitória,,
