osmid,ref,name,highway,oneway,reversed,length,junction,geometry,lanes
371257863,GO-513,Rua Rosa Guimarães,primary,False,False,135.198,,"LINESTRING (-50.3755944 -17.4000028, -50.3765179 -17.3991651)",
371257863,GO-513,Rua Rosa Guimarães,primary,False,True,11.829,,"LINESTRING (-50.3755944 -17.4000028, -50.3755138 -17.4000763)",
246481562,,Rua 21,residential,False,True,74.067,,"LINESTRING (-50.3710619 -17.4003781, -50.370575 -17.3999008)",
246481568,,Rua Clarindo Borges Campos,residential,False,False,221.574,,"LINESTRING (-50.3710619 -17.4003781, -50.372576 -17.3990058)",
371257863,GO-513,Rua Rosa Guimarães,primary,False,False,75.087,,"LINESTRING (-50.3783451 -17.3975327, -50.3788524 -17.3970619)",
371257863,GO-513,Rua Rosa Guimarães,primary,False,True,130.132,,"LINESTRING (-50.3783451 -17.3975327, -50.3774568 -17.3983396)",
519716953,,Rua João Lemes Sobrinho,residential,False,False,72.877,,"LINESTRING (-50.3783451 -17.3975327, -50.378829 -17.3979978)",
519716953,,Rua João Lemes Sobrinho,residential,False,True,72.917,,"LINESTRING (-50.3783451 -17.3975327, -50.3778741 -17.3970552)",
297590067,,Avenida Altina Pires Arantes,tertiary,True,False,67.53,,"LINESTRING (-50.3770856 -17.3997383, -50.3766185 -17.4001508)",
519716951,,Rua João Batista Filho,residential,False,False,73.215,,"LINESTRING (-50.3770856 -17.3997383, -50.3775444 -17.4002301)",
519716951,,Rua João Batista Filho,residential,False,True,12.837,,"LINESTRING (-50.3770856 -17.3997383, -50.3770025 -17.3996544)",
288749694,,Rua Jeronimo Martins Marques,residential,False,True,146.169,,"LINESTRING (-50.3735443 -17.3999709, -50.3745442 -17.3990667)",
304750256,,Rua Acreúna,residential,False,False,72.578,,"LINESTRING (-50.3735443 -17.3999709, -50.3740174 -17.4004423)",
304750256,,Rua Acreúna,residential,False,True,75.691,,"LINESTRING (-50.3735443 -17.3999709, -50.373051 -17.3994792)",
246481568,,Rua Clarindo Borges Campos,residential,False,True,221.574,,"LINESTRING (-50.372576 -17.3990058, -50.3710619 -17.4003781)",
304750256,,Rua Acreúna,residential,False,False,72.878,,"LINESTRING (-50.372576 -17.3990058, -50.373051 -17.3994792)",
304750256,,Rua Acreúna,residential,False,True,71.766,,"LINESTRING (-50.372576 -17.3990058, -50.3721173 -17.3985315)",
288749668,,Avenida M 1,residential,True,False,12.608,,"LINESTRING (-50.3760449 -17.392602, -50.3761341 -17.3926769)",
899743174,,Avenida M 6,residential,True,False,12.503,,"LINESTRING (-50.3760449 -17.392602, -50.3761567 -17.3925665)",
288749694,,Rua Jeronimo Martins Marques,residential,False,False,133.564,,"LINESTRING (-50.3773725 -17.3965127, -50.3764626 -17.3973427)",
288749694,,Rua Jeronimo Martins Marques,residential,False,True,132.34,,"LINESTRING (-50.3773725 -17.3965127, -50.378286 -17.3957024)",
519716953,,Rua João Lemes Sobrinho,residential,False,False,72.248,,"LINESTRING (-50.3773725 -17.3965127, -50.3778237 -17.3969993)",
519716953,,Rua João Lemes Sobrinho,residential,False,True,73.99,,"LINESTRING (-50.3773725 -17.3965127, -50.3768898 -17.3960325)",
304750264,,Rua Maria Machado de Almeida,residential,False,False,42.252,,"LINESTRING (-50.3766196 -17.3920818, -50.3768925 -17.3923585)",
371274702,,Avenida M 6,residential,False,False,72.921,,"LINESTRING (-50.3766196 -17.3920818, -50.3761567 -17.3925665)",
304750258,,Rua Crismar Alves de Avelar,residential,False,False,70.493,,"LINESTRING (-50.3774568 -17.3983396, -50.3770012 -17.3978782)",
304750258,,Rua Crismar Alves de Avelar,residential,False,True,72.767,,"LINESTRING (-50.3774568 -17.3983396, -50.3779263 -17.3988166)",
371257863,GO-513,Rua Rosa Guimarães,primary,False,False,130.132,,"LINESTRING (-50.3774568 -17.3983396, -50.3783451 -17.3975327)",
371257863,GO-513,Rua Rosa Guimarães,primary,False,True,135.465,,"LINESTRING (-50.3774568 -17.3983396, -50.3765179 -17.3991651)",
246481562,,Rua 21,residential,False,False,74.067,,"LINESTRING (-50.370575 -17.3999008, -50.3710619 -17.4003781)",
899133943,,Rua 28,residential,False,False,107.294,,"LINESTRING (-50.370575 -17.3999008, -50.3713059 -17.399234)",
288749679,,,tertiary,True,False,20.111,roundabout,"LINESTRING (-50.3712432 -17.3922342, -50.3712964 -17.3922017, -50.371357 -17.3921847, -50.3714202 -17.3921848)",
288749679,,,tertiary,True,False,27.56,roundabout,"LINESTRING (-50.3714202 -17.3921848, -50.3714824 -17.3922026, -50.3715365 -17.3922368, -50.371578 -17.3922845, -50.3716032 -17.3923416)",
288749679,,,tertiary,True,False,15.047,roundabout,"LINESTRING (-50.3713184 -17.392595, -50.3712556 -17.3925637, -50.3712063 -17.392515)",
288749679,,,tertiary,True,False,18.756,roundabout,"LINESTRING (-50.371167 -17.392382, -50.3711782 -17.3923268, -50.3712042 -17.3922764, -50.3712432 -17.3922342)",
288749667,,Rua M 11,residential,False,False,17.917,,"LINESTRING (-50.3712603 -17.3917832, -50.3713821 -17.3916716)",
288749676,,Avenida São Felipe,tertiary,True,False,47.896,,"LINESTRING (-50.3712603 -17.3917832, -50.3713529 -17.3920571, -50.3714202 -17.3921848)",
304750266,,,primary,True,False,61.495000000000005,roundabout,"LINESTRING (-50.3792419 -17.3976155, -50.3791689 -17.3975003, -50.37912 -17.397374, -50.3790968 -17.3972413, -50.3790724 -17.3970939)",
336011423,,Avenida Araguaia,residential,True,False,3.811,,"LINESTRING (-50.3788949 -17.396141, -50.3788994 -17.396175)",
304750252,,Avenida Araguaia,residential,True,False,62.393,,"LINESTRING (-50.3787829 -17.3962582, -50.3783439 -17.3966315)",
898434441,,Avenida Corumbá,residential,True,False,12.915,,"LINESTRING (-50.3787829 -17.3962582, -50.378737 -17.3962324, -50.3787211 -17.3962035, -50.3787153 -17.3961713)",
297592705,,Avenida Araguaia,residential,True,False,2.347,,"LINESTRING (-50.3788125 -17.3960901, -50.3788346 -17.396091)",
371282413,,,residential,False,True,110.59,,"LINESTRING (-50.372753 -17.3941483, -50.3735335 -17.3934892)",
304750270,,Rua 7A,residential,False,False,79.586,,"LINESTRING (-50.372753 -17.3941483, -50.3728898 -17.3945399, -50.3729622 -17.3946653, -50.3730588 -17.3947958)",
371282413,,,residential,False,False,74.545,,"LINESTRING (-50.372753 -17.3941483, -50.3724754 -17.3942468, -50.3720891 -17.3943671)",
304750273,,Rua 28,residential,False,True,13.949,,"LINESTRING (-50.3769779 -17.3941806, -50.3768838 -17.3942682)",
336011536,,Avenida Corumbá,residential,True,False,68.7,,"LINESTRING (-50.3769779 -17.3941806, -50.3774185 -17.3946333)",
371275558,,Rua 32,residential,False,False,68.607,,"LINESTRING (-50.3735428 -17.3943867, -50.3730588 -17.3947958)",
371275558,,Rua 32,residential,False,True,69.39,,"LINESTRING (-50.3735428 -17.3943867, -50.3740087 -17.3939488)",
519716952,,Rua 7,residential,False,True,108.232,,"LINESTRING (-50.3735428 -17.3943867, -50.3742375 -17.3950994)",
288749694,,Rua Jeronimo Martins Marques,residential,False,False,134.207,,"LINESTRING (-50.3792824 -17.3947817, -50.3783796 -17.395627)",
304750264,,Rua Maria Machado de Almeida,residential,False,True,73.171,,"LINESTRING (-50.3792824 -17.3947817, -50.3788098 -17.3943025)",
304750273,,Rua 28,residential,False,False,132.544,,"LINESTRING (-50.3759893 -17.3951002, -50.3768838 -17.3942682)",
304750273,,Rua 28,residential,False,True,65.299,,"LINESTRING (-50.3759893 -17.3951002, -50.375541 -17.3955025)",
