osmid,oneway,highway,reversed,length,geometry,lanes,ref,name
283510603,True,primary_link,False,49.263,"LINESTRING (-35.5984115 -5.6272937, -35.5984584 -5.6270795, -35.5984712 -5.6269687, -35.5984933 -5.6268586)",,,
745070277,False,primary,False,25.617,"LINESTRING (-35.5984115 -5.6272937, -35.598535 -5.6272176, -35.5986088 -5.6271732)",2,BR-406,
745070276,False,primary,False,48.126999999999995,"LINESTRING (-35.5988993 -5.6270008, -35.5990867 -5.6268526, -35.5991896 -5.6267578, -35.5992302 -5.6267204)",2,BR-406,
858335278,False,primary,True,22.386,"LINESTRING (-35.5988993 -5.6270008, -35.5987757 -5.627077, -35.5987253 -5.6271033)",2,BR-406,
283511295,False,secondary,True,44.186,"LINESTRING (-35.5984688 -5.6267676, -35.598353 -5.6263873)",,,Rua Vereador Geraldo Ferreira Cruz
745070279,True,secondary,False,8.122,"LINESTRING (-35.5984688 -5.6267676, -35.5985122 -5.6268265)",,,Rua Vereador Geraldo Ferreira Cruz
283510615,False,residential,True,16.69,"LINESTRING (-35.5971161 -5.6227759, -35.5969986 -5.62287)",,,Rua Café Filho
283511295,False,secondary,False,62.980000000000004,"LINESTRING (-35.5971161 -5.6227759, -35.5973178 -5.6230795, -35.597413 -5.6232584)",,,Rua Vereador Geraldo Ferreira Cruz
283511295,False,secondary,True,32.595,"LINESTRING (-35.5971161 -5.6227759, -35.5970469 -5.6226364, -35.597 -5.622507)",,,Rua Vereador Geraldo Ferreira Cruz
745070261,False,residential,False,87.454,"LINESTRING (-35.5971161 -5.6227759, -35.5973702 -5.6225896, -35.5976759 -5.6223194, -35.5977264 -5.6222774)",,,Praça Senador João Câmara
283510622,False,residential,False,71.695,"LINESTRING (-35.599442 -5.6223416, -35.5988386 -5.6225764)",,,Rua São Francisco
745070265,False,residential,False,22.445,"LINESTRING (-35.599442 -5.6223416, -35.5994341 -5.6221399)",,,Travessa Professor João Maria Vasconcelos
