osmid,name,highway,oneway,reversed,length,lanes,ref,bridge,geometry,maxspeed,junction
234362325,Rua Marcílio Dias,residential,False,True,12.775,,,,"LINESTRING (-50.1273732 -29.9897234, -50.1272936 -29.9896315)",,
209542609,Avenida Nilza Costa Godoy,secondary,True,False,27.303,2,,,"LINESTRING (-50.1321795 -29.9813516, -50.1320574 -29.98113)",,
"[485370587, 485370588, 93199182]","['Avenida Emancipação', 'Avenida Rio Grande', 'Ponte Giuseppe Garibaldi']",primary,True,False,251.413,"['2', '3']",ERS-786,yes,"LINESTRING (-50.1333675 -29.9833591, -50.1332644 -29.9832257, -50.1331868 -29.983088, -50.1326164 -29.9819814, -50.1325956 -29.981941, -50.1324606 -29.9817326, -50.1321795 -29.9813516)",,
903006404,Avenida Beira Rio,tertiary,False,False,75.916,,,,"LINESTRING (-50.1333675 -29.9833591, -50.1332645 -29.9833458, -50.1330829 -29.9833339, -50.1326822 -29.9833597, -50.1326323 -29.9833694, -50.1325876 -29.9833868)",40,
643619159,Avenida Ubatuba de Farias,tertiary,True,False,57.439,,,,"LINESTRING (-50.1284061 -29.9842189, -50.1288951 -29.9839232)",,
643619160,Avenida Flores da Cunha,secondary,False,False,38.214,,,,"LINESTRING (-50.1284061 -29.9842189, -50.1285045 -29.9843602, -50.128616 -29.9845105)",,
903006324,Avenida Flores da Cunha,tertiary,False,True,121.249,,,,"LINESTRING (-50.1284061 -29.9842189, -50.1280857 -29.983785, -50.1278753 -29.9835661, -50.1276273 -29.9833705)",,
93201750,Rua Dom Pedro II,residential,False,True,97.513,,,,"LINESTRING (-50.1264376 -29.9837078, -50.1270269 -29.9829947)",,
93201754,Rua Riachuelo,residential,False,False,73.838,,,,"LINESTRING (-50.1264376 -29.9837078, -50.1270575 -29.9840985)",,
93201747,Rua Senador Salgado Filho,residential,False,False,97.799,,,,"LINESTRING (-50.1276273 -29.9833705, -50.1270575 -29.9840985)",,
93201747,Rua Senador Salgado Filho,residential,False,True,54.498,,,,"LINESTRING (-50.1276273 -29.9833705, -50.1279599 -29.982974)",,
93201757,Avenida Flores da Cunha,tertiary,False,True,71.345,,,,"LINESTRING (-50.1276273 -29.9833705, -50.1270269 -29.9829947)",,
903006324,Avenida Flores da Cunha,tertiary,False,False,121.249,,,,"LINESTRING (-50.1276273 -29.9833705, -50.1278753 -29.9835661, -50.1280857 -29.983785, -50.1284061 -29.9842189)",,
903006321,Avenida Ubatuba de Farias,secondary,True,False,95.39,,,,"LINESTRING (-50.1275836 -29.9846968, -50.1284061 -29.9842189)",,
