osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge
170681182,True,Rua 10,tertiary,40,False,100.875,"LINESTRING (-50.549303 -20.2711623, -50.5485563 -20.2705858)",
170681182,True,Rua 10,tertiary,40,False,98.587,"LINESTRING (-50.546285 -20.2688153, -50.54556 -20.2682465)",
170681246,True,Rua 13,residential,,False,99.081,"LINESTRING (-50.546285 -20.2688153, -50.5468859 -20.2681252)",
928760165,True,Avenida Alfonso Rossafa Molina,secondary,50,False,15.386,"LINESTRING (-50.5445007 -20.2651709, -50.5445933 -20.2650632)",
170681181,True,Rua 8,residential,40,False,101.166,"LINESTRING (-50.546387 -20.2700843, -50.5471569 -20.2706376)",
170932803,False,Rua 11,residential,40,False,100.572,"LINESTRING (-50.546387 -20.2700843, -50.5470012 -20.2693871)",
170932803,False,Rua 11,residential,40,True,95.261,"LINESTRING (-50.546387 -20.2700843, -50.5458268 -20.2707609)",
170681263,True,Avenida Jânio Quadros,tertiary,,False,68.77,"LINESTRING (-50.5451572 -20.2679742, -50.5445052 -20.2680659)",
732799153,True,Rua 10,tertiary,40,False,14.516,"LINESTRING (-50.5451572 -20.2679742, -50.5450436 -20.2678988)",
170681246,True,Rua 13,residential,,False,14.794,"LINESTRING (-50.5474702 -20.2674681, -50.5475675 -20.2673713)",
558807922,True,Avenida João Amadeu,secondary,50,False,37.713,"LINESTRING (-50.5474702 -20.2674681, -50.5471944 -20.2672488)",
170681246,True,Rua 13,residential,,False,99.941,"LINESTRING (-50.5444826 -20.2708854, -50.5450887 -20.2701893)",
332178048,True,Rua 4,residential,40,False,101.408,"LINESTRING (-50.5444826 -20.2708854, -50.5452416 -20.2714553)",
733103440,False,Rua 1,tertiary,40,True,12.336,"LINESTRING (-50.5539188 -20.2700315, -50.5538799 -20.2700744, -50.5538423 -20.2701161)",
170681181,True,Rua 8,residential,40,False,99.221,"LINESTRING (-50.5456678 -20.2695003, -50.546387 -20.2700843)",
170681246,True,Rua 13,residential,,False,99.732,"LINESTRING (-50.5456678 -20.2695003, -50.546285 -20.2688153)",
558807922,True,Avenida João Amadeu,secondary,50,False,13.498,"LINESTRING (-50.5468897 -20.2670106, -50.5467872 -20.2669365)",
756339132,True,Rua 15,residential,,False,24.82,"LINESTRING (-50.5468897 -20.2670106, -50.5466614 -20.2670735)",
170681182,True,Rua 10,tertiary,40,False,51.789,"LINESTRING (-50.54556 -20.2682465, -50.5451572 -20.2679742)",
170681266,False,Rua 15,residential,,False,99.646,"LINESTRING (-50.54556 -20.2682465, -50.5449605 -20.2689442)",
170681266,False,Rua 15,residential,,True,100.523,"LINESTRING (-50.54556 -20.2682465, -50.5461895 -20.267562)",
733103441,False,Rua 1,residential,40,True,78.309,"LINESTRING (-50.5538423 -20.2701161, -50.5533847 -20.2706744)",
906020874,True,Rua 16,residential,40,False,15.388,"LINESTRING (-50.5538423 -20.2701161, -50.5537679 -20.2699966)",
733103440,False,Rua 1,tertiary,40,False,12.336,"LINESTRING (-50.5538423 -20.2701161, -50.5538799 -20.2700744, -50.5539188 -20.2700315)",
170681181,True,Rua 8,residential,40,False,96.264,"LINESTRING (-50.5449605 -20.2689442, -50.5456678 -20.2695003)",
170681266,False,Rua 15,residential,,True,99.646,"LINESTRING (-50.5449605 -20.2689442, -50.54556 -20.2682465)",
736859703,True,Rua 1,residential,40,False,52.04,"LINESTRING (-50.552751 -20.2713783, -50.5530712 -20.2710194)",
906020872,True,Rua João Amadeu,secondary,,False,9.71,"LINESTRING (-50.552751 -20.2713783, -50.5527809 -20.271461)",
170932803,False,Rua 11,residential,40,False,98.428,"LINESTRING (-50.5452416 -20.2714553, -50.5458268 -20.2707609)",
170681246,True,Rua 13,residential,,False,95.149,"LINESTRING (-50.5468859 -20.2681252, -50.5474702 -20.2674681)",
170963464,True,Rua 12,residential,40,False,99.317,"LINESTRING (-50.5468859 -20.2681252, -50.5476117 -20.2687033)",
756339135,False,Rua 13,residential,,True,59.472,"LINESTRING (-50.5479308 -20.2669591, -50.5475675 -20.2673713)",
756339129,True,Avenida João Amadeu,secondary,50,False,34.854,"LINESTRING (-50.5475675 -20.2673713, -50.5478291 -20.2675663)",
756339135,False,Rua 13,residential,,False,59.472,"LINESTRING (-50.5475675 -20.2673713, -50.5479308 -20.2669591)",
864537908,True,Avenida João Amadeu,secondary,50,False,10.68,"LINESTRING (-50.5445838 -20.265227, -50.5445007 -20.2651709)",
170681207,True,Avenida João Amadeu,secondary,50,False,100.344,"LINESTRING (-50.552693 -20.2714528, -50.5519347 -20.2708975)",
906020871,True,Rua João Amadeu,secondary,,False,9.214,"LINESTRING (-50.552693 -20.2714528, -50.5527809 -20.271461)",
736859704,True,Rua 1,secondary,40,False,10.259,"LINESTRING (-50.552693 -20.2714528, -50.5527242 -20.2714138, -50.552751 -20.2713783)",
170681182,True,Rua 10,tertiary,40,False,98.1,"LINESTRING (-50.5470012 -20.2693871, -50.546285 -20.2688153)",
170932803,False,Rua 11,residential,40,False,99.18,"LINESTRING (-50.5470012 -20.2693871, -50.5476117 -20.2687033)",
170932803,False,Rua 11,residential,40,True,100.572,"LINESTRING (-50.5470012 -20.2693871, -50.546387 -20.2700843)",
170974316,True,Avenida Alfonso Rossafa Molina,secondary,50,False,51.75,"LINESTRING (-50.5445933 -20.2650632, -50.5449068 -20.2647025)",
756339129,True,Avenida João Amadeu,secondary,50,False,10.273,"LINESTRING (-50.5445933 -20.2650632, -50.544669 -20.2651223)",
170976137,True,Avenida Alfonso Rossafa Molina,secondary,50,False,14.647,"LINESTRING (-50.544669 -20.2651223, -50.5445838 -20.265227)",
756339129,True,Avenida João Amadeu,secondary,50,False,97.092,"LINESTRING (-50.544669 -20.2651223, -50.5453851 -20.2656801)",
568370159,True,Avenida João Amadeu,secondary,50,False,13.101,"LINESTRING (-50.5490108 -20.2684781, -50.5491065 -20.2685544)",
568370161,True,Avenida Francisco Jales,secondary,50,False,98.892,"LINESTRING (-50.5490108 -20.2684781, -50.5496286 -20.2678035)",
170932788,False,Rua 14,residential,40,False,10.409,"LINESTRING (-50.5496286 -20.2678035, -50.5497052 -20.2678635)",
170932788,False,Rua 14,residential,40,True,4.639,"LINESTRING (-50.5496286 -20.2678035, -50.5495934 -20.267778)",
568370161,True,Avenida Francisco Jales,secondary,50,False,8.966,"LINESTRING (-50.5496286 -20.2678035, -50.5497134 -20.2677903)",
170681181,True,Rua 8,residential,40,False,11.978,"LINESTRING (-50.5471569 -20.2706376, -50.5472457 -20.2707059)",
223980113,True,Avenida Francisco Jales,secondary,50,False,96.963,"LINESTRING (-50.5471569 -20.2706376, -50.5477363 -20.2699557)",
332171363,True,Avenida João Amadeu,secondary,50,False,100.276,"LINESTRING (-50.5520121 -20.2708014, -50.552751 -20.2713783)",
332171365,True,Rua 3,residential,40,False,13.393,"LINESTRING (-50.5520121 -20.2708014, -50.5519347 -20.2708975)",
906033808,False,,residential,,False,9.195,"LINESTRING (-50.5515695 -20.2655959, -50.5516412 -20.265644)",
170932782,True,Avenida Francisco Jales,secondary,50,False,59.693,"LINESTRING (-50.5515695 -20.2655959, -50.5517249 -20.2653587, -50.5519005 -20.2651596)",
170972412,False,,residential,,False,39.675,"LINESTRING (-50.5515695 -20.2655959, -50.551543 -20.2655984, -50.5515205 -20.2656141, -50.551312 -20.2658488)",
