osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,bridge,junction
426258880,True,Rua Sebastião Cintra Cunha,residential,False,41.984,"LINESTRING (-46.3596742 -23.0518574, -46.3596822 -23.0514799)",,,,
430201988,False,Rua Domingos Leme,tertiary,False,34.145,"LINESTRING (-46.3596742 -23.0518574, -46.360001 -23.0517952)",,,,
430201988,False,Rua Domingos Leme,tertiary,True,69.749,"LINESTRING (-46.3596742 -23.0518574, -46.3593708 -23.0519112, -46.3590009 -23.0519533)",,,,
426258133,False,Rua Guilherme Léo,secondary,False,7.016,"LINESTRING (-46.360001 -23.0517952, -46.3600684 -23.0518068)",SP-036,,,
430201988,False,Rua Domingos Leme,tertiary,True,34.145,"LINESTRING (-46.360001 -23.0517952, -46.3596742 -23.0518574)",,,,
826348386,True,Rua Miguel Mileo,residential,False,9.983,"LINESTRING (-46.360001 -23.0517952, -46.3600275 -23.0518816)",,,,
219719923,True,Rua Francisco Gonçalves Bueno,secondary,False,177.132,"LINESTRING (-46.360001 -23.0517952, -46.3600617 -23.0516626, -46.3605659 -23.0506581, -46.3606471 -23.0505162, -46.3607612 -23.0503672)",SP-036,,,
219719802,False,Rua Sete de Setembro,residential,False,65.546,"LINESTRING (-46.3590009 -23.0519533, -46.3589682 -23.0513646)",,,,
219719802,False,Rua Sete de Setembro,residential,True,67.197,"LINESTRING (-46.3590009 -23.0519533, -46.3590306 -23.052557)",,,,
430201988,False,Rua Domingos Leme,tertiary,True,117.16,"LINESTRING (-46.3590009 -23.0519533, -46.3578701 -23.0521192)",,,,
430201988,False,Rua Domingos Leme,tertiary,False,69.749,"LINESTRING (-46.3590009 -23.0519533, -46.3593708 -23.0519112, -46.3596742 -23.0518574)",,,,
219719689,True,Rua Silvino Júlio Guimarães Júnior,residential,False,67.485,"LINESTRING (-46.3578701 -23.0521192, -46.357904 -23.0527253)",,,,
430201987,False,Rua Silvino Júlio Guimarães Júnior,residential,False,124.363,"LINESTRING (-46.3578701 -23.0521192, -46.3578236 -23.0510016)",,,,
430201988,False,Rua Domingos Leme,tertiary,False,117.16,"LINESTRING (-46.3578701 -23.0521192, -46.3590009 -23.0519533)",,,,
430203814,False,Rua Francisco da Silva Pinto,residential,False,108.289,"LINESTRING (-46.3571845 -23.0522094, -46.3571399 -23.0512364)",,,,
430203815,True,Rua Domingos Leme,tertiary,False,70.861,"LINESTRING (-46.3571845 -23.0522094, -46.3578701 -23.0521192)",,,,
426258263,False,Rua Sebastião de Almeida Barros,tertiary,True,72.452,"LINESTRING (-46.3556405 -23.0523974, -46.3558273 -23.0530259)",,40,,
219719713,True,Rua Domingos Leme,tertiary,False,159.375,"LINESTRING (-46.3556405 -23.0523974, -46.3563741 -23.0523201, -46.3564116 -23.052315, -46.3571845 -23.0522094)",,,,
"[219719770, 219719780, 426258263]",False,Rua Sebastião de Almeida Barros,tertiary,False,87.07600000000001,"LINESTRING (-46.3556405 -23.0523974, -46.3555055 -23.0519594, -46.3554035 -23.0518249, -46.3552863 -23.0517016)",,40,yes,
426258133,False,Rua Guilherme Léo,secondary,False,17.538,"LINESTRING (-46.3616717 -23.0526936, -46.3618072 -23.0527902)",SP-036,,,
426258133,False,Rua Guilherme Léo,secondary,True,193.207,"LINESTRING (-46.3616717 -23.0526936, -46.3609354 -23.0522099, -46.3605867 -23.0519766, -46.3603628 -23.0518829, -46.3602132 -23.0518341, -46.3600684 -23.0518068)",SP-036,,,
1014388829,False,Avenida Papa João XXIII,primary,True,46.095,"LINESTRING (-46.3631308 -23.0536722, -46.3627227 -23.0538478)",SP-036;SP-063,,,
167775490,False,Avenida Papa João XXIII,primary,False,89.092,"LINESTRING (-46.3631308 -23.0536722, -46.3634513 -23.0535241, -46.3638993 -23.0532958)",SP-063,,,
426258133,False,Rua Guilherme Léo,secondary,True,167.22699999999998,"LINESTRING (-46.3631308 -23.0536722, -46.3624616 -23.0532403, -46.3618072 -23.0527902)",SP-036,,,
167775490,False,Avenida Papa João XXIII,primary,True,89.092,"LINESTRING (-46.3638993 -23.0532958, -46.3634513 -23.0535241, -46.3631308 -23.0536722)",SP-063,,,
219719877,False,Rua Antônio Poloni,residential,True,726.3430000000001,"LINESTRING (-46.3546958 -23.0487715, -46.3548973 -23.0486571, -46.3550962 -23.0485532, -46.3556236 -23.0483434, -46.3560578 -23.0482042, -46.3562432 -23.048108, -46.3563458 -23.0480183, -46.3564556 -23.0478362, -46.3565448 -23.0475521, -46.356596 -23.0473833, -46.3566308 -23.0473528, -46.3566965 -23.0473295, -46.3567758 -23.047328, -46.356925 -23.0473671, -46.357126 -23.0474158, -46.3572312 -23.0474367, -46.3573016 -23.0474315, -46.3573897 -23.0474191, -46.3574871 -23.0473681, -46.3575622 -23.0473095, -46.3576861 -23.0472327, -46.3579928 -23.0470802, -46.3580446 -23.0470659, -46.3580961 -23.0470604, -46.3581497 -23.0470663, -46.3581901 -23.0470887, -46.3582466 -23.0471417, -46.358358 -23.0472427, -46.3584621 -23.0473176, -46.3586305 -23.0474363, -46.3590139 -23.0477037, -46.3590859 -23.0477852, -46.359132 -23.0478439, -46.3591967 -23.0479993, -46.3592403 -23.0481103, -46.3592998 -23.0482319, -46.3594045 -23.0483492, -46.3594946 -23.0484045, -46.3596174 -23.0484521, -46.3597392 -23.0484874, -46.3600086 -23.0485542, -46.3602417 -23.0486073)",,,,
219719799,False,,unclassified,True,22.782,"LINESTRING (-46.3602417 -23.0486073, -46.3602479 -23.0488121)",,,,
219719877,False,Rua Antônio Poloni,residential,False,726.3430000000002,"LINESTRING (-46.3602417 -23.0486073, -46.3600086 -23.0485542, -46.3597392 -23.0484874, -46.3596174 -23.0484521, -46.3594946 -23.0484045, -46.3594045 -23.0483492, -46.3592998 -23.0482319, -46.3592403 -23.0481103, -46.3591967 -23.0479993, -46.359132 -23.0478439, -46.3590859 -23.0477852, -46.3590139 -23.0477037, -46.3586305 -23.0474363, -46.3584621 -23.0473176, -46.358358 -23.0472427, -46.3582466 -23.0471417, -46.3581901 -23.0470887, -46.3581497 -23.0470663, -46.3580961 -23.0470604, -46.3580446 -23.0470659, -46.3579928 -23.0470802, -46.3576861 -23.0472327, -46.3575622 -23.0473095, -46.3574871 -23.0473681, -46.3573897 -23.0474191, -46.3573016 -23.0474315, -46.3572312 -23.0474367, -46.357126 -23.0474158, -46.356925 -23.0473671, -46.3567758 -23.047328, -46.3566965 -23.0473295, -46.3566308 -23.0473528, -46.356596 -23.0473833, -46.3565448 -23.0475521, -46.3564556 -23.0478362, -46.3563458 -23.0480183, -46.3562432 -23.048108, -46.3560578 -23.0482042, -46.3556236 -23.0483434, -46.3550962 -23.0485532, -46.3548973 -23.0486571, -46.3546958 -23.0487715)",,,,
219719696,False,Avenida Beira Rio,secondary,False,609.1949999999999,"LINESTRING (-46.3598583 -23.0488598, -46.3596378 -23.0487852, -46.3594691 -23.0487748, -46.3593562 -23.0487852, -46.359233 -23.048809, -46.3579838 -23.0491788, -46.3574948 -23.0493282, -46.3573296 -23.0494191, -46.3570538 -23.049635, -46.3564309 -23.0500777, -46.3560711 -23.0503467, -46.3559283 -23.0504979, -46.355809 -23.0506599, -46.3556715 -23.0509192, -46.3555185 -23.0512532, -46.3553457 -23.0515996, -46.3552863 -23.0517016)",SP-036,,,
826411456,True,Avenida Beira Rio,secondary,False,34.822,"LINESTRING (-46.3598583 -23.0488598, -46.3599605 -23.0488963, -46.3600646 -23.0489368, -46.3601671 -23.04899)",SP-036,,,
219719954,True,,unclassified,False,21.609,"LINESTRING (-46.3601671 -23.04899, -46.3602172 -23.0489111, -46.3602479 -23.0488121)",,,,
219719997,True,Avenida Beira Rio,secondary,False,15.866,"LINESTRING (-46.3601671 -23.04899, -46.3602081 -23.04902, -46.3602399 -23.0490475, -46.3602697 -23.0490944)",SP-036,,,
219719799,False,,unclassified,False,22.782,"LINESTRING (-46.3602479 -23.0488121, -46.3602417 -23.0486073)",,,,
826411461,True,,unclassified,False,31.47,"LINESTRING (-46.3602479 -23.0488121, -46.3602697 -23.0490944)",,,,
826411457,True,Avenida Beira Rio,secondary,False,32.197,"LINESTRING (-46.3600879 -23.0490578, -46.3598583 -23.0488598)",SP-036,,,
826411460,True,,unclassified,False,11.068,"LINESTRING (-46.3600879 -23.0490578, -46.3601671 -23.04899)",,,,
826411459,True,Avenida Beira Rio,secondary,False,29.885,"LINESTRING (-46.3602697 -23.0490944, -46.3603721 -23.0493461)",SP-036,,,
219719942,True,,unclassified,False,12.684999999999999,"LINESTRING (-46.3602697 -23.0490944, -46.360246 -23.0491203, -46.3602098 -23.0491401, -46.3601692 -23.0491581)",,,,
219719975,True,Avenida Beira Rio,secondary,False,13.914,"LINESTRING (-46.3601692 -23.0491581, -46.3601321 -23.0491131, -46.3600879 -23.0490578)",SP-036,,,
826411458,True,Avenida Beira Rio,secondary,False,29.462,"LINESTRING (-46.3603721 -23.0493461, -46.3601692 -23.0491581)",SP-036,,,
219719935,False,Avenida Beira Rio,secondary,True,96.958,"LINESTRING (-46.3603721 -23.0493461, -46.3608422 -23.0499109, -46.3609328 -23.0500481)",SP-036,,,
219719694,False,Rua Benedito B. Peçanha,residential,False,113.033,"LINESTRING (-46.3619834 -23.0500026, -46.3619325 -23.0499643, -46.3618987 -23.049946, -46.3617864 -23.0499072, -46.3616871 -23.0498924, -46.3615503 -23.0498942, -46.3614712 -23.0499053, -46.36138 -23.0499362, -46.361211 -23.0499855, -46.3610964 -23.050025, -46.36103 -23.0500343, -46.3609328 -23.0500481)",,,,
219719694,False,Rua Benedito B. Peçanha,residential,True,178.248,"LINESTRING (-46.3619834 -23.0500026, -46.3622162 -23.0504464, -46.362361 -23.0507661, -46.3625622 -23.0511369, -46.3626353 -23.0512479, -46.3627037 -23.0513312, -46.3627996 -23.0514053)",,,,
219719941,False,Rua Benedito B. Peçanha,residential,True,185.346,"LINESTRING (-46.3619834 -23.0500026, -46.3622745 -23.0501565, -46.3624167 -23.0502311, -46.3624804 -23.0502484, -46.3625515 -23.0502515, -46.3626829 -23.0502515, -46.3629296 -23.0502231, -46.3632837 -23.0501972, -46.3637229 -23.0502015)",,,,
219719694,False,Rua Benedito B. Peçanha,residential,True,113.033,"LINESTRING (-46.3609328 -23.0500481, -46.36103 -23.0500343, -46.3610964 -23.050025, -46.361211 -23.0499855, -46.36138 -23.0499362, -46.3614712 -23.0499053, -46.3615503 -23.0498942, -46.3616871 -23.0498924, -46.3617864 -23.0499072, -46.3618987 -23.049946, -46.3619325 -23.0499643, -46.3619834 -23.0500026)",,,,
219719935,False,Avenida Beira Rio,secondary,False,96.958,"LINESTRING (-46.3609328 -23.0500481, -46.3608422 -23.0499109, -46.3603721 -23.0493461)",SP-036,,,
"[826348385, 219719794, 882767796]",False,Rua Francisco Gonçalves Bueno,secondary,True,39.589,"LINESTRING (-46.3609328 -23.0500481, -46.3608776 -23.0501508, -46.3608231 -23.050252, -46.3607612 -23.0503672)",SP-036,,yes,
219719941,False,Rua Benedito B. Peçanha,residential,False,185.346,"LINESTRING (-46.3637229 -23.0502015, -46.3632837 -23.0501972, -46.3629296 -23.0502231, -46.3626829 -23.0502515, -46.3625515 -23.0502515, -46.3624804 -23.0502484, -46.3624167 -23.0502311, -46.3622745 -23.0501565, -46.3619834 -23.0500026)",,,,
430201987,False,Rua Silvino Júlio Guimarães Júnior,residential,True,79.186,"LINESTRING (-46.3578154 -23.0502895, -46.3578236 -23.0510016)",,,,
219719788,False,,residential,False,80.796,"LINESTRING (-46.3574518 -23.0502736, -46.3575027 -23.0509987)",,,,
