osmid,oneway,ref,highway,reversed,length,name,geometry,maxspeed
132463305,True,BR-285,trunk,False,82.766,,"LINESTRING (-51.5324114 -28.2050487, -51.5315732 -28.2049571)",
132463311,True,,tertiary,False,46.685,Rua 7 de Setembro,"LINESTRING (-51.5230334 -28.2102074, -51.522861 -28.209816)",
132463314,True,,secondary,False,9.711,Avenida Afonso Pena,"LINESTRING (-51.5230334 -28.2102074, -51.5231252 -28.2101745)",
132463307,True,,secondary,False,9.207,Avenida Afonso Pena,"LINESTRING (-51.5232242 -28.210406, -51.5231368 -28.2104364)",
960661134,True,,residential,False,19.11,Rua 7 de Setembro,"LINESTRING (-51.5232242 -28.210406, -51.5232557 -28.2105756)",
591919103,True,,residential,False,12.616,Rua José Bonifácio,"LINESTRING (-51.5225566 -28.2119721, -51.5226016 -28.2120784)",
"[591919104, 961574005]",True,,tertiary,False,118.531,Avenida Benjamin Constant,"LINESTRING (-51.5225566 -28.2119721, -51.5233784 -28.2116864, -51.5236828 -28.211583)",
132454450,False,,residential,False,128.938,Rua Nivio Castellano,"LINESTRING (-51.5239926 -28.2089924, -51.5227561 -28.209389)",
516496322,False,,secondary,False,67.478,Rua Protásio Alves,"LINESTRING (-51.5239926 -28.2089924, -51.5237273 -28.2084324)",
516496322,False,,secondary,True,89.036,Rua Protásio Alves,"LINESTRING (-51.5239926 -28.2089924, -51.5243462 -28.20973)",
132454450,False,,residential,True,130.47,Rua Nivio Castellano,"LINESTRING (-51.5239926 -28.2089924, -51.525103 -28.2086343, -51.5252432 -28.2085897)",
132454450,False,,residential,True,8.934,Rua Nivio Castellano,"LINESTRING (-51.5226696 -28.2094144, -51.5227561 -28.209389)",
902860457,True,,tertiary,False,46.015,Avenida Benjamin Constant,"LINESTRING (-51.5236828 -28.211583, -51.5241206 -28.2114333)",
961574006,False,,residential,False,12.425,Rua 7 de Setembro,"LINESTRING (-51.5236828 -28.211583, -51.5237274 -28.2116876)",
961574007,False,,residential,True,119.58,Rua 7 de Setembro,"LINESTRING (-51.5236828 -28.211583, -51.5232557 -28.2105756)",
132463318,False,,residential,False,142.546,Rua 7 de Setembro,"LINESTRING (-51.5237274 -28.2116876, -51.524241 -28.212887)",
961574004,True,,tertiary,False,118.563,Avenida Benjamin Constant,"LINESTRING (-51.5237274 -28.2116876, -51.5226016 -28.2120784)",
961574006,False,,residential,True,12.425,Rua 7 de Setembro,"LINESTRING (-51.5237274 -28.2116876, -51.5236828 -28.211583)",
83101713,False,,residential,False,140.092,Rua Protásio Alves,"LINESTRING (-51.5249924 -28.2111351, -51.5244587 -28.2099663)",
83101713,False,,residential,True,13.011,Rua Protásio Alves,"LINESTRING (-51.5249924 -28.2111351, -51.5250424 -28.2112435)",
