osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width,junction
29132122,Bachgasse,residential,30,False,False,44.769,"LINESTRING (12.0019107 49.547876, 12.0019057 49.5478967, 12.0019012 49.5479188, 12.0018151 49.5482738)",,,,,
44093434,Pfarrer-Meiler-Straße,residential,30,False,False,81.852,"LINESTRING (12.0019107 49.547876, 12.0019322 49.5477921, 12.0019665 49.547664, 12.0021018 49.5471504)",,,,,
147202151,Hauptstraße,primary,50,False,False,124.912,"LINESTRING (12.0019107 49.547876, 12.0020254 49.547883, 12.0033656 49.5479649, 12.0035173 49.5479801, 12.0035662 49.5479869, 12.0036317 49.5479946)",2,B 14,,,
147202151,Hauptstraße,primary,50,False,True,83.43,"LINESTRING (12.0019107 49.547876, 12.0017973 49.5478682, 12.0010295 49.5478171, 12.000983 49.5478142, 12.0007619 49.5477915)",2,B 14,,,
"[50909554, 25369869]",Kick-Rasel-Straße,residential,"['50', '30']",False,False,88.352,"LINESTRING (11.9988618 49.5469695, 11.9988634 49.5469402, 11.9988655 49.5469221, 11.9988837 49.5467437, 11.9986698 49.5461926)",,,,,
48447637,Amberger Straße,primary,50,False,False,58.221999999999994,"LINESTRING (11.9988618 49.5469695, 11.9989242 49.5469938, 11.9990704 49.5470747, 11.9994383 49.547333)",2,B 14,,,
50909554,Kick-Rasel-Straße,residential,30,False,True,44.753,"LINESTRING (11.998566 49.5457958, 11.9986698 49.5461926)",,,,,
51080183,Kick-Rasel-Straße,residential,30,False,False,20.057,"LINESTRING (11.998566 49.5457958, 11.9985934 49.5456163)",,,,,
"[29131848, 157736082, 50905846]","['Alte Kolonie', 'Bahnhofsplatz', 'Am Ruttmann Kai']",residential,30,False,False,290.94800000000004,"LINESTRING (11.998566 49.5457958, 11.998015 49.5457484, 11.99712 49.5456574, 11.996672 49.5456403, 11.995931 49.5455552, 11.9950349 49.5454808, 11.9946845 49.5454744, 11.9945872 49.545515)",,,,,
"[44423682, 28988988, 44423678]","['Kindlaser Weg', 'Am Forst']",tertiary,50,False,False,162.006,"LINESTRING (12.0064423 49.5489332, 12.0063533 49.5490402, 12.0060839 49.5493385, 12.0059062 49.5495835, 12.0057831 49.5497551, 12.0056544 49.5499514, 12.0054831 49.5502475)",,AS 19,yes,,
35478648,Wernberger Straße,primary,50,False,False,94.15899999999999,"LINESTRING (12.0064423 49.5489332, 12.006629 49.5490202, 12.0068293 49.549111, 12.0068695 49.5491292, 12.0070869 49.549227, 12.0071268 49.549245, 12.0075225 49.5494081)",2,B 14,,,
339578668,Wernberger Straße,primary,50,False,True,221.26000000000005,"LINESTRING (12.0064423 49.5489332, 12.0059778 49.5486919, 12.0057243 49.5485709, 12.0055603 49.548499, 12.0052231 49.5483767, 12.0049169 49.5482854, 12.0046307 49.5482103, 12.004114 49.5480889, 12.0037567 49.5480095)",2,B 14,,,
44423678,Am Forst,tertiary,50,False,False,87.888,"LINESTRING (12.0054831 49.5502475, 12.0054317 49.5503374, 12.0053381 49.5505964, 12.0053327 49.55064, 12.0052986 49.5510241)",,AS 19,,,
"[44423682, 28988988, 44423678]","['Kindlaser Weg', 'Am Forst']",tertiary,50,False,True,162.006,"LINESTRING (12.0054831 49.5502475, 12.0056544 49.5499514, 12.0057831 49.5497551, 12.0059062 49.5495835, 12.0060839 49.5493385, 12.0063533 49.5490402, 12.0064423 49.5489332)",,AS 19,yes,,
46963679,Am Forst,residential,,False,True,54.566,"LINESTRING (12.0054831 49.5502475, 12.0051573 49.5501451, 12.0048265 49.5502844)",,,,3,
49802238,Am Forst,residential,,False,False,95.49200000000002,"LINESTRING (12.0054831 49.5502475, 12.0055797 49.5502654, 12.0059659 49.5502962, 12.0063393 49.5504196, 12.0065283 49.5504202, 12.0066364 49.5503906, 12.0067235 49.5503484)",,,,3,
29132120,Rosenbühlstraße,residential,30,False,True,44.7,"LINESTRING (12.0007619 49.5477915, 12.0007772 49.5477563, 12.0008089 49.5476819, 12.0008221 49.5476495, 12.0009279 49.5474042)",,,,,
"[35478656, 48447637]","['Hauptstraße', 'Amberger Straße']",primary,50,False,True,112.05499999999999,"LINESTRING (12.0007619 49.5477915, 12.000444 49.547754, 12.0002041 49.5477126, 12.0000342 49.5476742, 11.9999071 49.547633, 11.9998066 49.5475821, 11.9996547 49.5474864, 11.9994741 49.5473553, 11.9994383 49.547333)",2,B 14,,,
147202151,Hauptstraße,primary,50,False,False,83.43,"LINESTRING (12.0007619 49.5477915, 12.000983 49.5478142, 12.0010295 49.5478171, 12.0017973 49.5478682, 12.0019107 49.547876)",2,B 14,,,
50909554,Kick-Rasel-Straße,residential,30,False,False,44.753,"LINESTRING (11.9986698 49.5461926, 11.998566 49.5457958)",,,,,
50880589,Alte Straße,residential,30,False,True,305.35400000000004,"LINESTRING (11.9986698 49.5461926, 11.9985798 49.5462181, 11.9981278 49.546295, 11.9978106 49.5462595, 11.9974828 49.5461955, 11.9969001 49.5460307, 11.9960009 49.5459631, 11.9951828 49.545894, 11.994546 49.545892)",,,,,
