osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,bridge,tunnel
116946416,False,2,Gartenstraße,tertiary,True,123.114,50,"LINESTRING (11.5652056 50.6609389, 11.5651342 50.660953, 11.5650958 50.6609587, 11.5650234 50.6609703, 11.564954 50.6609764, 11.5648471 50.6609779, 11.5647335 50.6609738, 11.5644587 50.6609638, 11.5641796 50.6609514, 11.5640363 50.6609403, 11.5639857 50.6609374, 11.5639083 50.6609446, 11.5638446 50.6609698, 11.5635515 50.661106)",K 201,,
116946461,False,,August-Bebel-Straße,residential,False,12.163,20,"LINESTRING (11.5668005 50.6625461, 11.5667261 50.6624474)",,,
116946427,False,,Schloßberg,residential,True,121.37399999999998,20,"LINESTRING (11.5668005 50.6625461, 11.5666105 50.6626465, 11.566556 50.6626627, 11.5664756 50.6626764, 11.566331 50.662662, 11.5661987 50.6626355, 11.5660559 50.6626024, 11.565941 50.6625561, 11.5658891 50.6625336, 11.5658131 50.6624788, 11.5656954 50.6624258, 11.5656458 50.6623971, 11.5656426 50.6623512, 11.5656629 50.6622799, 11.5657004 50.6621673)",,,
116946461,False,,August-Bebel-Straße,residential,True,30.613,20,"LINESTRING (11.5668005 50.6625461, 11.5668815 50.6626545, 11.5669959 50.6627919)",,,
116946446,False,,Winkel,residential,True,7.982,20,"LINESTRING (11.5652878 50.6613951, 11.5653074 50.6614658)",,,
116946446,False,,Winkel,residential,False,43.164,20,"LINESTRING (11.5652878 50.6613951, 11.5655235 50.6612478, 11.5653054 50.6611351)",,,
116946453,False,,Winkel,residential,False,37.375,20,"LINESTRING (11.5652878 50.6613951, 11.5651517 50.661186, 11.5653054 50.6611351)",,,
"[60450640, 116946444, 116946438, 116946455]",False,,Rathausstraße,residential,False,120.22199999999998,20,"LINESTRING (11.5640334 50.6619962, 11.5643668 50.6620781, 11.5644638 50.6621035, 11.5645544 50.6621189, 11.5647952 50.6621333, 11.5649141 50.6621407, 11.5650744 50.6621531, 11.5650838 50.6621526, 11.5657004 50.6621673)",,,yes
116946450,False,2,Lindenstraße,tertiary,False,45.742999999999995,50,"LINESTRING (11.5669959 50.6627919, 11.5670159 50.6627739, 11.5671671 50.6627036, 11.5672736 50.6626541, 11.5673939 50.6625982, 11.56751 50.6625426)",K 516,,
116946461,False,,August-Bebel-Straße,residential,False,30.613,20,"LINESTRING (11.5669959 50.6627919, 11.5668815 50.6626545, 11.5668005 50.6625461)",,,
"[118390124, 118390126]",False,2,Pößnecker Straße,tertiary,True,103.01199999999999,50,"LINESTRING (11.5669959 50.6627919, 11.5669985 50.6628214, 11.5673691 50.6634407, 11.5674217 50.6635277, 11.567505 50.6636588)",K 516,,
116946418,False,2,Lindenstraße,tertiary,False,86.771,50,"LINESTRING (11.5679716 50.6623221, 11.5685117 50.6620562, 11.5689438 50.6618434)",K 516,,
"[116946440, 116946447]",False,2,Gartenstraße,tertiary,True,218.68599999999995,50,"LINESTRING (11.5679716 50.6623221, 11.5679258 50.6622829, 11.5672477 50.661802, 11.5670145 50.6616312, 11.5667471 50.6614293, 11.5667249 50.661412, 11.5666109 50.6613231, 11.5664719 50.6611789, 11.5663998 50.6610927, 11.5663641 50.66105, 11.5663344 50.6610145, 11.5662258 50.6608929, 11.5661718 50.6608596, 11.5660965 50.6608311, 11.566024 50.660816)",K 201,,
116946450,False,2,Lindenstraße,tertiary,True,40.74,50,"LINESTRING (11.5679716 50.6623221, 11.5676745 50.6624638, 11.56751 50.6625426)",K 516,,
116946430,False,,Kirchgasse,residential,True,85.717,20,"LINESTRING (11.5640181 50.6612331, 11.5640211 50.661273, 11.5640072 50.6613145, 11.5639863 50.6613622, 11.5639479 50.6613905, 11.5639086 50.6614044, 11.5638832 50.6614231, 11.5638512 50.6614893, 11.563832 50.661547, 11.5638316 50.6615651, 11.5638532 50.6615856, 11.5639177 50.6615986, 11.5641305 50.6616468, 11.5642207 50.6616721, 11.5642678 50.6616936, 11.5643033 50.6617155, 11.5643956 50.6617314)",,,
116946435,True,,August-Bebel-Straße,residential,False,35.813,20,"LINESTRING (11.5640181 50.6612331, 11.5639262 50.6612105, 11.5637504 50.6611653, 11.5635515 50.661106)",,,
"[116946440, 116946447]",False,2,Gartenstraße,tertiary,False,218.686,50,"LINESTRING (11.566024 50.660816, 11.5660965 50.6608311, 11.5661718 50.6608596, 11.5662258 50.6608929, 11.5663344 50.6610145, 11.5663641 50.66105, 11.5663998 50.6610927, 11.5664719 50.6611789, 11.5666109 50.6613231, 11.5667249 50.661412, 11.5667471 50.6614293, 11.5670145 50.6616312, 11.5672477 50.661802, 11.5679258 50.6622829, 11.5679716 50.6623221)",K 201,,
"[116946440, 116946416]",False,2,Gartenstraße,tertiary,True,60.373,50,"LINESTRING (11.566024 50.660816, 11.5659324 50.6608103, 11.565818 50.6608107, 11.5656899 50.6608178, 11.5656048 50.6608346, 11.5655328 50.6608527, 11.5654302 50.6608832, 11.5653163 50.660916, 11.5652056 50.6609389)",K 201,,
118390082,False,,Gartenstraße,residential,False,70.55000000000001,50,"LINESTRING (11.566024 50.660816, 11.5662202 50.6603721, 11.5662325 50.6603263, 11.5662154 50.6602751, 11.5661643 50.6602078)",,,
116946461,False,,August-Bebel-Straße,residential,True,12.163,20,"LINESTRING (11.5667261 50.6624474, 11.5668005 50.6625461)",,,
116946425,False,,Rathausstraße,residential,True,78.864,20,"LINESTRING (11.5667261 50.6624474, 11.5664663 50.6623912, 11.5661456 50.6623067, 11.5658165 50.6622106, 11.5657004 50.6621673)",,,
116946435,True,,August-Bebel-Straße,residential,False,159.95600000000002,20,"LINESTRING (11.5667261 50.6624474, 11.5666952 50.6623811, 11.5666853 50.6623333, 11.566688 50.6622647, 11.5666828 50.6622271, 11.5666549 50.6621775, 11.5665191 50.6620671, 11.5663432 50.6619137, 11.5661882 50.6617713, 11.5661221 50.6617072, 11.5660698 50.6616675, 11.5659688 50.6616145, 11.5657982 50.6615538, 11.5656275 50.661513, 11.5654708 50.6614865, 11.5653074 50.6614658)",,,
118390055,False,,Am Wald,residential,True,89.096,,"LINESTRING (11.5732127 50.6602406, 11.5727944 50.6603784, 11.5725621 50.660456, 11.5722681 50.6605412, 11.5720684 50.6605751)",,,
118390053,False,,Am Röhrensteig,residential,False,161.753,30,"LINESTRING (11.5722699 50.6622688, 11.5724639 50.662239, 11.572677 50.6622194, 11.5728785 50.6622136, 11.5730634 50.6622182, 11.573335 50.662248, 11.5735022 50.6622794, 11.5736384 50.6623078, 11.5737688 50.6623421, 11.5739248 50.6623988, 11.5740993 50.6624729, 11.5743931 50.6626141)",,,
118390053,False,,Am Röhrensteig,residential,True,26.217,30,"LINESTRING (11.5722699 50.6622688, 11.5721519 50.6623006, 11.5720513 50.6623421, 11.57196 50.662395)",,,
118390161,False,,Wiesenstraße,residential,True,169.15699999999998,30,"LINESTRING (11.5722699 50.6622688, 11.5722406 50.6620556, 11.5721816 50.6619186, 11.5720532 50.6617313, 11.5718833 50.661578, 11.5716517 50.6614047, 11.5710543 50.6610106)",,,
118390078,False,,Driesemannstraße,unclassified,False,43.096,50,"LINESTRING (11.5742689 50.6635617, 11.5737839 50.6633257)",,,
118390156,False,,Taugenweg,residential,False,95.497,50,"LINESTRING (11.5745231 50.6647009, 11.5732449 50.6649858)",,,
118390072,True,,Blumenstraße,residential,False,215.39600000000002,50,"LINESTRING (11.5745231 50.6647009, 11.5742701 50.6645716, 11.5738923 50.6643786, 11.5735661 50.664212, 11.5732415 50.6640462, 11.5721436 50.6634854)",,,
118293619,False,,Wilhelmsdorfer Straße,residential,True,49.384,50,"LINESTRING (11.5605616 50.6594349, 11.5605927 50.6594997, 11.5610601 50.6597318)",,,
118390139,False,,Stadtwiesenweg,residential,True,227.85999999999999,50,"LINESTRING (11.5690602 50.6594812, 11.5681763 50.659824, 11.5679391 50.6599027, 11.5675083 50.6600078, 11.5674181 50.6600263, 11.5673204 50.6600367, 11.5672371 50.6600417, 11.5671219 50.6600379, 11.5668058 50.6599969, 11.5667253 50.6599865, 11.5666442 50.659988, 11.5663299 50.6600251, 11.5661694 50.6600558, 11.5660772 50.6600817)",,,
"[118390165, 118390166, 118390167]",False,,Windmühlenstraße,unclassified,"[False, True]",177.943,50,"LINESTRING (11.5690602 50.6594812, 11.5693504 50.6596992, 11.5693871 50.659798, 11.5693962 50.6598743, 11.5693848 50.6599183, 11.5693337 50.6600392, 11.5692887 50.6601911, 11.5693134 50.6603645, 11.5693862 50.6605189, 11.5695513 50.6607527, 11.5697372 50.66094)",,yes,
118293619,False,,Wilhelmsdorfer Straße,residential,False,49.384,50,"LINESTRING (11.5610601 50.6597318, 11.5605927 50.6594997, 11.5605616 50.6594349)",,,
118390162,False,,Wilhelmsdorfer Straße,unclassified,False,25.225,50,"LINESTRING (11.5610601 50.6597318, 11.561028 50.6597826, 11.5610129 50.6598492, 11.560976 50.6599514)",,,
118390056,False,,An der Platte,residential,False,155.20600000000002,50,"LINESTRING (11.5623928 50.6599682, 11.5624612 50.6600671, 11.5624703 50.6600868, 11.5625248 50.6601333, 11.562577 50.6601592, 11.562652 50.6601722, 11.5627083 50.6601671, 11.5644014 50.6600303)",,,
"[118390048, 118390082, 118293613, 118390173]",False,,"['Zum Stegel', 'Gartenstraße', 'Am Hügel', 'Plattenweg']",residential,True,458.091,50,"LINESTRING (11.5623928 50.6599682, 11.5631886 50.6599186, 11.5635111 50.6598912, 11.5633282 50.6592051, 11.5633353 50.6591746, 11.5633619 50.6591543, 11.5634207 50.6591388, 11.5635312 50.6591273, 11.5635708 50.6591191, 11.5636067 50.6591005, 11.563935 50.6587259, 11.564537 50.6588977, 11.5652176 50.6591034, 11.5654842 50.6591845, 11.565536 50.6592408, 11.5655838 50.6593305, 11.5656281 50.6594005, 11.565811 50.6596897, 11.565961 50.6599267, 11.5660772 50.6600817)",,,
118390056,False,,An der Platte,residential,True,155.20600000000002,50,"LINESTRING (11.5644014 50.6600303, 11.5627083 50.6601671, 11.562652 50.6601722, 11.562577 50.6601592, 11.5625248 50.6601333, 11.5624703 50.6600868, 11.5624612 50.6600671, 11.5623928 50.6599682)",,,
118390082,False,,Gartenstraße,residential,True,15.307,50,"LINESTRING (11.5660772 50.6600817, 11.5661643 50.6602078)",,,
"[118390048, 118390082, 118293613, 118390173]",False,,"['Zum Stegel', 'Gartenstraße', 'Am Hügel', 'Plattenweg']",residential,False,458.0909999999999,50,"LINESTRING (11.5660772 50.6600817, 11.565961 50.6599267, 11.565811 50.6596897, 11.5656281 50.6594005, 11.5655838 50.6593305, 11.565536 50.6592408, 11.5654842 50.6591845, 11.5652176 50.6591034, 11.564537 50.6588977, 11.563935 50.6587259, 11.5636067 50.6591005, 11.5635708 50.6591191, 11.5635312 50.6591273, 11.5634207 50.6591388, 11.5633619 50.6591543, 11.5633353 50.6591746, 11.5633282 50.6592051, 11.5635111 50.6598912, 11.5631886 50.6599186, 11.5623928 50.6599682)",,,
118390139,False,,Stadtwiesenweg,residential,False,227.86,50,"LINESTRING (11.5660772 50.6600817, 11.5661694 50.6600558, 11.5663299 50.6600251, 11.5666442 50.659988, 11.5667253 50.6599865, 11.5668058 50.6599969, 11.5671219 50.6600379, 11.5672371 50.6600417, 11.5673204 50.6600367, 11.5674181 50.6600263, 11.5675083 50.6600078, 11.5679391 50.6599027, 11.5681763 50.659824, 11.5690602 50.6594812)",,,
118390162,False,,Wilhelmsdorfer Straße,unclassified,True,31.628,50,"LINESTRING (11.5607947 50.6602103, 11.5608424 50.6601116, 11.560976 50.6599514)",,,
118390170,False,2,Wöhlsdorfer Straße,tertiary,True,40.934,50,"LINESTRING (11.5607947 50.6602103, 11.5609161 50.660205, 11.5610927 50.6602133, 11.5612499 50.6602326, 11.5613659 50.6602562)",K 201,,
118390164,True,,Wilhelmsdorfer Straße,unclassified,False,43.635,50,"LINESTRING (11.5613659 50.6602562, 11.560976 50.6599514)",,,
118390170,False,2,Wöhlsdorfer Straße,tertiary,False,40.934,50,"LINESTRING (11.5613659 50.6602562, 11.5612499 50.6602326, 11.5610927 50.6602133, 11.5609161 50.660205, 11.5607947 50.6602103)",K 201,,
118390170,False,2,Wöhlsdorfer Straße,tertiary,True,62.74999999999999,50,"LINESTRING (11.5613659 50.6602562, 11.561795 50.6604198, 11.561988 50.6605009, 11.5621097 50.6605647)",K 201,,
118390082,False,,Gartenstraße,residential,False,15.307,50,"LINESTRING (11.5661643 50.6602078, 11.5660772 50.6600817)",,,
118390080,False,,Gartenstraße,residential,False,94.12700000000001,50,"LINESTRING (11.5661643 50.6602078, 11.5657349 50.6604371, 11.5656522 50.6604718, 11.565533 50.6604886, 11.5651798 50.6605078, 11.5649817 50.6605063)",,,
118390082,False,,Gartenstraße,residential,True,70.55,50,"LINESTRING (11.5661643 50.6602078, 11.5662154 50.6602751, 11.5662325 50.6603263, 11.5662202 50.6603721, 11.566024 50.660816)",,,
118390080,False,,Gartenstraße,residential,True,94.12700000000001,50,"LINESTRING (11.5649817 50.6605063, 11.5651798 50.6605078, 11.565533 50.6604886, 11.5656522 50.6604718, 11.5657349 50.6604371, 11.5661643 50.6602078)",,,
118390055,False,,Am Wald,residential,False,89.096,,"LINESTRING (11.5720684 50.6605751, 11.5722681 50.6605412, 11.5725621 50.660456, 11.5727944 50.6603784, 11.5732127 50.6602406)",,,
118390160,False,,Waldstraße,residential,False,135.439,30,"LINESTRING (11.5720684 50.6605751, 11.5721195 50.6606528, 11.572395 50.6608151, 11.5724156 50.6608226, 11.5727179 50.6609323, 11.5730598 50.6610565, 11.5732782 50.6611358, 11.5736207 50.6612602)",,,
160151501,False,2,Lindenstraße,tertiary,False,73.64,50,"LINESTRING (11.5720684 50.6605751, 11.5721285 50.6605186, 11.572432 50.6599565)",K 516,,
"[1132181489, 478611099]",False,2,Lindenstraße,tertiary,True,86.48599999999999,50,"LINESTRING (11.5720684 50.6605751, 11.5718671 50.660684, 11.5714913 50.660835, 11.5710543 50.6610106)",K 516,,
478611098,False,,Windmühlenstraße,unclassified,True,55.728,50,"LINESTRING (11.5697372 50.66094, 11.570197 50.6613477)",,,
"[118390137, 118390138]",True,,Schulstraße,residential,False,241.50600000000003,50,"LINESTRING (11.5697372 50.66094, 11.5706342 50.6604875, 11.5714023 50.6600572, 11.5719162 50.6598007, 11.5719442 50.6597867, 11.5720211 50.6597905, 11.5720938 50.659813, 11.572432 50.6599565)",,,
"[118390165, 118390166, 118390167]",False,,Windmühlenstraße,unclassified,"[False, True]",177.943,50,"LINESTRING (11.5697372 50.66094, 11.5695513 50.6607527, 11.5693862 50.6605189, 11.5693134 50.6603645, 11.5692887 50.6601911, 11.5693337 50.6600392, 11.5693848 50.6599183, 11.5693962 50.6598743, 11.5693871 50.659798, 11.5693504 50.6596992, 11.5690602 50.6594812)",,yes,
118390161,False,,Wiesenstraße,residential,False,169.15699999999998,30,"LINESTRING (11.5710543 50.6610106, 11.5716517 50.6614047, 11.5718833 50.661578, 11.5720532 50.6617313, 11.5721816 50.6619186, 11.5722406 50.6620556, 11.5722699 50.6622688)",,,
"[1132181489, 478611099]",False,2,Lindenstraße,tertiary,False,86.48599999999999,50,"LINESTRING (11.5710543 50.6610106, 11.5714913 50.660835, 11.5718671 50.660684, 11.5720684 50.6605751)",K 516,,
478611099,False,2,Lindenstraße,tertiary,True,71.11,50,"LINESTRING (11.5710543 50.6610106, 11.5705298 50.6612169, 11.570197 50.6613477)",K 516,,
118390160,False,,Waldstraße,residential,True,135.439,30,"LINESTRING (11.5736207 50.6612602, 11.5732782 50.6611358, 11.5730598 50.6610565, 11.5727179 50.6609323, 11.5724156 50.6608226, 11.572395 50.6608151, 11.5721195 50.6606528, 11.5720684 50.6605751)",,,
116946418,False,2,Lindenstraße,tertiary,True,11.683,50,"LINESTRING (11.570197 50.6613477, 11.5700552 50.6614021)",K 516,,
478611098,False,,Windmühlenstraße,unclassified,False,55.728,50,"LINESTRING (11.570197 50.6613477, 11.5697372 50.66094)",,,
478611099,False,2,Lindenstraße,tertiary,False,71.11,50,"LINESTRING (11.570197 50.6613477, 11.5705298 50.6612169, 11.5710543 50.6610106)",K 516,,
116946418,False,2,Lindenstraße,tertiary,False,11.683,50,"LINESTRING (11.5700552 50.6614021, 11.570197 50.6613477)",K 516,,
118293607,False,,Driesemannstraße,unclassified,True,103.648,50,"LINESTRING (11.5700552 50.6614021, 11.5711764 50.6620052)",,,
116946418,False,2,Lindenstraße,tertiary,True,92.453,50,"LINESTRING (11.5700552 50.6614021, 11.5698358 50.6614873, 11.5698169 50.6614945, 11.5693868 50.661659, 11.5689438 50.6618434)",K 516,,
116946418,False,2,Lindenstraße,tertiary,False,92.453,50,"LINESTRING (11.5689438 50.6618434, 11.5693868 50.661659, 11.5698169 50.6614945, 11.5698358 50.6614873, 11.5700552 50.6614021)",K 516,,
116946418,False,2,Lindenstraße,tertiary,True,86.771,50,"LINESTRING (11.5689438 50.6618434, 11.5685117 50.6620562, 11.5679716 50.6623221)",K 516,,
118390073,False,,Blumenstraße,residential,True,46.739000000000004,50,"LINESTRING (11.5689438 50.6618434, 11.5691599 50.6619541, 11.5694603 50.662107)",,,
118390073,False,,Blumenstraße,residential,False,46.739000000000004,50,"LINESTRING (11.5694603 50.662107, 11.5691599 50.6619541, 11.5689438 50.6618434)",,,
118390074,False,,Blumenstraße,residential,True,52.439,50,"LINESTRING (11.5694603 50.662107, 11.5697188 50.6622421, 11.5700374 50.6624046)",,,
"[118293605, 118293607]",False,,Driesemannstraße,unclassified,False,70.219,50,"LINESTRING (11.57196 50.662395, 11.5713663 50.6621055, 11.5711764 50.6620052)",,,
118390053,False,,Am Röhrensteig,residential,False,26.217000000000002,30,"LINESTRING (11.57196 50.662395, 11.5720513 50.6623421, 11.5721519 50.6623006, 11.5722699 50.6622688)",,,
118390078,False,,Driesemannstraße,unclassified,True,165.043,50,"LINESTRING (11.57196 50.662395, 11.5724452 50.6626423, 11.5725309 50.6626869, 11.5726352 50.6627412, 11.5728099 50.6628321, 11.5728347 50.662845, 11.5730896 50.6629776, 11.5733883 50.663127, 11.5734817 50.6631744, 11.5735681 50.6632186, 11.5737839 50.6633257)",,,
118390074,False,,Blumenstraße,residential,True,33.069,50,"LINESTRING (11.5700374 50.6624046, 11.5703995 50.6625937)",,,
118390074,False,,Blumenstraße,residential,False,52.439,50,"LINESTRING (11.5700374 50.6624046, 11.5697188 50.6622421, 11.5694603 50.662107)",,,
71524545,False,,Marienstraße,residential,False,27.368,30,"LINESTRING (11.5745838 50.6623997, 11.5743931 50.6626141)",,,
71524545,False,,Marienstraße,residential,True,27.368,30,"LINESTRING (11.5743931 50.6626141, 11.5745838 50.6623997)",,,
71524545,False,,Marienstraße,residential,False,45.605000000000004,30,"LINESTRING (11.5743931 50.6626141, 11.5741215 50.6628421, 11.5740125 50.6629456)",,,
118390053,False,,Am Röhrensteig,residential,True,161.75300000000001,30,"LINESTRING (11.5743931 50.6626141, 11.5740993 50.6624729, 11.5739248 50.6623988, 11.5737688 50.6623421, 11.5736384 50.6623078, 11.5735022 50.6622794, 11.573335 50.662248, 11.5730634 50.6622182, 11.5728785 50.6622136, 11.572677 50.6622194, 11.5724639 50.662239, 11.5722699 50.6622688)",,,
71524545,False,,Marienstraße,residential,False,45.25,30,"LINESTRING (11.5740125 50.6629456, 11.5738924 50.6631293, 11.5737839 50.6633257)",,,
71524545,False,,Marienstraße,residential,True,45.605000000000004,30,"LINESTRING (11.5740125 50.6629456, 11.5741215 50.6628421, 11.5743931 50.6626141)",,,
156651216,False,,Rosenweg,residential,True,48.67600000000001,30,"LINESTRING (11.5740125 50.6629456, 11.5737812 50.6628705, 11.5736115 50.6628027, 11.5735145 50.6627579, 11.5734255 50.6627168)",,,
118390117,True,,Planstraße,living_street,False,133.633,,"LINESTRING (11.5683587 50.6630851, 11.5694603 50.662107)",,,
