osmid,name,highway,oneway,reversed,length,geometry,access,ref,maxspeed,lanes
137338811,Oederaner Straße,residential,False,True,85.842,"LINESTRING (13.1959906 50.7210602, 13.1957632 50.7208086, 13.195551 50.7205618, 13.1954125 50.7203808)",,,,
"[403193656, 173585344]",Feldstraße,residential,False,True,148.33499999999998,"LINESTRING (13.1959906 50.7210602, 13.1959065 50.7211077, 13.1956254 50.7214337, 13.1955571 50.7215129, 13.195462 50.7216231, 13.1953097 50.7217424, 13.1949631 50.721855, 13.1947608 50.7219216, 13.1946426 50.7219737, 13.1945809 50.7219817)",no,,,
137338811,Oederaner Straße,residential,False,False,85.842,"LINESTRING (13.1954125 50.7203808, 13.195551 50.7205618, 13.1957632 50.7208086, 13.1959906 50.7210602)",,,,
203955424,Kirchgasse,residential,False,True,52.74,"LINESTRING (13.1954125 50.7203808, 13.1952406 50.7204392, 13.1949549 50.7205171, 13.1947119 50.7205158)",,,,
836773834,Oederaner Straße,residential,False,True,64.641,"LINESTRING (13.1954125 50.7203808, 13.1953679 50.7202646, 13.1953579 50.7201269, 13.1954237 50.7199242, 13.1954434 50.7198079)",,,,
203955433,Reifländer Straße,residential,False,True,5.617,"LINESTRING (13.1932971 50.7195252, 13.1932181 50.7195323)",,,,
172113202,Kirchgasse,living_street,True,False,152.28900000000002,"LINESTRING (13.1932971 50.7195252, 13.1935789 50.7198854, 13.1938241 50.7200712, 13.1939603 50.7201683, 13.1941104 50.7202355, 13.194271 50.7202794, 13.1945155 50.720439, 13.1947119 50.7205158)",,,,
203955433,Reifländer Straße,residential,False,False,141.637,"LINESTRING (13.1932971 50.7195252, 13.1936046 50.7194687, 13.1945449 50.7193672, 13.1948499 50.7193598, 13.1951236 50.7193763, 13.1952684 50.7194158)",,,,
137338809,Freiberger Straße,secondary,False,False,4.565,"LINESTRING (13.1953253 50.7180012, 13.1953621 50.7179674)",,S 223,50,
172113201,Oederaner Straße,residential,True,False,167.58300000000003,"LINESTRING (13.1953253 50.7180012, 13.1953615 50.7180396, 13.195429 50.7181995, 13.1954995 50.7183377, 13.1956504 50.7187015, 13.1956522 50.7187604, 13.1955889 50.7190612, 13.1955504 50.7191441, 13.1953628 50.7193511, 13.1952684 50.7194158)",,,,
203915728,Freiberger Straße,secondary,False,True,200.27100000000002,"LINESTRING (13.1953253 50.7180012, 13.1949869 50.7181922, 13.1947498 50.7182774, 13.1943239 50.7183683, 13.1941492 50.718404, 13.1937587 50.7184682, 13.193608 50.7185009, 13.1934689 50.7185427, 13.1929252 50.7187278, 13.1928012 50.7187831)",,S 223,50,
137338807,Augustusburger Straße,secondary,False,False,126.282,"LINESTRING (13.1910761 50.7225047, 13.1910455 50.7223418, 13.1910148 50.7221779, 13.1909943 50.7217334, 13.1910298 50.7213722)",,S 223,50,
137338807,Augustusburger Straße,secondary,False,True,88.83000000000001,"LINESTRING (13.1910761 50.7225047, 13.1911214 50.7228218, 13.1912098 50.723299)",,S 223,50,
203955439,Weststraße,residential,False,True,88.78299999999999,"LINESTRING (13.1910761 50.7225047, 13.1911051 50.7225014, 13.1914087 50.7224671, 13.1914596 50.7224577, 13.1915164 50.7224326, 13.1921279 50.722105)",,,,
23758756,Augustusburger Straße,secondary,False,True,49.729,"LINESTRING (13.1912098 50.723299, 13.191297 50.7237428)",,S 223,50,
137338807,Augustusburger Straße,secondary,False,False,88.83000000000001,"LINESTRING (13.1912098 50.723299, 13.1911214 50.7228218, 13.1910761 50.7225047)",,S 223,50,
1210777534,Augustusburger Straße,secondary,False,True,89.705,"LINESTRING (13.1911327 50.7205681, 13.1910298 50.7213722)",,S 223,50,
180733396,Gartenweg,residential,False,False,192.264,"LINESTRING (13.1911327 50.7205681, 13.1911678 50.7205778, 13.1919089 50.720783, 13.192063 50.7208301, 13.1924635 50.72096, 13.1927384 50.7210824, 13.1929298 50.7212041, 13.1931063 50.721342, 13.1931575 50.7214, 13.1931764 50.7214592, 13.1931706 50.7215698)",,,,
1210777534,Augustusburger Straße,secondary,False,False,123.139,"LINESTRING (13.1911327 50.7205681, 13.1911417 50.720481, 13.1911696 50.7204038, 13.1912239 50.7203252, 13.191311 50.7202564, 13.1915097 50.7201527, 13.191837 50.7200089, 13.1921818 50.7198561, 13.1922596 50.7197865)",,S 223,50,
