osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,est_width
367457006,2,L 3462,Hadamarer Straße,secondary,50,False,False,32.762,"LINESTRING (8.0362357 50.4147182, 8.0363493 50.4150038)",,,
23771327,2,L 3462,Hadamarer Straße,secondary,50,False,True,115.61699999999999,"LINESTRING (8.0362357 50.4147182, 8.0360211 50.4141688, 8.035921 50.4139197, 8.0358982 50.4138112, 8.0358966 50.4137042)",,,
"[925545408, 761276291]",,K 477,Offheimer Straße,tertiary,50,False,True,90.38,"LINESTRING (8.0362357 50.4147182, 8.0363488 50.4147103, 8.0364668 50.4147188, 8.0368799 50.4147667, 8.0373346 50.4148183, 8.0374931 50.4148373)",,,
25340420,,,Mühlstraße,residential,50,False,False,71.99,"LINESTRING (8.0355654 50.4101789, 8.0356718 50.4101744, 8.0357616 50.4101739, 8.0365789 50.4102119)",,,
26277815,2,B 8,Rathausstraße,primary,,False,False,149.50099999999998,"LINESTRING (8.0355654 50.4101789, 8.0355738 50.4102848, 8.0356144 50.4107157, 8.0356509 50.4110495, 8.0356706 50.411124, 8.0356929 50.4111767, 8.0357473 50.4112613, 8.0358172 50.411374, 8.0358859 50.4114958)",,,
166823516,2,K 346,Weberstraße,tertiary,50,False,True,185.46800000000002,"LINESTRING (8.0355654 50.4101789, 8.0343701 50.4102384, 8.0341736 50.4102479, 8.0339375 50.4102584, 8.0329552 50.4103012)",,,
314273351,2,B 8,Limburger Straße,primary,50,False,True,58.158,"LINESTRING (8.0355654 50.4101789, 8.0355465 50.409945, 8.0355559 50.4098059, 8.035593 50.4096582)",,,
36947579,,,Westerwaldstraße,residential,,False,False,21.834,"LINESTRING (8.0297664 50.4169435, 8.0298229 50.41695, 8.0299435 50.4169623, 8.0300023 50.4169739, 8.0300595 50.4169962)",,,
"[1188808389, 804722998]",2,B 8,Friedrich-Ebert-Straße,primary,50,False,False,87.522,"LINESTRING (8.0297664 50.4169435, 8.0297403 50.4170363, 8.0297092 50.4171171, 8.029665 50.417217, 8.0296127 50.4173183, 8.0295548 50.4174164, 8.0294904 50.4175108, 8.0294219 50.4176049, 8.0293571 50.4176823)",,,
804722998,2,B 8,Friedrich-Ebert-Straße,primary,50,False,True,150.50400000000002,"LINESTRING (8.0297664 50.4169435, 8.029787 50.4168438, 8.0298012 50.416766, 8.0298108 50.4166875, 8.0298181 50.4165545, 8.0298156 50.4164532, 8.0298067 50.4163575, 8.0297875 50.4162419, 8.0295862 50.4156053)",,,
33636809,,,Friedhofstraße,residential,30,False,True,57.42,"LINESTRING (8.0301999 50.4137393, 8.0301832 50.413709, 8.0301602 50.4136872, 8.0301356 50.4136756, 8.030105 50.4136656, 8.0300622 50.4136543, 8.0300177 50.4136451, 8.0294648 50.413586)",,,
964204378,2,B 8,Friedrich-Ebert-Straße,primary,50,False,True,201.789,"LINESTRING (8.0301999 50.4137393, 8.0303116 50.4137205, 8.0304173 50.4137066, 8.0305322 50.4136952, 8.0312573 50.4136465, 8.0313369 50.4136414, 8.0316257 50.4136244, 8.032685 50.4135555, 8.0330271 50.4135319)",,,
159375138,2,B 8,Friedrich-Ebert-Straße,primary,50,False,False,13.386,"LINESTRING (8.0332141 50.4135148, 8.0330271 50.4135319)",,,
"[23773474, 761276292]",2,B 8,Pfortenstraße,primary,30,False,True,192.471,"LINESTRING (8.0332141 50.4135148, 8.0334989 50.4134894, 8.0336237 50.4134847, 8.0336975 50.4134869, 8.0337404 50.4134882, 8.0340253 50.4135202, 8.0342458 50.4135457, 8.0343064 50.4135525, 8.0348419 50.4136159, 8.0348975 50.4136229, 8.0350966 50.4136499, 8.0352142 50.4136659, 8.0353175 50.4136791, 8.035571 50.4136992, 8.0357979 50.4137067, 8.0358966 50.4137042)",,,
821353103,,,Lattengasse,residential,,False,True,26.291999999999998,"LINESTRING (8.0332141 50.4135148, 8.033209 50.413485, 8.0332011 50.4134543, 8.0331873 50.4134283, 8.0330949 50.4133362, 8.0330713 50.4133246, 8.0330421 50.4133184)",,,
23771327,2,L 3462,Hadamarer Straße,secondary,50,False,False,115.61699999999999,"LINESTRING (8.0358966 50.4137042, 8.0358982 50.4138112, 8.035921 50.4139197, 8.0360211 50.4141688, 8.0362357 50.4147182)",,,
25445405,,,Bahnhofstraße,residential,50,True,False,128.599,"LINESTRING (8.0358966 50.4137042, 8.0360404 50.413707, 8.0368021 50.4137685, 8.0370694 50.4137715, 8.0377052 50.4137786)",,,
159494045,2,B 8,Rathausstraße,primary,40,False,True,74.178,"LINESTRING (8.0358966 50.4137042, 8.0359395 50.4133361, 8.0359537 50.4132144, 8.0359613 50.4131405, 8.0359676 50.4130836, 8.0359731 50.4130389)",,,
"[23773474, 761276292]",2,B 8,Pfortenstraße,primary,30,False,False,192.47100000000006,"LINESTRING (8.0358966 50.4137042, 8.0357979 50.4137067, 8.035571 50.4136992, 8.0353175 50.4136791, 8.0352142 50.4136659, 8.0350966 50.4136499, 8.0348975 50.4136229, 8.0348419 50.4136159, 8.0343064 50.4135525, 8.0342458 50.4135457, 8.0340253 50.4135202, 8.0337404 50.4134882, 8.0336975 50.4134869, 8.0336237 50.4134847, 8.0334989 50.4134894, 8.0332141 50.4135148)",,,
25341150,,,Brötzenmühlenweg,residential,30,False,False,134.938,"LINESTRING (8.0408984 50.4153787, 8.0409644 50.4165915)",,,
"[925545409, 925545411, 925545412, 757675993, 757675994]",,K 477,Offheimer Straße,tertiary,50,False,False,152.316,"LINESTRING (8.0408984 50.4153787, 8.0405438 50.4154076, 8.0404393 50.4154002, 8.0403215 50.4153821, 8.0402848 50.4153723, 8.0402125 50.4153531, 8.0401726 50.4153425, 8.040118 50.4153224, 8.0397577 50.4152039, 8.0393974 50.4150854, 8.0392322 50.4150521, 8.0390471 50.4150213, 8.0388838 50.4150024)",yes,,
804722998,2,B 8,Friedrich-Ebert-Straße,primary,50,False,False,150.504,"LINESTRING (8.0295862 50.4156053, 8.0297875 50.4162419, 8.0298067 50.4163575, 8.0298156 50.4164532, 8.0298181 50.4165545, 8.0298108 50.4166875, 8.0298012 50.416766, 8.029787 50.4168438, 8.0297664 50.4169435)",,,
25445406,,,Langgasse,residential,30,False,True,118.678,"LINESTRING (8.0377052 50.4137786, 8.0376463 50.4140724, 8.0374931 50.4148373)",,,
"[27049912, 27049913, 27049909]",,,Bahnhofstraße,residential,50,False,False,92.03600000000002,"LINESTRING (8.0377052 50.4137786, 8.0383077 50.4138074, 8.0384968 50.413813, 8.0385296 50.4138159, 8.0385572 50.4138258, 8.0385702 50.4138329, 8.0385997 50.4138492, 8.0388004 50.4139865, 8.0388237 50.4140072, 8.0388401 50.4140373)",,yes,3
27049911,,,Langgasse,residential,30,False,False,289.47799999999995,"LINESTRING (8.0377052 50.4137786, 8.0377402 50.4133386, 8.037724 50.4130619, 8.0373596 50.4121925, 8.0369609 50.4112398)",,,
757675993,,K 477,Offheimer Straße,tertiary,50,False,True,32.958,"LINESTRING (8.0374931 50.4148373, 8.037949 50.4148961)",,,
25445406,,,Langgasse,residential,30,False,False,118.678,"LINESTRING (8.0374931 50.4148373, 8.0376463 50.4140724, 8.0377052 50.4137786)",,,
"[925545408, 761276291]",,K 477,Offheimer Straße,tertiary,50,False,False,90.38000000000001,"LINESTRING (8.0374931 50.4148373, 8.0373346 50.4148183, 8.0368799 50.4147667, 8.0364668 50.4147188, 8.0363488 50.4147103, 8.0362357 50.4147182)",,,
25340420,,,Mühlstraße,residential,50,False,False,47.968,"LINESTRING (8.0365789 50.4102119, 8.0372535 50.4102475)",,,
25340420,,,Mühlstraße,residential,50,False,True,71.99,"LINESTRING (8.0365789 50.4102119, 8.0357616 50.4101739, 8.0356718 50.4101744, 8.0355654 50.4101789)",,,
925545407,,,Langgasse,residential,50,False,True,101.99000000000001,"LINESTRING (8.0365789 50.4102119, 8.0365726 50.4102615, 8.0365729 50.4102951, 8.0369059 50.4111015)",,,
"[36946660, 26282399]",,,"['Wilhelmstraße', 'Valentinstraße']",residential,50,False,False,304.224,"LINESTRING (8.0297286 50.4105263, 8.0295159 50.4100115, 8.0295217 50.4099753, 8.0295234 50.4099644, 8.0295722 50.4099363, 8.031081 50.409866, 8.0315402 50.4098446, 8.0320644 50.4098202, 8.0328811 50.4097822)",,,
36947238,,,Oberdorfstraße,residential,,True,False,111.26299999999999,"LINESTRING (8.0297286 50.4105263, 8.0300978 50.4113597, 8.0301374 50.4114531, 8.0301473 50.411472, 8.0301635 50.4114867)",,,
160234034,,K 346,Weberstraße,tertiary,50,False,False,100.0,"LINESTRING (8.0297286 50.4105263, 8.0300757 50.4104825, 8.0311268 50.4104094)",,,
36946660,,,Wilhelmstraße,residential,50,False,False,192.67,"LINESTRING (8.0328811 50.4097822, 8.035593 50.4096582)",,,
"[36946660, 26282399]",,,"['Wilhelmstraße', 'Valentinstraße']",residential,50,False,True,304.224,"LINESTRING (8.0328811 50.4097822, 8.0320644 50.4098202, 8.0315402 50.4098446, 8.031081 50.409866, 8.0295722 50.4099363, 8.0295234 50.4099644, 8.0295217 50.4099753, 8.0295159 50.4100115, 8.0297286 50.4105263)",,,
314273351,2,B 8,Limburger Straße,primary,50,False,False,57.567,"LINESTRING (8.0357512 50.4091504, 8.035593 50.4096582)",,,
314273351,2,B 8,Limburger Straße,primary,50,False,True,5.397,"LINESTRING (8.0357512 50.4091504, 8.0357661 50.4091028)",,,
27049901,,,Diersteiner Straße,living_street,,True,False,57.949,"LINESTRING (8.0329552 50.4103012, 8.0328811 50.4097822)",,,
27049902,,,Alexanderstraße,residential,30,False,False,165.643,"LINESTRING (8.0329552 50.4103012, 8.0330329 50.4107158, 8.0330566 50.4108669, 8.0331939 50.411783)",,,
160234034,,K 346,Weberstraße,tertiary,50,False,True,130.131,"LINESTRING (8.0329552 50.4103012, 8.0320196 50.4103499, 8.0311268 50.4104094)",,,
166823516,2,K 346,Weberstraße,tertiary,50,False,False,185.46800000000002,"LINESTRING (8.0329552 50.4103012, 8.0339375 50.4102584, 8.0341736 50.4102479, 8.0343701 50.4102384, 8.0355654 50.4101789)",,,
36946660,,,Wilhelmstraße,residential,50,False,True,192.67,"LINESTRING (8.035593 50.4096582, 8.0328811 50.4097822)",,,
314273351,2,B 8,Limburger Straße,primary,50,False,True,57.567,"LINESTRING (8.035593 50.4096582, 8.0357512 50.4091504)",,,
36946661,,,Hofmannstraße,residential,30,False,False,138.375,"LINESTRING (8.035593 50.4096582, 8.0357767 50.4096605, 8.0375386 50.4097611)",,,
