osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction
23385658,Langgasse,residential,False,False,157.869,"LINESTRING (7.975774 50.5657114, 7.9756926 50.5656043, 7.9756591 50.5654449, 7.9755544 50.5648326, 7.9756575 50.5643126)",,,,,
23385670,Langgasse,secondary,False,True,10.783000000000001,"LINESTRING (7.975774 50.5657114, 7.9757443 50.5657307, 7.975721 50.5657598, 7.9757143 50.5657969)",L 300,,,,
23385658,Langgasse,residential,False,False,48.35,"LINESTRING (7.9756575 50.5643126, 7.9757353 50.5638806)",,,,,
23887917,Schaumgasse,residential,False,False,62.645,"LINESTRING (7.9756575 50.5643126, 7.9747779 50.5642404)",,,,,
23887917,Schaumgasse,residential,False,True,26.833,"LINESTRING (7.9756575 50.5643126, 7.9760334 50.5643475)",,,,,
23385658,Langgasse,residential,False,True,157.869,"LINESTRING (7.9756575 50.5643126, 7.9755544 50.5648326, 7.9756591 50.5654449, 7.9756926 50.5656043, 7.975774 50.5657114)",,,,,
23385658,Langgasse,residential,False,True,48.35,"LINESTRING (7.9757353 50.5638806, 7.9756575 50.5643126)",,,,,
23385673,Graf-Konrad-Straße,residential,False,False,14.764,"LINESTRING (7.9757353 50.5638806, 7.9757511 50.5637482)",,,,,
23385674,Kirchgasse,living_street,False,False,67.066,"LINESTRING (7.9757353 50.5638806, 7.9750722 50.5638255, 7.9747933 50.5638051)",,,,,
23385672,Hilserberg,living_street,True,False,40.658,"LINESTRING (7.9699683 50.5628676, 7.969549 50.5631181)",,,,,
23388527,Adolfstraße,residential,False,False,48.048,"LINESTRING (7.9699683 50.5628676, 7.9704872 50.5625882)",,30,,,
23385664,Neustraße,residential,False,False,63.883,"LINESTRING (7.9699683 50.5628676, 7.9704675 50.5632165, 7.9705098 50.5632551, 7.9705228 50.5632796, 7.9705182 50.5633096)",,30,,,
23385664,Neustraße,residential,False,True,63.883,"LINESTRING (7.9705182 50.5633096, 7.9705228 50.5632796, 7.9705098 50.5632551, 7.9704675 50.5632165, 7.9699683 50.5628676)",,30,,,
"[84594001, 23385665, 571202586, 84594004]",Neustraße,residential,True,False,258.75199999999995,"LINESTRING (7.9705182 50.5633096, 7.9705932 50.5633229, 7.9706446 50.5633419, 7.9720809 50.5643675, 7.9722779 50.564513, 7.9729004 50.5649232, 7.973011 50.5650018)",,30,yes,,
452614374,Neumarktstraße,residential,False,True,48.3,"LINESTRING (7.9705182 50.5633096, 7.9704985 50.5633423, 7.9704633 50.5633845, 7.9703162 50.563522, 7.9702487 50.5636084, 7.9702047 50.5636928)",,30,,,
23385666,Neumarktstraße,residential,False,False,24.235,"LINESTRING (7.9702047 50.5636928, 7.9701307 50.5638363, 7.9701173 50.5638622, 7.9700978 50.5638999)",,30,,,
"[23385667, 452614375]",Pfarrer-Ninck-Weg,living_street,False,"[False, True]",227.73700000000002,"LINESTRING (7.9702047 50.5636928, 7.9702656 50.563714, 7.9703177 50.5637435, 7.9714873 50.5647558, 7.9715642 50.5652305, 7.9712727 50.5653614)",,,,,
452614374,Neumarktstraße,residential,False,False,48.3,"LINESTRING (7.9702047 50.5636928, 7.9702487 50.5636084, 7.9703162 50.563522, 7.9704633 50.5633845, 7.9704985 50.5633423, 7.9705182 50.5633096)",,30,,,
23385666,Neumarktstraße,residential,False,True,24.407,"LINESTRING (7.9699882 50.5641075, 7.9700088 50.5640842, 7.9700978 50.5638999)",,30,,,
"[25418050, 268443606]","['Steiniggass', 'Neumarktstraße']",residential,False,True,232.89,"LINESTRING (7.9699882 50.5641075, 7.9699429 50.5641359, 7.9698828 50.5641661, 7.9698109 50.5642002, 7.9695243 50.564333, 7.969395 50.5644055, 7.969319 50.5644563, 7.9692586 50.5645047, 7.9691952 50.5645644, 7.9691655 50.5646048, 7.9691396 50.5646501, 7.9691248 50.564705, 7.9691237 50.5648772, 7.9691324 50.5649371, 7.9692015 50.5652232, 7.9692142 50.5653515, 7.969195 50.5654896, 7.9691035 50.5658105, 7.969043 50.5659513)",,,,,
452614370,Jahnstraße,secondary,False,True,22.965,"LINESTRING (7.9699882 50.5641075, 7.9698829 50.5639854, 7.9698305 50.5639269)",L 300,,,2,
452614371,Jahnstraße,secondary,False,False,166.567,"LINESTRING (7.9699882 50.5641075, 7.9700955 50.5642441, 7.9701152 50.5642691, 7.9701577 50.5643227, 7.9702152 50.564384, 7.9709266 50.5650386, 7.9712087 50.565299, 7.9712727 50.5653614)",L 294,,,,
23385668,Jahnstraße,secondary,False,False,175.047,"LINESTRING (7.9712727 50.5653614, 7.9720048 50.5661674, 7.9723616 50.5665503, 7.9725211 50.5667213)",L 294,50,,,
452614371,Jahnstraße,secondary,False,True,166.567,"LINESTRING (7.9712727 50.5653614, 7.9712087 50.565299, 7.9709266 50.5650386, 7.9702152 50.564384, 7.9701577 50.5643227, 7.9701152 50.5642691, 7.9700955 50.5642441, 7.9699882 50.5641075)",L 294,,,,
"[23385667, 452614375]",Pfarrer-Ninck-Weg,living_street,False,"[False, True]",227.737,"LINESTRING (7.9712727 50.5653614, 7.9715642 50.5652305, 7.9714873 50.5647558, 7.9703177 50.5637435, 7.9702656 50.563714, 7.9702047 50.5636928)",,,,,
233300855,,residential,True,False,19.736,"LINESTRING (7.9698305 50.5639269, 7.9699075 50.5639344, 7.969971 50.563934, 7.9700339 50.5639204, 7.9700978 50.5638999)",,,,,
452614370,Jahnstraße,secondary,False,False,22.965,"LINESTRING (7.9698305 50.5639269, 7.9698829 50.5639854, 7.9699882 50.5641075)",L 300,,,2,
587647949,An der Talbrücke,secondary,False,True,87.56700000000001,"LINESTRING (7.9698305 50.5639269, 7.969807 50.5639069, 7.969722 50.5638346, 7.9696527 50.5637837, 7.969564 50.5637244, 7.9691016 50.5634386, 7.9689759 50.5633581)",L 294,,,2,
152651362,Hilserberg,living_street,False,False,36.081,"LINESTRING (7.969549 50.5631181, 7.9691555 50.563325)",,,,,
23918180,Römerstraße,living_street,True,False,101.846,"LINESTRING (7.969549 50.5631181, 7.9689606 50.5627172, 7.9693711 50.5624578)",,,,,
233300862,Auf dem Fels,residential,False,False,67.599,"LINESTRING (7.9712097 50.56215, 7.9712894 50.5622478, 7.9711744 50.5624767, 7.9711647 50.5625261, 7.9714721 50.562597)",,,,,
712131233,Adolfstraße,residential,False,False,80.057,"LINESTRING (7.9712097 50.56215, 7.97153 50.5619659, 7.9718437 50.5618493, 7.9721602 50.561774)",,,,,
712131233,Adolfstraße,residential,False,True,70.56,"LINESTRING (7.9712097 50.56215, 7.9705791 50.5625325, 7.9704872 50.5625882)",,,,,
23388527,Adolfstraße,residential,False,True,48.048,"LINESTRING (7.9704872 50.5625882, 7.9699683 50.5628676)",,30,,,
25417743,Sackgasse,residential,False,False,166.659,"LINESTRING (7.9704872 50.5625882, 7.9708061 50.5627327, 7.9708281 50.5627427, 7.9711747 50.5628971, 7.9712812 50.563047, 7.971537 50.5633243, 7.9719721 50.5637143)",,,,,
712131233,Adolfstraße,residential,False,False,70.56,"LINESTRING (7.9704872 50.5625882, 7.9705791 50.5625325, 7.9712097 50.56215)",,,,,
23769345,Wörthstraße,residential,False,False,31.678,"LINESTRING (7.9731536 50.560795, 7.973391 50.5605533)",,30,,,
23769345,Wörthstraße,residential,False,True,130.57000000000002,"LINESTRING (7.9731536 50.560795, 7.9726494 50.5612398, 7.9724179 50.5614581, 7.9721799 50.5616826, 7.9721602 50.561774)",,30,,,
23769345,Wörthstraße,residential,False,False,269.648,"LINESTRING (7.9737044 50.5601991, 7.9738596 50.5599702, 7.9740489 50.5596784, 7.9741307 50.5595794, 7.974195 50.559516, 7.9744401 50.5592354, 7.9748709 50.5588003, 7.9755589 50.5580853)",,30,,,
23769345,Wörthstraße,residential,False,True,45.438,"LINESTRING (7.9737044 50.5601991, 7.9735419 50.5604259, 7.973391 50.5605533)",,30,,,
23769345,Wörthstraße,residential,False,False,130.57,"LINESTRING (7.9721602 50.561774, 7.9721799 50.5616826, 7.9724179 50.5614581, 7.9726494 50.5612398, 7.9731536 50.560795)",,30,,,
712131233,Adolfstraße,residential,False,False,40.913,"LINESTRING (7.9721602 50.561774, 7.9723746 50.5617422, 7.9724507 50.5617309, 7.9727311 50.5617203)",,,,,
712131233,Adolfstraße,residential,False,True,80.057,"LINESTRING (7.9721602 50.561774, 7.9718437 50.5618493, 7.97153 50.5619659, 7.9712097 50.56215)",,,,,
23769345,Wörthstraße,residential,False,True,31.678,"LINESTRING (7.973391 50.5605533, 7.9731536 50.560795)",,30,,,
23769345,Wörthstraße,residential,False,False,45.438,"LINESTRING (7.973391 50.5605533, 7.9735419 50.5604259, 7.9737044 50.5601991)",,30,,,
"[1165665144, 23917574, 964427718, 964427719]",Herbert-Dohnalek-Straße,residential,False,False,186.655,"LINESTRING (7.973391 50.5605533, 7.9732714 50.5605221, 7.9731004 50.5605058, 7.9728634 50.5605033, 7.9726627 50.5605039, 7.9725228 50.5605043, 7.9719842 50.560507, 7.9716622 50.560512, 7.9715377 50.560512, 7.9707604 50.5605188)",,30,yes,,
23769345,Wörthstraße,residential,False,True,269.64799999999997,"LINESTRING (7.9755589 50.5580853, 7.9748709 50.5588003, 7.9744401 50.5592354, 7.974195 50.559516, 7.9741307 50.5595794, 7.9740489 50.5596784, 7.9738596 50.5599702, 7.9737044 50.5601991)",,30,,,
23887917,Schaumgasse,residential,False,False,26.833,"LINESTRING (7.9760334 50.5643475, 7.9756575 50.5643126)",,,,,
23887917,Schaumgasse,residential,False,True,62.645,"LINESTRING (7.9747779 50.5642404, 7.9756575 50.5643126)",,,,,
452614398,Wilhelmstraße,residential,False,True,48.415,"LINESTRING (7.9747779 50.5642404, 7.9747933 50.5638051)",,,,,
"[452614376, 154337506, 154337588, 154337894]",Schaumgasse,residential,False,"[False, True]",161.712,"LINESTRING (7.9747779 50.5642404, 7.9744615 50.564212, 7.974216 50.5641931, 7.9741516 50.5641294, 7.9740124 50.5638777, 7.9735368 50.5636645, 7.973225 50.5634003, 7.9732179 50.5633487)",,,,,
"[571202587, 23887918]",Wilhelmstraße,residential,False,False,179.289,"LINESTRING (7.9747779 50.5642404, 7.974706 50.5646182, 7.9748303 50.5658475)",,50,,,
452614398,Wilhelmstraße,residential,False,False,48.415,"LINESTRING (7.9747933 50.5638051, 7.9747779 50.5642404)",,,,,
23385674,Kirchgasse,living_street,False,False,122.96600000000001,"LINESTRING (7.9747933 50.5638051, 7.9746374 50.5637749, 7.9744232 50.5636828, 7.9739498 50.5635796, 7.9735686 50.5634773, 7.9732179 50.5633487)",,,,,
23385674,Kirchgasse,living_street,False,True,67.066,"LINESTRING (7.9747933 50.5638051, 7.9750722 50.5638255, 7.9757353 50.5638806)",,,,,
152382785,Neustraße,residential,False,True,21.83,"LINESTRING (7.9747346 50.5662224, 7.974514 50.5660849)",,50,,,
23887918,Wilhelmstraße,residential,False,True,43.074,"LINESTRING (7.9747346 50.5662224, 7.9748196 50.5661109, 7.9748303 50.5658475)",,50,,,
"[23918259, 23385662]","['Bahnhofstraße', 'Marktplatz']",living_street,True,False,112.135,"LINESTRING (7.9692815 50.56163, 7.9693837 50.561832, 7.9693947 50.5618778, 7.9693989 50.5619365, 7.9693951 50.5619806, 7.9693873 50.5620375, 7.9693972 50.5620608, 7.9696749 50.5622304, 7.9696893 50.5622449, 7.9696941 50.5622643, 7.9696813 50.5622848, 7.9693711 50.5624578)",,,,,
1165665143,An der Hofwiese,residential,True,False,99.16,"LINESTRING (7.9692815 50.56163, 7.9695199 50.5615743, 7.9696657 50.5615438, 7.9698006 50.5615019, 7.9699112 50.5614393, 7.9700372 50.5613526, 7.9701273 50.561264, 7.9703024 50.5610743)",,50,,,
"[1165665144, 964427718, 23917574, 964427719]",Herbert-Dohnalek-Straße,residential,False,True,186.655,"LINESTRING (7.9707604 50.5605188, 7.9715377 50.560512, 7.9716622 50.560512, 7.9719842 50.560507, 7.9725228 50.5605043, 7.9726627 50.5605039, 7.9728634 50.5605033, 7.9731004 50.5605058, 7.9732714 50.5605221, 7.973391 50.5605533)",,30,yes,,
1165665142,Herbert-Dohnalek-Straße,residential,False,False,86.55,"LINESTRING (7.9707604 50.5605188, 7.970083 50.5605104, 7.9698107 50.5604935, 7.9696345 50.5604766, 7.9695454 50.560454)",,50,,,
1195266891,An der Hofwiese,residential,False,True,69.768,"LINESTRING (7.9707604 50.5605188, 7.9704322 50.5609366, 7.9703024 50.5610743)",,50,,,
23918203,,secondary,True,False,12.106,"LINESTRING (7.9695454 50.560454, 7.9695122 50.5604835, 7.9694659 50.5605048, 7.9694114 50.5605157)",L 300,50,,,roundabout
1165665142,Herbert-Dohnalek-Straße,residential,False,True,86.55000000000001,"LINESTRING (7.9695454 50.560454, 7.9696345 50.5604766, 7.9698107 50.5604935, 7.970083 50.5605104, 7.9707604 50.5605188)",,50,,,
152651362,Hilserberg,living_street,False,True,36.081,"LINESTRING (7.9691555 50.563325, 7.969549 50.5631181)",,,,,
235890475,Neustraße,living_street,True,False,62.096999999999994,"LINESTRING (7.9693711 50.5624578, 7.969729 50.5627007, 7.9699683 50.5628676)",,,,,
23918203,,secondary,True,False,15.309000000000001,"LINESTRING (7.9694114 50.5605157, 7.9693572 50.5605153, 7.9693058 50.5605044, 7.9692619 50.5604843, 7.9692297 50.5604566)",L 300,50,,,roundabout
"[381105504, 452614365]",Bahnhofstraße,residential,False,True,91.29299999999999,"LINESTRING (7.9694114 50.5605157, 7.9694367 50.5606031, 7.9694282 50.5606503, 7.9693232 50.5608508, 7.969295 50.5609024, 7.9692494 50.5609923, 7.9691197 50.561277, 7.9691125 50.5613045)",,,,,
23918203,,secondary,True,False,18.141000000000002,"LINESTRING (7.9692297 50.5604566, 7.9692127 50.5604258, 7.9692103 50.5603932, 7.9692227 50.5603615, 7.9692489 50.5603335, 7.9692867 50.5603114)",L 300,50,,,roundabout
23970713,Langenhahner Straße,secondary,False,False,230.47000000000003,"LINESTRING (7.9692297 50.5604566, 7.9691229 50.5604921, 7.9689066 50.5605779, 7.9688334 50.5606118, 7.9687263 50.5606655, 7.9685718 50.5607582, 7.9678079 50.5613416, 7.9676277 50.5614452, 7.9673959 50.5615433, 7.9672157 50.5616033, 7.9670097 50.5616524, 7.9668628 50.5617022, 7.9668108 50.5617358, 7.9667739 50.5617716)",L 300,,,2,
23918203,,secondary,True,False,19.999000000000002,"LINESTRING (7.9692867 50.5603114, 7.969338 50.5602961, 7.9693942 50.5602919, 7.9694496 50.5602992, 7.9694986 50.5603172, 7.9695361 50.5603442)",L 300,50,,,roundabout
"[452614364, 1165571414]",Bahnhofstraße,tertiary,False,False,94.487,"LINESTRING (7.9692867 50.5603114, 7.9692603 50.5602899, 7.9692407 50.5602683, 7.9692079 50.5602235, 7.9691716 50.5601543, 7.9691447 50.5600659, 7.9691274 50.5599576, 7.9691168 50.5598266, 7.9690934 50.5594818)",,30,,2,
23918203,,secondary,True,False,12.71,"LINESTRING (7.9695361 50.5603442, 7.9695591 50.5603794, 7.9695623 50.5604174, 7.9695454 50.560454)",L 300,50,,,roundabout
1165571415,Willmenroder Straße,secondary,False,False,111.78899999999999,"LINESTRING (7.9695361 50.5603442, 7.9695756 50.5603275, 7.969679 50.5602838, 7.9698592 50.5601946, 7.9699532 50.5601372, 7.9706877 50.5596587)",L 300,50,,2,
23918338,Bahnhofstraße,residential,True,False,15.578,"LINESTRING (7.9692005 50.5614997, 7.9692815 50.56163)",,,,,
23970743,Querstraße,residential,False,False,60.57599999999999,"LINESTRING (7.9692005 50.5614997, 7.96913 50.5615216, 7.9689321 50.5616267, 7.9685501 50.5618519)",,50,,,
381105504,Bahnhofstraße,residential,False,False,22.784,"LINESTRING (7.9692005 50.5614997, 7.9691219 50.5613634, 7.9691108 50.5613336, 7.9691125 50.5613045)",,,,,
"[381105504, 452614365]",Bahnhofstraße,residential,False,False,91.293,"LINESTRING (7.9691125 50.5613045, 7.9691197 50.561277, 7.9692494 50.5609923, 7.969295 50.5609024, 7.9693232 50.5608508, 7.9694282 50.5606503, 7.9694367 50.5606031, 7.9694114 50.5605157)",,,,,
381105504,Bahnhofstraße,residential,False,True,22.784,"LINESTRING (7.9691125 50.5613045, 7.9691108 50.5613336, 7.9691219 50.5613634, 7.9692005 50.5614997)",,,,,
24269130,Höhenstraße,residential,False,True,172.85500000000002,"LINESTRING (7.9686886 50.5581465, 7.9685736 50.5582652, 7.9677912 50.5588178, 7.9677162 50.5589095, 7.9676736 50.5590013, 7.9676529 50.5591025, 7.9676408 50.5594732)",,,,,
152382790,Bahnhofstraße,tertiary,False,True,13.212,"LINESTRING (7.9686886 50.5581465, 7.9687677 50.5581801, 7.9688411 50.5582152)",,,,2,
23970713,Langenhahner Straße,secondary,False,True,230.47000000000003,"LINESTRING (7.9667739 50.5617716, 7.9668108 50.5617358, 7.9668628 50.5617022, 7.9670097 50.5616524, 7.9672157 50.5616033, 7.9673959 50.5615433, 7.9676277 50.5614452, 7.9678079 50.5613416, 7.9685718 50.5607582, 7.9687263 50.5606655, 7.9688334 50.5606118, 7.9689066 50.5605779, 7.9691229 50.5604921, 7.9692297 50.5604566)",L 300,,,2,
23970742,An der Talbrücke,secondary,False,False,84.531,"LINESTRING (7.9667739 50.5617716, 7.9667625 50.5618055, 7.9667596 50.5618611, 7.9667913 50.5620265, 7.9668866 50.5623599, 7.9669246 50.5624491, 7.966967 50.5625159)",L 294,,,2,
30121387,Langenhahner Straße,secondary,False,True,119.189,"LINESTRING (7.9667739 50.5617716, 7.9667103 50.5617636, 7.9666344 50.5617611, 7.9665298 50.5617672, 7.9664182 50.5617864, 7.9651805 50.5620884)",L 294,50,,2,
51684998,Hilserberg,residential,False,False,122.056,"LINESTRING (7.9689759 50.5633581, 7.9688694 50.5634307, 7.9688453 50.56346, 7.9688335 50.5634893, 7.9688362 50.5635312, 7.9688197 50.5635686, 7.9687868 50.5635969, 7.96839 50.5638505, 7.9683249 50.5639048, 7.9682889 50.5639504, 7.9681921 50.5642211, 7.9681827 50.5642856)",,,,,
587647949,An der Talbrücke,secondary,False,False,87.56700000000002,"LINESTRING (7.9689759 50.5633581, 7.9691016 50.5634386, 7.969564 50.5637244, 7.9696527 50.5637837, 7.969722 50.5638346, 7.969807 50.5639069, 7.9698305 50.5639269)",L 294,,,2,
"[587647944, 587647949, 23970742]",An der Talbrücke,secondary,False,True,173.61099999999996,"LINESTRING (7.9689759 50.5633581, 7.968785 50.5632395, 7.9686325 50.563153, 7.9684706 50.5630736, 7.9683001 50.5630019, 7.968122 50.5629381, 7.9679371 50.5628827, 7.9677464 50.5628358, 7.9675471 50.5627946, 7.9674528 50.562775, 7.9673608 50.5627513, 7.9672715 50.5627237, 7.9671854 50.5626924, 7.9671123 50.5626539, 7.9670357 50.562595, 7.966967 50.5625159)",L 294,,yes,2,
