osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction
26272321,Adlerstraße,residential,30,False,True,205.186,"LINESTRING (8.6425283 52.15714, 8.6426366 52.1571448, 8.6448976 52.1572486, 8.6455272 52.1572817)",,,
"[379591648, 405351074, 305842983, 362746521, 379591647]",Bünder Straße,secondary,50,False,True,269.087,"LINESTRING (8.6425283 52.15714, 8.6428588 52.156619, 8.6429942 52.1563325, 8.6430985 52.1560656, 8.6431148 52.156023, 8.6431213 52.156009, 8.643182 52.155827, 8.643191 52.1557997, 8.643198 52.1557728, 8.6432627 52.1555818, 8.6432879 52.1555074, 8.6433391 52.1553796, 8.6435673 52.1548103)",L 545,"['2', '3']",
"[302411056, 302411057, 32071108]",Mittelpunktstraße,residential,"['50', '100', '30']",False,False,179.668,"LINESTRING (8.6324092 52.1488952, 8.6335906 52.1489952, 8.634145 52.1490478, 8.6350119 52.1491395)",,1,
26271877,Rathausstraße,residential,,True,False,34.576,"LINESTRING (8.6430699 52.154303, 8.6431746 52.1543117, 8.643332 52.1543248, 8.6434179 52.1543412, 8.6435614 52.1543726)",,,
305842997,Rathausstraße,residential,30,False,False,103.223,"LINESTRING (8.6430699 52.154303, 8.6429719 52.1542828, 8.6423729 52.1542198, 8.641932 52.1541728, 8.6415825 52.1541367)",,,
160518702,Mittelpunktstraße,residential,30,False,False,106.201,"LINESTRING (8.6371344 52.1492229, 8.6386891 52.149269)",,,
188537194,Pestalozzistraße,residential,30,False,True,70.316,"LINESTRING (8.6371344 52.1492229, 8.6371914 52.1498543)",,,
201313516,Mittelpunktstraße,residential,30,False,True,145.116,"LINESTRING (8.6371344 52.1492229, 8.6369545 52.149215, 8.6350119 52.1491395)",,,
305842997,Rathausstraße,residential,30,False,True,210.513,"LINESTRING (8.6371384 52.1538315, 8.6372869 52.1538706, 8.6381169 52.153922, 8.6383818 52.1539384, 8.6388264 52.1539652, 8.6390018 52.1539758, 8.6390528 52.15398, 8.6395732 52.1540112, 8.640197 52.1540453)",,,
"[188487824, 1081039421, 1081039422]",Pestalozzistraße,residential,30,False,False,227.565,"LINESTRING (8.6371384 52.1538315, 8.6373451 52.1534932, 8.6374247 52.1533653, 8.6374511 52.1533158, 8.6374976 52.1532174, 8.6375348 52.1531355, 8.6376149 52.1529672, 8.6376316 52.1529186, 8.637721 52.1526401, 8.6377952 52.1523751, 8.6378347 52.1518446)",,,
"[422805353, 263510348]",Max-Frisch-Weg,residential,30,False,False,15.699,"LINESTRING (8.6405603 52.155428, 8.6406083 52.1554303, 8.6407896 52.1554399)",,,
"[422805352, 263510348, 422805351]",Max-Frisch-Weg,residential,30,False,True,61.459999999999994,"LINESTRING (8.6405603 52.155428, 8.6402431 52.1554114, 8.640234 52.1555001, 8.6405237 52.1555153, 8.6405603 52.155428)",,,
"[422805352, 263510348, 422805351]",Max-Frisch-Weg,residential,30,False,False,61.459999999999994,"LINESTRING (8.6405603 52.155428, 8.6405237 52.1555153, 8.640234 52.1555001, 8.6402431 52.1554114, 8.6405603 52.155428)",,,
26271910,Bertolt-Brecht-Straße,residential,30,False,True,49.25,"LINESTRING (8.640197 52.1540453, 8.6401336 52.1544865)",,,
305842997,Rathausstraße,residential,30,False,True,22.461,"LINESTRING (8.640197 52.1540453, 8.6405245 52.154066)",,,
305842997,Rathausstraße,residential,30,False,False,210.513,"LINESTRING (8.640197 52.1540453, 8.6395732 52.1540112, 8.6390528 52.15398, 8.6390018 52.1539758, 8.6388264 52.1539652, 8.6383818 52.1539384, 8.6381169 52.153922, 8.6372869 52.1538706, 8.6371384 52.1538315)",,,
26271914,Bertolt-Brecht-Straße,residential,30,False,False,27.6,"LINESTRING (8.6397301 52.1544685, 8.6401336 52.1544865)",,,
26271921,Tulpenstraße,residential,30,False,False,98.775,"LINESTRING (8.6406415 52.1531806, 8.6405245 52.154066)",,,
26271927,Brunnenstraße,residential,30,False,False,81.194,"LINESTRING (8.6406415 52.1531806, 8.6418304 52.1532135)",,,
26271927,Brunnenstraße,residential,30,False,True,141.331,"LINESTRING (8.6406415 52.1531806, 8.6405044 52.1531602, 8.6404621 52.1530934, 8.6406097 52.1519843)",,,
26271921,Tulpenstraße,residential,30,False,True,98.775,"LINESTRING (8.6405245 52.154066, 8.6406415 52.1531806)",,,
305842997,Rathausstraße,residential,30,False,False,22.461,"LINESTRING (8.6405245 52.154066, 8.640197 52.1540453)",,,
305842997,Rathausstraße,residential,30,False,True,72.673,"LINESTRING (8.6405245 52.154066, 8.6412967 52.1541052, 8.6415196 52.154129, 8.6415825 52.1541367)",,,
26271929,Südfeldstraße,residential,30,False,False,11.673,"LINESTRING (8.6406097 52.1519843, 8.64078 52.1519944)",,,
26271929,Südfeldstraße,residential,30,False,True,10.724,"LINESTRING (8.6406097 52.1519843, 8.6404532 52.1519753)",,,
26271927,Brunnenstraße,residential,30,False,False,141.331,"LINESTRING (8.6406097 52.1519843, 8.6404621 52.1530934, 8.6405044 52.1531602, 8.6406415 52.1531806)",,,
26271929,Südfeldstraße,residential,30,False,True,134.186,"LINESTRING (8.6459042 52.1524075, 8.6458331 52.1523928, 8.6447524 52.1522789, 8.6439686 52.1521964)",,,
