osmid,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,ref,name,width
"[450801905, 963590044, 141126110]",residential,,False,False,423.24600000000004,"LINESTRING (7.8234699 50.6629169, 7.8237099 50.6631404, 7.8238594 50.6633113, 7.8239163 50.6634199, 7.823916 50.6634694, 7.8239156 50.6635374, 7.8237811 50.6636651, 7.8235623 50.6637334, 7.8234516 50.6637559, 7.8232695 50.663764, 7.8231289 50.6637603, 7.8229425 50.6637398, 7.8226467 50.6637493, 7.8224176 50.6637741, 7.8221862 50.6638922, 7.8220255 50.6639554, 7.8213049 50.6641098, 7.8195873 50.6647764)",,,,Bahnhofstraße,4.5
963590037,residential,,False,True,5.169,"LINESTRING (7.820523 50.6634479, 7.8205762 50.6634799)",,,,Gartenstraße,4
1249411158,residential,,False,False,90.681,"LINESTRING (7.820523 50.6634479, 7.8197134 50.6628141)",,30,,Gartenstraße,4
37248096,residential,,False,False,201.27999999999997,"LINESTRING (7.820523 50.6634479, 7.821423 50.6629709, 7.8215156 50.662921, 7.8216154 50.6628838, 7.821742 50.6628783, 7.8219429 50.6629344, 7.8228949 50.6632822)",,,,Nisterpfad,5
36978326,residential,,False,False,97.687,"LINESTRING (7.8313305 50.6613653, 7.8313697 50.6615261, 7.831757 50.6621985)",,30,,Adolphweg,
36990718,residential,,False,False,88.305,"LINESTRING (7.8313305 50.6613653, 7.8312705 50.6606418, 7.8313091 50.6605766)",,30,,Adolphweg,5
119302432,residential,,True,False,20.938,"LINESTRING (7.831757 50.6621985, 7.8317826 50.6623861)",,30,,Adolphweg,
36978326,residential,,False,True,97.687,"LINESTRING (7.831757 50.6621985, 7.8313697 50.6615261, 7.8313305 50.6613653)",,30,,Adolphweg,
"[451628081, 30712724]",residential,,False,True,17.662,"LINESTRING (7.831757 50.6621985, 7.8316183 50.6622747, 7.8315676 50.6623025)",,30,,Dehlinger Weg,5
36994629,living_street,,False,False,48.743,"LINESTRING (7.8222443 50.6598829, 7.8220935 50.6602512, 7.8220706 50.6603072)",,,,Bachweg,4
36994629,living_street,,False,True,84.763,"LINESTRING (7.8222443 50.6598829, 7.8224413 50.6595211, 7.8226089 50.6593056, 7.8226808 50.659174)",,,,Bachweg,4
36994631,living_street,,False,True,154.601,"LINESTRING (7.8222443 50.6598829, 7.8221365 50.659839, 7.8219557 50.6597895, 7.8201657 50.6594505)",,,,Seilerstraße,4
119302459,secondary,,False,False,19.874,"LINESTRING (7.8317826 50.6623861, 7.8320302 50.6624716)",2,50,L 281,Leipziger Straße,
"[166811193, 119566069]",secondary,,False,True,17.788,"LINESTRING (7.8317826 50.6623861, 7.8316453 50.6623356, 7.8315676 50.6623025)",2,50,L 281,Leipziger Straße,
36990718,residential,,False,False,18.772,"LINESTRING (7.8313091 50.6605766, 7.8313193 50.6604079)",,30,,Adolphweg,5
36990718,residential,,False,True,88.305,"LINESTRING (7.8313091 50.6605766, 7.8312705 50.6606418, 7.8313305 50.6613653)",,30,,Adolphweg,5
37248095,residential,,False,False,56.352999999999994,"LINESTRING (7.8313819 50.6600727, 7.8314112 50.6598246, 7.8314308 50.6596586, 7.8314265 50.6596412, 7.8314293 50.6595673)",,,,Adolphweg,5
51740704,residential,,False,False,110.237,"LINESTRING (7.8186455 50.661199, 7.8185497 50.6612811, 7.8184826 50.6614364, 7.8184166 50.6616928, 7.8183812 50.6620933, 7.8183706 50.6621603)",,30,,Tilmannstraße,
927253368,residential,,False,True,60.072,"LINESTRING (7.8186455 50.661199, 7.8187959 50.6611476, 7.8190314 50.6611103, 7.8194694 50.6610954)",,30,,Tilmannstraße,
84505463,tertiary,,False,False,119.928,"LINESTRING (7.8204063 50.6602921, 7.8191867 50.6595401)",2,50,K 24,Steinweg,
84505463,tertiary,,False,True,114.584,"LINESTRING (7.8204063 50.6602921, 7.8207931 50.660503, 7.8210791 50.6606708, 7.8214198 50.6609177, 7.8215466 50.6610224)",2,50,K 24,Steinweg,
119302459,secondary,,False,True,19.874,"LINESTRING (7.8320302 50.6624716, 7.8317826 50.6623861)",2,50,L 281,Leipziger Straße,
"[119155520, 119155521, 119302441, 78490132, 36993950, 119155519]",residential,,False,False,770.6329999999999,"LINESTRING (7.8320302 50.6624716, 7.8318908 50.6626496, 7.8318333 50.6627228, 7.8316892 50.6628949, 7.8316473 50.6629415, 7.8308996 50.6635993, 7.8306543 50.6638201, 7.8305271 50.6639355, 7.8298682 50.6645332, 7.8290211 50.6642067, 7.8280613 50.6638387, 7.8274759 50.6635026, 7.826846 50.6633573, 7.8262765 50.6632747, 7.8255787 50.6631833, 7.8246236 50.6630809, 7.8244682 50.6630608, 7.8238611 50.6629824, 7.8234699 50.6629169)",,"['50', '30']",,"['In der Burgbitz', 'Am Burggarten']","['4.5', '4', '4;5']"
30903684,residential,,False,True,35.816,"LINESTRING (7.8219509 50.6608273, 7.8215466 50.6610224)",,30,,Johann-August-Ring,5
30903684,residential,,False,False,63.377,"LINESTRING (7.8219509 50.6608273, 7.8221633 50.660728, 7.8225638 50.6605147, 7.8226444 50.6604653)",,30,,Johann-August-Ring,5
37014098,living_street,,True,False,62.225,"LINESTRING (7.8219509 50.6608273, 7.8218543 50.6607315, 7.8220706 50.6603072)",,,,Bachweg,4
37231244,residential,,False,True,53.511,"LINESTRING (7.8305595 50.6613362, 7.8300184 50.6612917, 7.829824 50.6612357)",,30,,Barrwiese,4
37231244,residential,,False,True,22.219,"LINESTRING (7.829824 50.6612357, 7.8297088 50.6610497)",,30,,Barrwiese,4
37714157,residential,,False,True,36.85,"LINESTRING (7.829824 50.6612357, 7.8295869 50.6612113, 7.8296381 50.6611411, 7.8297088 50.6610497)",,30,,Barrwiese,6
37231244,residential,,False,False,53.511,"LINESTRING (7.829824 50.6612357, 7.8300184 50.6612917, 7.8305595 50.6613362)",,30,,Barrwiese,4
37231252,living_street,,False,False,42.579,"LINESTRING (7.8233375 50.661546, 7.8239276 50.6614641)",,,,Salzgasse,6
118518627,living_street,,False,False,65.377,"LINESTRING (7.8233375 50.661546, 7.8231822 50.6615097, 7.8230053 50.6614628, 7.8228222 50.6613884, 7.8227012 50.6613276, 7.8225962 50.6612729, 7.8225532 50.6612442)",,,,Salzgasse,3
"[1249142235, 37231251]",living_street,,False,True,51.647,"LINESTRING (7.8233375 50.661546, 7.823291 50.6616638, 7.8232352 50.6618053, 7.8231297 50.6619908)",,,,Nottorstraße,6
37231252,living_street,,False,True,42.579,"LINESTRING (7.8239276 50.6614641, 7.8233375 50.661546)",,,,Salzgasse,6
36990718,residential,,False,True,18.772,"LINESTRING (7.8313193 50.6604079, 7.8313091 50.6605766)",,30,,Adolphweg,5
36998183,residential,,False,True,57.38,"LINESTRING (7.8228949 50.6632822, 7.8234699 50.6629169)",,,,Gartenstraße,4
"[963590037, 36998183]",residential,,False,False,181.36299999999997,"LINESTRING (7.8228949 50.6632822, 7.8227709 50.6633634, 7.8226649 50.6634162, 7.8224074 50.6635626, 7.8223613 50.6635814, 7.8222036 50.6636458, 7.8220387 50.6636688, 7.8218227 50.6636465, 7.8215769 50.663581, 7.8215397 50.6635716, 7.8212742 50.6635369, 7.8207409 50.6635095, 7.8205762 50.6634799)",,,,Gartenstraße,4
37248096,residential,,False,True,201.27999999999997,"LINESTRING (7.8228949 50.6632822, 7.8219429 50.6629344, 7.821742 50.6628783, 7.8216154 50.6628838, 7.8215156 50.662921, 7.821423 50.6629709, 7.820523 50.6634479)",,,,Nisterpfad,5
37287672,residential,,False,False,64.431,"LINESTRING (7.8276085 50.6583665, 7.8272565 50.6588376, 7.8272428 50.6588679, 7.8272371 50.6588943)",,30,,Birkenweg,5
37287675,residential,,False,False,273.669,"LINESTRING (7.8276085 50.6583665, 7.8290058 50.6586532, 7.8312102 50.6592764)",,30,,Am Schwimmbad,5
31293405,residential,,False,False,11.767,"LINESTRING (7.8313882 50.6593267, 7.8313991 50.6594323)",,30,,Alte Frankfurter Straße,3
37287675,residential,,False,True,13.737,"LINESTRING (7.8313882 50.6593267, 7.8312102 50.6592764)",,30,,Am Schwimmbad,5
31293405,residential,,False,True,90.055,"LINESTRING (7.8313882 50.6593267, 7.8314671 50.6592223, 7.8318906 50.6585822)",,30,,Alte Frankfurter Straße,3
30903711,residential,,False,True,36.408,"LINESTRING (7.8266766 50.6609792, 7.8262564 50.6607888)",,30,,Friedrichstraße,
141482223,residential,,False,True,164.84799999999998,"LINESTRING (7.8266766 50.6609792, 7.8269361 50.6606557, 7.827181 50.6603375, 7.8273417 50.6599253, 7.8274097 50.6595871)",,30,,Schiessrain,2.5
1246819626,residential,,False,False,10.196,"LINESTRING (7.8266766 50.6609792, 7.8267319 50.6610037, 7.8267698 50.6610197, 7.8267986 50.661028)",,30,,Friedrichstraße,
37714158,residential,,False,False,76.441,"LINESTRING (7.8286987 50.6605057, 7.8287253 50.6605184, 7.8287638 50.6605215, 7.8297751 50.6604924)",,30,,Barrwiese,6
68006468,secondary,,False,False,150.588,"LINESTRING (7.8286987 50.6605057, 7.8286225 50.6605322, 7.8285506 50.6605508, 7.8284686 50.6605651, 7.8278228 50.6606523, 7.827729 50.6606688, 7.827642 50.6606896, 7.8269281 50.6609056, 7.8268826 50.6609207, 7.8268505 50.6609391, 7.8268316 50.6609596, 7.8268149 50.6609877, 7.8267986 50.661028)",,50,L 288,Borngasse,
68006468,secondary,,False,True,101.22299999999998,"LINESTRING (7.8286987 50.6605057, 7.828788 50.6604646, 7.8295919 50.6600116, 7.8296933 50.6599594, 7.8297897 50.6599147)",,50,L 288,Borngasse,
37714158,residential,,False,True,33.831,"LINESTRING (7.8302541 50.6604732, 7.8297751 50.6604924)",,30,,Barrwiese,6
37714158,residential,,False,False,33.831,"LINESTRING (7.8297751 50.6604924, 7.8302541 50.6604732)",,30,,Barrwiese,6
37231244,residential,,False,False,62.314,"LINESTRING (7.8297751 50.6604924, 7.8297788 50.6607326, 7.8297088 50.6610497)",,30,,Barrwiese,4
37714158,residential,,False,True,76.441,"LINESTRING (7.8297751 50.6604924, 7.8287638 50.6605215, 7.8287253 50.6605184, 7.8286987 50.6605057)",,30,,Barrwiese,6
37231244,residential,,False,False,22.219,"LINESTRING (7.8297088 50.6610497, 7.829824 50.6612357)",,30,,Barrwiese,4
37714157,residential,,False,False,36.85,"LINESTRING (7.8297088 50.6610497, 7.8296381 50.6611411, 7.8295869 50.6612113, 7.829824 50.6612357)",,30,,Barrwiese,6
37231244,residential,,False,True,62.314,"LINESTRING (7.8297088 50.6610497, 7.8297788 50.6607326, 7.8297751 50.6604924)",,30,,Barrwiese,4
37287672,residential,,False,True,64.431,"LINESTRING (7.8272371 50.6588943, 7.8272428 50.6588679, 7.8272565 50.6588376, 7.8276085 50.6583665)",,30,,Birkenweg,5
36994629,living_street,,False,False,84.763,"LINESTRING (7.8226808 50.659174, 7.8226089 50.6593056, 7.8224413 50.6595211, 7.8222443 50.6598829)",,,,Bachweg,4
36994629,living_street,,False,True,41.367999999999995,"LINESTRING (7.8226808 50.659174, 7.8226971 50.6589105, 7.8227048 50.6588544, 7.8227251 50.658804)",,,,Bachweg,4
"[452937615, 68006639]",living_street,,False,False,344.01099999999997,"LINESTRING (7.8226808 50.659174, 7.8227575 50.6591727, 7.8228229 50.659161, 7.8230303 50.659106, 7.8231479 50.6590855, 7.8233008 50.6590724, 7.8234346 50.6590759, 7.8238877 50.6590896, 7.8248457 50.6591836, 7.8255561 50.6592449, 7.8261027 50.6592855, 7.8264899 50.6593143, 7.8270769 50.6594542, 7.8274097 50.6595871)",,,,Haingärtenweg,4
141126112,living_street,,False,True,115.27700000000002,"LINESTRING (7.8226808 50.659174, 7.8218659 50.6591694, 7.8214737 50.6591798, 7.8210461 50.6591699)",,,,In der Freiheit,4
36994629,living_street,,False,False,41.367999999999995,"LINESTRING (7.8227251 50.658804, 7.8227048 50.6588544, 7.8226971 50.6589105, 7.8226808 50.659174)",,,,Bachweg,4
84505463,tertiary,,False,False,10.712,"LINESTRING (7.8191867 50.6595401, 7.8190744 50.6594752)",2,50,K 24,Steinweg,
84505463,tertiary,,False,True,119.928,"LINESTRING (7.8191867 50.6595401, 7.8204063 50.6602921)",2,50,K 24,Steinweg,
141126112,living_street,,False,False,157.02800000000002,"LINESTRING (7.8191867 50.6595401, 7.8194189 50.6593377, 7.819634 50.6591391, 7.8196859 50.6591035, 7.8197224 50.6590883, 7.8197669 50.6590812, 7.8210461 50.6591699)",,,,In der Freiheit,4
36994631,living_street,,False,False,154.60100000000003,"LINESTRING (7.8201657 50.6594505, 7.8219557 50.6597895, 7.8221365 50.659839, 7.8222443 50.6598829)",,,,Seilerstraße,4
"[70004321, 657287962]","['living_street', 'residential']",,False,"[False, True]",101.401,"LINESTRING (7.8210461 50.6591699, 7.82111 50.6587279, 7.8211488 50.6586986, 7.821822 50.6587497)",,,,In der Freiheit,
141126112,living_street,,False,False,115.277,"LINESTRING (7.8210461 50.6591699, 7.8214737 50.6591798, 7.8218659 50.6591694, 7.8226808 50.659174)",,,,In der Freiheit,4
141126112,living_street,,False,True,157.02800000000002,"LINESTRING (7.8210461 50.6591699, 7.8197669 50.6590812, 7.8197224 50.6590883, 7.8196859 50.6591035, 7.819634 50.6591391, 7.8194189 50.6593377, 7.8191867 50.6595401)",,,,In der Freiheit,4
77611564,living_street,,False,True,17.658,"LINESTRING (7.8229358 50.6604563, 7.8226947 50.6604132)",,,,Zur Historischen Innenstadt,
36994630,residential,,True,False,44.102,"LINESTRING (7.8220706 50.6603072, 7.8226444 50.6604653)",,,,Bachweg,
36994629,living_street,,False,True,48.743,"LINESTRING (7.8220706 50.6603072, 7.8220935 50.6602512, 7.8222443 50.6598829)",,,,Bachweg,4
37014097,residential,,False,True,6.792,"LINESTRING (7.8226947 50.6604132, 7.8226444 50.6604653)",,30,,Johann-August-Ring,5
77611564,living_street,,False,False,17.658,"LINESTRING (7.8226947 50.6604132, 7.8229358 50.6604563)",,,,Zur Historischen Innenstadt,
