osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel,bridge
23326695,,Zangmeisterstraße,residential,30,False,True,19.314999999999998,"LINESTRING (10.1796037 47.9860167, 10.1795395 47.9860397, 10.1793965 47.9860775, 10.1793651 47.9860842)",5,,
"[19904497, 598643510]",,Herrenstraße,residential,30,True,False,34.48199999999999,"LINESTRING (10.1796037 47.9860167, 10.1796409 47.9859943, 10.1796766 47.9859725, 10.1797044 47.9859507, 10.1797431 47.9859135, 10.1797637 47.9858875, 10.1797835 47.9858475, 10.1798013 47.9857984, 10.1798178 47.9857515)","['7', '5']",,
19904497,,Herrenstraße,residential,30,True,False,38.754,"LINESTRING (10.1798789 47.9855328, 10.1799822 47.9851912)",5,,
"[24641067, 1225885002, 1225885003]",,Fuggergasse,residential,30,False,False,108.209,"LINESTRING (10.1798789 47.9855328, 10.1798359 47.9855294, 10.1796232 47.9855124, 10.179615 47.9855117, 10.1793685 47.985181, 10.1793257 47.9851518, 10.1793045 47.9851439, 10.1792794 47.9851345, 10.1790465 47.985081, 10.1787877 47.9850176)",4.5,,
19904498,,Martin-Luther-Platz,residential,30,True,False,64.456,"LINESTRING (10.1788392 47.9844393, 10.1788309 47.9846046, 10.1788177 47.9848059, 10.1788058 47.9849294, 10.1787877 47.9850176)",5,,
85385459,,Schweizerberg,residential,30,False,True,20.384,"LINESTRING (10.1788392 47.9844393, 10.1789584 47.9844457, 10.1791122 47.984454)",6,,
"[598643513, 1266399276]",,Schweizerberg,residential,30,False,False,103.12200000000001,"LINESTRING (10.1788392 47.9844393, 10.1786956 47.9844333, 10.1785552 47.9844303, 10.1781701 47.9844295, 10.1778388 47.9844342, 10.1777293 47.9844344, 10.1776567 47.9844345, 10.1774542 47.9844393)",10,,
23326688,,Dr.-Berndl-Straße,residential,,False,False,88.953,"LINESTRING (10.1749278 47.9857371, 10.1748846 47.9859229, 10.1748412 47.9861094, 10.1747714 47.98653)",8,,
95967898,,Buxacher Straße,unclassified,30,False,False,39.675,"LINESTRING (10.1749278 47.9857371, 10.1752009 47.9857437, 10.1754596 47.9857597)",7,,
248087807,,Illerstraße,residential,,False,True,97.84,"LINESTRING (10.178844 47.9895379, 10.178781 47.9895455, 10.1787236 47.9895485, 10.1786676 47.9895475, 10.1786139 47.9895447, 10.1784983 47.9895366, 10.1783956 47.9895298, 10.1775365 47.9894695)",,,
"[19904492, 1214830351]",2,Königsgraben,tertiary,50,False,False,328.70399999999995,"LINESTRING (10.178844 47.9895379, 10.1785625 47.9893936, 10.1785141 47.9893632, 10.1783853 47.9892822, 10.1781577 47.9890968, 10.1780816 47.9890189, 10.1780533 47.9889705, 10.1780488 47.9888653, 10.1780619 47.9887687, 10.1780576 47.9885926, 10.1780291 47.9884517, 10.1779953 47.9883308, 10.1779779 47.9882374, 10.1779858 47.988139, 10.1780001 47.9880663, 10.1780137 47.9879643, 10.1780212 47.9878967, 10.1780232 47.9878369, 10.1780015 47.9877755, 10.1779727 47.987736, 10.1779302 47.9876978, 10.1778756 47.9876624, 10.1777982 47.9876288, 10.1776971 47.9876007, 10.1775068 47.9875542, 10.177293 47.9875035, 10.1770764 47.987449, 10.1769493 47.9874075, 10.1768324 47.9873543, 10.1767844 47.9873043)",,,
1214830351,2,Königsgraben,tertiary,50,False,True,102.007,"LINESTRING (10.178844 47.9895379, 10.1790944 47.9896673, 10.1793234 47.9897885, 10.179506 47.9898822, 10.1796115 47.989927, 10.1796616 47.9899391, 10.1796819 47.9899415, 10.1797257 47.9899396, 10.1797586 47.9899348, 10.1798268 47.98991, 10.1799515 47.9898247)",,,
23326688,,Dr.-Berndl-Straße,residential,,False,True,164.816,"LINESTRING (10.1746304 47.988005, 10.1746535 47.9879573, 10.1746726 47.9879087, 10.1746914 47.987841, 10.174714 47.987746, 10.1747519 47.9872378, 10.1747639 47.986883, 10.1747714 47.98653)",8,,
27004134,,Schererstraße,residential,,False,False,82.17099999999999,"LINESTRING (10.1746304 47.988005, 10.1747303 47.9880093, 10.1748451 47.98802, 10.1750852 47.9880528, 10.1757106 47.988153)",6,,
24641032,,Kalchstraße,living_street,,True,False,25.319,"LINESTRING (10.1833481 47.9864318, 10.183017 47.9863795)",5,,
"[34246963, 194614188]",,Lammgasse,living_street,,False,True,138.68099999999998,"LINESTRING (10.1833481 47.9864318, 10.1833699 47.9863745, 10.1835964 47.9857815, 10.1838534 47.9852318)",,,
"[1094043914, 34245918]",,Kalchstraße,living_street,,True,False,27.483,"LINESTRING (10.1863038 47.9869552, 10.1861134 47.9869212, 10.1859468 47.986892)",7,,
"[139433019, 571740147]","['2', '3']",Bahnhofstraße,tertiary,50,False,False,94.32499999999999,"LINESTRING (10.1863038 47.9869552, 10.1863294 47.9869348, 10.1863461 47.9869162, 10.1863561 47.9868882, 10.1863581 47.986879, 10.1863635 47.9868537, 10.1863658 47.9867401, 10.1863629 47.9866725, 10.1863607 47.9866228, 10.1863418 47.9862697, 10.1863387 47.9861177)",,,
"[244779196, 28861492, 571740151]","['2', '3']",Kohlschanzstraße,tertiary,50,False,True,193.607,"LINESTRING (10.1863038 47.9869552, 10.1862632 47.9869755, 10.1862282 47.9870029, 10.1862161 47.9870148, 10.1861769 47.9870543, 10.1861159 47.9871199, 10.1860761 47.987172, 10.1860381 47.9872323, 10.1860149 47.9872903, 10.1860012 47.9873447, 10.1859957 47.9873978, 10.1859862 47.9874992, 10.1859862 47.9875865, 10.1859869 47.9876623, 10.1859903 47.9877484, 10.1859916 47.9878237, 10.1859941 47.987896, 10.1859971 47.9880412, 10.185999 47.9881536, 10.1860097 47.9884574, 10.1860042 47.9884904, 10.1859839 47.9886363)",,,
24641082,,Rosengasse,living_street,,False,True,7.48,"LINESTRING (10.1854419 47.9859816, 10.1853859 47.9860231, 10.1853715 47.9860291)",,,
71937252,,Rosengasse,living_street,,True,False,68.85,"LINESTRING (10.1854419 47.9859816, 10.1856982 47.9860359, 10.1858244 47.9860613, 10.1859627 47.986091, 10.1860238 47.9860993, 10.1861374 47.9861089, 10.1862494 47.9861192, 10.1863387 47.9861177)",,,
"[139433019, 571740147]","['2', '3']",Bahnhofstraße,tertiary,50,False,True,94.32499999999999,"LINESTRING (10.1863387 47.9861177, 10.1863418 47.9862697, 10.1863607 47.9866228, 10.1863629 47.9866725, 10.1863658 47.9867401, 10.1863635 47.9868537, 10.1863581 47.986879, 10.1863561 47.9868882, 10.1863461 47.9869162, 10.1863294 47.9869348, 10.1863038 47.9869552)",,,
580123023,2,Bahnhofstraße,tertiary,50,False,False,41.721000000000004,"LINESTRING (10.1863387 47.9861177, 10.1863309 47.9858926, 10.1863257 47.9857426)",,,
24641081,,Maximilianstraße,residential,30,False,True,83.023,"LINESTRING (10.1845709 47.9853847, 10.1856233 47.9856323)",5.9,,
24641083,,Waldhornstraße,residential,30,False,True,54.478,"LINESTRING (10.1845709 47.9853847, 10.1848141 47.9849226)",7,,
24848804,,Salzstraße,living_street,,False,False,23.841,"LINESTRING (10.1845709 47.9853847, 10.1844631 47.9855866)",8,,
85385463,,Maximilianstraße,residential,30,False,False,23.931,"LINESTRING (10.1845709 47.9853847, 10.1842639 47.9853207)",6,,
24641083,,Waldhornstraße,residential,30,False,False,65.524,"LINESTRING (10.1850984 47.9843649, 10.1848141 47.9849226)",7,,
24641083,,Waldhornstraße,residential,30,False,True,81.746,"LINESTRING (10.1850984 47.9843649, 10.1851351 47.984276, 10.1851668 47.9841894, 10.1851976 47.9840965, 10.1852249 47.9839959, 10.1852614 47.983859, 10.1852797 47.9837717, 10.1852928 47.983705, 10.1853054 47.9836437)",7,,
"[24848803, 246369077]",,"['Gerberplatz', 'Schwesterstraße']",residential,30,False,True,196.111,"LINESTRING (10.1850984 47.9843649, 10.184903 47.9843147, 10.184697 47.9842515, 10.1846288 47.9842302, 10.1835299 47.9838912, 10.1835593 47.9838573, 10.1836274 47.9837711, 10.1836848 47.9836882, 10.1837316 47.9836162, 10.1837826 47.9835238, 10.1838313 47.9834405, 10.183865 47.9833889, 10.1839099 47.9833361)",,,
234282898,,Schwesterstraße,residential,30,False,False,63.978,"LINESTRING (10.1850984 47.9843649, 10.1851522 47.9843776, 10.1852382 47.984398, 10.1853645 47.984435, 10.1854671 47.9844674, 10.1855209 47.9844844, 10.1856718 47.9845361, 10.1857804 47.9845726, 10.1858371 47.9845909, 10.1858804 47.9846023)",,,
24641083,,Waldhornstraße,residential,30,False,False,81.746,"LINESTRING (10.1853054 47.9836437, 10.1852928 47.983705, 10.1852797 47.9837717, 10.1852614 47.983859, 10.1852249 47.9839959, 10.1851976 47.9840965, 10.1851668 47.9841894, 10.1851351 47.984276, 10.1850984 47.9843649)",7,,
87145264,,Lindentorstraße,residential,30,False,False,106.53500000000001,"LINESTRING (10.1853054 47.9836437, 10.1850837 47.9835826, 10.1848767 47.983537, 10.1845856 47.9834869, 10.1843681 47.9834539, 10.1843427 47.9834497, 10.1842055 47.9834273, 10.184088 47.9834063, 10.1840372 47.9833936, 10.1839983 47.9833808, 10.1839469 47.9833558)",,,
837439306,,Lindentorstraße,residential,30,False,True,30.451,"LINESTRING (10.1853054 47.9836437, 10.1853981 47.9836604, 10.185508 47.9836793, 10.1855738 47.9836996, 10.1856339 47.9837206, 10.1856835 47.9837425)",8,,
24848804,,Salzstraße,living_street,,False,True,19.143,"LINESTRING (10.184372 47.9857476, 10.1844631 47.9855866)",8,,
24641082,,Rosengasse,living_street,,False,False,80.722,"LINESTRING (10.184372 47.9857476, 10.1847598 47.9858494, 10.1851451 47.9859646, 10.1853715 47.9860291)",,,
24848804,,Salzstraße,living_street,,False,False,94.968,"LINESTRING (10.184372 47.9857476, 10.1842535 47.9859719, 10.184154 47.9861648, 10.1839569 47.9865552)",8,,
"[57681019, 24640975]",,"['Vordere Gerbergasse', 'Hintere Gerbergasse']",living_street,,True,False,232.02700000000007,"LINESTRING (10.1836034 47.9832102, 10.1836182 47.9831627, 10.183622 47.9831505, 10.1836334 47.9830659, 10.1836301 47.9829547, 10.1836159 47.9828175, 10.1836126 47.9827528, 10.18361 47.9826993, 10.1836037 47.9826108, 10.1835909 47.9825395, 10.1835749 47.9824411, 10.183623 47.9824052, 10.1837397 47.9824056, 10.1838757 47.9824228, 10.1840399 47.9824554, 10.1841245 47.9824829, 10.184183 47.9825083, 10.1841744 47.9825687, 10.184163 47.9826486, 10.1841297 47.9828057, 10.1841258 47.9828373, 10.1841077 47.9829821, 10.1840898 47.9830682, 10.1840716 47.9831338, 10.184058 47.9831921, 10.1840297 47.9832612, 10.1840068 47.9832955, 10.1839844 47.9833208, 10.1839727 47.9833341, 10.1839469 47.9833558)",,,
"[542125458, 598643519]",,"['Schrannenplatz', 'Lindentorstraße']",living_street,,False,False,92.414,"LINESTRING (10.1836034 47.9832102, 10.1834947 47.9831749, 10.1833842 47.9831502, 10.1832165 47.983121, 10.1830927 47.9831001, 10.1829545 47.9830801, 10.1827979 47.9830619, 10.1826312 47.9830394, 10.1824073 47.9829963)",,,
"[87145264, 542125458]",,Lindentorstraße,"['living_street', 'residential']",30,False,True,26.823999999999998,"LINESTRING (10.1836034 47.9832102, 10.1837026 47.9832459, 10.1838101 47.9832868, 10.1838617 47.9833104, 10.1839099 47.9833361)",,,
24641020,,Lindentorstraße,residential,30,False,False,40.855000000000004,"LINESTRING (10.1862095 47.9838086, 10.1860448 47.9838094, 10.1859239 47.9838074, 10.1858235 47.9837944, 10.1857496 47.9837738, 10.1856835 47.9837425)",13,,
"[495055022, 781437167, 163479470, 495055023, 495055025, 89083379, 495055024, 495055029, 495055028, 495055027, 495055026, 95967894, 244776957]","['2', '3']",Bahnhofstraße,tertiary,50,False,True,215.242,"LINESTRING (10.1862095 47.9838086, 10.1862192 47.9839244, 10.1862247 47.9840168, 10.1862314 47.9841302, 10.1862477 47.9843246, 10.1862531 47.9844377, 10.1862547 47.9844728, 10.1862617 47.9845547, 10.1862644 47.9846037, 10.1862681 47.9846668, 10.1862744 47.9847786, 10.1862796 47.9848949, 10.1862845 47.985023, 10.1862958 47.9851386, 10.1862997 47.9852513, 10.1863067 47.9853761, 10.186318 47.9855776, 10.1863257 47.9857426)",,,
"[244776958, 163479471]",2,Bahnhofstraße,tertiary,50,False,False,143.86300000000003,"LINESTRING (10.1862095 47.9838086, 10.1862074 47.9837604, 10.1862047 47.9836663, 10.1861875 47.9830765, 10.1861851 47.9828539, 10.1861881 47.9827914, 10.1861883 47.9827344, 10.1861833 47.9826865, 10.1861746 47.982638, 10.1861635 47.9825913, 10.1861499 47.9825546, 10.1861351 47.9825185)",,,
"[234282899, 24641007]",,"['Ottobeurergasse', 'Kuttelgasse']",residential,30,False,True,160.59099999999995,"LINESTRING (10.1858804 47.9846023, 10.185888 47.9846136, 10.1859142 47.9846526, 10.185933 47.9847014, 10.1859361 47.9847856, 10.1859395 47.9848254, 10.1859395 47.9848926, 10.1859279 47.9849748, 10.1859258 47.9850205, 10.185932 47.9850685, 10.1859442 47.9851438, 10.1859511 47.9852036, 10.1859395 47.9852171, 10.185915 47.9852274, 10.1858945 47.9852297, 10.1858607 47.9852224, 10.1853201 47.9850802, 10.1850928 47.9850167, 10.1849255 47.9849587, 10.184869 47.9849404, 10.1848141 47.9849226)","['5.5', '5']",,
234282898,,Schwesterstraße,residential,30,False,True,63.978,"LINESTRING (10.1858804 47.9846023, 10.1858371 47.9845909, 10.1857804 47.9845726, 10.1856718 47.9845361, 10.1855209 47.9844844, 10.1854671 47.9844674, 10.1853645 47.984435, 10.1852382 47.984398, 10.1851522 47.9843776, 10.1850984 47.9843649)",,,
247852704,,Ottobeurergasse,living_street,,False,False,96.732,"LINESTRING (10.1858804 47.9846023, 10.1858342 47.9843861, 10.1857566 47.9840233, 10.1857103 47.9838456, 10.1856835 47.9837425)",,,
24641083,,Waldhornstraße,residential,30,False,False,54.478,"LINESTRING (10.1848141 47.9849226, 10.1845709 47.9853847)",7,,
24641083,,Waldhornstraße,residential,30,False,True,65.524,"LINESTRING (10.1848141 47.9849226, 10.1850984 47.9843649)",7,,
"[234282899, 24641007]",,"['Kuttelgasse', 'Ottobeurergasse']",residential,30,False,False,160.59099999999998,"LINESTRING (10.1848141 47.9849226, 10.184869 47.9849404, 10.1849255 47.9849587, 10.1850928 47.9850167, 10.1853201 47.9850802, 10.1858607 47.9852224, 10.1858945 47.9852297, 10.185915 47.9852274, 10.1859395 47.9852171, 10.1859511 47.9852036, 10.1859442 47.9851438, 10.185932 47.9850685, 10.1859258 47.9850205, 10.1859279 47.9849748, 10.1859395 47.9848926, 10.1859395 47.9848254, 10.1859361 47.9847856, 10.185933 47.9847014, 10.1859142 47.9846526, 10.185888 47.9846136, 10.1858804 47.9846023)","['5.5', '5']",,
24641020,,Lindentorstraße,residential,30,False,True,40.855,"LINESTRING (10.1856835 47.9837425, 10.1857496 47.9837738, 10.1858235 47.9837944, 10.1859239 47.9838074, 10.1860448 47.9838094, 10.1862095 47.9838086)",13,,
24848802,,Steinbogenstraße,residential,30,False,False,129.822,"LINESTRING (10.1856835 47.9837425, 10.1856725 47.9836531, 10.1856618 47.9835564, 10.1856549 47.9835189, 10.1856358 47.9834146, 10.1855962 47.9831994, 10.1855653 47.9830462, 10.1855222 47.9828304, 10.1854955 47.9827202, 10.1854572 47.9825854)",6,,
247852704,,Ottobeurergasse,living_street,,False,True,96.732,"LINESTRING (10.1856835 47.9837425, 10.1857103 47.9838456, 10.1857566 47.9840233, 10.1858342 47.9843861, 10.1858804 47.9846023)",,,
837439306,,Lindentorstraße,residential,30,False,False,30.451,"LINESTRING (10.1856835 47.9837425, 10.1856339 47.9837206, 10.1855738 47.9836996, 10.185508 47.9836793, 10.1853981 47.9836604, 10.1853054 47.9836437)",8,,
24640963,,Steinbogenstraße,residential,30,False,False,51.038000000000004,"LINESTRING (10.1854572 47.9825854, 10.1855856 47.9825795, 10.185826 47.9825517, 10.1860414 47.9825286, 10.1861351 47.9825185)",8,,
24848802,,Steinbogenstraße,residential,30,False,True,129.82199999999997,"LINESTRING (10.1854572 47.9825854, 10.1854955 47.9827202, 10.1855222 47.9828304, 10.1855653 47.9830462, 10.1855962 47.9831994, 10.1856358 47.9834146, 10.1856549 47.9835189, 10.1856618 47.9835564, 10.1856725 47.9836531, 10.1856835 47.9837425)",6,,
87145264,,Lindentorstraße,residential,30,False,False,3.519,"LINESTRING (10.1839469 47.9833558, 10.1839099 47.9833361)",,,
87145264,,Lindentorstraße,residential,30,False,True,106.535,"LINESTRING (10.1839469 47.9833558, 10.1839983 47.9833808, 10.1840372 47.9833936, 10.184088 47.9834063, 10.1842055 47.9834273, 10.1843427 47.9834497, 10.1843681 47.9834539, 10.1845856 47.9834869, 10.1848767 47.983537, 10.1850837 47.9835826, 10.1853054 47.9836437)",,,
24641081,,Maximilianstraße,residential,30,False,False,54.33,"LINESTRING (10.1863257 47.9857426, 10.1861587 47.9857468, 10.1860124 47.9857249, 10.1856233 47.9856323)",5.9,,
"[163479470, 495055022, 781437167, 495055024, 495055025, 495055026, 495055027, 495055028, 495055029, 95967894, 89083379, 495055023, 244776957]","['2', '3']",Bahnhofstraße,tertiary,50,False,False,215.242,"LINESTRING (10.1863257 47.9857426, 10.186318 47.9855776, 10.1863067 47.9853761, 10.1862997 47.9852513, 10.1862958 47.9851386, 10.1862845 47.985023, 10.1862796 47.9848949, 10.1862744 47.9847786, 10.1862681 47.9846668, 10.1862644 47.9846037, 10.1862617 47.9845547, 10.1862547 47.9844728, 10.1862531 47.9844377, 10.1862477 47.9843246, 10.1862314 47.9841302, 10.1862247 47.9840168, 10.1862192 47.9839244, 10.1862095 47.9838086)",,,
580123023,2,Bahnhofstraße,tertiary,50,False,True,41.721000000000004,"LINESTRING (10.1863257 47.9857426, 10.1863309 47.9858926, 10.1863387 47.9861177)",,,
1093948086,,Lindauer Straße,residential,30,True,False,44.828,"LINESTRING (10.1794565 47.9836501, 10.1794905 47.9832476)",6,,
248702690,,Rotergasse,living_street,,False,True,87.757,"LINESTRING (10.1794565 47.9836501, 10.1800215 47.9836983, 10.1802489 47.9837221, 10.1804232 47.9837397, 10.1804849 47.9837348, 10.1805435 47.9837271, 10.1806226 47.9837147)",,,
298019623,,Rotergasse,living_street,,False,True,1.536,"LINESTRING (10.1806226 47.9837147, 10.1806432 47.9837139)",,,
24640972,,Obere Bachgasse,living_street,,False,True,106.79700000000001,"LINESTRING (10.1806226 47.9837147, 10.1806277 47.9836655, 10.1806426 47.9835856, 10.18068 47.9835135, 10.1807473 47.9834441, 10.1808572 47.9833789, 10.1809228 47.9833526, 10.1810064 47.9833191, 10.181185 47.9832528, 10.1813626 47.9831743, 10.1814045 47.9831558, 10.181573 47.9830661)",,,
248702690,,Rotergasse,living_street,,False,False,87.757,"LINESTRING (10.1806226 47.9837147, 10.1805435 47.9837271, 10.1804849 47.9837348, 10.1804232 47.9837397, 10.1802489 47.9837221, 10.1800215 47.9836983, 10.1794565 47.9836501)",,,
24641012,,Rotergasse,living_street,,False,False,35.419,"LINESTRING (10.1811954 47.9837433, 10.1809742 47.9837306, 10.1808388 47.9837206, 10.1807215 47.9837146)",,,
