osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,access,bridge,junction,width
25902807,False,Wohlhausener Straße,residential,False,85.47200000000001,"LINESTRING (12.3352478 50.311868, 12.3343996 50.31163, 12.3341319 50.3115841)",,,,,,,
948264892,False,Bismarckstraße,tertiary,True,68.549,"LINESTRING (12.3352478 50.311868, 12.3352391 50.3118437, 12.3351468 50.3112551)",K 7841,50,,,,,
30748110,False,Bismarckstraße,residential,False,33.687,"LINESTRING (12.3343434 50.3091472, 12.3341407 50.3088733)",,,,,,,
23480382,False,Bismarckstraße,tertiary,False,54.565000000000005,"LINESTRING (12.3343434 50.3091472, 12.3345572 50.3095909, 12.3345694 50.3096162)",K 7841,50,,,,,
"[30082224, 1221365113]",False,Schützenstraße,tertiary,False,124.886,"LINESTRING (12.3343434 50.3091472, 12.3348137 50.3089974, 12.3357671 50.308498)",K 7841,50,,,,,
"[190827768, 1221363645]",False,Schützenstraße,residential,True,101.21600000000001,"LINESTRING (12.3343434 50.3091472, 12.3341196 50.3091985, 12.3337898 50.3092451, 12.3330976 50.3092967, 12.3330771 50.3092982, 12.3329478 50.3093158)",,50,,,,,
948856727,False,Schützenstraße,unclassified,False,11.659,"LINESTRING (12.3307451 50.3096413, 12.330909 50.3096474)",,,,,,,
23480424,False,Egerstraße,unclassified,False,254.92499999999998,"LINESTRING (12.3307451 50.3096413, 12.3307331 50.3096166, 12.3305202 50.3091765, 12.3304052 50.3090105, 12.3302355 50.3088321, 12.3299802 50.3086024, 12.3297657 50.3084688, 12.3294358 50.308294, 12.3291685 50.3082138, 12.3289482 50.3081182, 12.3288753 50.3080866, 12.328602 50.307902)",,,,,,,
30002348,True,Bienengarten,residential,False,185.462,"LINESTRING (12.3307451 50.3096413, 12.330144 50.3096229, 12.3292109 50.3095949, 12.3287486 50.3095859, 12.3286527 50.3095821, 12.328136 50.3095687)",,,,,,,
23480424,False,Egerstraße,unclassified,True,254.925,"LINESTRING (12.328602 50.307902, 12.3288753 50.3080866, 12.3289482 50.3081182, 12.3291685 50.3082138, 12.3294358 50.308294, 12.3297657 50.3084688, 12.3299802 50.3086024, 12.3302355 50.3088321, 12.3304052 50.3090105, 12.3305202 50.3091765, 12.3307331 50.3096166, 12.3307451 50.3096413)",,,,,,,
23804288,False,Kirchsteig,residential,False,184.556,"LINESTRING (12.328602 50.307902, 12.3285221 50.3080504, 12.3282637 50.3086104, 12.3281971 50.3087548, 12.3281501 50.3093828, 12.3281397 50.3095224)",,,,,,,
1221364028,False,Fruchtmarkt,residential,True,38.952,"LINESTRING (12.3282024 50.3118122, 12.3281261 50.3114653)",,,,,,,
30082221,True,Am Rathaus,tertiary,False,47.176,"LINESTRING (12.3282024 50.3118122, 12.3277951 50.3118368, 12.3276666 50.3118414, 12.3275403 50.3118463)",,30,,,,,
30747725,False,Neue Straße,residential,False,62.462,"LINESTRING (12.3265004 50.3116594, 12.3265512 50.3122202)",,,,,,,
238323949,False,,unclassified,False,60.52,"LINESTRING (12.3265004 50.3116594, 12.3268163 50.3111539)",,30,,,,,
148421212,False,Am Rathaus,tertiary,False,34.274,"LINESTRING (12.3265004 50.3116594, 12.3264238 50.3116311, 12.3260753 50.3115135)",,50,,,,,
474896500,False,Am Rathaus,tertiary,True,81.409,"LINESTRING (12.3265004 50.3116594, 12.3271128 50.31168, 12.327154 50.3116818, 12.3273045 50.3117176, 12.3274044 50.3117414, 12.3274486 50.3117608, 12.3275097 50.3117875, 12.3275403 50.3118463)",,30,,,,,
1031348735,False,Rudolf-Schuster-Straße,tertiary,True,40.574,"LINESTRING (12.3268792 50.3140113, 12.3270842 50.3143519)",K 7849,50,,,,,
30096326,False,Mosenstraße,primary,True,133.606,"LINESTRING (12.3268792 50.3140113, 12.3285146 50.3136865, 12.328675 50.3136527)",B 283,50,2,,,,
"[172058024, 30747835]",False,Umgehungsstraße,primary,False,138.71,"LINESTRING (12.3268792 50.3140113, 12.3263198 50.31413, 12.3260022 50.3142185, 12.3256986 50.3143159, 12.325416 50.3144229, 12.3251258 50.3145469)",B 283,"['50', '70']",2,,,,
32234510,False,Rudolf-Schuster-Straße,residential,True,121.579,"LINESTRING (12.3268792 50.3140113, 12.3266135 50.3133517, 12.3265977 50.3132734, 12.3267038 50.312947)",,,,,,,
797203832,False,Rudolf-Schuster-Straße,tertiary,True,40.892,"LINESTRING (12.3272676 50.3150478, 12.327402 50.3154054)",K 7849,50,,,,,
1031348736,False,Rudolf-Schuster-Straße,tertiary,False,16.232,"LINESTRING (12.3272676 50.3150478, 12.3272536 50.3149021)",K 7849,50,,,,,
25902817,False,Erlbacher Straße,tertiary,False,88.142,"LINESTRING (12.3351468 50.3112551, 12.3347619 50.3113513, 12.3342263 50.3114696, 12.3340946 50.3115191, 12.3340398 50.3115788)",,30,,,,,
948264892,False,Bismarckstraße,tertiary,False,68.549,"LINESTRING (12.3351468 50.3112551, 12.3352391 50.3118437, 12.3352478 50.311868)",K 7841,50,,,,,
948856730,False,Bismarckstraße,tertiary,True,37.693,"LINESTRING (12.3351468 50.3112551, 12.3351264 50.311083, 12.3350806 50.3109192)",K 7841,50,,,,,
1231152258,False,Erlbacher Straße,tertiary,True,28.741,"LINESTRING (12.3336366 50.3116013, 12.3340398 50.3115788)",,30,,,,,
30096323,False,Schulstraße,residential,False,145.452,"LINESTRING (12.3336366 50.3116013, 12.3336379 50.3116173, 12.3336689 50.3119968, 12.3336883 50.3122346, 12.3336982 50.3124824, 12.3337152 50.3129083)",,,,,,,
1231152015,True,Straße des Friedens,tertiary,False,41.84,"LINESTRING (12.3336366 50.3116013, 12.3335004 50.3116005, 12.3334029 50.3115999, 12.3330519 50.3115639)",,30,,yes,,,
