osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,ref,width,lanes,tunnel,bridge
158448895,True,Weisinger Straße,unclassified,50,False,29.732,"LINESTRING (10.4337539 48.567979, 10.4338737 48.5679737, 10.4339976 48.5679673, 10.4341475 48.5680038)",,,,,,
198947321,False,Donaustraße,unclassified,50,False,10.312000000000001,"LINESTRING (10.4337539 48.567979, 10.4337651 48.5680259, 10.4337758 48.5680706)",,,,,,
931486428,False,Brüderstraße,residential,30,False,111.46900000000001,"LINESTRING (10.426937 48.5723176, 10.427 48.57229, 10.427212 48.5722159, 10.4273395 48.5721592, 10.4274412 48.5721359, 10.4276527 48.5720875, 10.4277107 48.5720834, 10.4278602 48.572073, 10.4280245 48.5720615, 10.4283625 48.5720326)",,,,,,
931486429,True,,residential,,False,17.269000000000002,"LINESTRING (10.426937 48.5723176, 10.4269551 48.5723462, 10.4269604 48.5723771, 10.4269523 48.5724077, 10.4269316 48.5724356, 10.4268999 48.5724585)",roundabout,,,,,
158100531,False,Ludwigstraße,residential,30,True,199.58599999999998,"LINESTRING (10.4266691 48.5723027, 10.4265384 48.5722542, 10.4264063 48.5722345, 10.426138 48.5722034, 10.4258689 48.5721722, 10.4256173 48.572143, 10.4254682 48.5721193, 10.4253932 48.5721074, 10.4249489 48.5720368, 10.4247776 48.5720114, 10.4246457 48.5719918, 10.4242123 48.5718962, 10.4240476 48.5718648)",,,,,,
666180464,True,,residential,,False,22.993,"LINESTRING (10.4266691 48.5723027, 10.4267087 48.5722803, 10.4267569 48.5722672, 10.4268088 48.5722647, 10.4268594 48.5722729, 10.4269036 48.5722912, 10.426937 48.5723176)",roundabout,,,,,
360892433,False,Johannesstraße,residential,30,True,28.58,"LINESTRING (10.4328168 48.5748861, 10.4324801 48.5747579)",,,,,,
157745231,False,Schabringer Straße,tertiary,50,True,94.99600000000001,"LINESTRING (10.4328168 48.5748861, 10.4329091 48.5749263, 10.4334046 48.5751815, 10.4336688 48.5753263, 10.4338052 48.5754317)",,,,,,
956395764,False,Schabringer Straße,tertiary,50,False,217.74599999999995,"LINESTRING (10.4328168 48.5748861, 10.433048 48.574545, 10.4331569 48.5743827, 10.4332134 48.5742985, 10.4332525 48.5742402, 10.4334076 48.5740091, 10.4334442 48.5739546, 10.4334817 48.5738986, 10.4335039 48.5738656, 10.4335235 48.5738364, 10.4335755 48.5737588, 10.4336055 48.5737141, 10.4336451 48.5736551, 10.4336634 48.5736278, 10.4337834 48.573449, 10.4339139 48.5732031, 10.433937 48.573133, 10.4339538 48.5730813)",,,,,,
827434589,False,Weisinger Straße,unclassified,50,True,30.934,"LINESTRING (10.4345676 48.5679933, 10.4341475 48.5680038)",,,,,,
