osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width
"[580955451, 580955452]",False,"['4', '5']",Bürgermeister-Heidenreich-Straße,primary,50,True,207.721,"LINESTRING (8.133325 53.3953222, 8.1322615 53.3956168, 8.1317107 53.3957692, 8.1304882 53.3961149)",,
"[1019998280, 1019998281]",True,"['2', '3']",Bürgermeister-Heidenreich-Straße,primary,50,False,129.131,"LINESTRING (8.133325 53.3953222, 8.1338661 53.3951293, 8.1342033 53.3950338, 8.1347994 53.3948793, 8.1350689 53.3948095)",,
634871971,False,,Mühlenstraße,tertiary,50,False,3.855,"LINESTRING (8.1430596 53.4001958, 8.1430136 53.4001746)",K 109,
634871960,False,,Mühlenstraße,tertiary,50,False,101.172,"LINESTRING (8.1392358 53.398412, 8.1381254 53.3977879)",K 109,4
35392403,False,,Bergstraße,residential,50,False,210.221,"LINESTRING (8.1392358 53.398412, 8.1385824 53.3988421, 8.1383936 53.3989802, 8.1379888 53.3989199, 8.1378039 53.3997963)",,4
634871963,False,,Mühlenstraße,tertiary,50,True,60.480000000000004,"LINESTRING (8.1392358 53.398412, 8.1398421 53.3987355, 8.1399156 53.3987747)",K 109,
28786849,False,,Windallee,residential,50,False,12.942,"LINESTRING (8.135148 53.3949159, 8.1350689 53.3948095)",,
242579718,True,2,Bürgermeister-Heidenreich-Straße,primary,50,False,61.893,"LINESTRING (8.135148 53.3949159, 8.1348722 53.3949788, 8.1346298 53.395034, 8.1342789 53.3951189)",,
"[818182756, 552293781]",False,,Windallee,tertiary,50,True,172.817,"LINESTRING (8.135148 53.3949159, 8.1352144 53.3950045, 8.1354253 53.3952622, 8.1357117 53.3955652, 8.1363596 53.3962914)",K 109,4
27712555,False,,Dangaster Straße,residential,50,False,19.759,"LINESTRING (8.1369278 53.3995748, 8.1370363 53.3997403)",,
22874179,False,,Düsternstraße,residential,50,True,218.412,"LINESTRING (8.1369278 53.3995748, 8.1369719 53.3991525, 8.1369965 53.3990217, 8.1370277 53.3989339, 8.137507 53.3984319, 8.1378012 53.3981255, 8.1381254 53.3977879)",,
