osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
"[768589331, 768589332]","['2', '3']",L 136,Bergische Straße,primary,50,False,True,141.76,"LINESTRING (7.4058206 50.9885128, 7.4055746 50.9885751, 7.405527 50.9885868, 7.4051875 50.9886704, 7.4048857 50.9887498, 7.403933 50.9889745)",,
"[58974755, 1067599204, 635690695, 768589333, 768589334, 768589335, 768589336]","['2', '3']",L 136,Bergische Straße,primary,50,False,False,224.637,"LINESTRING (7.4058206 50.9885128, 7.4061416 50.9884325, 7.4066453 50.9883048, 7.4067982 50.9882677, 7.4076793 50.9880657, 7.4078191 50.9880358, 7.4079129 50.9880154, 7.4080779 50.9879784, 7.4082634 50.9879368, 7.4085499 50.987845, 7.4087452 50.9877197)",,
"[812825171, 8107270]",,L 299,Horpestraße,tertiary,,False,False,43.936,"LINESTRING (7.4058206 50.9885128, 7.4059097 50.9886258, 7.4059192 50.9886615, 7.40598 50.9888911)",,
"[223054678, 53537797, 824286334, 53537798]",,,Steeger Straße,residential,30,False,True,118.17699999999999,"LINESTRING (7.4058206 50.9885128, 7.4057543 50.9884136, 7.4057441 50.9883855, 7.4056878 50.9881152, 7.4056636 50.9880529, 7.4056417 50.9880082, 7.4056174 50.9879658, 7.4055954 50.9879342, 7.4055308 50.9878435, 7.4052736 50.9875559, 7.4052511 50.9875252)",yes,
5059931,2,L 306,Leppestraße,secondary,,False,False,208.249,"LINESTRING (7.4087452 50.9877197, 7.4088351 50.9877433, 7.4089116 50.9877588, 7.4089779 50.9877734, 7.4095236 50.98784, 7.4098445 50.9879315, 7.4100544 50.9880297, 7.4103183 50.988192, 7.4104015 50.9882438, 7.4108097 50.9884977, 7.4109918 50.9885919, 7.4112023 50.9886901)",,
"[257139888, 139118751, 139118749, 257139887]",2,L 136,Märkische Straße,primary,50,False,False,80.869,"LINESTRING (7.4087452 50.9877197, 7.4087806 50.9876869, 7.4088067 50.9876515, 7.4088379 50.9875953, 7.4088582 50.9875489, 7.4089758 50.9871241, 7.4090099 50.9870165)",yes,
"[58974755, 1067599204, 635690695, 768589333, 768589334, 768589335, 768589336]","['2', '3']",L 136,Bergische Straße,primary,50,False,True,224.637,"LINESTRING (7.4087452 50.9877197, 7.4085499 50.987845, 7.4082634 50.9879368, 7.4080779 50.9879784, 7.4079129 50.9880154, 7.4078191 50.9880358, 7.4076793 50.9880657, 7.4067982 50.9882677, 7.4066453 50.9883048, 7.4061416 50.9884325, 7.4058206 50.9885128)",,
203615471,,,Braunswerth,residential,,False,False,63.184999999999995,"LINESTRING (7.4105991 50.9833812, 7.41051 50.9833315, 7.4104033 50.983272, 7.4102735 50.9832341, 7.4098138 50.9831136)",,
"[768589338, 1074808347, 47216197]","['2', '3']",L 136,Märkische Straße,primary,50,False,True,272.82599999999996,"LINESTRING (7.4105991 50.9833812, 7.4104427 50.983502, 7.410325 50.9836198, 7.410217 50.9837158, 7.4100187 50.9839289, 7.4099283 50.9840533, 7.4098536 50.9841925, 7.409776 50.9843677, 7.4097145 50.9845226, 7.4096677 50.9846969, 7.4096232 50.9848625, 7.4094642 50.9854433, 7.4093993 50.9856743)",,
62192025,,,Lindenstraße,residential,,True,False,166.421,"LINESTRING (7.4124641 50.9860783, 7.4126935 50.9862691, 7.4130704 50.9865232, 7.4130292 50.9866779, 7.4128971 50.9868992, 7.412698 50.9871035, 7.412698 50.987338, 7.412651 50.9873682)",,
