osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,width,access
146496450,True,2,Luitpoldstraße,primary,50,False,27.995,,"LINESTRING (7.0971578 51.5142375, 7.097361 51.5140198)",,
300799971,True,2,Florastraße,primary,50,False,15.437,L 639,"LINESTRING (7.0942062 51.5140335, 7.0939973 51.5139848)",,
146349896,True,2,,primary,50,False,13.463000000000001,,"LINESTRING (7.0942062 51.5140335, 7.0942181 51.5140307, 7.0942694 51.5140182, 7.0943535 51.5139921, 7.0943817 51.5139817)",,
121115367,True,2,Kurt-Schumacher-Straße,primary,50,False,19.269,L 608,"LINESTRING (7.0944275 51.5140821, 7.0944282 51.5141053, 7.0944301 51.5141635, 7.0944029 51.5142538)",,
300799973,True,2,Florastraße,primary,50,False,16.242,L 639,"LINESTRING (7.0944275 51.5140821, 7.0943865 51.5140735, 7.0942881 51.5140529, 7.094222 51.5140373, 7.0942062 51.5140335)",,
146349888,True,1,Florastraße,secondary,50,False,35.196,L 639,"LINESTRING (7.0967472 51.5142964, 7.097033 51.514375, 7.0971009 51.514386, 7.0972229 51.5144056)",,
"[874874735, 146349911]",True,2,Luitpoldstraße,primary,50,False,30.595000000000002,,"LINESTRING (7.0967472 51.5142964, 7.0969531 51.514299, 7.0970634 51.514288, 7.0971578 51.5142375)",,
"[82435201, 300799970]",True,"['4', '3']",Florastraße,primary,50,False,143.18699999999998,L 639,"LINESTRING (7.0967039 51.5144958, 7.095989 51.5144065, 7.0952028 51.5142728, 7.0947558 51.5141872, 7.094701 51.5141767)",,
121143197,True,2,Overwegstraße,secondary,50,False,12.536999999999999,L 633,"LINESTRING (7.0897949 51.5126093, 7.089752 51.5126869, 7.0897359 51.5127159)",,
"[283920840, 268404794]",True,"['4', '2']",Florastraße,primary,50,False,330.71099999999996,L 639,"LINESTRING (7.0897949 51.5126093, 7.0901006 51.5127221, 7.0906547 51.5129156, 7.091486 51.5131307, 7.0916096 51.5131596, 7.0917928 51.5132048, 7.0918582 51.5132209, 7.0919164 51.5132353, 7.0919821 51.5132515, 7.0923985 51.5133534, 7.0928757 51.5134758, 7.093393 51.5136261, 7.0941531 51.5138188)",,
121144269,True,2,Florastraße,secondary,50,False,20.95,L 639,"LINESTRING (7.0896511 51.5128588, 7.0894869 51.5127863, 7.0894063 51.512748)",,
121144276,True,2,Overwegstraße,secondary,50,False,42.658,L 633,"LINESTRING (7.0896511 51.5128588, 7.0895912 51.5129618, 7.0894407 51.5132194)",,
146182952,True,2,Overwegstraße,primary,50,False,29.063000000000002,L 633,"LINESTRING (7.0894063 51.512748, 7.0894588 51.5126136, 7.0894765 51.5125853, 7.0895308 51.512499)",,
121143194,True,2,Florastraße,primary,50,False,22.01,L 639,"LINESTRING (7.0895308 51.512499, 7.0897949 51.5126093)",,
121142531,True,2,Overwegstraße,secondary,50,False,42.337,L 633,"LINESTRING (7.0895308 51.512499, 7.0896103 51.5123548, 7.089715 51.512136)",,
148110343,False,,Husemannstraße,residential,,True,124.92,,"LINESTRING (7.0896332 51.5090346, 7.0912183 51.5085961, 7.0912827 51.5085784)",,
268404795,False,,Munckelstraße,residential,50,False,17.178,,"LINESTRING (7.0899426 51.5116819, 7.0901563 51.5117605)",,
