osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,name,access,junction,width
"[941039681, 941039679, 5655983]","['2', '3']",primary_link,"['50', '100']",False,False,155.316,"LINESTRING (11.5723544 47.6841954, 11.5724824 47.6838539, 11.5725397 47.6837087, 11.5725952 47.68354, 11.572624 47.683436, 11.5726625 47.6832617, 11.5726805 47.6830861, 11.5726932 47.6828227)",,,,,,
"[50030185, 100868922, 7974159]",2,primary,70,False,False,281.663,"LINESTRING (11.5723544 47.6841954, 11.5723593 47.6838812, 11.5723535 47.6835669, 11.5723293 47.6831281, 11.5723154 47.6825147, 11.5723516 47.681966, 11.5723692 47.6817554, 11.5723775 47.6816638)",B 13,,,,,
"[33055537, 941039674, 132512831]","['2', '3']",secondary,50,False,False,66.616,"LINESTRING (11.5727065 47.6824821, 11.5728141 47.6824592, 11.5729042 47.6824405, 11.5729982 47.6824274, 11.5730855 47.6824249, 11.5731647 47.6824281, 11.5733259 47.6824365, 11.5735835 47.6824496)",TÖL 16,,,,,
"[38681264, 614593913, 614593912]","['2', '3']",primary_link,50,False,False,81.60399999999998,"LINESTRING (11.5727065 47.6824821, 11.5726904 47.6823621, 11.5726563 47.6821827, 11.5726469 47.6820788, 11.5726544 47.6819728, 11.5726795 47.6818414, 11.5726825 47.6817937, 11.5726766 47.6817518)",,,,,,
"[41967530, 41967531, 230421942]",2,secondary,50,False,True,32.614000000000004,"LINESTRING (11.5727065 47.6824821, 11.5726297 47.682505, 11.5725793 47.6825153, 11.5724854 47.6825226, 11.5724137 47.6825265, 11.5722813 47.6825225)",St 2072,yes,,,,
941039678,2,primary_link,50,False,True,37.894000000000005,"LINESTRING (11.5727065 47.6824821, 11.5727008 47.6825466, 11.5727004 47.6826301, 11.572699 47.6827065, 11.5726932 47.6828227)",,,,,,
5655978,2,secondary,50,False,False,149.738,"LINESTRING (11.5735835 47.6824496, 11.5736695 47.6823564, 11.5737082 47.6822023, 11.5737134 47.6821905, 11.5737238 47.6821665, 11.5737975 47.6819584, 11.5738418 47.6817713, 11.5739072 47.6814852, 11.5739648 47.6811369)",,,Schützenstraße,,,
122911758,2,tertiary,50,False,False,27.546999999999997,"LINESTRING (11.5735835 47.6824496, 11.573682 47.6824318, 11.573926 47.6825031)",,,Isarstraße,,,
"[33055537, 941039674, 132512831]","['2', '3']",secondary,50,False,True,66.61599999999999,"LINESTRING (11.5735835 47.6824496, 11.5733259 47.6824365, 11.5731647 47.6824281, 11.5730855 47.6824249, 11.5729982 47.6824274, 11.5729042 47.6824405, 11.5728141 47.6824592, 11.5727065 47.6824821)",TÖL 16,,,,,
1061159951,,secondary,50,False,False,55.257999999999996,"LINESTRING (11.5735835 47.6824496, 11.5735503 47.6824914, 11.5735495 47.6826392, 11.5735376 47.6827412, 11.5735123 47.6829399)",,,Münchner Straße,,,
5655979,2,secondary,50,False,False,38.616,"LINESTRING (11.5742569 47.6799409, 11.5743131 47.6799476, 11.5743756 47.6799598, 11.5744815 47.6799931, 11.5747261 47.6800803)",,,Bahnhofstraße,,,
"[926259140, 1173073767, 5655978, 1047492155, 1047492156]",2,secondary,50,False,True,139.915,"LINESTRING (11.5742569 47.6799409, 11.5742058 47.679944, 11.5741592 47.6799671, 11.5741266 47.6799981, 11.5741071 47.6800243, 11.574093 47.6800564, 11.5740761 47.6801609, 11.5740621 47.6802722, 11.5740603 47.680286, 11.5740416 47.6804332, 11.574038 47.6804674, 11.5740061 47.6807719, 11.5739714 47.6810897, 11.5739648 47.6811369)",,,Schützenstraße,,,
5655979,2,secondary,50,False,False,79.16,"LINESTRING (11.5747261 47.6800803, 11.575308 47.6802924, 11.5756567 47.6804183)",,,Bahnhofstraße,,,
5655979,2,secondary,50,False,True,38.616,"LINESTRING (11.5747261 47.6800803, 11.5744815 47.6799931, 11.5743756 47.6799598, 11.5743131 47.6799476, 11.5742569 47.6799409)",,,Bahnhofstraße,,,
100688465,,residential,30,False,True,70.546,"LINESTRING (11.5747261 47.6800803, 11.5748204 47.6799255, 11.5748158 47.6798527, 11.5747858 47.6797895, 11.5747466 47.6796425, 11.5747456 47.6795372, 11.574759 47.6794645)",,,Dürrnbergstraße,,,
190917000,2,tertiary,50,False,True,17.54,"LINESTRING (11.5768274 47.6807012, 11.5769786 47.6808217)",,,Rathausplatz,,,
941039675,3,secondary,50,False,True,11.552,"LINESTRING (11.5768274 47.6807012, 11.5766742 47.6807136)",,,Bahnhofstraße,,,
5655981,,secondary,50,False,False,48.233,"LINESTRING (11.5768274 47.6807012, 11.57693 47.6806612, 11.5770302 47.6805905, 11.5771006 47.6805035, 11.5771961 47.6803601)",,,Karwendelstraße,,,
