osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
24739453,,Bahnhofstraße,tertiary,30,False,True,59.554,"LINESTRING (9.1000193 52.2397016, 9.0997204 52.2396622, 9.0994536 52.2396271, 9.0991622 52.2395953)",,
29308724,,Im Langen Kamp,residential,30,False,True,293.028,"LINESTRING (9.1000193 52.2397016, 9.1001331 52.2392277, 9.1001702 52.2391487, 9.1002299 52.2390823, 9.1003715 52.2389794, 9.1004621 52.2388765, 9.1005226 52.2387458, 9.1006258 52.2382671, 9.1006346 52.2381669, 9.1006199 52.2380808, 9.1006154 52.2380548, 9.1004426 52.2376721, 9.1002918 52.2373381, 9.1002697 52.237246, 9.1002777 52.2371678)",,
"[28449112, 28449113, 28405677]",,Wiesenstraße,"['residential', 'living_street']",30,False,False,243.468,"LINESTRING (9.1044336 52.2396622, 9.1044427 52.2395466, 9.1043665 52.239121, 9.1043183 52.2390189, 9.1042947 52.2388479, 9.1041935 52.2387047, 9.1041382 52.2384359, 9.1040964 52.238232, 9.1040689 52.2380979, 9.1038937 52.237853, 9.1038047 52.237628, 9.103812 52.2375268)",,"['4', '5']"
"[70916744, 70916706, 24739453, 395000590]",,Bahnhofstraße,tertiary,30,False,True,302.45,"LINESTRING (9.1044336 52.2396622, 9.1041733 52.2396448, 9.1033024 52.2396737, 9.1032103 52.2396794, 9.1030321 52.2396858, 9.102941 52.2397013, 9.1028861 52.2397106, 9.1028564 52.2397157, 9.1028231 52.2397198, 9.1025856 52.2397489, 9.1024803 52.2397612, 9.1023893 52.2397665, 9.1014379 52.2397812, 9.1006465 52.2397651, 9.1003716 52.2397437, 9.1000193 52.2397016)",yes,
302567216,,Bahnhofstraße,tertiary,30,False,False,151.51100000000002,"LINESTRING (9.1044336 52.2396622, 9.1044534 52.239664, 9.1055534 52.2397645, 9.1057524 52.2397827, 9.1061989 52.2398235, 9.1066344 52.2398631)",,5
28297123,,Friedrichstraße,residential,30,False,False,8.47,"LINESTRING (9.1066344 52.2398631, 9.1066827 52.2399333)",,5
"[28297122, 300955605]",,Arensburger Straße,tertiary,"['50', '30']",False,True,174.45000000000002,"LINESTRING (9.1066344 52.2398631, 9.106623 52.2397802, 9.1066138 52.239655, 9.1066299 52.2394865, 9.1066372 52.2392909, 9.106651 52.2390243, 9.1066897 52.2387708, 9.1067505 52.2385539, 9.1068708 52.2383103)",,
302567216,,Bahnhofstraße,tertiary,30,False,True,151.51100000000002,"LINESTRING (9.1066344 52.2398631, 9.1061989 52.2398235, 9.1057524 52.2397827, 9.1055534 52.2397645, 9.1044534 52.239664, 9.1044336 52.2396622)",,5
"[60105089, 60105084]",,Friedrichstraße,residential,30,False,True,305.489,"LINESTRING (9.1055467 52.2444508, 9.1054206 52.2442596, 9.1053704 52.2441533, 9.1053669 52.2440515, 9.1054007 52.2439665, 9.1054698 52.2438858, 9.1057778 52.2436329, 9.105811 52.2436025, 9.1059015 52.2435142, 9.1059787 52.2434023, 9.1060765 52.2431767, 9.1062778 52.2426169, 9.1063381 52.2424216, 9.1065462 52.2418692)",,5
60105090,,Parkstraße,residential,30,False,True,88.797,"LINESTRING (9.1055467 52.2444508, 9.1056369 52.2444435, 9.1057665 52.2444089, 9.1058861 52.2443551, 9.1060582 52.2442318, 9.1061979 52.2441516, 9.1063839 52.2440882, 9.1066325 52.2440558)",,
"[60105089, 60105084]",,Friedrichstraße,residential,30,False,False,305.489,"LINESTRING (9.1065462 52.2418692, 9.1063381 52.2424216, 9.1062778 52.2426169, 9.1060765 52.2431767, 9.1059787 52.2434023, 9.1059015 52.2435142, 9.105811 52.2436025, 9.1057778 52.2436329, 9.1054698 52.2438858, 9.1054007 52.2439665, 9.1053669 52.2440515, 9.1053704 52.2441533, 9.1054206 52.2442596, 9.1055467 52.2444508)",,5
300955602,,Am Kurpark,residential,,False,True,157.609,"LINESTRING (9.1065462 52.2418692, 9.1056955 52.2423957, 9.1052339 52.2426569, 9.1050299 52.2427506, 9.1048405 52.2428212)",,
363239044,,Friedrichstraße,residential,30,False,True,88.587,"LINESTRING (9.1065462 52.2418692, 9.1066031 52.2417481, 9.1067862 52.2414984, 9.1068448 52.2413929, 9.1068999 52.2412308, 9.1069094 52.241111)",,5
28351798,,Koppelsbruch,residential,,False,True,50.49,"LINESTRING (9.1063766 52.23797, 9.1056814 52.2381279)",,
28351786,,Jahnstraße,residential,,False,False,54.689,"LINESTRING (9.1063766 52.23797, 9.1061621 52.2376125, 9.1061124 52.2375627, 9.1060392 52.2375352)",,
28351786,,Jahnstraße,residential,,False,True,53.762,"LINESTRING (9.1063766 52.23797, 9.1064964 52.238156, 9.1065619 52.2382113, 9.1066477 52.238253, 9.1068708 52.2383103)",,
28351791,,Fritz-Reuter-Straße,residential,,False,False,93.47,"LINESTRING (9.1060392 52.2375352, 9.1046666 52.2375281)",,
28351786,,Jahnstraße,residential,,False,True,54.689,"LINESTRING (9.1060392 52.2375352, 9.1061124 52.2375627, 9.1061621 52.2376125, 9.1063766 52.23797)",,
260087074,,Jahnstraße,residential,,False,False,143.75499999999997,"LINESTRING (9.1060392 52.2375352, 9.1060448 52.2374619, 9.1060335 52.2373997, 9.1056865 52.2368277, 9.1056075 52.2367424, 9.1054925 52.2366553, 9.1053509 52.2365832, 9.1051443 52.2365145, 9.1050821 52.2365037, 9.1050164 52.2365032)",,
28351789,,Martin-Luther-Straße,residential,,False,False,120.93,"LINESTRING (9.1050164 52.2365032, 9.1049478 52.2365253, 9.1049028 52.2365663, 9.104754 52.2367489, 9.1046882 52.2368733, 9.1046621 52.2369955, 9.1046666 52.2375281)",,
260087074,,Jahnstraße,residential,,False,True,143.755,"LINESTRING (9.1050164 52.2365032, 9.1050821 52.2365037, 9.1051443 52.2365145, 9.1053509 52.2365832, 9.1054925 52.2366553, 9.1056075 52.2367424, 9.1056865 52.2368277, 9.1060335 52.2373997, 9.1060448 52.2374619, 9.1060392 52.2375352)",,
28351791,,Fritz-Reuter-Straße,residential,,False,False,58.194,"LINESTRING (9.1046666 52.2375281, 9.103812 52.2375268)",,
28351791,,Fritz-Reuter-Straße,residential,,False,True,93.47,"LINESTRING (9.1046666 52.2375281, 9.1060392 52.2375352)",,
28351789,,Martin-Luther-Straße,residential,,False,True,120.92999999999999,"LINESTRING (9.1046666 52.2375281, 9.1046621 52.2369955, 9.1046882 52.2368733, 9.104754 52.2367489, 9.1049028 52.2365663, 9.1049478 52.2365253, 9.1050164 52.2365032)",,
28351791,,Fritz-Reuter-Straße,residential,,False,True,58.194,"LINESTRING (9.103812 52.2375268, 9.1046666 52.2375281)",,
"[28449112, 28449113, 28405677]",,Wiesenstraße,"['residential', 'living_street']",30,False,True,243.46800000000002,"LINESTRING (9.103812 52.2375268, 9.1038047 52.237628, 9.1038937 52.237853, 9.1040689 52.2380979, 9.1040964 52.238232, 9.1041382 52.2384359, 9.1041935 52.2387047, 9.1042947 52.2388479, 9.1043183 52.2390189, 9.1043665 52.239121, 9.1044427 52.2395466, 9.1044336 52.2396622)",,"['4', '5']"
28351798,,Koppelsbruch,residential,,False,False,50.49,"LINESTRING (9.1056814 52.2381279, 9.1063766 52.23797)",,
363239044,,Friedrichstraße,residential,30,False,False,88.587,"LINESTRING (9.1069094 52.241111, 9.1068999 52.2412308, 9.1068448 52.2413929, 9.1067862 52.2414984, 9.1066031 52.2417481, 9.1065462 52.2418692)",,5
"[363239043, 363239044, 28297123]",,Friedrichstraße,residential,30,False,True,132.141,"LINESTRING (9.1069094 52.241111, 9.1069027 52.2409878, 9.1068734 52.2407766, 9.106837 52.2405817, 9.1067826 52.2401911, 9.1066827 52.2399333)",,5
60105090,,Parkstraße,residential,30,False,False,88.797,"LINESTRING (9.1066325 52.2440558, 9.1063839 52.2440882, 9.1061979 52.2441516, 9.1060582 52.2442318, 9.1058861 52.2443551, 9.1057665 52.2444089, 9.1056369 52.2444435, 9.1055467 52.2444508)",,
97859536,,Wilhelmstraße,residential,50,False,False,51.201,"LINESTRING (9.0938516 52.2385618, 9.0945226 52.2387696)",,
97859536,,Wilhelmstraße,residential,50,False,True,3.081,"LINESTRING (9.0938516 52.2385618, 9.0938098 52.2385512)",,
28377541,,Theodor-Heuss-Straße,residential,50,False,True,77.176,"LINESTRING (9.0938516 52.2385618, 9.0938128 52.2391161, 9.0937068 52.2392393)",,
97859536,,Wilhelmstraße,residential,50,False,False,75.464,"LINESTRING (9.0945226 52.2387696, 9.0955094 52.2390785)",,
97859536,,Wilhelmstraße,residential,50,False,True,51.201,"LINESTRING (9.0945226 52.2387696, 9.0938516 52.2385618)",,
28377540,,Friedrich-Ebert-Straße,residential,50,False,True,132.11499999999998,"LINESTRING (9.0945226 52.2387696, 9.0944714 52.239177, 9.0944333 52.2392819, 9.0942877 52.2394402, 9.0941748 52.2395337, 9.093685 52.2397573)",,
97859536,,Wilhelmstraße,residential,50,False,True,75.464,"LINESTRING (9.0955094 52.2390785, 9.0945226 52.2387696)",,
28377539,,Thomas-Mann-Straße,residential,,False,True,323.842,"LINESTRING (9.0955094 52.2390785, 9.0953879 52.2385533, 9.0953108 52.2382212, 9.0952448 52.2379362, 9.095201 52.2377469, 9.0951289 52.2374477, 9.0950664 52.2371881, 9.0950835 52.2370878, 9.0951983 52.2370182, 9.0955784 52.236999, 9.096017 52.2370103, 9.0965032 52.2370505)",,
97859536,,Wilhelmstraße,residential,50,False,False,93.105,"LINESTRING (9.0955094 52.2390785, 9.0961393 52.2392204, 9.0968094 52.239336)",,
28377539,,Thomas-Mann-Straße,residential,,False,False,73.16,"LINESTRING (9.0975923 52.2394936, 9.0977821 52.238846)",,
97859536,,Wilhelmstraße,residential,50,False,False,112.08999999999999,"LINESTRING (9.0975923 52.2394936, 9.0981582 52.2397018, 9.0982338 52.2397207, 9.0985982 52.2397937, 9.0988649 52.2398114, 9.0989102 52.2398144, 9.0991161 52.2398281)",,
97859536,,Wilhelmstraße,residential,50,False,True,56.324,"LINESTRING (9.0975923 52.2394936, 9.0972483 52.2394015, 9.0968094 52.239336)",,
28377539,,Thomas-Mann-Straße,residential,,False,False,323.84200000000004,"LINESTRING (9.0965032 52.2370505, 9.096017 52.2370103, 9.0955784 52.236999, 9.0951983 52.2370182, 9.0950835 52.2370878, 9.0950664 52.2371881, 9.0951289 52.2374477, 9.095201 52.2377469, 9.0952448 52.2379362, 9.0953108 52.2382212, 9.0953879 52.2385533, 9.0955094 52.2390785)",,
28377539,,Thomas-Mann-Straße,residential,,False,True,38.888999999999996,"LINESTRING (9.0965032 52.2370505, 9.096782 52.2370647, 9.0970732 52.2370594)",,
28437377,,Franz-Liszt-Straße,residential,,False,True,247.50200000000004,"LINESTRING (9.0965032 52.2370505, 9.0965624 52.2372665, 9.0966833 52.2377082, 9.0967467 52.2379795, 9.0967623 52.238046, 9.0967933 52.2381818, 9.0968212 52.2383087, 9.0968794 52.238563, 9.0968974 52.2386377, 9.0969392 52.2387118, 9.097 52.2387407, 9.0970532 52.238766, 9.0977821 52.238846)",,
28377541,,Theodor-Heuss-Straße,residential,50,False,False,77.176,"LINESTRING (9.0937068 52.2392393, 9.0938128 52.2391161, 9.0938516 52.2385618)",,
28437374,,Julianenstraße,residential,50,False,False,214.713,"LINESTRING (9.0995222 52.2446651, 9.0993092 52.2445493, 9.0973156 52.2432862)",,
28437374,,Julianenstraße,residential,50,False,True,120.369,"LINESTRING (9.0995222 52.2446651, 9.0996401 52.2447292, 9.0998107 52.2448302, 9.0999443 52.2448732, 9.1000876 52.2449032, 9.1002571 52.2448955, 9.100395 52.2448607, 9.1005474 52.2447769, 9.100637 52.2446978, 9.10078 52.2446136, 9.1009478 52.2445577)",,
28451361,,Fürst-Adolf-Straße,residential,50,False,False,315.43800000000005,"LINESTRING (9.0995222 52.2446651, 9.0996047 52.2445364, 9.0997007 52.244363, 9.0997201 52.244284, 9.0997104 52.2442011, 9.0996579 52.2441168, 9.0992801 52.2436863, 9.0991189 52.2434079, 9.0989222 52.2430998, 9.0984832 52.2425644, 9.0983282 52.2423466, 9.098231 52.2421477, 9.0981817 52.2420492)",,
28437270,,Harrlallee,residential,50,False,True,189.757,"LINESTRING (9.0979842 52.241385, 9.0952664 52.2417627)",,
28437270,,Harrlallee,residential,50,False,False,69.99,"LINESTRING (9.0979842 52.241385, 9.0988753 52.2412649, 9.0989881 52.2412497)",,
28451361,,Fürst-Adolf-Straße,residential,50,False,True,75.073,"LINESTRING (9.0979842 52.241385, 9.0980208 52.2415063, 9.0981526 52.2419621, 9.0981817 52.2420492)",,
28437270,,Harrlallee,residential,50,False,True,69.99,"LINESTRING (9.0989881 52.2412497, 9.0988753 52.2412649, 9.0979842 52.241385)",,
294028776,L 451,Bückeburger Straße,secondary,50,False,True,158.49200000000002,"LINESTRING (9.0989881 52.2412497, 9.0989969 52.240753, 9.0990072 52.2404378, 9.0990489 52.2401869, 9.0990738 52.2400542, 9.0991161 52.2398281)",,
302567217,L 451,Bückeburger Straße,secondary,50,False,False,391.82699999999994,"LINESTRING (9.0989881 52.2412497, 9.0990041 52.2413717, 9.0990125 52.2414038, 9.0990673 52.2416122, 9.0991421 52.2417887, 9.0993674 52.2421244, 9.1002719 52.2433805, 9.1003718 52.2435197, 9.1007553 52.2440561, 9.1009954 52.2443896, 9.1010841 52.2445161)",,
28437270,,Harrlallee,residential,50,False,False,46.978,"LINESTRING (9.0940457 52.2419277, 9.0947184 52.2418338)",,
28437289,,Harrlallee,residential,50,False,False,123.548,"LINESTRING (9.0938783 52.2408684, 9.0939979 52.241, 9.0944089 52.2412867, 9.0947184 52.2418338)",,
28437270,,Harrlallee,residential,50,False,False,38.141,"LINESTRING (9.0947184 52.2418338, 9.0952664 52.2417627)",,
28437270,,Harrlallee,residential,50,False,True,46.978,"LINESTRING (9.0947184 52.2418338, 9.0940457 52.2419277)",,
28437289,,Harrlallee,residential,50,False,True,123.548,"LINESTRING (9.0947184 52.2418338, 9.0944089 52.2412867, 9.0939979 52.241, 9.0938783 52.2408684)",,
28437351,,Herminenstraße,residential,50,False,False,144.786,"LINESTRING (9.0981817 52.2420492, 9.09804 52.242088, 9.0975377 52.242257, 9.096936 52.242425, 9.0965028 52.2425267, 9.0962448 52.2425811)",,
28451361,,Fürst-Adolf-Straße,residential,50,False,False,75.073,"LINESTRING (9.0981817 52.2420492, 9.0981526 52.2419621, 9.0980208 52.2415063, 9.0979842 52.241385)",,
28451361,,Fürst-Adolf-Straße,residential,50,False,True,315.438,"LINESTRING (9.0981817 52.2420492, 9.098231 52.2421477, 9.0983282 52.2423466, 9.0984832 52.2425644, 9.0989222 52.2430998, 9.0991189 52.2434079, 9.0992801 52.2436863, 9.0996579 52.2441168, 9.0997104 52.2442011, 9.0997201 52.244284, 9.0997007 52.244363, 9.0996047 52.2445364, 9.0995222 52.2446651)",,
28437351,,Herminenstraße,residential,50,False,True,18.79,"LINESTRING (9.0959898 52.2426396, 9.0960549 52.2426114, 9.0962448 52.2425811)",,
28437374,,Julianenstraße,residential,50,False,False,118.169,"LINESTRING (9.0959898 52.2426396, 9.0957612 52.2425891, 9.0956221 52.2425416, 9.0955277 52.2424656, 9.095302 52.2418676, 9.0952664 52.2417627)",,
28437374,,Julianenstraße,residential,50,False,True,115.512,"LINESTRING (9.0959898 52.2426396, 9.0968262 52.2430195, 9.0973156 52.2432862)",,
28437270,,Harrlallee,residential,50,False,False,189.757,"LINESTRING (9.0952664 52.2417627, 9.0979842 52.241385)",,
28437270,,Harrlallee,residential,50,False,True,38.141,"LINESTRING (9.0952664 52.2417627, 9.0947184 52.2418338)",,
28437374,,Julianenstraße,residential,50,False,True,118.169,"LINESTRING (9.0952664 52.2417627, 9.095302 52.2418676, 9.0955277 52.2424656, 9.0956221 52.2425416, 9.0957612 52.2425891, 9.0959898 52.2426396)",,
28377539,,Thomas-Mann-Straße,residential,,False,True,73.16,"LINESTRING (9.0977821 52.238846, 9.0975923 52.2394936)",,
28377539,,Thomas-Mann-Straße,residential,,False,False,279.946,"LINESTRING (9.0977821 52.238846, 9.09785 52.2386606, 9.0981406 52.2378679, 9.0982565 52.2372286, 9.0982222 52.2370832, 9.0980324 52.237013, 9.0970732 52.2370594)",,
28437377,,Franz-Liszt-Straße,residential,,False,False,247.50199999999995,"LINESTRING (9.0977821 52.238846, 9.0970532 52.238766, 9.097 52.2387407, 9.0969392 52.2387118, 9.0968974 52.2386377, 9.0968794 52.238563, 9.0968212 52.2383087, 9.0967933 52.2381818, 9.0967623 52.238046, 9.0967467 52.2379795, 9.0966833 52.2377082, 9.0965624 52.2372665, 9.0965032 52.2370505)",,
29308724,,Im Langen Kamp,residential,30,False,False,293.02799999999996,"LINESTRING (9.1002777 52.2371678, 9.1002697 52.237246, 9.1002918 52.2373381, 9.1004426 52.2376721, 9.1006154 52.2380548, 9.1006199 52.2380808, 9.1006346 52.2381669, 9.1006258 52.2382671, 9.1005226 52.2387458, 9.1004621 52.2388765, 9.1003715 52.2389794, 9.1002299 52.2390823, 9.1001702 52.2391487, 9.1001331 52.2392277, 9.1000193 52.2397016)",,
37106093,,Kurze Straße,residential,50,False,False,130.122,"LINESTRING (9.0968094 52.239336, 9.0966671 52.2395963, 9.0966097 52.2396342, 9.0958323 52.240148, 9.0956729 52.2402533)",,
97859536,,Wilhelmstraße,residential,50,False,False,56.324,"LINESTRING (9.0968094 52.239336, 9.0972483 52.2394015, 9.0975923 52.2394936)",,
97859536,,Wilhelmstraße,residential,50,False,True,93.105,"LINESTRING (9.0968094 52.239336, 9.0961393 52.2392204, 9.0955094 52.2390785)",,
37106093,,Kurze Straße,residential,50,False,True,130.122,"LINESTRING (9.0956729 52.2402533, 9.0958323 52.240148, 9.0966097 52.2396342, 9.0966671 52.2395963, 9.0968094 52.239336)",,
300955609,,Kurze Straße,residential,,False,False,78.607,"LINESTRING (9.0956729 52.2402533, 9.0957201 52.2403258, 9.0957042 52.2404891, 9.0956007 52.2405329, 9.0954733 52.2404355, 9.0954465 52.2403619, 9.0954773 52.2403161, 9.0955689 52.2402698, 9.0956729 52.2402533)",,
300955609,,Kurze Straße,residential,,False,True,78.607,"LINESTRING (9.0956729 52.2402533, 9.0955689 52.2402698, 9.0954773 52.2403161, 9.0954465 52.2403619, 9.0954733 52.2404355, 9.0956007 52.2405329, 9.0957042 52.2404891, 9.0957201 52.2403258, 9.0956729 52.2402533)",,
45071961,,Brunnenpromenade,residential,,False,True,121.05499999999999,"LINESTRING (9.1021308 52.2437306, 9.1021383 52.2438468, 9.1020996 52.2439641, 9.1020648 52.2440004, 9.1019943 52.2440737, 9.1018077 52.2442182, 9.1016248 52.2443335, 9.101613 52.244339, 9.101436 52.2444211, 9.1012669 52.2444632, 9.1012091 52.2444799, 9.1010841 52.2445161)",,
45490895,,Auf der Bult,residential,,False,False,70.169,"LINESTRING (9.0970232 52.2364291, 9.0970732 52.2370594)",,
45490999,,Auf der Bult,residential,,False,True,91.316,"LINESTRING (9.0970232 52.2364291, 9.0983636 52.2364048)",,
45490999,,Auf der Bult,residential,,False,False,91.316,"LINESTRING (9.0983636 52.2364048, 9.0970232 52.2364291)",,
45490895,,Auf der Bult,residential,,False,True,70.169,"LINESTRING (9.0970732 52.2370594, 9.0970232 52.2364291)",,
28377539,,Thomas-Mann-Straße,residential,,False,False,38.888999999999996,"LINESTRING (9.0970732 52.2370594, 9.096782 52.2370647, 9.0965032 52.2370505)",,
28377539,,Thomas-Mann-Straße,residential,,False,True,279.94599999999997,"LINESTRING (9.0970732 52.2370594, 9.0980324 52.237013, 9.0982222 52.2370832, 9.0982565 52.2372286, 9.0981406 52.2378679, 9.09785 52.2386606, 9.0977821 52.238846)",,
224784263,,Dr.-Faber-Straße,residential,,False,True,120.007,"LINESTRING (9.0970165 52.2443442, 9.0970424 52.244013, 9.0971414 52.2436321, 9.0973156 52.2432862)",,
97859536,,Wilhelmstraße,residential,50,False,False,3.081,"LINESTRING (9.0938098 52.2385512, 9.0938516 52.2385618)",,
97859534,,Heinrich-Heine-Straße,residential,,False,True,87.90599999999999,"LINESTRING (9.0938098 52.2385512, 9.0938601 52.2383974, 9.0938775 52.2382284, 9.0938464 52.2379062, 9.0938203 52.2377655)",,
97859532,,Käthe-Kollwitz-Straße,residential,,False,False,57.889,"LINESTRING (9.092972 52.2377997, 9.0938203 52.2377655)",,
97859535,,Am Golfplatz,residential,,False,True,222.478,"LINESTRING (9.092972 52.2377997, 9.0928618 52.2373464, 9.0927698 52.236968, 9.0926742 52.2365864, 9.0927754 52.2364316, 9.0929523 52.2363495, 9.0931715 52.2363382, 9.0934228 52.2364069, 9.09363 52.2365169)",,
97859532,,Käthe-Kollwitz-Straße,residential,,False,True,57.889,"LINESTRING (9.0938203 52.2377655, 9.092972 52.2377997)",,
97859534,,Heinrich-Heine-Straße,residential,,False,False,87.906,"LINESTRING (9.0938203 52.2377655, 9.0938464 52.2379062, 9.0938775 52.2382284, 9.0938601 52.2383974, 9.0938098 52.2385512)",,
97859534,,Heinrich-Heine-Straße,residential,,False,True,140.255,"LINESTRING (9.0938203 52.2377655, 9.0938166 52.2376417, 9.093586 52.236648, 9.09363 52.2365169)",,
97859534,,Heinrich-Heine-Straße,residential,,False,False,140.255,"LINESTRING (9.09363 52.2365169, 9.093586 52.236648, 9.0938166 52.2376417, 9.0938203 52.2377655)",,
97859535,,Am Golfplatz,residential,,False,False,222.478,"LINESTRING (9.09363 52.2365169, 9.0934228 52.2364069, 9.0931715 52.2363382, 9.0929523 52.2363495, 9.0927754 52.2364316, 9.0926742 52.2365864, 9.0927698 52.236968, 9.0928618 52.2373464, 9.092972 52.2377997)",,
28437374,,Julianenstraße,residential,50,False,True,10.369,"LINESTRING (9.1009478 52.2445577, 9.1010841 52.2445161)",,
28437374,,Julianenstraße,residential,50,False,False,120.36899999999999,"LINESTRING (9.1009478 52.2445577, 9.10078 52.2446136, 9.100637 52.2446978, 9.1005474 52.2447769, 9.100395 52.2448607, 9.1002571 52.2448955, 9.1000876 52.2449032, 9.0999443 52.2448732, 9.0998107 52.2448302, 9.0996401 52.2447292, 9.0995222 52.2446651)",,
28437374,,Julianenstraße,residential,50,False,False,115.512,"LINESTRING (9.0973156 52.2432862, 9.0968262 52.2430195, 9.0959898 52.2426396)",,
28437374,,Julianenstraße,residential,50,False,True,214.713,"LINESTRING (9.0973156 52.2432862, 9.0993092 52.2445493, 9.0995222 52.2446651)",,
224784263,,Dr.-Faber-Straße,residential,,False,False,120.007,"LINESTRING (9.0973156 52.2432862, 9.0971414 52.2436321, 9.0970424 52.244013, 9.0970165 52.2443442)",,
300955602,,Am Kurpark,residential,,False,False,157.60899999999998,"LINESTRING (9.1048405 52.2428212, 9.1050299 52.2427506, 9.1052339 52.2426569, 9.1056955 52.2423957, 9.1065462 52.2418692)",,
28297123,,Friedrichstraße,residential,30,False,True,8.47,"LINESTRING (9.1066827 52.2399333, 9.1066344 52.2398631)",,5
"[363239044, 28297123, 363239043]",,Friedrichstraße,residential,30,False,False,132.14100000000002,"LINESTRING (9.1066827 52.2399333, 9.1067826 52.2401911, 9.106837 52.2405817, 9.1068734 52.2407766, 9.1069027 52.2409878, 9.1069094 52.241111)",,5
1211643496,,Herminenstraße,residential,50,False,False,81.172,"LINESTRING (9.0962448 52.2425811, 9.0959609 52.2418721)",,
28437351,,Herminenstraße,residential,50,False,False,18.79,"LINESTRING (9.0962448 52.2425811, 9.0960549 52.2426114, 9.0959898 52.2426396)",,
28437351,,Herminenstraße,residential,50,False,True,144.786,"LINESTRING (9.0962448 52.2425811, 9.0965028 52.2425267, 9.096936 52.242425, 9.0975377 52.242257, 9.09804 52.242088, 9.0981817 52.2420492)",,
28377540,,Friedrich-Ebert-Straße,residential,50,False,False,132.115,"LINESTRING (9.093685 52.2397573, 9.0941748 52.2395337, 9.0942877 52.2394402, 9.0944333 52.2392819, 9.0944714 52.239177, 9.0945226 52.2387696)",,
28377540,,Friedrich-Ebert-Straße,residential,50,False,True,76.628,"LINESTRING (9.093685 52.2397573, 9.0934656 52.2398425, 9.0930477 52.2398815, 9.092606 52.239862)",,
300955608,,Im Winkel,residential,50,False,False,93.969,"LINESTRING (9.093685 52.2397573, 9.0939838 52.240024, 9.0941929 52.2400701, 9.094333 52.2400808, 9.0948177 52.2401179)",,
28377540,,Friedrich-Ebert-Straße,residential,50,False,False,76.628,"LINESTRING (9.092606 52.239862, 9.0930477 52.2398815, 9.0934656 52.2398425, 9.093685 52.2397573)",,
300955608,,Im Winkel,residential,50,False,True,93.969,"LINESTRING (9.0948177 52.2401179, 9.094333 52.2400808, 9.0941929 52.2400701, 9.0939838 52.240024, 9.093685 52.2397573)",,
1211643496,,Herminenstraße,residential,50,False,True,81.172,"LINESTRING (9.0959609 52.2418721, 9.0962448 52.2425811)",,
