osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes,width
"[107117026, 1136529710]",Bahnhofstraße,secondary,False,False,227.241,"LINESTRING (11.1931809 54.4409023, 11.1942665 54.4405503, 11.1945888 54.4404581, 11.1949415 54.4403749, 11.1952216 54.4403187, 11.1953413 54.440299, 11.1954713 54.4402808, 11.1958016 54.4402393, 11.1963626 54.440186, 11.1964323 54.4401795)",L 209,50,,,
31019975,Niendorfer Straße,secondary,True,False,106.34600000000002,"LINESTRING (11.1982478 54.4407576, 11.1976919 54.4405156, 11.1970947 54.4402899, 11.1969204 54.4402333, 11.196887 54.4402224)",L 209,50,,2,
104244351,Kantstraße,residential,False,False,73.078,"LINESTRING (11.1997087 54.4383261, 11.2001535 54.4383714, 11.2008316 54.4383844)",,,,,
104244353,Osterstraße,secondary,True,False,284.882,"LINESTRING (11.1997087 54.4383261, 11.1996537 54.4384562, 11.1994707 54.4388895, 11.1993721 54.439108, 11.199194 54.439503, 11.1991466 54.439608, 11.1990927 54.4397297, 11.1990246 54.4398432, 11.1988692 54.4401467, 11.1987833 54.440307, 11.1985414 54.440756, 11.1985178 54.4407915)",L 209,30,,2,
"[5079179, 350010639]",Osterstraße,secondary,True,False,89.66499999999999,"LINESTRING (11.1998425 54.4375239, 11.1998355 54.437667, 11.1998011 54.4378626, 11.1997724 54.4380082, 11.1997482 54.4381313, 11.1997417 54.4381633, 11.1997087 54.4383261)",L 209,50,,2,
104265174,Frederick-Schumacher-Straße,residential,False,False,158.59300000000002,"LINESTRING (11.1998425 54.4375239, 11.2001263 54.4375282, 11.2003793 54.4375286, 11.2006209 54.4375289, 11.2008806 54.4375292, 11.2011617 54.4375245, 11.201277 54.4375152, 11.2013926 54.4374962, 11.2014406 54.4374637, 11.2014719 54.4374234, 11.2015023 54.4369895)",,50,,,
5079179,Osterstraße,secondary,True,False,131.722,"LINESTRING (11.199478 54.4363658, 11.1996582 54.4366987, 11.1996923 54.4367618, 11.1997623 54.4369601, 11.1998119 54.4371188, 11.1998366 54.4372956, 11.1998425 54.4375239)",L 209,50,,2,
5079180,Sahrensdorfer Straße,secondary,False,False,117.90299999999999,"LINESTRING (11.199478 54.4363658, 11.1996496 54.4362745, 11.199903 54.4361744, 11.2003883 54.4360062, 11.201047 54.4358382)",L 209,50,,2,
5079180,Sahrensdorfer Straße,secondary,False,True,117.90299999999999,"LINESTRING (11.201047 54.4358382, 11.2003883 54.4360062, 11.199903 54.4361744, 11.1996496 54.4362745, 11.199478 54.4363658)",L 209,50,,2,
104265174,Frederick-Schumacher-Straße,residential,False,True,132.524,"LINESTRING (11.201047 54.4358382, 11.2012529 54.4361343, 11.2014101 54.43645, 11.2014889 54.4367024, 11.2015023 54.4369895)",,50,,,
143520684,Sahrensdorfer Straße,secondary,False,False,169.375,"LINESTRING (11.201047 54.4358382, 11.2012558 54.4357792, 11.2022191 54.4355629, 11.2035031 54.4353126)",L 209,50,,,
"[143520530, 143520531]",Sahrensdorfer Straße,secondary,False,True,73.478,"LINESTRING (11.2045828 54.435107, 11.2037331 54.435271, 11.2035031 54.4353126)",L 209,50,,,
15038699,Wilhelmstraße,residential,False,False,90.407,"LINESTRING (11.191226 54.4401605, 11.1913053 54.4400718, 11.1920853 54.4395216)",,,,,
15038699,Wilhelmstraße,residential,False,True,107.344,"LINESTRING (11.191226 54.4401605, 11.1911753 54.4403044, 11.191146 54.4405422, 11.1912091 54.44099, 11.1912373 54.441037, 11.191298 54.4411099)",,,,,
961872770,Gartenstraße,residential,False,False,308.557,"LINESTRING (11.191226 54.4401605, 11.191098 54.4401241, 11.1910162 54.4401141, 11.1899923 54.4401491, 11.1899182 54.4401395, 11.1898798 54.4401077, 11.1898617 54.4400701, 11.1898099 54.4396842, 11.1897977 54.439529, 11.1898305 54.439463, 11.1898772 54.4393922, 11.1898856 54.4393534, 11.1898835 54.4393102, 11.1897913 54.4390699, 11.1896214 54.4386491, 11.1896135 54.4386041, 11.1895808 54.4381726)",,,,,
34305247,Am Mellenthinplatz,residential,False,False,92.232,"LINESTRING (11.1920853 54.4395216, 11.1934454 54.4392719)",,,,,
15038699,Wilhelmstraße,residential,False,True,90.407,"LINESTRING (11.1920853 54.4395216, 11.1913053 54.4400718, 11.191226 54.4401605)",,,,,
34305245,Wilhelmstraße,residential,False,True,130.94400000000002,"LINESTRING (11.1920853 54.4395216, 11.1921207 54.4393829, 11.1920979 54.4393251, 11.192043 54.4391856, 11.1917562 54.4384575, 11.1918003 54.4383733)",,,,,
25996319,Hinterm Kirchhof,residential,False,True,122.301,"LINESTRING (11.1943641 54.4376081, 11.1943961 54.4374502, 11.1943041 54.4371088, 11.1942882 54.4369434, 11.1942469 54.4365144)",,,,,
34037131,Mühlenstraße,residential,False,False,48.178,"LINESTRING (11.1943641 54.4376081, 11.1942812 54.4377123, 11.1941335 54.4378457, 11.1939206 54.4379467)",,,,,
235115565,Hinterm Kirchhof,residential,True,False,52.9,"LINESTRING (11.1943641 54.4376081, 11.1944886 54.4376456, 11.1945414 54.4380386)",,,,,
28078090,Mühlenstraße,residential,False,False,41.427,"LINESTRING (11.1939206 54.4379467, 11.1945414 54.4380386)",,,,,
34037131,Mühlenstraße,residential,False,True,48.178,"LINESTRING (11.1939206 54.4379467, 11.1941335 54.4378457, 11.1942812 54.4377123, 11.1943641 54.4376081)",,,,,
407517224,Mühlenstraße,residential,False,False,54.522000000000006,"LINESTRING (11.1939206 54.4379467, 11.1936006 54.4380588, 11.1931913 54.4381926)",,,,,
34305246,Mühlenstraße,residential,False,False,92.7,"LINESTRING (11.1931913 54.4381926, 11.192665 54.4383021, 11.192218 54.4383257, 11.1918003 54.4383733)",,,,,
301128251,Am Mellenthinplatz,residential,False,True,121.36500000000001,"LINESTRING (11.1931913 54.4381926, 11.193218 54.438251, 11.1932414 54.4384765, 11.1932715 54.4386827, 11.1933183 54.4388868, 11.1934153 54.4391552, 11.1934454 54.4392719)",,,,,
407517224,Mühlenstraße,residential,False,True,54.522000000000006,"LINESTRING (11.1931913 54.4381926, 11.1936006 54.4380588, 11.1939206 54.4379467)",,,,,
34305245,Wilhelmstraße,residential,False,False,130.94400000000002,"LINESTRING (11.1918003 54.4383733, 11.1917562 54.4384575, 11.192043 54.4391856, 11.1920979 54.4393251, 11.1921207 54.4393829, 11.1920853 54.4395216)",,,,,
34305246,Mühlenstraße,residential,False,True,92.7,"LINESTRING (11.1918003 54.4383733, 11.192218 54.4383257, 11.192665 54.4383021, 11.1931913 54.4381926)",,,,,
444116779,Mühlenstraße,residential,False,False,146.23700000000002,"LINESTRING (11.1918003 54.4383733, 11.1916559 54.4383347, 11.1905016 54.438189, 11.1895808 54.4381726)",,,,,
23906238,Weidenweg,residential,False,True,95.484,"LINESTRING (11.1910754 54.4351032, 11.1905336 54.435902)",,30,,,
23906238,Weidenweg,residential,False,False,95.484,"LINESTRING (11.1905336 54.435902, 11.1910754 54.4351032)",,30,,,
23906238,Weidenweg,residential,False,True,62.958,"LINESTRING (11.1905336 54.435902, 11.1895948 54.4357522)",,30,,,
25996524,Weidenweg,residential,False,False,87.263,"LINESTRING (11.1905336 54.435902, 11.1901325 54.4366513)",,30,,,
23906238,Weidenweg,residential,False,False,62.958,"LINESTRING (11.1895948 54.4357522, 11.1905336 54.435902)",,30,,,
967055031,Weidenweg,residential,False,True,30.37,"LINESTRING (11.1895948 54.4357522, 11.1894706 54.4360156)",,,,,
25996524,Weidenweg,residential,False,True,87.263,"LINESTRING (11.1901325 54.4366513, 11.1905336 54.435902)",,30,,,
104281410,Wiesenweg,residential,False,True,85.075,"LINESTRING (11.1901325 54.4366513, 11.1907396 54.4367715, 11.1914094 54.4368161)",,30,,,
473961733,,residential,False,True,4.422,"LINESTRING (11.1974163 54.4417771, 11.1974682 54.4417512)",,,,,
36480698,,residential,False,True,90.232,"LINESTRING (11.1974163 54.4417771, 11.1975237 54.4419094, 11.1976837 54.4420393, 11.1981022 54.4422718, 11.1983177 54.4423849)",,,,,
83822691,Nordermühle,residential,False,True,159.94400000000002,"LINESTRING (11.1974163 54.4417771, 11.1972444 54.4418964, 11.1968509 54.4422689, 11.1966102 54.442614, 11.19638 54.4429431, 11.1963177 54.4430553)",,,,,
28078090,Mühlenstraße,residential,False,True,41.427,"LINESTRING (11.1945414 54.4380386, 11.1939206 54.4379467)",,,,,
28078090,Mühlenstraße,residential,False,False,100.195,"LINESTRING (11.1945414 54.4380386, 11.1949161 54.4379793, 11.1955181 54.4378608, 11.1959785 54.4377135)",,,,,
"[28144163, 34305247]",Am Mellenthinplatz,residential,False,"[False, True]",203.835,"LINESTRING (11.1945414 54.4380386, 11.1946456 54.4385069, 11.1947053 54.4388847, 11.1947028 54.4391161, 11.1943821 54.4391291, 11.1934454 54.4392719)",,,,,
28078090,Mühlenstraße,residential,False,True,100.195,"LINESTRING (11.1959785 54.4377135, 11.1955181 54.4378608, 11.1949161 54.4379793, 11.1945414 54.4380386)",,,,,
28144162,Ohrtstraße,residential,False,False,87.22300000000001,"LINESTRING (11.1959785 54.4377135, 11.1957019 54.4373865, 11.1953508 54.4370195)",,,,,
235115569,Ohrtstraße,residential,False,True,64.018,"LINESTRING (11.1959785 54.4377135, 11.1960358 54.4377741, 11.1961959 54.4379435, 11.1962435 54.4380318, 11.1962685 54.4381264, 11.1962652 54.4382514)",,20,,,
28144159,Ohrtstraße,residential,False,False,28.781,"LINESTRING (11.1960702 54.4385621, 11.1956475 54.4384811)",,20,,1,
"[28144158, 28144159]","['Am Markt', 'Ohrtstraße']",residential,False,True,103.401,"LINESTRING (11.1960702 54.4385621, 11.1964597 54.4386562, 11.1966785 54.4386959, 11.196898 54.4387256, 11.1972397 54.4387718, 11.1975392 54.438818, 11.1975991 54.4388272)",,20,,1,
28144161,Ohrtstraße,residential,True,False,36.798,"LINESTRING (11.1960702 54.4385621, 11.1961762 54.4384092, 11.1962652 54.4382514)",,20,,,3.3
28144159,Ohrtstraße,residential,False,True,28.781,"LINESTRING (11.1956475 54.4384811, 11.1960702 54.4385621)",,20,,1,
235115569,Ohrtstraße,residential,False,False,64.018,"LINESTRING (11.1962652 54.4382514, 11.1962685 54.4381264, 11.1962435 54.4380318, 11.1961959 54.4379435, 11.1960358 54.4377741, 11.1959785 54.4377135)",,20,,,
28078088,Kaestnerstraße,residential,False,False,218.387,"LINESTRING (11.1947576 54.4415052, 11.1959269 54.441367, 11.1969754 54.441243, 11.1971944 54.441261, 11.1972836 54.4413417, 11.1974682 54.4417512)",,,,,
28078088,Kaestnerstraße,residential,False,True,141.18399999999997,"LINESTRING (11.1947576 54.4415052, 11.1941109 54.4415291, 11.1938309 54.4415079, 11.1936372 54.4414321, 11.1935049 54.4412983, 11.1933999 54.4411703, 11.1932459 54.4409827, 11.1931809 54.4409023)",,,,,
101360835,Klaus-Groth-Straße,residential,False,True,133.611,"LINESTRING (11.1947576 54.4415052, 11.1947668 54.4415452, 11.1949423 54.4423092, 11.1950467 54.4426949)",,,,,
31019952,Charlotte-Niese-Straße,residential,False,False,98.086,"LINESTRING (11.1950467 54.4426949, 11.1935444 54.442817)",,,,,
101360835,Klaus-Groth-Straße,residential,False,True,59.137,"LINESTRING (11.1950467 54.4426949, 11.1951722 54.4432217)",,,,,
101360835,Klaus-Groth-Straße,residential,False,False,133.611,"LINESTRING (11.1950467 54.4426949, 11.1949423 54.4423092, 11.1947668 54.4415452, 11.1947576 54.4415052)",,,,,
31019952,Charlotte-Niese-Straße,residential,False,True,218.664,"LINESTRING (11.1902142 54.4431564, 11.1918638 54.4429677, 11.1935444 54.442817)",,,,,
"[25996523, 1011423589, 349871687]",Am Steinkamp,residential,False,True,64.39999999999999,"LINESTRING (11.1902142 54.4431564, 11.1901002 54.4428454, 11.1900279 54.4426643, 11.1900009 54.4425907)",,,,,
31019952,Charlotte-Niese-Straße,residential,False,True,98.086,"LINESTRING (11.1935444 54.442817, 11.1950467 54.4426949)",,,,,
31019952,Charlotte-Niese-Straße,residential,False,False,218.664,"LINESTRING (11.1935444 54.442817, 11.1918638 54.4429677, 11.1902142 54.4431564)",,,,,
444116779,Mühlenstraße,residential,False,True,146.237,"LINESTRING (11.1895808 54.4381726, 11.1905016 54.438189, 11.1916559 54.4383347, 11.1918003 54.4383733)",,,,,
961872770,Gartenstraße,residential,False,True,308.557,"LINESTRING (11.1895808 54.4381726, 11.1896135 54.4386041, 11.1896214 54.4386491, 11.1897913 54.4390699, 11.1898835 54.4393102, 11.1898856 54.4393534, 11.1898772 54.4393922, 11.1898305 54.439463, 11.1897977 54.439529, 11.1898099 54.4396842, 11.1898617 54.4400701, 11.1898798 54.4401077, 11.1899182 54.4401395, 11.1899923 54.4401491, 11.1910162 54.4401141, 11.191098 54.4401241, 11.191226 54.4401605)",,,,,
25996319,Hinterm Kirchhof,residential,False,False,122.301,"LINESTRING (11.1942469 54.4365144, 11.1942882 54.4369434, 11.1943041 54.4371088, 11.1943961 54.4374502, 11.1943641 54.4376081)",,,,,
25996319,Hinterm Kirchhof,residential,False,True,122.71000000000001,"LINESTRING (11.1942469 54.4365144, 11.19422 54.4362247, 11.1942501 54.4360821, 11.194255 54.4360587, 11.1942882 54.4359015, 11.1945946 54.4354474)",,,,,
104281410,Wiesenweg,residential,False,False,95.124,"LINESTRING (11.1942469 54.4365144, 11.1936265 54.4365501, 11.1933447 54.4366105, 11.192831 54.43672)",,30,,,
235115567,Ohrtstraße,residential,False,True,36.104,"LINESTRING (11.1942469 54.4365144, 11.1947136 54.4364779, 11.1948009 54.4364759)",,,,,
5079184,Niendorfer Weg,tertiary,False,True,60.279,"LINESTRING (11.1985105 54.4416549, 11.1984109 54.4411159)",K 49,50,,,
107117016,Niendorfer Weg,tertiary,False,False,138.494,"LINESTRING (11.1985105 54.4416549, 11.1986298 54.4425179, 11.1986821 54.4428964)",K 49,50,,,
407518374,Birkenweg,residential,False,True,106.314,"LINESTRING (11.1985105 54.4416549, 11.1993336 54.441613, 11.2001479 54.4416574)",,30,,,
"[1097438016, 28078089]",,residential,False,False,68.49199999999999,"LINESTRING (11.1985105 54.4416549, 11.1978042 54.4417036, 11.1976472 54.4417144, 11.1974682 54.4417512)",,,,,
407518375,Bürgermeister-Lafrenz-Straße,residential,False,True,78.346,"LINESTRING (11.1986821 54.4428964, 11.1998837 54.4429869)",,30,,,
107117016,Niendorfer Weg,tertiary,False,True,138.494,"LINESTRING (11.1986821 54.4428964, 11.1986298 54.4425179, 11.1985105 54.4416549)",K 49,50,,,
173088958,Bürgermeister-Lafrenz-Straße,residential,False,True,61.972,"LINESTRING (11.1998837 54.4429869, 11.2008391 54.443031)",,30,,,
173088961,Am alten Schulhof,residential,False,True,148.818,"LINESTRING (11.1998837 54.4429869, 11.2001479 54.4416574)",,30,,,
407518375,Bürgermeister-Lafrenz-Straße,residential,False,False,78.346,"LINESTRING (11.1998837 54.4429869, 11.1986821 54.4428964)",,30,,,
173088961,Am alten Schulhof,residential,False,False,148.818,"LINESTRING (11.2001479 54.4416574, 11.1998837 54.4429869)",,30,,,
"[36480697, 407518373]",Birkenweg,residential,False,True,87.52799999999999,"LINESTRING (11.2001479 54.4416574, 11.2011892 54.4417026, 11.2013965 54.4417116, 11.201498 54.4417131)",,30,,,
407518374,Birkenweg,residential,False,False,106.314,"LINESTRING (11.2001479 54.4416574, 11.1993336 54.441613, 11.1985105 54.4416549)",,30,,,
173088960,Wacholderweg,residential,False,False,88.894,"LINESTRING (11.201498 54.4417131, 11.2014474 54.442512)",,,,,
"[36480697, 407518373]",Birkenweg,residential,False,False,87.528,"LINESTRING (11.201498 54.4417131, 11.2013965 54.4417116, 11.2011892 54.4417026, 11.2001479 54.4416574)",,30,,,
36480697,Birkenweg,residential,False,True,87.55600000000001,"LINESTRING (11.201498 54.4417131, 11.202226 54.4417238, 11.2028516 54.441733)",,30,,,
173088960,Wacholderweg,residential,False,True,88.894,"LINESTRING (11.2014474 54.442512, 11.201498 54.4417131)",,,,,
36480697,Birkenweg,residential,False,True,90.648,"LINESTRING (11.2028516 54.441733, 11.204253 54.4417537)",,30,,,
173088959,Holunderweg,residential,False,False,96.126,"LINESTRING (11.2028516 54.441733, 11.202802 54.442597)",,,,,
36480697,Birkenweg,residential,False,False,87.55600000000001,"LINESTRING (11.2028516 54.441733, 11.202226 54.4417238, 11.201498 54.4417131)",,30,,,
173088959,Holunderweg,residential,False,True,96.126,"LINESTRING (11.202802 54.442597, 11.2028516 54.441733)",,,,,
36480697,Birkenweg,residential,False,False,90.648,"LINESTRING (11.204253 54.4417537, 11.2028516 54.441733)",,30,,,
173088957,Ahornweg,residential,False,False,100.752,"LINESTRING (11.204253 54.4417537, 11.2042075 54.4426594)",,,,,
173088957,Ahornweg,residential,False,True,100.752,"LINESTRING (11.2042075 54.4426594, 11.204253 54.4417537)",,,,,
104244355,Sahrensdorfer Straße,secondary,True,False,118.577,"LINESTRING (11.1978001 54.4367956, 11.1979869 54.436744, 11.1994088 54.4363843, 11.199478 54.4363658)",L 209,50,,2,
25586191,Sahrensdorfer Straße,secondary,True,False,31.842,"LINESTRING (11.1975574 54.4370284, 11.1975661 54.4369856, 11.1975783 54.4369409, 11.1976204 54.4368907, 11.1976857 54.4368459, 11.1978001 54.4367956)",L 209,50,,1,
48172123,Breite Straße,tertiary,True,False,37.088,"LINESTRING (11.1975574 54.4370284, 11.1974662 54.4369056, 11.1973472 54.4367182)",K 43,50,,1,
34303356,Breite Straße,tertiary,False,True,115.74699999999999,"LINESTRING (11.1973472 54.4367182, 11.1972095 54.4365024, 11.1971059 54.43634, 11.1970393 54.4362355, 11.1970132 54.4361946, 11.1969159 54.4358653, 11.1969799 54.4357217)",K 43,50,,,
41765918,Sahrensdorfer Straße,tertiary,True,False,31.619,"LINESTRING (11.1973472 54.4367182, 11.1974639 54.4367671, 11.197534 54.4367834, 11.1976274 54.4367983, 11.1977114 54.436797, 11.1978001 54.4367956)",K 43,50,,1,
28151028,Blieschendorfer Weg,tertiary,False,True,77.988,"LINESTRING (11.1936879 54.434994, 11.194058 54.4351251, 11.1943262 54.4352686, 11.1945946 54.4354474)",K 43,50,,,
"[143520528, 143520529, 51230317]",Reeperbahn,residential,False,False,156.332,"LINESTRING (11.2045188 54.4376484, 11.2034733 54.4376559, 11.2034683 54.4369618, 11.20329 54.4369643)",,30,,,
"[143520530, 143520531]",Sahrensdorfer Straße,secondary,False,False,73.478,"LINESTRING (11.2035031 54.4353126, 11.2037331 54.435271, 11.2045828 54.435107)",L 209,50,,,
143520684,Sahrensdorfer Straße,secondary,False,True,169.37500000000003,"LINESTRING (11.2035031 54.4353126, 11.2022191 54.4355629, 11.2012558 54.4357792, 11.201047 54.4358382)",L 209,50,,,
64581355,Am Wiesenweg,residential,False,True,327.56,"LINESTRING (11.1914094 54.4368161, 11.192078 54.4355804, 11.1926614 54.4356428, 11.1931161 54.4356982, 11.192831 54.43672)",,30,,,
104281410,Wiesenweg,residential,False,True,93.10000000000001,"LINESTRING (11.1914094 54.4368161, 11.1914424 54.4368183, 11.1918275 54.436816, 11.1919842 54.4368151, 11.192526 54.4367715, 11.192831 54.43672)",,30,,,
104281410,Wiesenweg,residential,False,False,85.075,"LINESTRING (11.1914094 54.4368161, 11.1907396 54.4367715, 11.1901325 54.4366513)",,30,,,
64581355,Am Wiesenweg,residential,False,False,327.56,"LINESTRING (11.192831 54.43672, 11.1931161 54.4356982, 11.1926614 54.4356428, 11.192078 54.4355804, 11.1914094 54.4368161)",,30,,,
104281410,Wiesenweg,residential,False,False,93.1,"LINESTRING (11.192831 54.43672, 11.192526 54.4367715, 11.1919842 54.4368151, 11.1918275 54.436816, 11.1914424 54.4368183, 11.1914094 54.4368161)",,30,,,
104281410,Wiesenweg,residential,False,True,95.124,"LINESTRING (11.192831 54.43672, 11.1933447 54.4366105, 11.1936265 54.4365501, 11.1942469 54.4365144)",,30,,,
101360835,Klaus-Groth-Straße,residential,False,False,59.137,"LINESTRING (11.1951722 54.4432217, 11.1950467 54.4426949)",,,,,
83822692,Theodor-Storm-Straße,residential,False,False,76.35,"LINESTRING (11.1951722 54.4432217, 11.1960782 54.4430935, 11.1963177 54.4430553)",,,,,
83822691,Nordermühle,residential,False,False,159.944,"LINESTRING (11.1963177 54.4430553, 11.19638 54.4429431, 11.1966102 54.442614, 11.1968509 54.4422689, 11.1972444 54.4418964, 11.1974163 54.4417771)",,,,,
83822692,Theodor-Storm-Straße,residential,False,True,76.35,"LINESTRING (11.1963177 54.4430553, 11.1960782 54.4430935, 11.1951722 54.4432217)",,,,,
104244351,Kantstraße,residential,False,False,29.450000000000003,"LINESTRING (11.2008316 54.4383844, 11.2011877 54.4383782, 11.2012868 54.4383766)",,,,,
104244351,Kantstraße,residential,False,True,73.078,"LINESTRING (11.2008316 54.4383844, 11.2001535 54.4383714, 11.1997087 54.4383261)",,,,,
104265178,Kantstraße,residential,False,False,125.395,"LINESTRING (11.2008316 54.4383844, 11.2008664 54.4394341, 11.2010002 54.4394341)",,,,,
104244351,Kantstraße,residential,False,True,29.450000000000003,"LINESTRING (11.2012868 54.4383766, 11.2011877 54.4383782, 11.2008316 54.4383844)",,,,,
104265178,Kantstraße,residential,False,True,125.395,"LINESTRING (11.2010002 54.4394341, 11.2008664 54.4394341, 11.2008316 54.4383844)",,,,,
1136529709,Bahnhofstraße,secondary,True,False,29.950000000000003,"LINESTRING (11.196887 54.4402224, 11.1967369 54.4401957, 11.1966414 54.440187, 11.1965349 54.4401821, 11.1964323 54.4401795)",L 209,50,,1,
1136529711,Am Markt,secondary,True,False,22.166999999999998,"LINESTRING (11.196887 54.4402224, 11.1968096 54.4401911, 11.1967541 54.4401598, 11.1967303 54.4401366, 11.1967158 54.4401064, 11.1967089 54.4400654)",L 209,50,,1,
"[28144158, 28144159]","['Ohrtstraße', 'Am Markt']",residential,False,False,103.40100000000001,"LINESTRING (11.1975991 54.4388272, 11.1975392 54.438818, 11.1972397 54.4387718, 11.196898 54.4387256, 11.1966785 54.4386959, 11.1964597 54.4386562, 11.1960702 54.4385621)",,20,,1,
154005116,Breite Straße,secondary,True,False,202.411,"LINESTRING (11.1975991 54.4388272, 11.1977354 54.4384481, 11.1977897 54.4381646, 11.1977954 54.4380926, 11.1977824 54.4378585, 11.1977228 54.4375012, 11.1975855 54.437109, 11.197573 54.4370732, 11.1975574 54.4370284)",L 209,50,,2,
36480698,,residential,False,False,90.232,"LINESTRING (11.1983177 54.4423849, 11.1981022 54.4422718, 11.1976837 54.4420393, 11.1975237 54.4419094, 11.1974163 54.4417771)",,,,,
34305247,Am Mellenthinplatz,residential,False,True,92.232,"LINESTRING (11.1934454 54.4392719, 11.1920853 54.4395216)",,,,,
"[28144163, 34305247]",Am Mellenthinplatz,residential,False,"[False, True]",203.83499999999998,"LINESTRING (11.1934454 54.4392719, 11.1943821 54.4391291, 11.1947028 54.4391161, 11.1947053 54.4388847, 11.1946456 54.4385069, 11.1945414 54.4380386)",,,,,
301128251,Am Mellenthinplatz,residential,False,False,121.365,"LINESTRING (11.1934454 54.4392719, 11.1934153 54.4391552, 11.1933183 54.4388868, 11.1932715 54.4386827, 11.1932414 54.4384765, 11.193218 54.438251, 11.1931913 54.4381926)",,,,,
235115567,Ohrtstraße,residential,False,False,36.104,"LINESTRING (11.1948009 54.4364759, 11.1947136 54.4364779, 11.1942469 54.4365144)",,,,,
28144162,Ohrtstraße,residential,False,True,87.22300000000001,"LINESTRING (11.1953508 54.4370195, 11.1957019 54.4373865, 11.1959785 54.4377135)",,,,,
235899230,Am Stadtpark,residential,False,True,74.511,"LINESTRING (11.1910574 54.4423736, 11.1907658 54.4425109, 11.1900009 54.4425907)",,,,,
"[25996523, 1011423589, 349871687]",Am Steinkamp,residential,False,False,64.4,"LINESTRING (11.1900009 54.4425907, 11.1900279 54.4426643, 11.1901002 54.4428454, 11.1902142 54.4431564)",,,,,
25996523,Am Steinkamp,residential,False,True,135.626,"LINESTRING (11.1900009 54.4425907, 11.1898941 54.4423056, 11.1898577 54.4421768, 11.1897319 54.4416934, 11.1896387 54.4413897)",,,,,
235899230,Am Stadtpark,residential,False,False,74.511,"LINESTRING (11.1900009 54.4425907, 11.1907658 54.4425109, 11.1910574 54.4423736)",,,,,
34303356,Breite Straße,tertiary,False,False,115.74699999999999,"LINESTRING (11.1969799 54.4357217, 11.1969159 54.4358653, 11.1970132 54.4361946, 11.1970393 54.4362355, 11.1971059 54.43634, 11.1972095 54.4365024, 11.1973472 54.4367182)",K 43,50,,,
"[294126211, 34303355]",Priesterstraße,tertiary,False,True,172.73899999999998,"LINESTRING (11.1969799 54.4357217, 11.1968249 54.4356658, 11.1964023 54.4355556, 11.1961662 54.4355369, 11.1959463 54.4355525, 11.1956941 54.4356243, 11.1953723 54.4357023, 11.1951631 54.4356991, 11.1949914 54.4356617, 11.1948305 54.4355931, 11.1945946 54.4354474)",K 43,50,,3,
