osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,width,bridge,tunnel,service
101547173,True,1,secondary_link,50,False,31.472,"LINESTRING (6.8808892 51.4265879, 6.8808324 51.4266842, 6.8807776 51.4267284, 6.8807461 51.4267805, 6.8807375 51.4267995, 6.880726 51.4268201, 6.8807152 51.4268466)",,,,,,
298422143,True,2,secondary,50,False,33.631,"LINESTRING (6.8808892 51.4265879, 6.8806919 51.4266958, 6.8806527 51.4267188, 6.8805112 51.4267762)",L 450,Friedrich-Ebert-Straße,,,,
101545466,False,,residential,,False,13.038999999999998,"LINESTRING (6.8782381 51.4266731, 6.8782171 51.4267071, 6.8781966 51.4267409, 6.8781754 51.4267836)",,Ruhrstraße,,,,
"[914212489, 131716370, 101545463]",True,2,secondary,50,False,147.208,"LINESTRING (6.8782381 51.4266731, 6.8784829 51.4266668, 6.8789659 51.4266543, 6.879369 51.4266192, 6.8794805 51.4266109, 6.879704 51.4266071, 6.87994 51.4266285, 6.8800351 51.4266426, 6.8803349 51.4267043)",L 78,Leineweberstraße,,,,
"[1196325383, 407990477, 119294807, 23269052, 77882141]",True,2,secondary,50,False,123.393,"LINESTRING (6.8860687 51.4273193, 6.8860238 51.4273616, 6.8859964 51.4274688, 6.8860253 51.4275312, 6.8861501 51.4277039, 6.886269 51.4278537, 6.8863042 51.4278934, 6.8863607 51.427946, 6.8865811 51.428107, 6.8866325 51.4281384, 6.8867024 51.4281772, 6.886783 51.4282698)",,Althofstraße,,,,
24619200,False,4,secondary,,False,40.631,"LINESTRING (6.8860687 51.4273193, 6.8860857 51.4273105, 6.8865142 51.4270819)",L 442,Kaiserstraße,,,,
23055981,True,2,primary,50,False,16.885,"LINESTRING (6.8780266 51.4314039, 6.8781254 51.4315427)",B 223;L 445,Friedrich-Ebert-Straße,,,,
148690254,False,4,residential,50,False,34.635999999999996,"LINESTRING (6.8780266 51.4314039, 6.8780169 51.4313036, 6.8780142 51.4312384, 6.8780333 51.4310931)",L 445,Friedrich-Ebert-Straße,,,,
"[597719643, 108378959]",True,2,secondary,50,False,43.019000000000005,"LINESTRING (6.8780266 51.4314039, 6.8782822 51.431394, 6.8786466 51.4313974)",L 78,Tourainer Ring,,,,
108378960,True,2,primary,50,False,8.456,"LINESTRING (6.8781254 51.4315427, 6.8780047 51.4315537)",,Tourainer Ring,,,,
24900399,True,,unclassified,30,False,35.85,"LINESTRING (6.8770977 51.4298798, 6.8776138 51.4299)",,Heinrich-Melzer-Straße,7,,,
24853592,True,,living_street,,False,66.20100000000001,"LINESTRING (6.8780333 51.4310931, 6.8781771 51.4311195, 6.8785364 51.4311918, 6.8789414 51.4312771)",,Rheinische Straße,,,,
"[337659598, 409708117, 148690254]",False,"['4', '2']","['residential', 'unclassified']",50,"[False, True]",129.23799999999997,"LINESTRING (6.8780333 51.4310931, 6.8780462 51.4310395, 6.8780664 51.4309751, 6.8780918 51.4309165, 6.8781473 51.4308047, 6.8782194 51.43066, 6.8783921 51.4303034, 6.8784098 51.430263, 6.8785157 51.4300558, 6.8785622 51.4299798)",L 445,Friedrich-Ebert-Straße,,,,
148690254,False,4,residential,50,True,34.635999999999996,"LINESTRING (6.8780333 51.4310931, 6.8780142 51.4312384, 6.8780169 51.4313036, 6.8780266 51.4314039)",L 445,Friedrich-Ebert-Straße,,,,
297894813,False,2,unclassified,,True,9.456,"LINESTRING (6.8793861 51.4281697, 6.8794291 51.428089)",,Friedrich-Ebert-Straße,,,,
"[490493569, 490493570, 32787334]",False,2,unclassified,50,False,98.71300000000001,"LINESTRING (6.8793861 51.4281697, 6.879334 51.4282541, 6.8790798 51.4287331, 6.8790274 51.4288317, 6.8789781 51.4289247, 6.8789325 51.4290111)",,Friedrich-Ebert-Straße,,,,
"[101341768, 1235218356]",True,1,unclassified,20,False,80.437,"LINESTRING (6.8793861 51.4281697, 6.8793605 51.4281534, 6.8792919 51.4281118, 6.8792149 51.4280738, 6.8791024 51.428036, 6.8784636 51.4278215, 6.8784276 51.4277795)",,Schollenstraße,3.7,,,
"[23262896, 37915415]",True,,residential,30,False,115.77000000000001,"LINESTRING (6.8850015 51.4255463, 6.8852961 51.4253993, 6.8854027 51.4253455, 6.8859132 51.4251455, 6.8862602 51.42496, 6.8863325 51.4249213)",,Hagdorn,,,,
24585510,True,,living_street,,False,105.81899999999999,"LINESTRING (6.8850015 51.4255463, 6.8842246 51.4259558, 6.8839687 51.4260931, 6.8838955 51.4261178, 6.8838078 51.4261125)",,Hagdorn,,,,
112395014,False,,residential,50,True,83.642,"LINESTRING (6.8873102 51.4243669, 6.8874288 51.4243159, 6.8875685 51.4242363, 6.8881412 51.42391, 6.888218 51.4238728)",,Hagdorn,,,,
"[626777584, 24668697, 626777583]",False,,residential,"['50', '30']",True,91.636,"LINESTRING (6.8873102 51.4243669, 6.8872348 51.4244105, 6.887133 51.4244694, 6.8869034 51.4246023, 6.8867138 51.424712, 6.8863772 51.4248957, 6.8863325 51.4249213)",,Hagdorn,7,,,
"[24380458, 778839371]",False,,residential,50,True,155.922,"LINESTRING (6.8873102 51.4243669, 6.8872225 51.4243158, 6.8870302 51.4242196, 6.8862942 51.4239409, 6.8857576 51.4237425, 6.8855939 51.4236948, 6.8853891 51.4236508)",,Friedhofweg,,,,
"[626777584, 24668697, 626777583]",False,,residential,"['50', '30']",False,91.636,"LINESTRING (6.8863325 51.4249213, 6.8863772 51.4248957, 6.8867138 51.424712, 6.8869034 51.4246023, 6.887133 51.4244694, 6.8872348 51.4244105, 6.8873102 51.4243669)",,Hagdorn,7,,,
"[626777580, 626777581, 626777582, 23314951]",True,,residential,30,False,184.717,"LINESTRING (6.8863325 51.4249213, 6.8866313 51.4251212, 6.8872053 51.4255053, 6.8872894 51.4255596, 6.8873357 51.4255902, 6.8877338 51.425858, 6.8879756 51.4260132, 6.8880138 51.4260419, 6.8881362 51.4261204, 6.8881543 51.4261332)",,Adolfstraße,,,,
"[24585504, 37915417]",False,,living_street,,False,33.117000000000004,"LINESTRING (6.8838078 51.4261125, 6.8837625 51.4262071, 6.8837189 51.4262609, 6.8836011 51.4263787)",,Kettwiger Straße,,,,
389399196,False,,living_street,,True,25.104,"LINESTRING (6.8838078 51.4261125, 6.883826 51.4260175, 6.8838925 51.4258942)",,Kettwiger Straße,,,,
24672674,False,,living_street,,False,33.635999999999996,"LINESTRING (6.8842836 51.4252233, 6.8842109 51.4252985, 6.8841071 51.4255032)",,Kettwiger Straße,,,,
"[389399197, 387308439]",True,,residential,30,False,117.434,"LINESTRING (6.8842836 51.4252233, 6.884362 51.4251591, 6.88451 51.4249415, 6.8847789 51.4246103, 6.8850512 51.424284)",,Kettwiger Straße,,,,
"[636077970, 125544091]",False,,"['living_street', 'residential']",30,False,105.028,"LINESTRING (6.8842836 51.4252233, 6.8833655 51.4249714, 6.8832563 51.4249384, 6.8831762 51.4249164, 6.8830725 51.4248891, 6.8830367 51.4248819, 6.8828852 51.4248701)",,Wertgasse,,,,
25162701,False,,living_street,,False,154.448,"LINESTRING (6.8828852 51.4248701, 6.8828986 51.424958, 6.8829913 51.425374, 6.8830432 51.4257035, 6.883082 51.4258664, 6.8831825 51.4260154, 6.8831064 51.4261066, 6.8831226 51.4261746, 6.883167 51.4262183)",,Teinerstraße,,,,
"[636077970, 125544091]",False,,"['residential', 'living_street']",30,True,105.028,"LINESTRING (6.8828852 51.4248701, 6.8830367 51.4248819, 6.8830725 51.4248891, 6.8831762 51.4249164, 6.8832563 51.4249384, 6.8833655 51.4249714, 6.8842836 51.4252233)",,Wertgasse,,,,
317573443,False,3,residential,30,False,76.517,"LINESTRING (6.8828852 51.4248701, 6.8819693 51.4248917, 6.8819106 51.4248931, 6.8817824 51.4248962)",,Wertgasse,,,,
"[1195568562, 298422158]",True,1,secondary,50,False,58.365,"LINESTRING (6.8815749 51.4248919, 6.8815346 51.4247953, 6.8813956 51.4244999, 6.8813949 51.4244759, 6.881392 51.4243827)",L 450,Friedrichstraße,,,,
298422288,False,,residential,,True,14.395000000000001,"LINESTRING (6.8815749 51.4248919, 6.8816285 51.4248933, 6.8817131 51.4248948, 6.8817824 51.4248962)",,Wertgasse,,,,
"[23188857, 626777602, 626777603]",False,3,residential,30,False,207.20099999999996,"LINESTRING (6.8853891 51.4236508, 6.8852644 51.4236352, 6.8849132 51.4236069, 6.8840244 51.423531, 6.8838484 51.423516, 6.883757 51.4235099, 6.8835754 51.4234956, 6.8834364 51.4234798, 6.8833329 51.423477, 6.8829484 51.4235025, 6.8827636 51.4234976, 6.8826273 51.4234762, 6.8825266 51.4234499, 6.8824435 51.4234267)",,Schulstraße,,,,
"[24380458, 778839371]",False,,residential,50,False,155.922,"LINESTRING (6.8853891 51.4236508, 6.8855939 51.4236948, 6.8857576 51.4237425, 6.8862942 51.4239409, 6.8870302 51.4242196, 6.8872225 51.4243158, 6.8873102 51.4243669)",,Friedhofweg,,,,
"[101517649, 626777585, 24543885]",False,,residential,30,False,75.17999999999999,"LINESTRING (6.8853891 51.4236508, 6.8853813 51.4237041, 6.8853764 51.4237377, 6.8853725 51.4237643, 6.885344 51.4238938, 6.8852998 51.4239743, 6.885238 51.4240522, 6.8851913 51.4241111, 6.8851346 51.4241826, 6.8850512 51.424284)",,Kettwiger Straße,,,,
23188879,False,,residential,30,False,62.239000000000004,"LINESTRING (6.8824435 51.4234267, 6.8824661 51.4233089, 6.8824759 51.423249, 6.88246 51.4231741, 6.8824538 51.4231475, 6.8824131 51.4230058, 6.8823319 51.4228812)",,Dohne,,,,
"[626770489, 626770490, 43694027]",False,3,residential,"['50', '30']",False,113.914,"LINESTRING (6.8824435 51.4234267, 6.882312 51.423414, 6.8822092 51.4234156, 6.8821155 51.4234236, 6.8813225 51.4234841, 6.8812008 51.4235014, 6.8810646 51.4235217, 6.880975 51.4235387, 6.8808644 51.4235649, 6.8808311 51.4235745)",,Schulstraße,,,,
"[23188857, 626777602, 626777603]",False,3,residential,30,True,207.201,"LINESTRING (6.8824435 51.4234267, 6.8825266 51.4234499, 6.8826273 51.4234762, 6.8827636 51.4234976, 6.8829484 51.4235025, 6.8833329 51.423477, 6.8834364 51.4234798, 6.8835754 51.4234956, 6.883757 51.4235099, 6.8838484 51.423516, 6.8840244 51.423531, 6.8849132 51.4236069, 6.8852644 51.4236352, 6.8853891 51.4236508)",,Schulstraße,,,,
23188879,False,,residential,30,True,62.239000000000004,"LINESTRING (6.8823319 51.4228812, 6.8824131 51.4230058, 6.8824538 51.4231475, 6.88246 51.4231741, 6.8824759 51.423249, 6.8824661 51.4233089, 6.8824435 51.4234267)",,Dohne,,,,
