osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,width,maxspeed,access,bridge
26988311,Schösserstraße,residential,False,False,96.95100000000001,"LINESTRING (12.4100809 51.2003636, 12.4103276 51.2005267, 12.4108735 51.2008839, 12.4110475 51.2009907)",,,,,,
23972864,August-Bebel-Straße,tertiary,False,False,4.24,"LINESTRING (12.4113549 51.1981162, 12.4114137 51.198126)",2,K 7934,7.0,,,
"[117389450, 26350803, 117389451]",Marienstraße,residential,True,False,251.33800000000002,"LINESTRING (12.4113549 51.1981162, 12.4116461 51.1974033, 12.4118052 51.1969134, 12.4118336 51.1968662, 12.4119197 51.1967298, 12.4119782 51.1966175, 12.4120127 51.1965698, 12.4120798 51.1965085, 12.4121605 51.1964512, 12.4122335 51.1964149, 12.412357 51.1963549, 12.4124832 51.1962791, 12.4126485 51.1961469, 12.412718 51.1960892)",,,,,,
44719032,Heimstätten,residential,False,True,152.923,"LINESTRING (12.4181163 51.1991389, 12.4175318 51.2004645)",,,,,,
892006818,August-Bebel-Straße,secondary,False,False,134.06100000000004,"LINESTRING (12.4181163 51.1991389, 12.4182371 51.1991447, 12.4187551 51.1991696, 12.4188353 51.1991722, 12.4192483 51.1991854, 12.4196117 51.199197, 12.4200373 51.1991926)",2,K 7930,7.0,,,
892006818,August-Bebel-Straße,secondary,False,True,98.606,"LINESTRING (12.4181163 51.1991389, 12.4176763 51.1991077, 12.4167189 51.1990011)",2,K 7930,7.0,,,
23185610,Lessingstraße,unclassified,False,False,140.906,"LINESTRING (12.4167189 51.1990011, 12.416628 51.1994015, 12.4165713 51.1997494, 12.4163452 51.2002425)",2,,,,,
23972864,August-Bebel-Straße,tertiary,False,True,199.572,"LINESTRING (12.4167189 51.1990011, 12.4164772 51.1989623, 12.4160358 51.1988879, 12.4156164 51.1988177, 12.4152323 51.1987535, 12.4148915 51.1986965, 12.4146439 51.1986551, 12.4139512 51.1985391)",2,K 7934,7.0,,,
25029065,Alte Poststraße,secondary,False,True,221.181,"LINESTRING (12.4167189 51.1990011, 12.4169853 51.1981674, 12.4169905 51.1981512, 12.4173431 51.1970508)",,K 7930,,,,
892006818,August-Bebel-Straße,secondary,False,False,98.606,"LINESTRING (12.4167189 51.1990011, 12.4176763 51.1991077, 12.4181163 51.1991389)",2,K 7930,7.0,,,
23185610,Lessingstraße,unclassified,False,True,23.44,"LINESTRING (12.4156861 51.2015494, 12.415787 51.2013483)",2,,,,,
30924440,Schubertstraße,residential,False,False,178.94400000000002,"LINESTRING (12.4156861 51.2015494, 12.4150788 51.2014335, 12.4146282 51.2013475, 12.4146653 51.2011964, 12.4146048 51.2010721, 12.4143769 51.2010362, 12.4140751 51.2009869, 12.4139596 51.200968, 12.4136202 51.2009299)",,,,30,,
24039417,Dürerstraße,residential,False,True,188.702,"LINESTRING (12.4177689 51.1956692, 12.4171916 51.1956706, 12.4168799 51.1956705, 12.4159878 51.1956701, 12.4156171 51.1956426, 12.4150673 51.1956017)",,,,30,,
24039419,Kreudnitzer Straße,secondary,False,True,252.214,"LINESTRING (12.4177689 51.1956692, 12.4178061 51.1955952, 12.4179774 51.195294, 12.4180335 51.1951765, 12.4182126 51.1948051, 12.418955 51.1935269)",2,K 7930,6.0,,,
24039423,Haeckelstraße,residential,False,False,139.21,"LINESTRING (12.4177689 51.1956692, 12.4179496 51.1956499, 12.4188317 51.195559, 12.4189499 51.1955482, 12.4197405 51.1954672)",,,,,,
25029065,Alte Poststraße,secondary,False,False,136.197,"LINESTRING (12.4177689 51.1956692, 12.4175834 51.196304, 12.4174001 51.196872)",,K 7930,,,,
24039417,Dürerstraße,residential,False,False,136.844,"LINESTRING (12.413118 51.1954527, 12.4138638 51.1955066, 12.4147396 51.195572, 12.4150673 51.1956017)",,,,30,,
24039418,Waldstraße,residential,False,True,29.651,"LINESTRING (12.413118 51.1954527, 12.4131737 51.1954213, 12.4133538 51.1952328)",1,,5.5,,,
28442500,Marienstraße,residential,False,False,76.629,"LINESTRING (12.413118 51.1954527, 12.4130651 51.1955155, 12.4129055 51.1958155, 12.4129068 51.1958491, 12.412876 51.195902, 12.4128371 51.1959525, 12.4127432 51.1960542, 12.412718 51.1960892)",,,,,,
"[28442569, 164230586]",Dürerstraße,residential,False,True,108.464,"LINESTRING (12.413118 51.1954527, 12.4130302 51.1954348, 12.412888 51.1954132, 12.4126813 51.1953817, 12.4125048 51.1953541, 12.4123145 51.1953252, 12.4121441 51.1953091, 12.4119199 51.1952887, 12.4116981 51.1952798, 12.4115918 51.1952812)",1,,,,,
24039416,Straße der Jugend,residential,False,False,106.045,"LINESTRING (12.4150673 51.1956017, 12.4147907 51.1965395)",,,,,,
24039417,Dürerstraße,residential,False,False,188.702,"LINESTRING (12.4150673 51.1956017, 12.4156171 51.1956426, 12.4159878 51.1956701, 12.4168799 51.1956705, 12.4171916 51.1956706, 12.4177689 51.1956692)",,,,30,,
24039417,Dürerstraße,residential,False,True,136.844,"LINESTRING (12.4150673 51.1956017, 12.4147396 51.195572, 12.4138638 51.1955066, 12.413118 51.1954527)",,,,30,,
24039416,Straße der Jugend,residential,False,True,106.045,"LINESTRING (12.4147907 51.1965395, 12.4150673 51.1956017)",,,,,,
24039427,Thekastraße,residential,False,False,185.545,"LINESTRING (12.4147907 51.1965395, 12.4174001 51.196872)",,,,,,
24039427,Thekastraße,residential,False,True,99.947,"LINESTRING (12.4147907 51.1965395, 12.4144542 51.1964902, 12.4134873 51.1963487, 12.4133979 51.196327)",,,,,,
32035056,Straße der Jugend,residential,False,True,230.034,"LINESTRING (12.4147907 51.1965395, 12.4146845 51.196873, 12.4146521 51.1969747, 12.4145775 51.197145, 12.4143483 51.19768, 12.4141035 51.1982075, 12.4139512 51.1985391)",,,,,,
24039427,Thekastraße,residential,False,False,54.458,"LINESTRING (12.412718 51.1960892, 12.4127942 51.1961273, 12.4128488 51.1961512, 12.4129082 51.1961773, 12.4132491 51.1962793, 12.4133979 51.196327)",,,,,,
