osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,access,tunnel
"[626027608, 362478527, 111283466, 188541655]",Berliner Allee,primary,"['50', '30']",,True,False,166.22899999999998,"LINESTRING (13.4666413 52.5524662, 13.4668362 52.5526197, 13.4669942 52.5527735, 13.4670605 52.5528489, 13.4671306 52.5529286, 13.4671488 52.5529584, 13.4671716 52.5529957, 13.4672941 52.5532349, 13.4674166 52.5534743, 13.4674757 52.5535897, 13.4675531 52.5537408, 13.4675755 52.5537786, 13.4676042 52.5538272)","['2', '3']",B 2,,
618056558,Berliner Allee,primary,50,,False,False,18.986,"LINESTRING (13.4663894 52.5580154, 13.4664358 52.557847)",,B 2,,
4783451,Wehlener Straße,residential,30,,True,False,138.18599999999998,"LINESTRING (13.4663894 52.5580154, 13.4666153 52.558015, 13.468351 52.5580109, 13.4684335 52.5580107)",,,,
618056556,Berliner Allee,primary,50,,False,True,82.856,"LINESTRING (13.4663894 52.5580154, 13.4663658 52.5582182, 13.4663686 52.5583753, 13.4663692 52.5584107, 13.4663794 52.5585024, 13.4663877 52.5585764, 13.4664356 52.5587573)",2,B 2,,
123891747,Albertinenstraße,residential,30,7,False,False,76.318,"LINESTRING (13.4592368 52.5513164, 13.4592503 52.551348, 13.4593634 52.5516122, 13.4594083 52.5517172, 13.4595199 52.5519808)",,,,
710346003,,living_street,,,False,False,120.576,"LINESTRING (13.4592368 52.5513164, 13.4591166 52.5513366, 13.4589451 52.5513654, 13.4585144 52.5514378, 13.4584388 52.5514772, 13.4584215 52.5515416, 13.4585447 52.551873, 13.4582898 52.5519237)",,,,
"[884179157, 1026460366]",Albertinenstraße,residential,30,,False,True,122.60199999999999,"LINESTRING (13.4592368 52.5513164, 13.4592327 52.5513068, 13.4592155 52.5512667, 13.4590935 52.5509816, 13.4590859 52.5509638, 13.4590525 52.550886, 13.4590279 52.5508286, 13.4590134 52.5507947, 13.4589889 52.5507377, 13.4589451 52.5506355, 13.4589179 52.550572, 13.4588929 52.5505137, 13.4588074 52.5503142, 13.4588023 52.5503027, 13.4587727 52.5502507)",,,,
"[1175300736, 710346003, 1175300735, 729454903]",,living_street,,,False,"[False, True]",167.672,"LINESTRING (13.4582898 52.5519237, 13.45829 52.5519601, 13.458325 52.5520531, 13.4583804 52.5522003, 13.4583671 52.5522562, 13.4583591 52.5523188, 13.4583937 52.5523943, 13.4585537 52.5524127, 13.4591303 52.5523316, 13.4590915 52.5522293, 13.4590532 52.5521362, 13.4590473 52.5520811, 13.4590882 52.5520479, 13.4593122 52.5520131, 13.4594045 52.5519988, 13.4595199 52.5519808)",,,,
710346003,,living_street,,,False,True,120.57600000000001,"LINESTRING (13.4582898 52.5519237, 13.4585447 52.551873, 13.4584215 52.5515416, 13.4584388 52.5514772, 13.4585144 52.5514378, 13.4589451 52.5513654, 13.4591166 52.5513366, 13.4592368 52.5513164)",,,,
729454902,Engelallee,living_street,,3,False,False,108.639,"LINESTRING (13.4582898 52.5519237, 13.4581326 52.5519159, 13.4571072 52.552007, 13.4567026 52.5520568)",,,,
1137530418,Grüner Gang,living_street,,4.5,False,False,21.91,"LINESTRING (13.4567026 52.5520568, 13.4568377 52.5522359)",,,,
1137530418,Grüner Gang,living_street,,4.5,False,True,42.926,"LINESTRING (13.4567026 52.5520568, 13.4561283 52.5522214)",,,,
729454902,Engelallee,living_street,,3,False,True,108.639,"LINESTRING (13.4567026 52.5520568, 13.4571072 52.552007, 13.4581326 52.5519159, 13.4582898 52.5519237)",,,,
"[123891747, 1171100871, 1171221129, 1102794391, 1102794392]","['Amalienstraße', 'Albertinenstraße']",residential,30,"['7', '5']",False,"[False, True]",401.06600000000003,"LINESTRING (13.4595199 52.5519808, 13.4595877 52.5521359, 13.4597317 52.5524704, 13.4598407 52.5527221, 13.459906 52.5528727, 13.4600066 52.5531039, 13.4601931 52.5535466, 13.4602198 52.5538632, 13.460208 52.5539561, 13.4601683 52.5540054, 13.4601243 52.5540379, 13.4595542 52.5542643, 13.4595065 52.5542833, 13.4589223 52.5545157, 13.4581992 52.5548116, 13.4581735 52.5548231, 13.458093 52.5548556)",,,,
123891747,Albertinenstraße,residential,30,7,False,True,76.318,"LINESTRING (13.4595199 52.5519808, 13.4594083 52.5517172, 13.4593634 52.5516122, 13.4592503 52.551348, 13.4592368 52.5513164)",,,,
"[1175300736, 710346003, 729454903, 1175300735]",,living_street,,,False,"[False, True]",167.67200000000003,"LINESTRING (13.4595199 52.5519808, 13.4594045 52.5519988, 13.4593122 52.5520131, 13.4590882 52.5520479, 13.4590473 52.5520811, 13.4590532 52.5521362, 13.4590915 52.5522293, 13.4591303 52.5523316, 13.4585537 52.5524127, 13.4583937 52.5523943, 13.4583591 52.5523188, 13.4583671 52.5522562, 13.4583804 52.5522003, 13.458325 52.5520531, 13.45829 52.5519601, 13.4582898 52.5519237)",,,,
30861005,Bernkasteler Straße,residential,50,,True,False,12.875,"LINESTRING (13.4669624 52.5570292, 13.466811 52.5569878, 13.4667891 52.5569812)",,,,
"[626027609, 1133761417, 49168481]",Berliner Allee,primary,50,,True,False,97.811,"LINESTRING (13.4669624 52.5570292, 13.466944 52.5570514, 13.4669273 52.5570716, 13.4668424 52.5571778, 13.4668172 52.5572118, 13.4667327 52.5573258, 13.4666967 52.557404, 13.4664358 52.557847)",1,B 2,,
1137530418,Grüner Gang,living_street,,4.5,False,False,42.926,"LINESTRING (13.4561283 52.5522214, 13.4567026 52.5520568)",,,,
1137530418,Grüner Gang,living_street,,4.5,False,True,21.91,"LINESTRING (13.4568377 52.5522359, 13.4567026 52.5520568)",,,,
"[626027609, 30135012]",Berliner Allee,primary,50,,True,False,22.811,"LINESTRING (13.4670928 52.55684, 13.4670884 52.5568472, 13.4670735 52.5568677, 13.4669624 52.5570292)",1,B 2,,
30861004,Bernkasteler Straße,residential,50,,True,False,53.10699999999999,"LINESTRING (13.4670928 52.55684, 13.4670925 52.5568454, 13.4670929 52.556851, 13.4670943 52.5568579, 13.467097 52.5568647, 13.4671035 52.5568767, 13.4671129 52.5568896, 13.4671261 52.5569046, 13.467143 52.5569203, 13.4671613 52.5569351, 13.467184 52.5569497, 13.4671975 52.5569568, 13.4672176 52.5569668, 13.4672487 52.5569787, 13.4672843 52.5569889, 13.4673266 52.5569969, 13.4673704 52.5570025, 13.4674173 52.557006, 13.4674883 52.5570079, 13.4675598 52.5570064, 13.4677388 52.5569998)",,,,
