osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref
657942062,2,Lahauser Straße,unclassified,30,False,False,23.12,"LINESTRING (8.8517759 52.9806827, 8.8518285 52.9808882)",,
4089607,,Handelsweg,unclassified,20,False,False,75.586,"LINESTRING (8.8517759 52.9806827, 8.8511004 52.9807425, 8.8508397 52.980766, 8.8506596 52.9807843)",,
"[1234089900, 28971983]","['2', '3']",Lahauser Straße,unclassified,30,False,True,82.21,"LINESTRING (8.8517759 52.9806827, 8.8516898 52.9803329, 8.8516497 52.9801746, 8.8515932 52.9799516)",,
4089607,,Handelsweg,unclassified,20,False,False,74.412,"LINESTRING (8.8506596 52.9807843, 8.8505429 52.9808012, 8.8504365 52.9808255, 8.8498189 52.9810078, 8.8496423 52.9810497)",,
4089607,,Handelsweg,unclassified,20,False,True,75.586,"LINESTRING (8.8506596 52.9807843, 8.8508397 52.980766, 8.8511004 52.9807425, 8.8517759 52.9806827)",,
4089607,,Handelsweg,unclassified,20,False,True,74.412,"LINESTRING (8.8496423 52.9810497, 8.8498189 52.9810078, 8.8504365 52.9808255, 8.8505429 52.9808012, 8.8506596 52.9807843)",,
"[656084461, 4098749]",1,"['Am Marktplatz', 'Weberweg']",unclassified,20,True,False,127.78099999999999,"LINESTRING (8.8496423 52.9810497, 8.8496728 52.9811075, 8.849678 52.9811955, 8.8495673 52.9815246, 8.8494338 52.9818405, 8.8493594 52.9820379, 8.8493064 52.9821704)",,
1234089901,,Handelsweg,unclassified,20,False,False,71.742,"LINESTRING (8.8496423 52.9810497, 8.8494664 52.9810756, 8.8488634 52.9811284, 8.848829 52.9811331, 8.8487981 52.9811373, 8.8485892 52.9811659)",,
1234089901,,Handelsweg,unclassified,20,False,True,71.742,"LINESTRING (8.8485892 52.9811659, 8.8487981 52.9811373, 8.848829 52.9811331, 8.8488634 52.9811284, 8.8494664 52.9810756, 8.8496423 52.9810497)",,
1011845567,,Am Marktplatz,unclassified,20,False,False,34.377,"LINESTRING (8.8493064 52.9821704, 8.8491871 52.9824711)",,
1011845567,,Am Marktplatz,unclassified,20,False,True,34.377,"LINESTRING (8.8491871 52.9824711, 8.8493064 52.9821704)",,
4089606,1,Am Marktplatz,unclassified,20,True,False,103.48700000000001,"LINESTRING (8.8491871 52.9824711, 8.8492666 52.9824758, 8.8498266 52.9825529, 8.8501609 52.9825989, 8.8502369 52.9825952, 8.8502872 52.9825718, 8.8503776 52.9823318)",,
23581483,,Am Marktplatz,unclassified,20,False,False,50.953,"LINESTRING (8.8491871 52.9824711, 8.8491505 52.9824968, 8.8491218 52.9825257, 8.8490965 52.9825931, 8.8490395 52.9827462, 8.8490102 52.9828317, 8.8489797 52.9829069)",,
23581483,,Am Marktplatz,unclassified,20,False,True,50.953,"LINESTRING (8.8489797 52.9829069, 8.8490102 52.9828317, 8.8490395 52.9827462, 8.8490965 52.9825931, 8.8491218 52.9825257, 8.8491505 52.9824968, 8.8491871 52.9824711)",,
28872730,,Bahnhofstraße,unclassified,30,False,False,240.103,"LINESTRING (8.8489797 52.9829069, 8.8496025 52.9829871, 8.8496504 52.9829933, 8.851561 52.9832394, 8.8517944 52.9832692, 8.8524872 52.9833578)",,
1234089902,,Bahnhofstraße,unclassified,30,False,True,51.086,"LINESTRING (8.8489797 52.9829069, 8.8488416 52.9828905, 8.848476 52.9828433, 8.8483073 52.9828328, 8.8482289 52.9828279)",,
"[28872731, 910808526]",,Richtweg,unclassified,30,False,False,143.57500000000002,"LINESTRING (8.8482289 52.9828279, 8.8482089 52.9829034, 8.8482489 52.982992, 8.8483516 52.9831002, 8.8486423 52.9833959, 8.8488572 52.9836102, 8.8491881 52.9839621)",,
"[4089604, 910808527]",,Bahnhofstraße,unclassified,30,False,True,69.395,"LINESTRING (8.8482289 52.9828279, 8.8478659 52.9827704, 8.8473968 52.982696, 8.8472254 52.9826716)",,
1234089902,,Bahnhofstraße,unclassified,30,False,False,51.086,"LINESTRING (8.8482289 52.9828279, 8.8483073 52.9828328, 8.848476 52.9828433, 8.8488416 52.9828905, 8.8489797 52.9829069)",,
"[4089604, 910808527]",,Bahnhofstraße,unclassified,30,False,False,69.395,"LINESTRING (8.8472254 52.9826716, 8.8473968 52.982696, 8.8478659 52.9827704, 8.8482289 52.9828279)",,
"[4089605, 61961511, 721328269, 144529973, 144529975]",,Bahnhofsplatz,"['unclassified', 'living_street']",30,False,True,242.15200000000002,"LINESTRING (8.8472254 52.9826716, 8.8472093 52.9827643, 8.8472302 52.982841, 8.8473021 52.9829927, 8.8473084 52.9830061, 8.8473155 52.9830156, 8.8474397 52.9831837, 8.8477581 52.9836158, 8.8477738 52.9836395, 8.8478379 52.9837365, 8.8478817 52.9838028, 8.8478835 52.9838302, 8.8478803 52.9838474, 8.8479826 52.9840086, 8.8480455 52.9840365, 8.8481384 52.9840442, 8.8482893 52.9840487, 8.8487689 52.9840469, 8.8491881 52.9839621)",,
"[1128313976, 4230996, 1128313975]",,Am Bahndamm,residential,30,False,False,331.501,"LINESTRING (8.8472254 52.9826716, 8.8467697 52.982604, 8.84667 52.9825515, 8.8465191 52.9821964, 8.8464384 52.9819329, 8.846202 52.9816001, 8.8461598 52.9815437, 8.845849 52.9811277, 8.8458078 52.9810643, 8.8457362 52.9809543, 8.8456646 52.9808442, 8.8451972 52.9801831, 8.8451527 52.9801061)",,
28872730,,Bahnhofstraße,unclassified,30,False,True,240.103,"LINESTRING (8.8524872 52.9833578, 8.8517944 52.9832692, 8.851561 52.9832394, 8.8496504 52.9829933, 8.8496025 52.9829871, 8.8489797 52.9829069)",,
28971982,,Bahnhofstraße,unclassified,30,False,False,222.314,"LINESTRING (8.8524872 52.9833578, 8.8545161 52.9836382, 8.8550112 52.9837066, 8.8557239 52.9838051)",,
657942062,2,Lahauser Straße,unclassified,30,False,True,107.89,"LINESTRING (8.8524872 52.9833578, 8.8524142 52.983103, 8.8523435 52.9828565, 8.8522237 52.9824006)",,
4216465,,Heidfeldweg,residential,30,False,False,88.28399999999999,"LINESTRING (8.8557239 52.9838051, 8.8555748 52.9832799, 8.8555017 52.9830225)",,
28971982,,Bahnhofstraße,unclassified,30,False,True,222.314,"LINESTRING (8.8557239 52.9838051, 8.8550112 52.9837066, 8.8545161 52.9836382, 8.8524872 52.9833578)",,
4098750,,Richtweg,residential,30,False,False,54.822,"LINESTRING (8.8515174 52.9863904, 8.8511141 52.9859613)",,
4422437,,Kiepenweg,residential,,False,False,62.477,"LINESTRING (8.8515174 52.9863904, 8.8506477 52.9865943)",,
4098750,,Richtweg,residential,30,False,True,57.394,"LINESTRING (8.8505041 52.9853298, 8.8509388 52.9857747)",,
4219654,,Nelkenstraße,residential,30,False,False,50.814,"LINESTRING (8.8505041 52.9853298, 8.8511662 52.9851063)",,
4098750,,Richtweg,residential,30,False,False,175.766,"LINESTRING (8.8505041 52.9853298, 8.849742 52.9845369, 8.849643 52.9844336, 8.8493156 52.9840853, 8.8491881 52.9839621)",,
4219650,,Parkstraße,residential,30,False,False,82.542,"LINESTRING (8.8511662 52.9851063, 8.8517835 52.9857489)",,
4219654,,Nelkenstraße,residential,30,False,True,50.814,"LINESTRING (8.8511662 52.9851063, 8.8505041 52.9853298)",,
4219654,,Nelkenstraße,residential,30,False,False,164.66400000000002,"LINESTRING (8.8511662 52.9851063, 8.8519149 52.9849233, 8.8528012 52.9847952, 8.8535378 52.984751)",,
4217950,,Am Wasserkamp,residential,30,False,False,50.260999999999996,"LINESTRING (8.8535378 52.984751, 8.8538196 52.9846218, 8.854143 52.9844836)",,
4219649,,Rosenstraße,residential,30,False,False,232.39300000000003,"LINESTRING (8.8535378 52.984751, 8.8532989 52.9844805, 8.853214 52.9843893, 8.8528203 52.9839663, 8.852689 52.9839461, 8.8525182 52.9839585, 8.8510715 52.9841611, 8.8509059 52.984218)",,
4219654,,Nelkenstraße,residential,30,False,True,164.664,"LINESTRING (8.8535378 52.984751, 8.8528012 52.9847952, 8.8519149 52.9849233, 8.8511662 52.9851063)",,
"[987206843, 987206844]",,Lange Straße,residential,30,False,True,51.046,"LINESTRING (8.8535378 52.984751, 8.8535518 52.9847643, 8.8539443 52.9851394)",,
4219655,,Kurze Straße,residential,30,False,False,35.799,"LINESTRING (8.8539443 52.9851394, 8.8544699 52.98508)",,
"[987206843, 987206844]",,Lange Straße,residential,30,False,False,51.046,"LINESTRING (8.8539443 52.9851394, 8.8535518 52.9847643, 8.8535378 52.984751)",,
"[987206843, 4422454]",,Lange Straße,residential,30,False,True,40.567,"LINESTRING (8.8539443 52.9851394, 8.8539629 52.9851633, 8.854202 52.9854696)",,
4219657,,Lange Straße,residential,30,False,False,92.637,"LINESTRING (8.8550197 52.9862325, 8.8545715 52.9854443)",,
4219658,,Goldener Winkel,residential,30,False,True,104.047,"LINESTRING (8.8550197 52.9862325, 8.8543222 52.9863899, 8.8535427 52.9865212)",,
4219657,,Lange Straße,residential,30,False,False,41.075,"LINESTRING (8.8545715 52.9854443, 8.8544699 52.98508)",,
4219657,,Lange Straße,residential,30,False,True,92.637,"LINESTRING (8.8545715 52.9854443, 8.8550197 52.9862325)",,
4422454,,Lange Straße,residential,30,False,False,24.894,"LINESTRING (8.8545715 52.9854443, 8.854202 52.9854696)",,
4422454,,Lange Straße,residential,30,False,True,24.894,"LINESTRING (8.854202 52.9854696, 8.8545715 52.9854443)",,
4219656,,Tulpenstraße,residential,30,False,True,165.32399999999998,"LINESTRING (8.854202 52.9854696, 8.8533036 52.9855488, 8.8521327 52.9856679, 8.8517835 52.9857489)",,
"[987206843, 4422454]",,Lange Straße,residential,30,False,False,40.567,"LINESTRING (8.854202 52.9854696, 8.8539629 52.9851633, 8.8539443 52.9851394)",,
4219655,,Kurze Straße,residential,30,False,True,35.799,"LINESTRING (8.8544699 52.98508, 8.8539443 52.9851394)",,
4219657,,Lange Straße,residential,30,False,True,41.075,"LINESTRING (8.8544699 52.98508, 8.8545715 52.9854443)",,
4219655,,Kurze Straße,residential,30,False,False,78.076,"LINESTRING (8.8544699 52.98508, 8.8550585 52.9850459, 8.8556302 52.9850088)",,
4216463,,Pappelstraße,living_street,,False,False,207.217,"LINESTRING (8.8518285 52.9808882, 8.8548895 52.9806121)",,
657942062,2,Lahauser Straße,unclassified,30,False,True,23.12,"LINESTRING (8.8518285 52.9808882, 8.8517759 52.9806827)",,
657942062,2,Lahauser Straße,unclassified,30,False,False,96.375,"LINESTRING (8.8518285 52.9808882, 8.85188 52.9811176, 8.8519217 52.9812865, 8.8519578 52.9814256, 8.8519742 52.9814863, 8.8520168 52.9816442, 8.8520441 52.9817451)",,
4216462,,Birkenstraße,living_street,,False,False,209.078,"LINESTRING (8.8520441 52.9817451, 8.8551315 52.9814619)",,
657942062,2,Lahauser Straße,unclassified,30,False,False,73.876,"LINESTRING (8.8520441 52.9817451, 8.8520639 52.9818233, 8.8521467 52.98211, 8.8522237 52.9824006)",,
657942062,2,Lahauser Straße,unclassified,30,False,True,96.375,"LINESTRING (8.8520441 52.9817451, 8.8520168 52.9816442, 8.8519742 52.9814863, 8.8519578 52.9814256, 8.8519217 52.9812865, 8.85188 52.9811176, 8.8518285 52.9808882)",,
4216462,,Birkenstraße,living_street,,False,True,209.078,"LINESTRING (8.8551315 52.9814619, 8.8520441 52.9817451)",,
4216465,,Heidfeldweg,residential,30,False,False,95.872,"LINESTRING (8.8551315 52.9814619, 8.8548895 52.9806121)",,
4219644,,Kastanienstraße,residential,30,False,False,85.869,"LINESTRING (8.8551315 52.9814619, 8.856398 52.9813398)",6.2,
4216465,,Heidfeldweg,residential,30,False,True,175.292,"LINESTRING (8.8551315 52.9814619, 8.855435 52.9827414, 8.8555017 52.9830225)",,
4216463,,Pappelstraße,living_street,,False,True,207.217,"LINESTRING (8.8548895 52.9806121, 8.8518285 52.9808882)",,
4216465,,Heidfeldweg,residential,30,False,True,95.872,"LINESTRING (8.8548895 52.9806121, 8.8551315 52.9814619)",,
4216465,,Heidfeldweg,residential,30,False,False,69.499,"LINESTRING (8.8548895 52.9806121, 8.8548532 52.9804601, 8.8547281 52.9799947)",,
506061678,,Heidfeldweg,residential,30,False,False,58.641,"LINESTRING (8.8547281 52.9799947, 8.8545872 52.9794742)",,
4216465,,Heidfeldweg,residential,30,False,True,69.499,"LINESTRING (8.8547281 52.9799947, 8.8548532 52.9804601, 8.8548895 52.9806121)",,
30120200,,Ahornstraße,residential,30,False,True,161.762,"LINESTRING (8.8547281 52.9799947, 8.8536764 52.9800858, 8.8523369 52.9802033)",,
