osmid,name,highway,oneway,reversed,length,geometry,maxspeed,access,lanes,ref,width
22954311,Jahnstraße,residential,False,False,6.276,"LINESTRING (11.9479676 52.9601388, 11.9479232 52.9600891)",,,,,
"[846632992, 22954311, 826310705, 870235220, 23191261, 39775870]","['Jahnstraße', 'Bahnhof', 'Bahnstraße']",residential,False,"[False, True]",131.806,"LINESTRING (11.9479676 52.9601388, 11.9481634 52.960352, 11.948219 52.9603801, 11.9483151 52.960367, 11.948626 52.9602356, 11.9490027 52.9600763, 11.9492272 52.9599599, 11.9492349 52.9599273, 11.9492195 52.9598064)",,,,,
22954314,Poststraße,residential,False,False,102.415,"LINESTRING (11.9479676 52.9601388, 11.9485372 52.9596356, 11.9487568 52.9594458, 11.9488349 52.9593803)",,,,,
22954311,Jahnstraße,residential,False,True,6.276,"LINESTRING (11.9479232 52.9600891, 11.9479676 52.9601388)",,,,,
"[846632946, 22954311]",Jahnstraße,residential,False,False,167.54899999999998,"LINESTRING (11.9479232 52.9600891, 11.9472476 52.9593487, 11.9469391 52.958981, 11.9469181 52.9589559, 11.9469055 52.9588616, 11.9470078 52.9587503)",,,,,
380238344,Bahnstraße,residential,False,True,16.646,"LINESTRING (11.9467962 52.9586718, 11.9470078 52.9587503)",50,,,,
545528919,Bahnstraße,residential,False,False,11.808,"LINESTRING (11.9467962 52.9586718, 11.9466456 52.9586166)",50,,,,
184035599,Bäckerstraße,residential,False,True,166.541,"LINESTRING (11.9467962 52.9586718, 11.9472162 52.9585626, 11.9477283 52.9584572, 11.9481306 52.9583567, 11.9490046 52.9580038)",,destination,,,
545528919,Bahnstraße,residential,False,True,11.808,"LINESTRING (11.9466456 52.9586166, 11.9467962 52.9586718)",50,,,,
1090593679,Dr.-Wilhelm-Harnisch-Straße,residential,False,True,70.341,"LINESTRING (11.9466456 52.9586166, 11.9473592 52.9581525)",50,,,,
22954312,Bahnstraße,residential,False,False,106.107,"LINESTRING (11.9466456 52.9586166, 11.9461263 52.9584188, 11.9457097 52.9582701, 11.9452945 52.9581186)",50,,,,
22954347,Mühlenstraße,residential,False,False,90.559,"LINESTRING (11.9466456 52.9586166, 11.9464212 52.9588042, 11.9460388 52.9590693, 11.945747 52.9592207)",50,,,,
22954312,Bahnstraße,residential,False,True,106.107,"LINESTRING (11.9452945 52.9581186, 11.9457097 52.9582701, 11.9461263 52.9584188, 11.9466456 52.9586166)",50,,,,
"[875517662, 22954366, 830981327]",Zimmerstraße,residential,False,True,130.35399999999998,"LINESTRING (11.9452945 52.9581186, 11.9452431 52.9581431, 11.9452077 52.9582525, 11.9452584 52.9583555, 11.9455619 52.9589042, 11.9456843 52.9591136, 11.945747 52.9592207)",,,,,
917742985,Bahnstraße,residential,False,False,67.05,"LINESTRING (11.9452945 52.9581186, 11.9452039 52.9580654, 11.945099 52.9579765, 11.9450161 52.9578387, 11.9449447 52.957571)",50,,,,
22954314,Poststraße,residential,False,True,102.41499999999999,"LINESTRING (11.9488349 52.9593803, 11.9487568 52.9594458, 11.9485372 52.9596356, 11.9479676 52.9601388)",,,,,
22954332,Töpferstraße,residential,False,False,153.508,"LINESTRING (11.9488349 52.9593803, 11.9488444 52.9592772, 11.948893 52.9587993, 11.9489345 52.958418, 11.9490046 52.9580038)",50,,,,
39775870,Bahnstraße,residential,False,True,53.931,"LINESTRING (11.9488349 52.9593803, 11.9491257 52.9597025, 11.9492195 52.9598064)",,,,,
380238344,Bahnstraße,residential,False,False,141.047,"LINESTRING (11.9488349 52.9593803, 11.948379 52.9592262, 11.9479063 52.9590496, 11.9470078 52.9587503)",50,,,,
310264763,Bahnhof,residential,False,True,21.579,"LINESTRING (11.9492195 52.9598064, 11.9494669 52.9596821)",,,,,
39775870,Bahnstraße,residential,False,False,53.931,"LINESTRING (11.9492195 52.9598064, 11.9491257 52.9597025, 11.9488349 52.9593803)",,,,,
"[846632992, 22954311, 826310705, 870235220, 23191261, 39775870]","['Jahnstraße', 'Bahnhof', 'Bahnstraße']",residential,False,"[False, True]",131.806,"LINESTRING (11.9492195 52.9598064, 11.9492349 52.9599273, 11.9492272 52.9599599, 11.9490027 52.9600763, 11.948626 52.9602356, 11.9483151 52.960367, 11.948219 52.9603801, 11.9481634 52.960352, 11.9479676 52.9601388)",,,,,
23191259,Dr.-Wilhelm-Külz-Straße,secondary,False,True,70.319,"LINESTRING (11.9496209 52.9578112, 11.9502628 52.9583116)",50,,2,L 10,
380238345,Dr.-Wilhelm-Külz-Straße,secondary,False,False,46.849,"LINESTRING (11.9496209 52.9578112, 11.949184 52.9574822)",50,,2,L 10,
22954365,Bäckerstraße,residential,False,False,46.571,"LINESTRING (11.9496209 52.9578112, 11.9495372 52.9578318, 11.949484 52.9578449, 11.9492593 52.9579146, 11.9490046 52.9580038)",,,,,
380238345,Dr.-Wilhelm-Külz-Straße,secondary,False,True,46.849,"LINESTRING (11.949184 52.9574822, 11.9496209 52.9578112)",50,,2,L 10,
22954360,Akazienstraße,residential,False,False,98.997,"LINESTRING (11.949184 52.9574822, 11.9493097 52.9574618, 11.9494354 52.9574413, 11.9498682 52.9574297, 11.9502702 52.9574341, 11.9506503 52.95741)",,,,,
"[380238345, 22954333]","['Töpferstraße', 'Dr.-Wilhelm-Külz-Straße']",secondary,False,False,36.421,"LINESTRING (11.949184 52.9574822, 11.9490435 52.9573512, 11.9489098 52.9571997)",50,,2,L 10,
22954332,Töpferstraße,residential,False,True,153.508,"LINESTRING (11.9490046 52.9580038, 11.9489345 52.958418, 11.948893 52.9587993, 11.9488444 52.9592772, 11.9488349 52.9593803)",50,,,,
22954365,Bäckerstraße,residential,False,True,46.571,"LINESTRING (11.9490046 52.9580038, 11.9492593 52.9579146, 11.949484 52.9578449, 11.9495372 52.9578318, 11.9496209 52.9578112)",,,,,
184035599,Bäckerstraße,residential,False,False,166.541,"LINESTRING (11.9490046 52.9580038, 11.9481306 52.9583567, 11.9477283 52.9584572, 11.9472162 52.9585626, 11.9467962 52.9586718)",,destination,,,
380238350,Töpferstraße,residential,False,False,66.392,"LINESTRING (11.9490046 52.9580038, 11.9490171 52.9579445, 11.9490048 52.9578498, 11.9489644 52.957602, 11.9489332 52.9574096)",50,,,,
380238348,Töpferstraße,secondary,False,True,8.962,"LINESTRING (11.9482219 52.9550011, 11.9482625 52.9550779)",50,,,L 10,
"[826310704, 22971458, 179650964]",Große Straße,secondary,False,False,272.99800000000005,"LINESTRING (11.9482219 52.9550011, 11.9466243 52.9552527, 11.9460343 52.9553432, 11.9459789 52.9553521, 11.9458324 52.9553776, 11.9451021 52.9554973, 11.9442848 52.9556347)",50,,,L 11,6
22971470,Havelberger Straße,secondary,False,False,116.384,"LINESTRING (11.9482219 52.9550011, 11.9479327 52.9544742, 11.9478706 52.954319, 11.9478424 52.9541921, 11.9478236 52.9540879, 11.9478233 52.9539887)",50,,,L 10,
22954333,Töpferstraße,secondary,False,False,241.742,"LINESTRING (11.9489098 52.9571997, 11.9485714 52.9565947, 11.9484953 52.9563896, 11.9484834 52.9562307, 11.9484958 52.9560356, 11.9484603 52.9556454, 11.9483035 52.9551554, 11.9482625 52.9550779)",50,,,L 10,
"[380238345, 22954333]","['Töpferstraße', 'Dr.-Wilhelm-Külz-Straße']",secondary,False,True,36.421,"LINESTRING (11.9489098 52.9571997, 11.9490435 52.9573512, 11.949184 52.9574822)",50,,2,L 10,
22954346,Dr.-Wilhelm-Harnisch-Straße,residential,False,False,148.596,"LINESTRING (11.9489098 52.9571997, 11.9488334 52.9572392, 11.9488131 52.9572509, 11.9483848 52.9574774, 11.9481713 52.9576065, 11.9480808 52.9576612, 11.9473592 52.9581525)",50,,,,
22954347,Mühlenstraße,residential,False,False,150.506,"LINESTRING (11.945747 52.9592207, 11.9451429 52.9594937, 11.9438531 52.9599452)",50,,,,
