osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
857898312,2,L 783,Lange Straße,secondary,50,False,False,28.034,"LINESTRING (8.4826749 52.1444298, 8.4827059 52.1441784)",,
210892981,2,L 783,Lange Straße,secondary,50,False,True,235.56999999999996,"LINESTRING (8.4826749 52.1444298, 8.4827141 52.1447295, 8.4827722 52.144881, 8.4827926 52.1449205, 8.4828341 52.1450013, 8.4829163 52.1450951, 8.482949 52.1451325, 8.4835415 52.1459006, 8.4837475 52.1461676, 8.4839288 52.1463824)",,
857898311,,,Alter Postweg,living_street,,False,False,106.589,"LINESTRING (8.4826749 52.1444298, 8.4830873 52.1444929, 8.4836018 52.1445083, 8.4841059 52.1444934, 8.4841438 52.144485, 8.4842161 52.1444689)",,
190503095,,,Marktstraße,residential,,False,False,120.749,"LINESTRING (8.489775 52.1412796, 8.4896414 52.1413981, 8.4895562 52.1414825, 8.4894407 52.1416093, 8.4891423 52.1420678, 8.4891138 52.142166, 8.489116 52.1422698)",,
22877839,,,Marktstraße,residential,30,False,False,159.69400000000002,"LINESTRING (8.489116 52.1422698, 8.4874403 52.1422789, 8.4871133 52.1422783, 8.4870028 52.142261, 8.486924 52.142222, 8.4868432 52.1421658)",,
"[27415865, 28131910]",,,"['Immanuel-Kant-Straße', 'Alter Postweg']",residential,,False,True,509.65999999999997,"LINESTRING (8.489116 52.1422698, 8.4891259 52.1424073, 8.4891259 52.1424849, 8.4891065 52.1425964, 8.4890774 52.142664, 8.488628 52.1432016, 8.4885217 52.1433279, 8.4884372 52.1433789, 8.4883458 52.1434107, 8.4882106 52.1434262, 8.4880051 52.1434259, 8.4878409 52.1434226, 8.4874896 52.1434103, 8.4873492 52.1434069, 8.4871063 52.1434028, 8.4860872 52.1433825, 8.4860654 52.1437993, 8.4860055 52.1438399, 8.4859943 52.1440622, 8.4856458 52.144276, 8.485416 52.1442771, 8.4851846 52.1442762, 8.4851253 52.1442794, 8.484664 52.1443236, 8.4845517 52.1443506, 8.4843573 52.1444171, 8.4842161 52.1444689)",,
190503095,,,Marktstraße,residential,,False,True,120.749,"LINESTRING (8.489116 52.1422698, 8.4891138 52.142166, 8.4891423 52.1420678, 8.4894407 52.1416093, 8.4895562 52.1414825, 8.4896414 52.1413981, 8.489775 52.1412796)",,
22877839,,,Marktstraße,residential,30,False,True,159.69400000000002,"LINESTRING (8.4868432 52.1421658, 8.486924 52.142222, 8.4870028 52.142261, 8.4871133 52.1422783, 8.4874403 52.1422789, 8.489116 52.1422698)",,
22877840,,,Poststraße,residential,30,False,True,88.675,"LINESTRING (8.4868432 52.1421658, 8.4873289 52.1418409, 8.4877363 52.1415867)",,
767628870,,,Poststraße,residential,30,False,False,174.173,"LINESTRING (8.4868432 52.1421658, 8.4866685 52.1422367, 8.4864629 52.142286, 8.4862856 52.1423018, 8.4860651 52.1423025, 8.4858226 52.1422834, 8.4854307 52.1422248, 8.4843866 52.1420687)",,
