osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,access,bridge,width
256803956,2,Haller Straße,tertiary,50,False,False,21.411,"LINESTRING (8.2102182 52.1136228, 8.2105141 52.1135591)",,,,,
"[28180250, 24971587]",,"['Große Straße', 'Haller Straße']",tertiary,50,False,True,183.942,"LINESTRING (8.2102182 52.1136228, 8.2092784 52.1137462, 8.2092548 52.1137509, 8.20863 52.1138787, 8.2080426 52.114009, 8.2078178 52.1140633, 8.2077164 52.1140881, 8.2076476 52.114105)",,,,,
28081795,,Auf der Heue,residential,,False,False,144.84,"LINESTRING (8.2102182 52.1136228, 8.2101993 52.1135844, 8.210135 52.113454, 8.2100517 52.1132857, 8.2097926 52.112832, 8.2095356 52.1123898)",,,,,
305384530,,Stievenstraße,residential,,False,True,28.693,"LINESTRING (8.2041271 52.1150897, 8.2045142 52.1151901)",,,,,
1138361181,,Große Straße,residential,20,False,False,16.967,"LINESTRING (8.2041271 52.1150897, 8.2042976 52.1149787)",,,,,
"[64566770, 50375011]",,Große Straße,residential,20,False,True,171.923,"LINESTRING (8.2041271 52.1150897, 8.2039182 52.1151926, 8.2036605 52.115259, 8.2034456 52.1152807, 8.2032447 52.1152614, 8.202282 52.114992, 8.2018479 52.1148505)",,,,,
"[635256233, 1038050333]",,Am Krümpel,tertiary,,False,False,118.39699999999999,"LINESTRING (8.1992837 52.1146457, 8.1992368 52.1146253, 8.1991369 52.114582, 8.1990751 52.1145582, 8.198911 52.1145034, 8.198533 52.1143826, 8.1983854 52.1143418, 8.1982047 52.1143058, 8.1980532 52.1142864, 8.1976942 52.1142593)",,,,,
"[1039898351, 1217862007]","['2', '3']",Große Straße,tertiary,,False,False,62.382,"LINESTRING (8.1992837 52.1146457, 8.1994341 52.1145887, 8.1996036 52.1145539, 8.200154 52.1144971)",K 335,,,,
27072567,,Westendarpstraße,residential,,False,False,65.713,"LINESTRING (8.2038273 52.1124867, 8.2036569 52.1124952, 8.2035118 52.1124731, 8.2033261 52.1123967, 8.2031058 52.112384, 8.2029148 52.1124138)",,,,,
27072567,,Westendarpstraße,residential,,False,True,115.326,"LINESTRING (8.2038273 52.1124867, 8.2039131 52.1124732, 8.2041122 52.1124464, 8.2044122 52.1124486, 8.2044762 52.1124555, 8.2047157 52.1124811, 8.2050552 52.1125069, 8.2052301 52.112524, 8.2053858 52.1125638, 8.2054695 52.112598)",,,,,
"[1217862011, 64566486]",2,Auf der Worth,tertiary,,False,False,185.92000000000002,"LINESTRING (8.2015169 52.1129675, 8.2015502 52.1131337, 8.2016305 52.1134462, 8.201644 52.1135282, 8.2016538 52.1136655, 8.2016546 52.1137408, 8.2016465 52.1140699, 8.2016206 52.1142226, 8.2015204 52.1144664, 8.201473 52.1145416, 8.2014145 52.1146112)",K 335,,,,
64566509,1,,tertiary,,True,False,15.366999999999999,"LINESTRING (8.2015169 52.1129675, 8.2014621 52.1129596, 8.2014151 52.1129407, 8.2013815 52.1129129, 8.2013656 52.1128798)",K 335,roundabout,,,
27072567,,Westendarpstraße,residential,,False,False,58.608000000000004,"LINESTRING (8.2062316 52.1134824, 8.2060924 52.1134275, 8.2058757 52.1133419, 8.2056343 52.1132405, 8.2055573 52.1131667)",,,,,
27072567,,Westendarpstraße,residential,,False,True,104.54899999999999,"LINESTRING (8.2062316 52.1134824, 8.2063929 52.1135677, 8.2068411 52.1138581, 8.2069645 52.1139114, 8.2072708 52.1139827, 8.2073362 52.1140068, 8.2074102 52.1140584)",,,,,
128231518,,Auf der Heue,residential,,False,True,256.36,"LINESTRING (8.2062316 52.1134824, 8.2086649 52.1126439, 8.2095356 52.1123898)",,,,,
40162812,,Kleine Heue,residential,,False,True,190.985,"LINESTRING (8.2055645 52.1128915, 8.2080092 52.1120572)",,,,,
27072567,,Westendarpstraße,residential,,False,False,33.606,"LINESTRING (8.2055645 52.1128915, 8.2055507 52.1127402, 8.2054695 52.112598)",,,,,
27072567,,Westendarpstraße,residential,,False,True,30.911,"LINESTRING (8.2055645 52.1128915, 8.2055305 52.1130866, 8.2055573 52.1131667)",,,,,
64566509,1,,tertiary,,True,False,17.139,"LINESTRING (8.2013656 52.1128798, 8.2013686 52.1128467, 8.2013893 52.112816, 8.2014314 52.1127889, 8.2015049 52.1127667)",K 335,roundabout,,,
64566689,,Westendarpstraße,residential,,False,False,99.837,"LINESTRING (8.2013656 52.1128798, 8.2005515 52.1130194, 8.1999526 52.11311)",,,,,
27072620,,Südstraße,residential,,False,False,40.797,"LINESTRING (8.1999526 52.11311, 8.199992 52.1134761)",,,,,
27072620,,Südstraße,residential,,False,True,93.75,"LINESTRING (8.1999526 52.11311, 8.1999019 52.1127137, 8.1998791 52.1126088, 8.1998355 52.1125437, 8.1997329 52.1122818)",,,,,
64566689,,Westendarpstraße,residential,,False,True,99.837,"LINESTRING (8.1999526 52.11311, 8.2005515 52.1130194, 8.2013656 52.1128798)",,,,,
27072620,,Südstraße,residential,,False,True,114.06800000000001,"LINESTRING (8.200154 52.1144971, 8.2000696 52.1139689, 8.2000432 52.113813, 8.199992 52.1134761)",,,,,
"[1217862006, 27079150]",2,Große Straße,tertiary,,False,False,74.555,"LINESTRING (8.200154 52.1144971, 8.200379 52.1144988, 8.2007306 52.1145437, 8.2011049 52.1146259, 8.2012087 52.1146486)",K 335,,,,
"[1217862007, 1039898351]","['2', '3']",Große Straße,tertiary,,False,True,62.382,"LINESTRING (8.200154 52.1144971, 8.1996036 52.1145539, 8.1994341 52.1145887, 8.1992837 52.1146457)",K 335,,,,
27072567,,Westendarpstraße,residential,,False,False,30.911,"LINESTRING (8.2055573 52.1131667, 8.2055305 52.1130866, 8.2055645 52.1128915)",,,,,
27072567,,Westendarpstraße,residential,,False,True,58.608000000000004,"LINESTRING (8.2055573 52.1131667, 8.2056343 52.1132405, 8.2058757 52.1133419, 8.2060924 52.1134275, 8.2062316 52.1134824)",,,,,
34313273,,Marktplatz,residential,,False,False,141.727,"LINESTRING (8.2055573 52.1131667, 8.2054248 52.113223, 8.2053274 52.113309, 8.2051029 52.1136744, 8.2051497 52.114042, 8.2050298 52.1143448)",,,,,
27072620,,Südstraße,residential,,False,False,93.75,"LINESTRING (8.1997329 52.1122818, 8.1998355 52.1125437, 8.1998791 52.1126088, 8.1999019 52.1127137, 8.1999526 52.11311)",,,,,
28165780,,Heidländer Weg,residential,,False,True,118.75399999999999,"LINESTRING (8.1997329 52.1122818, 8.199492 52.1123102, 8.1988795 52.1121497, 8.1982214 52.1118413)",,,,,
