osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,ref,width,access,junction
29317007,Ringstraße,unclassified,False,False,85.886,"LINESTRING (7.3902571 51.1150917, 7.3903649 51.1150424, 7.3904608 51.1150224, 7.3905093 51.1150152, 7.3905599 51.1150125, 7.3906095 51.115016, 7.3908079 51.1150462, 7.3910228 51.1150774, 7.3912551 51.115108, 7.3913532 51.1151164, 7.3914372 51.1151211)",,,,,,,
"[837102969, 29317009, 54371779, 126060525]",Weststraße,residential,False,False,75.203,"LINESTRING (7.3902571 51.1150917, 7.3901542 51.1151462, 7.3901009 51.1151743, 7.3900305 51.1152126, 7.3899652 51.115253, 7.3898934 51.1153008, 7.3898271 51.1153418, 7.389767 51.1153805, 7.3897294 51.1154007, 7.3896856 51.1154166, 7.3896057 51.115438, 7.3895295 51.1154527, 7.3894637 51.1154581, 7.3893923 51.1154573)",yes,30,,,,,
122188758,Gladbacher Straße,primary,False,False,43.996,"LINESTRING (7.3902571 51.1150917, 7.3903634 51.1151807, 7.3904122 51.1152215, 7.3906452 51.1154034)",,50,3,B 506,,,
"[768249698, 245554757]",Gladbacher Straße,primary,False,True,95.94099999999999,"LINESTRING (7.3902571 51.1150917, 7.3901576 51.1150054, 7.3901147 51.1149682, 7.3898233 51.1147114, 7.3897345 51.1146344, 7.3895287 51.1144504, 7.3894603 51.1143887)",,50,"['2', '3']",B 506,,,
147635046,Kaiserstraße,residential,False,True,99.211,"LINESTRING (7.3873227 51.1177685, 7.3881794 51.1177147, 7.3887377 51.1176844)",,,,,,,
"[144573632, 619427140, 144573643, 168740333, 27747150, 144573648, 968452728]",Radiumstraße,residential,False,"[False, True]",138.49,"LINESTRING (7.3933906 51.1170407, 7.3934058 51.1170978, 7.3934123 51.1171459, 7.3934128 51.1171905, 7.393412 51.1172013, 7.3933985 51.1172769, 7.3933857 51.1173081, 7.3933697 51.1173472, 7.3932818 51.117555, 7.3932675 51.1175868, 7.3931427 51.117824, 7.3930814 51.1179821, 7.3930391 51.11813, 7.3930083 51.1182529)",yes,50,"['2', '3']",,,,
"[782704056, 168740332]",Radiumstraße,residential,False,False,62.848,"LINESTRING (7.3933906 51.1170407, 7.3933562 51.1169765, 7.3933455 51.1169616, 7.3933294 51.1169391, 7.3933153 51.1169193, 7.3932824 51.1168881, 7.3932279 51.1168365, 7.3931184 51.1167482, 7.3929945 51.1166705, 7.3928576 51.1165962)",,50,2,,,,
696922774,Hochstraße,tertiary,False,True,4.836,"LINESTRING (7.3947285 51.116086, 7.3946637 51.1160706)",,30,,,,,
27747147,Schützenstraße,residential,True,False,38.546,"LINESTRING (7.3947285 51.116086, 7.3946467 51.1162163, 7.3943641 51.1163222)",,50,,,,,
206644840,Schützenstraße,residential,False,True,36.28,"LINESTRING (7.3932973 51.1166803, 7.3937545 51.1165251)",,50,,,,,
27747148,Schützenstraße,residential,False,False,48.166,"LINESTRING (7.3943641 51.1163222, 7.3939779 51.1164476, 7.3937545 51.1165251)",,50,,,,,
206644840,Schützenstraße,residential,False,False,36.28,"LINESTRING (7.3937545 51.1165251, 7.3932973 51.1166803)",,50,,,,,
27747148,Schützenstraße,residential,False,True,48.166,"LINESTRING (7.3937545 51.1165251, 7.3939779 51.1164476, 7.3943641 51.1163222)",,50,,,,,
