osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,bridge
145504756,Flurstraße,residential,30,False,False,146.946,"LINESTRING (11.233406 49.357524, 11.233568 49.3576131, 11.2338935 49.357614, 11.2343183 49.3576056, 11.2349277 49.357605, 11.2353842 49.3575909)",,,
145504762,Gsteinacher Straße,residential,30,False,False,240.909,"LINESTRING (11.233406 49.357524, 11.2339896 49.3572319, 11.2351922 49.3564868, 11.2359589 49.3561434)",,,
145504762,Gsteinacher Straße,residential,30,False,False,30.8,"LINESTRING (11.2359589 49.3561434, 11.2363135 49.3559905)",,,
4328127,Siebenbürgener Straße,residential,30,True,False,166.708,"LINESTRING (11.2359589 49.3561434, 11.2355922 49.3568996, 11.2354651 49.3571936, 11.2353842 49.3575909)",,,
145504762,Gsteinacher Straße,residential,30,False,True,240.909,"LINESTRING (11.2359589 49.3561434, 11.2351922 49.3564868, 11.2339896 49.3572319, 11.233406 49.357524)",,,
162379918,Hauptstraße,residential,30,False,False,48.864000000000004,"LINESTRING (11.2420291 49.3560449, 11.242108 49.3560967, 11.2425045 49.3563567)",,,
162379918,Hauptstraße,residential,30,False,True,66.029,"LINESTRING (11.2420291 49.3560449, 11.2415066 49.3556883, 11.2414046 49.3556124)",,,
"[1077864916, 1077864917, 4325358]",Lachäckerstraße,residential,30,True,False,150.216,"LINESTRING (11.2420291 49.3560449, 11.2420069 49.3560735, 11.2418182 49.3563158, 11.2417234 49.3564996, 11.2417108 49.3566026, 11.2416195 49.3573502)",5,,
162379918,Hauptstraße,residential,30,False,False,17.99,"LINESTRING (11.2429514 49.3566367, 11.2431362 49.3567448)",,,
162379918,Hauptstraße,residential,30,False,True,44.911,"LINESTRING (11.2429514 49.3566367, 11.2425045 49.3563567)",,,
145504759,Fröbelstraße,residential,30,False,False,132.673,"LINESTRING (11.2429514 49.3566367, 11.2432812 49.3563761, 11.2436536 49.3561308, 11.2437558 49.3560975, 11.2439771 49.356128, 11.2444015 49.3562112)",,,
118934483,Hauptstraße,residential,30,False,True,11.651,"LINESTRING (11.2454245 49.357927, 11.2452993 49.3578612)",,,
118934483,Hauptstraße,residential,30,False,False,51.184,"LINESTRING (11.2454245 49.357927, 11.2454676 49.3579564, 11.2458738 49.3582341, 11.2459121 49.3582602)",,,
145504756,Flurstraße,residential,30,False,True,201.682,"LINESTRING (11.2454245 49.357927, 11.2453245 49.3580236, 11.2451734 49.3580586, 11.2445813 49.3579988, 11.2435573 49.3579643, 11.2434745 49.3579645, 11.2427365 49.3579729)",,,
1027599022,Hauptstraße,residential,30,False,True,52.556,"LINESTRING (11.2464184 49.3585988, 11.2459121 49.3582602)",,,
145504756,Flurstraße,residential,30,False,False,94.886,"LINESTRING (11.2392166 49.3577458, 11.2404931 49.3579379)",,,
"[4322353, 4322355]","['Heimstraße', 'Turnstraße']",residential,30,False,False,226.613,"LINESTRING (11.2392166 49.3577458, 11.2396092 49.3570009, 11.2398387 49.3563894, 11.2399203 49.3563561, 11.2401498 49.3563783, 11.2407643 49.3564524)",,,
4628237,,residential,,False,False,47.704,"LINESTRING (11.2392166 49.3577458, 11.2392223 49.3580349, 11.2392879 49.3581681)",,,
145504756,Flurstraße,residential,30,False,True,70.744,"LINESTRING (11.2392166 49.3577458, 11.2388255 49.3577111, 11.2382468 49.3576703)",,,
145504756,Flurstraße,residential,30,False,False,55.566,"LINESTRING (11.2362826 49.3575838, 11.2370489 49.3576083)",,,
145504756,Flurstraße,residential,30,False,True,65.072,"LINESTRING (11.2362826 49.3575838, 11.2353842 49.3575909)",,,
4325359,Am Kirchbühl,residential,30,False,True,136.298,"LINESTRING (11.2362826 49.3575838, 11.236256 49.3581115, 11.2363016 49.3581807, 11.2364002 49.3582313, 11.2372138 49.3583388)",,,
145504759,Fröbelstraße,residential,30,False,True,132.673,"LINESTRING (11.2444015 49.3562112, 11.2439771 49.356128, 11.2437558 49.3560975, 11.2436536 49.3561308, 11.2432812 49.3563761, 11.2429514 49.3566367)",,,
145504761,Graf-Roland-Straße,residential,30,False,False,107.881,"LINESTRING (11.2444015 49.3562112, 11.2441409 49.3567947, 11.2440606 49.3569169, 11.2438685 49.3571094)",,,
145504761,Graf-Roland-Straße,residential,30,False,True,23.774,"LINESTRING (11.2444015 49.3562112, 11.2444573 49.3560875, 11.2445363 49.35602)",,,
4322358,Föhrenstraße,residential,30,False,False,139.866,"LINESTRING (11.2427365 49.3579729, 11.2427898 49.3576544, 11.2428866 49.3573542, 11.2431362 49.3567448)",,,
145504756,Flurstraße,residential,30,False,False,201.68200000000002,"LINESTRING (11.2427365 49.3579729, 11.2434745 49.3579645, 11.2435573 49.3579643, 11.2445813 49.3579988, 11.2451734 49.3580586, 11.2453245 49.3580236, 11.2454245 49.357927)",,,
145504756,Flurstraße,residential,30,False,True,84.395,"LINESTRING (11.2427365 49.3579729, 11.2416746 49.3579812, 11.2415713 49.357982)",,,
141512528,Gsteinacher Straße,residential,30,False,True,56.704,"LINESTRING (11.2407343 49.3554836, 11.2399528 49.3554532)",,,
4322359,Friedrich-Luber-Straße,residential,30,False,False,107.851,"LINESTRING (11.2407343 49.3554836, 11.2407169 49.3559743, 11.2407643 49.3564524)",,,
4829373,Dürrenhembacher Straße,residential,30,False,False,48.383,"LINESTRING (11.2407343 49.3554836, 11.2407968 49.3551758, 11.2408176 49.3550519)",,,
162379918,Hauptstraße,residential,30,False,False,50.925,"LINESTRING (11.2407343 49.3554836, 11.241082 49.3555242, 11.2414046 49.3556124)",,,
162379918,Hauptstraße,residential,30,False,False,66.758,"LINESTRING (11.2431362 49.3567448, 11.2438685 49.3571094)",,,
162379918,Hauptstraße,residential,30,False,True,17.99,"LINESTRING (11.2431362 49.3567448, 11.2429514 49.3566367)",,,
4322358,Föhrenstraße,residential,30,False,True,139.866,"LINESTRING (11.2431362 49.3567448, 11.2428866 49.3573542, 11.2427898 49.3576544, 11.2427365 49.3579729)",,,
"[4322353, 4322355]","['Turnstraße', 'Heimstraße']",residential,30,False,True,226.613,"LINESTRING (11.2407643 49.3564524, 11.2401498 49.3563783, 11.2399203 49.3563561, 11.2398387 49.3563894, 11.2396092 49.3570009, 11.2392166 49.3577458)",,,
4322359,Friedrich-Luber-Straße,residential,30,False,False,91.494,"LINESTRING (11.2407643 49.3564524, 11.2407794 49.356723, 11.2407605 49.3569515, 11.2406422 49.3572654)",,,
4322359,Friedrich-Luber-Straße,residential,30,False,True,107.851,"LINESTRING (11.2407643 49.3564524, 11.2407169 49.3559743, 11.2407343 49.3554836)",,,
