osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,width,junction
27403732,2,Hinter der Wurth,unclassified,False,True,80.25,,,"LINESTRING (8.7879329 53.2273334, 8.7878287 53.2280524)",,
253119380,2,Bahnhofstraße,tertiary,False,True,153.495,K 45,30,"LINESTRING (8.7879329 53.2273334, 8.7880545 53.2273305, 8.788101 53.2273294, 8.7888987 53.2273648, 8.7892883 53.2273605, 8.7893992 53.2273397, 8.7895307 53.2272982, 8.7898741 53.2271529, 8.7900913 53.2270644)",,
24640552,,Kornstraße,residential,False,False,115.815,,30,"LINESTRING (8.7917645 53.2325436, 8.7933426 53.2321048)",,
24640619,,Auf dem Paß,residential,False,False,94.587,,30,"LINESTRING (8.7917645 53.2325436, 8.7917544 53.2324438, 8.7918063 53.2320094, 8.7918198 53.2319035, 8.7918633 53.2316962)",,
24640552,,Kornstraße,residential,False,True,115.815,,30,"LINESTRING (8.7933426 53.2321048, 8.7917645 53.2325436)",,
24640595,,Wiesenstraße,residential,False,False,30.703000000000003,,30,"LINESTRING (8.7933426 53.2321048, 8.7934233 53.2322012, 8.7935491 53.2323517)",,
24640595,,Wiesenstraße,residential,False,True,185.827,,30,"LINESTRING (8.7933426 53.2321048, 8.7930678 53.2317686, 8.7926744 53.2312872, 8.7922003 53.2306853, 8.7920433 53.2306681)",,
24640595,,Wiesenstraße,residential,False,False,185.827,,30,"LINESTRING (8.7920433 53.2306681, 8.7922003 53.2306853, 8.7926744 53.2312872, 8.7930678 53.2317686, 8.7933426 53.2321048)",,
24640596,,Am Bergerhof,residential,False,True,203.864,,30,"LINESTRING (8.7920433 53.2306681, 8.7913144 53.2306235, 8.7906232 53.2305674, 8.7905114 53.2305912, 8.7902261 53.2314812)",,
737429409,,Auf dem Paß,residential,False,False,88.947,,30,"LINESTRING (8.7920433 53.2306681, 8.792097 53.2303753, 8.7921632 53.2298715)",,
737429409,,Auf dem Paß,residential,False,True,114.94900000000001,,30,"LINESTRING (8.7920433 53.2306681, 8.7919939 53.2309614, 8.7919126 53.2314438, 8.7918633 53.2316962)",,
24640601,,Am Wasserturm,residential,False,True,111.563,,30,"LINESTRING (8.7902261 53.2314812, 8.7918633 53.2316962)",,
24640596,,Am Bergerhof,residential,False,False,203.864,,30,"LINESTRING (8.7902261 53.2314812, 8.7905114 53.2305912, 8.7906232 53.2305674, 8.7913144 53.2306235, 8.7920433 53.2306681)",,
24640601,,Am Wasserturm,residential,False,False,133.894,,30,"LINESTRING (8.7902261 53.2314812, 8.78903 53.2313383, 8.7883068 53.2311451)",,
24640601,,Am Wasserturm,residential,False,False,111.563,,30,"LINESTRING (8.7918633 53.2316962, 8.7902261 53.2314812)",,
24640619,,Auf dem Paß,residential,False,True,94.58699999999999,,30,"LINESTRING (8.7918633 53.2316962, 8.7918198 53.2319035, 8.7918063 53.2320094, 8.7917544 53.2324438, 8.7917645 53.2325436)",,
737429409,,Auf dem Paß,residential,False,False,114.94900000000001,,30,"LINESTRING (8.7918633 53.2316962, 8.7919126 53.2314438, 8.7919939 53.2309614, 8.7920433 53.2306681)",,
24640601,,Am Wasserturm,residential,False,True,133.894,,30,"LINESTRING (8.7883068 53.2311451, 8.78903 53.2313383, 8.7902261 53.2314812)",,
24641232,,Lindenstraße,unclassified,False,True,121.785,,50,"LINESTRING (8.7883068 53.2311451, 8.7881478 53.231284, 8.7880766 53.2313625, 8.788062 53.2313808, 8.7879856 53.2315491, 8.7881358 53.2317502, 8.7882345 53.2318369, 8.7884147 53.2319961, 8.7884041 53.2321213)",6,
"[27336184, 115373385]",,Lindenstraße,unclassified,False,False,272.106,,50,"LINESTRING (8.7883068 53.2311451, 8.7886808 53.2308378, 8.7887293 53.2307943, 8.78922 53.2303316, 8.7893207 53.2302152, 8.7895677 53.2300171, 8.7901414 53.2294837, 8.7905519 53.2291021)",6,
737440247,,Auf dem Paß,residential,False,True,20.395,,30,"LINESTRING (8.7921667 53.2296881, 8.7921632 53.2298715)",,
737440248,,Am Krummwinkel,residential,False,True,31.158,,30,"LINESTRING (8.7921667 53.2296881, 8.791699 53.2296997)",,
27336167,,Auf dem Paß,residential,False,False,169.505,,30,"LINESTRING (8.7921667 53.2296881, 8.7920584 53.228422, 8.7920309 53.2281659)",,
27336169,,Am Krummwinkel,residential,False,False,136.439,,30,"LINESTRING (8.7921667 53.2296881, 8.7931866 53.2297018, 8.7934983 53.2296716, 8.7941865 53.229558)",,
27336185,,Lindenstraße,unclassified,False,True,143.28,,50,"LINESTRING (8.7920309 53.2281659, 8.7905519 53.2291021)",6,
27336167,,Auf dem Paß,residential,False,True,169.505,,30,"LINESTRING (8.7920309 53.2281659, 8.7920584 53.228422, 8.7921667 53.2296881)",,
41292664,,Lindenstraße,unclassified,False,False,140.945,,50,"LINESTRING (8.7920309 53.2281659, 8.792381 53.2279255, 8.7934224 53.2272105)",6,
27336185,,Lindenstraße,unclassified,False,False,143.28,,50,"LINESTRING (8.7905519 53.2291021, 8.7920309 53.2281659)",6,
24641225,,Am Weißen Sande,unclassified,False,True,231.51899999999998,,50,"LINESTRING (8.7905519 53.2291021, 8.790359 53.2274045, 8.7902744 53.2272278, 8.7900913 53.2270644)",,
25459951,,Am Krummwinkel,residential,False,True,101.224,,30,"LINESTRING (8.7905519 53.2291021, 8.7911449 53.2294059, 8.7915108 53.2295999, 8.791699 53.2296997)",,
"[27336184, 115373385]",,Lindenstraße,unclassified,False,True,272.106,,50,"LINESTRING (8.7905519 53.2291021, 8.7901414 53.2294837, 8.7895677 53.2300171, 8.7893207 53.2302152, 8.78922 53.2303316, 8.7887293 53.2307943, 8.7886808 53.2308378, 8.7883068 53.2311451)",6,
737440248,,Am Krummwinkel,residential,False,False,31.158,,30,"LINESTRING (8.791699 53.2296997, 8.7921667 53.2296881)",,
25459951,,Am Krummwinkel,residential,False,False,101.22399999999999,,30,"LINESTRING (8.791699 53.2296997, 8.7915108 53.2295999, 8.7911449 53.2294059, 8.7905519 53.2291021)",,
25459951,,Am Krummwinkel,residential,False,True,36.334999999999994,,30,"LINESTRING (8.791699 53.2296997, 8.7919199 53.2297853, 8.7921632 53.2298715)",,
24640651,,Johannesstraße,residential,False,True,274.379,,30,"LINESTRING (8.7941865 53.229558, 8.7940939 53.2293218, 8.7940683 53.2290692, 8.7939182 53.2275864, 8.7937789 53.2274163, 8.7935015 53.2272474, 8.7934224 53.2272105)",,
27336169,,Am Krummwinkel,residential,False,False,151.374,,30,"LINESTRING (8.7941865 53.229558, 8.7954724 53.2290294, 8.7957609 53.2289184, 8.7960732 53.2287982)",,
27336169,,Am Krummwinkel,residential,False,True,136.439,,30,"LINESTRING (8.7941865 53.229558, 8.7934983 53.2296716, 8.7931866 53.2297018, 8.7921667 53.2296881)",,
24701408,,Heimstraße,residential,False,False,38.1,,,"LINESTRING (8.7960732 53.2287982, 8.7963655 53.2290928)",,
24640694,,Heimstraße,residential,False,True,204.881,,30,"LINESTRING (8.7960732 53.2287982, 8.7959866 53.2286456, 8.7959775 53.2285586, 8.795916 53.2279685, 8.7958836 53.2276581, 8.7958738 53.2275646, 8.7958116 53.2269675)",,
25459877,,Am Hünenstein,residential,False,False,128.573,,30,"LINESTRING (8.7960732 53.2287982, 8.7964879 53.2285775, 8.7969948 53.2282096, 8.7972013 53.228133, 8.797397 53.2280742, 8.7974842 53.2280265)",,
27336169,,Am Krummwinkel,residential,False,True,151.374,,30,"LINESTRING (8.7960732 53.2287982, 8.7957609 53.2289184, 8.7954724 53.2290294, 8.7941865 53.229558)",,
"[128615599, 128615597, 24643623]",2,Am Osterholze,tertiary,False,False,225.54999999999998,,50,"LINESTRING (8.7974842 53.2280265, 8.7980382 53.2285927, 8.7982624 53.2288219, 8.7985631 53.2292108, 8.7986546 53.2293322, 8.7987565 53.2294907, 8.7989236 53.2298522)",5.5,
24658505,2,Am Hünenstein,tertiary,False,True,121.792,,50,"LINESTRING (8.7974842 53.2280265, 8.7974049 53.2278228, 8.7974167 53.2275473, 8.7973869 53.226937)",5,
25459877,,Am Hünenstein,residential,False,True,128.573,,30,"LINESTRING (8.7974842 53.2280265, 8.797397 53.2280742, 8.7972013 53.228133, 8.7969948 53.2282096, 8.7964879 53.2285775, 8.7960732 53.2287982)",,
24640651,,Johannesstraße,residential,False,False,274.379,,30,"LINESTRING (8.7934224 53.2272105, 8.7935015 53.2272474, 8.7937789 53.2274163, 8.7939182 53.2275864, 8.7940683 53.2290692, 8.7940939 53.2293218, 8.7941865 53.229558)",,
41292664,,Lindenstraße,unclassified,False,False,101.867,,50,"LINESTRING (8.7934224 53.2272105, 8.794308 53.2266227, 8.7944473 53.2265302)",6,
41292664,,Lindenstraße,unclassified,False,True,140.945,,50,"LINESTRING (8.7934224 53.2272105, 8.792381 53.2279255, 8.7920309 53.2281659)",6,
24640694,,Heimstraße,residential,False,False,204.881,,30,"LINESTRING (8.7958116 53.2269675, 8.7958738 53.2275646, 8.7958836 53.2276581, 8.795916 53.2279685, 8.7959775 53.2285586, 8.7959866 53.2286456, 8.7960732 53.2287982)",,
24640707,,Rathausstraße,residential,False,False,105.25200000000001,,30,"LINESTRING (8.7958116 53.2269675, 8.7959537 53.2269851, 8.7960896 53.2269863, 8.7966681 53.2269715, 8.7973869 53.226937)",,
24640707,,Rathausstraße,residential,False,True,103.623,,30,"LINESTRING (8.7958116 53.2269675, 8.7950282 53.226748, 8.7946416 53.2266349, 8.7944473 53.2265302)",,
24640707,,Rathausstraße,residential,False,False,103.623,,30,"LINESTRING (8.7944473 53.2265302, 8.7946416 53.2266349, 8.7950282 53.226748, 8.7958116 53.2269675)",,
41292664,,Lindenstraße,unclassified,False,False,41.688,,50,"LINESTRING (8.7944473 53.2265302, 8.7945483 53.226457, 8.7946236 53.2263943, 8.7946429 53.2263443, 8.7946429 53.2262993, 8.7946253 53.2261934)",6,
41292664,,Lindenstraße,unclassified,False,True,101.867,,50,"LINESTRING (8.7944473 53.2265302, 8.794308 53.2266227, 8.7934224 53.2272105)",6,
24640707,,Rathausstraße,residential,False,True,105.252,,30,"LINESTRING (8.7973869 53.226937, 8.7966681 53.2269715, 8.7960896 53.2269863, 8.7959537 53.2269851, 8.7958116 53.2269675)",,
24640715,,Rolandstraße,residential,False,True,193.831,,,"LINESTRING (8.7973869 53.226937, 8.7976321 53.2268952, 8.7981524 53.2268589, 8.7984854 53.2268425, 8.7986357 53.2268351, 8.7987283 53.2268305, 8.7989236 53.2268162, 8.7990445 53.2267528, 8.7989796 53.2261829, 8.7989797 53.2260371)",,
24658505,2,Am Hünenstein,tertiary,False,False,121.792,,50,"LINESTRING (8.7973869 53.226937, 8.7974167 53.2275473, 8.7974049 53.2278228, 8.7974842 53.2280265)",5,
24658505,2,Am Hünenstein,tertiary,False,True,101.61099999999999,,50,"LINESTRING (8.7973869 53.226937, 8.7973443 53.2264005, 8.7974564 53.2261698, 8.7974362 53.2260339)",5,
24640823,,Reiswerkestraße,unclassified,False,True,102.607,,,"LINESTRING (8.7972217 53.2250093, 8.797735 53.2248509, 8.7981023 53.2247324, 8.7985818 53.2245753)",,
24720672,,Pappstraße,tertiary,False,False,40.862,,50,"LINESTRING (8.7972217 53.2250093, 8.797168 53.2249386, 8.7971083 53.2248817, 8.7968583 53.2247169)",,
24720672,,Pappstraße,tertiary,False,True,115.065,,50,"LINESTRING (8.7972217 53.2250093, 8.7972904 53.2252195, 8.7973152 53.2255204, 8.797364 53.2258274, 8.7974362 53.2260339)",,
"[9884080, 151355561, 41293016]","['2', '3']",Osterholzer Straße,tertiary,False,"[False, True]",293.47,K 45,50,"LINESTRING (8.7974362 53.2260339, 8.7984161 53.2259112, 8.7989982 53.2258737, 8.8006315 53.2259178, 8.8012245 53.2259419, 8.8018171 53.2259476)",,
24658505,2,Am Hünenstein,tertiary,False,False,101.61099999999999,,50,"LINESTRING (8.7974362 53.2260339, 8.7974564 53.2261698, 8.7973443 53.2264005, 8.7973869 53.226937)",5,
24720672,,Pappstraße,tertiary,False,False,115.065,,50,"LINESTRING (8.7974362 53.2260339, 8.797364 53.2258274, 8.7973152 53.2255204, 8.7972904 53.2252195, 8.7972217 53.2250093)",,
"[24734840, 313730978]","['2', '3']",Osterholzer Straße,tertiary,False,"[False, True]",188.084,K 45,50,"LINESTRING (8.7974362 53.2260339, 8.7967331 53.2261012, 8.7946253 53.2261934)",,
24640823,,Reiswerkestraße,unclassified,False,False,102.607,,,"LINESTRING (8.7985818 53.2245753, 8.7981023 53.2247324, 8.797735 53.2248509, 8.7972217 53.2250093)",,
24641232,,Lindenstraße,unclassified,False,False,121.785,,50,"LINESTRING (8.7884041 53.2321213, 8.7884147 53.2319961, 8.7882345 53.2318369, 8.7881358 53.2317502, 8.7879856 53.2315491, 8.788062 53.2313808, 8.7880766 53.2313625, 8.7881478 53.231284, 8.7883068 53.2311451)",6,
24641225,,Am Weißen Sande,unclassified,False,False,231.519,,50,"LINESTRING (8.7900913 53.2270644, 8.7902744 53.2272278, 8.790359 53.2274045, 8.7905519 53.2291021)",,
115373384,,Lange Straße,unclassified,False,True,29.546,,,"LINESTRING (8.7900913 53.2270644, 8.7899778 53.2269499, 8.7899556 53.226818)",,
253119380,2,Bahnhofstraße,tertiary,False,False,153.495,K 45,30,"LINESTRING (8.7900913 53.2270644, 8.7898741 53.2271529, 8.7895307 53.2272982, 8.7893992 53.2273397, 8.7892883 53.2273605, 8.7888987 53.2273648, 8.788101 53.2273294, 8.7880545 53.2273305, 8.7879329 53.2273334)",,
737429418,2,Bahnhofstraße,tertiary,False,True,276.438,K 45,30,"LINESTRING (8.7900913 53.2270644, 8.7906665 53.2269078, 8.7907377 53.2268859, 8.7911532 53.2267775, 8.7916066 53.2266872, 8.792878 53.2264475, 8.7934265 53.2263474, 8.7940093 53.2262539)",,
9884081,,Bahnhofstraße,tertiary,False,False,41.620999999999995,K 45,50,"LINESTRING (8.7946253 53.2261934, 8.7944283 53.2262043, 8.7942127 53.226225, 8.7940093 53.2262539)",,
