osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,width,junction,est_width
23955646,Zur Lahmekaut,residential,False,True,71.956,"LINESTRING (8.1115295 49.8388937, 8.1110318 49.8394556)",,,,,,,
"[23276160, 37329383]",Rommersheimer Straße,residential,False,False,145.78300000000002,"LINESTRING (8.1115295 49.8388937, 8.1117377 49.8389892, 8.111961 49.8390915, 8.1120219 49.8391209, 8.1121454 49.8391805, 8.1124004 49.8393101, 8.112454 49.8393373, 8.1131809 49.8396575)","['2', '1']",,"['50', '30']",,,,
"[23276160, 977124572]",Rommersheimer Straße,residential,False,True,72.86500000000001,"LINESTRING (8.1115295 49.8388937, 8.111319 49.8387921, 8.1112292 49.8387488, 8.1110955 49.8386843, 8.1107553 49.8385201, 8.110716 49.8385011)",2,,50,,,,
23955648,Zur Lahmekaut,residential,False,False,52.01,"LINESTRING (8.1110968 49.8395712, 8.1117383 49.8397894)",,,,,,,
23955650,Zur Lahmekaut,residential,False,True,33.645,"LINESTRING (8.1110968 49.8395712, 8.1110654 49.8398731)",,,,,,,
23955648,Zur Lahmekaut,residential,False,True,15.156000000000002,"LINESTRING (8.1110968 49.8395712, 8.1110385 49.8395408, 8.1110184 49.839496, 8.1110318 49.8394556)",,,,,,,
23955648,Zur Lahmekaut,residential,False,True,52.01,"LINESTRING (8.1117383 49.8397894, 8.1110968 49.8395712)",,,,,,,
23955650,Zur Lahmekaut,residential,False,False,33.645,"LINESTRING (8.1110654 49.8398731, 8.1110968 49.8395712)",,,,,,,
23276132,Obere Schulstraße,residential,False,True,90.589,"LINESTRING (8.1106835 49.8431557, 8.1111961 49.8424111)",2,,30,,,,
23955658,Talstraße,residential,False,False,108.18299999999999,"LINESTRING (8.1137487 49.8383517, 8.1135219 49.8382267, 8.1126752 49.837735, 8.112635 49.8376974)",,,,,,,
23955658,Talstraße,residential,False,True,71.08,"LINESTRING (8.1137487 49.8383517, 8.114228 49.8386184, 8.1144204 49.8388132)",,,,,,,
24228615,Wallstraße,residential,False,False,136.276,"LINESTRING (8.1137487 49.8383517, 8.1131241 49.8388245, 8.1135112 49.8391544, 8.1137228 49.8392876)",,,,,,,
24228615,Wallstraße,residential,False,True,102.069,"LINESTRING (8.1137487 49.8383517, 8.113974 49.8382089, 8.1140718 49.8381472, 8.1142161 49.838059, 8.1144892 49.837928, 8.1148397 49.8377658)",,,,,,,
23955664,Wilhelmstraße,living_street,True,False,121.635,"LINESTRING (8.1138969 49.8416931, 8.1154751 49.842094)",,,,,,,
37329384,Friedrich-Ebert-Straße,residential,False,False,107.381,"LINESTRING (8.1138969 49.8416931, 8.1134471 49.8426142)",2,,30,,,,
37329384,Friedrich-Ebert-Straße,residential,False,True,67.074,"LINESTRING (8.1138969 49.8416931, 8.1140431 49.8414777, 8.1142032 49.8411825, 8.114233 49.8411306)",2,,30,,,,
23955669,Stelzerstraße,residential,False,True,43.972,"LINESTRING (8.1166515 49.8430544, 8.1160465 49.8429899)",,,30,,,,
23955669,Stelzerstraße,residential,False,False,26.728,"LINESTRING (8.1166515 49.8430544, 8.1168496 49.8430433, 8.1170202 49.8430216)",,,30,,,,
37329384,Friedrich-Ebert-Straße,residential,False,True,10.139,"LINESTRING (8.1134063 49.8427015, 8.1134471 49.8426142)",2,,30,,,,
23955668,Schlagstraße,residential,False,False,69.042,"LINESTRING (8.1134063 49.8427015, 8.1138266 49.8427749, 8.1143463 49.8428327)",,,30,,,,
37329384,Friedrich-Ebert-Straße,residential,False,False,33.32,"LINESTRING (8.1134063 49.8427015, 8.1133773 49.842765, 8.1132682 49.8429876)",2,,30,,,,
23955668,Schlagstraße,residential,False,False,67.209,"LINESTRING (8.1143463 49.8428327, 8.1152783 49.8428966)",,,30,,,,
23955668,Schlagstraße,residential,False,True,69.042,"LINESTRING (8.1143463 49.8428327, 8.1138266 49.8427749, 8.1134063 49.8427015)",,,30,,,,
23955668,Schlagstraße,residential,False,True,67.209,"LINESTRING (8.1152783 49.8428966, 8.1143463 49.8428327)",,,30,,,,
23955669,Stelzerstraße,residential,False,False,56.055,"LINESTRING (8.1152783 49.8428966, 8.1160465 49.8429899)",,,30,,,,
24682929,Hermannstraße,residential,False,True,90.85,"LINESTRING (8.1152783 49.8428966, 8.115302 49.8425283, 8.1154751 49.842094)",2,,30,,,,
23955669,Stelzerstraße,residential,False,False,43.972,"LINESTRING (8.1160465 49.8429899, 8.1166515 49.8430544)",,,30,,,,
23955669,Stelzerstraße,residential,False,True,56.055,"LINESTRING (8.1160465 49.8429899, 8.1152783 49.8428966)",,,30,,,,
23955671,Niederbornweg,residential,False,False,35.439,"LINESTRING (8.1160465 49.8429899, 8.1160505 49.8433086)",,,,,,,
23955669,Stelzerstraße,residential,False,False,84.798,"LINESTRING (8.1170202 49.8430216, 8.1170884 49.8429483, 8.1173681 49.8426785, 8.1176416 49.8423732)",,,30,,,,
23955669,Stelzerstraße,residential,False,True,26.728,"LINESTRING (8.1170202 49.8430216, 8.1168496 49.8430433, 8.1166515 49.8430544)",,,30,,,,
23955671,Niederbornweg,residential,False,True,35.439,"LINESTRING (8.1160505 49.8433086, 8.1160465 49.8429899)",,,,,,,
24228616,Josefstraße,residential,False,False,77.259,"LINESTRING (8.1154322 49.8380387, 8.1151827 49.8379172, 8.1154155 49.83773, 8.1151391 49.8375502)",,,,,,,
23626473,Marktstraße,residential,False,False,32.183,"LINESTRING (8.1151391 49.8375502, 8.1148397 49.8377658)",,,,,,,
23626473,Marktstraße,residential,False,True,45.007,"LINESTRING (8.1151391 49.8375502, 8.1155838 49.8372646)",,,,,,,
24228616,Josefstraße,residential,False,True,77.259,"LINESTRING (8.1151391 49.8375502, 8.1154155 49.83773, 8.1151827 49.8379172, 8.1154322 49.8380387)",,,,,,,
8694306,Friedrich-Ebert-Straße,living_street,True,False,69.128,"LINESTRING (8.1152718 49.8384895, 8.1151107 49.8386849, 8.1150072 49.8388456, 8.11499 49.8390717)",1,,,,,,
23626473,Marktstraße,residential,False,True,46.851,"LINESTRING (8.1152718 49.8384895, 8.1150211 49.8383495, 8.1147737 49.8382169)",,,,,,,
24715091,Lindenstraße,residential,False,False,58.344,"LINESTRING (8.1212699 49.8410776, 8.1212675 49.8416023)",,,30,,,,
24715091,Lindenstraße,residential,False,True,7.839,"LINESTRING (8.1212699 49.8410776, 8.1212692 49.8410071)",,,30,,,,
24715091,Lindenstraße,residential,False,True,58.344,"LINESTRING (8.1212675 49.8416023, 8.1212699 49.8410776)",,,30,,,,
24715097,Erlengrund,residential,False,False,61.212,"LINESTRING (8.1212675 49.8416023, 8.1221204 49.8416246)",,,30,,,,
24715098,Erlengrund,residential,False,False,70.384,"LINESTRING (8.1212675 49.8416023, 8.1202865 49.841582)",,,30,,,,
24715091,Lindenstraße,residential,False,False,59.494,"LINESTRING (8.1212675 49.8416023, 8.121318 49.8419992, 8.1215296 49.8419895)",,,30,,,,
24482913,Birkenring,residential,False,False,97.765,"LINESTRING (8.1202865 49.841582, 8.1202353 49.8407034)",,,30,,,,
24715098,Erlengrund,residential,False,False,78.12,"LINESTRING (8.1202865 49.841582, 8.1191972 49.8415734)",,,30,,,,
24715098,Erlengrund,residential,False,True,70.384,"LINESTRING (8.1202865 49.841582, 8.1212675 49.8416023)",,,30,,,,
24715098,Erlengrund,residential,False,True,45.93,"LINESTRING (8.1185567 49.8415734, 8.1191972 49.8415734)",,,30,,,,
251906064,Ulmenstraße,residential,True,False,50.93,"LINESTRING (8.1185567 49.8415734, 8.1185057 49.8418145, 8.118476 49.8420121, 8.1184736 49.8420282)",,,30,,2.9,,
24482920,Holunderweg,residential,False,False,107.29,"LINESTRING (8.1184736 49.8420282, 8.1199628 49.8419351)",,,,,,,
251906064,Ulmenstraße,residential,True,False,81.01799999999999,"LINESTRING (8.1184736 49.8420282, 8.1183758 49.8421695, 8.1182377 49.8423097, 8.118009 49.8423941, 8.117725 49.8423779, 8.1176416 49.8423732)",,,30,,2.9,,
23622932,Auf dem Limes,residential,False,True,46.581999999999994,"LINESTRING (8.1176416 49.8423732, 8.1177151 49.8426757, 8.1177456 49.8427867)",,,30,,,,
23955669,Stelzerstraße,residential,False,True,84.798,"LINESTRING (8.1176416 49.8423732, 8.1173681 49.8426785, 8.1170884 49.8429483, 8.1170202 49.8430216)",,,30,,,,
"[24715099, 23276159]",Stelzerstraße,residential,False,False,54.987,"LINESTRING (8.1176416 49.8423732, 8.1176968 49.8422889, 8.1177343 49.8421326, 8.1177618 49.8418884)",,,30,,,,
29385880,Eichenring,living_street,False,True,305.66700000000003,"LINESTRING (8.1203973 49.8431515, 8.1200368 49.8431492, 8.1196305 49.8429906, 8.1189542 49.8428548, 8.118882 49.8427084, 8.1188659 49.8426138, 8.1191593 49.8425605, 8.119415 49.8424325, 8.1202396 49.8422898, 8.1207989 49.84233, 8.1209523 49.8424872)",,,,,,,
31573599,Buchenstraße,living_street,False,False,87.011,"LINESTRING (8.1203973 49.8431515, 8.120485 49.8428532, 8.1204958 49.842832, 8.1206505 49.8426743, 8.1209523 49.8424872)",,,,,,,
29385880,Eichenring,living_street,False,False,305.667,"LINESTRING (8.1209523 49.8424872, 8.1207989 49.84233, 8.1202396 49.8422898, 8.119415 49.8424325, 8.1191593 49.8425605, 8.1188659 49.8426138, 8.118882 49.8427084, 8.1189542 49.8428548, 8.1196305 49.8429906, 8.1200368 49.8431492, 8.1203973 49.8431515)",,,,,,,
31573599,Buchenstraße,living_street,False,True,87.011,"LINESTRING (8.1209523 49.8424872, 8.1206505 49.8426743, 8.1204958 49.842832, 8.120485 49.8428532, 8.1203973 49.8431515)",,,,,,,
31573599,Buchenstraße,living_street,False,False,80.576,"LINESTRING (8.1209523 49.8424872, 8.1213606 49.8424974, 8.1218885 49.8424472, 8.1220366 49.8423796)",,,,,,,
24715089,Kastanienring,living_street,False,False,123.448,"LINESTRING (8.1224178 49.8418704, 8.1231888 49.8418423, 8.1235162 49.8416994, 8.1235239 49.8413422)",,,,,,,
31573599,Buchenstraße,living_street,False,False,114.792,"LINESTRING (8.1224178 49.8418704, 8.1223503 49.8416222, 8.1222868 49.8414894, 8.1221457 49.8413549, 8.1215882 49.8410384)",,,,,,,
31573599,Buchenstraße,living_street,False,True,63.522,"LINESTRING (8.1224178 49.8418704, 8.1223013 49.8421191, 8.1220918 49.8423275, 8.1220366 49.8423796)",,,,,,,
31573599,Buchenstraße,living_street,False,True,114.792,"LINESTRING (8.1215882 49.8410384, 8.1221457 49.8413549, 8.1222868 49.8414894, 8.1223503 49.8416222, 8.1224178 49.8418704)",,,,,,,
909264867,Buchenstraße,living_street,True,False,23.988999999999997,"LINESTRING (8.1215882 49.8410384, 8.1214455 49.841029, 8.1212699 49.8410776)",,,,,,,
23622932,Auf dem Limes,residential,False,False,46.581999999999994,"LINESTRING (8.1177456 49.8427867, 8.1177151 49.8426757, 8.1176416 49.8423732)",,,30,,,,
24482914,Birkenring,residential,False,True,19.66,"LINESTRING (8.1202329 49.8405266, 8.1202353 49.8407034)",,,,,,,
24482913,Birkenring,residential,False,False,65.007,"LINESTRING (8.1202353 49.8407034, 8.119329 49.8407161)",,,30,,,,
24482913,Birkenring,residential,False,True,97.765,"LINESTRING (8.1202353 49.8407034, 8.1202865 49.841582)",,,30,,,,
24482914,Birkenring,residential,False,False,19.66,"LINESTRING (8.1202353 49.8407034, 8.1202329 49.8405266)",,,,,,,
24482913,Birkenring,residential,False,False,95.795,"LINESTRING (8.119329 49.8407161, 8.1191972 49.8415734)",,,30,,,,
24482913,Birkenring,residential,False,True,65.007,"LINESTRING (8.119329 49.8407161, 8.1202353 49.8407034)",,,30,,,,
24482918,Birkenring,residential,False,False,16.595,"LINESTRING (8.119329 49.8407161, 8.1193234 49.8405669)",,,,,,,
24482913,Birkenring,residential,False,True,95.795,"LINESTRING (8.1191972 49.8415734, 8.119329 49.8407161)",,,30,,,,
24715098,Erlengrund,residential,False,False,45.93,"LINESTRING (8.1191972 49.8415734, 8.1185567 49.8415734)",,,30,,,,
24715098,Erlengrund,residential,False,True,78.12,"LINESTRING (8.1191972 49.8415734, 8.1202865 49.841582)",,,30,,,,
24482918,Birkenring,residential,False,True,16.595,"LINESTRING (8.1193234 49.8405669, 8.119329 49.8407161)",,,,,,,
24600129,Marktstraße,residential,False,False,28.588,"LINESTRING (8.1147737 49.8382169, 8.1144752 49.8383873)",,,,,,,
23626473,Marktstraße,residential,False,False,46.851,"LINESTRING (8.1147737 49.8382169, 8.1150211 49.8383495, 8.1152718 49.8384895)",,,,,,,
23626473,Marktstraße,residential,False,True,54.080000000000005,"LINESTRING (8.1147737 49.8382169, 8.1146856 49.8381308, 8.1147278 49.8379921, 8.1148438 49.837819, 8.1148397 49.8377658)",,,,,,,
24600129,Marktstraße,residential,False,True,28.588,"LINESTRING (8.1144752 49.8383873, 8.1147737 49.8382169)",,,,,,,
24600131,Hochstadtstraße,residential,False,True,72.701,"LINESTRING (8.1144204 49.8388132, 8.1137228 49.8392876)",,,,,,,
23955658,Talstraße,residential,False,False,71.08,"LINESTRING (8.1144204 49.8388132, 8.114228 49.8386184, 8.1137487 49.8383517)",,,,,,,
23955658,Talstraße,residential,False,True,50.08,"LINESTRING (8.1144204 49.8388132, 8.1147662 49.8389894, 8.11499 49.8390717)",,,,,,,
8694306,Friedrich-Ebert-Straße,living_street,True,False,31.997,"LINESTRING (8.11499 49.8390717, 8.115047 49.8393571)",1,,,,,,
23955658,Talstraße,residential,False,False,50.08,"LINESTRING (8.11499 49.8390717, 8.1147662 49.8389894, 8.1144204 49.8388132)",,,,,,,
24600131,Hochstadtstraße,residential,False,False,72.701,"LINESTRING (8.1137228 49.8392876, 8.1144204 49.8388132)",,,,,,,
24228615,Wallstraße,residential,False,False,140.30100000000002,"LINESTRING (8.1137228 49.8392876, 8.1142585 49.8395833, 8.1141251 49.8397778, 8.1144742 49.8399003, 8.1149555 49.8400341)",,,,,,,
24228615,Wallstraße,residential,False,True,136.276,"LINESTRING (8.1137228 49.8392876, 8.1135112 49.8391544, 8.1131241 49.8388245, 8.1137487 49.8383517)",,,,,,,
8694306,Friedrich-Ebert-Straße,living_street,True,False,30.092,"LINESTRING (8.1149555 49.8400341, 8.1149164 49.8401055, 8.1149093 49.8401166, 8.1147262 49.8402214, 8.1146972 49.840238)",1,,,,,,
24228615,Wallstraße,residential,False,True,140.301,"LINESTRING (8.1149555 49.8400341, 8.1144742 49.8399003, 8.1141251 49.8397778, 8.1142585 49.8395833, 8.1137228 49.8392876)",,,,,,,
24600133,Hermannstraße,living_street,False,True,18.477,"LINESTRING (8.1165648 49.8403069, 8.1164373 49.8404513)",,,,,,,
24682931,Schlossweg,residential,False,True,66.849,"LINESTRING (8.1156911 49.8345991, 8.1155298 49.8346424, 8.1147744 49.8346776)",,,,,,,
37329380,Pariser Straße,primary,False,False,161.894,"LINESTRING (8.1147744 49.8346776, 8.1148415 49.8361329)",2,B 420,50,,,,
37329380,Pariser Straße,primary,False,True,27.735,"LINESTRING (8.1147744 49.8346776, 8.1147547 49.8344285)",2,B 420,50,,,,
24682931,Schlossweg,residential,False,False,66.849,"LINESTRING (8.1147744 49.8346776, 8.1155298 49.8346424, 8.1156911 49.8345991)",,,,,,,
37329380,Pariser Straße,primary,False,False,27.735,"LINESTRING (8.1147547 49.8344285, 8.1147744 49.8346776)",2,B 420,50,,,,
24715084,Kastanienring,living_street,False,False,11.008,"LINESTRING (8.1235239 49.8413422, 8.1235011 49.8412443)",,,,,,,
24715096,Kastanienring,living_street,False,False,10.273,"LINESTRING (8.1235239 49.8413422, 8.1236671 49.8413396)",,,,,,,
24715089,Kastanienring,living_street,False,True,123.44800000000001,"LINESTRING (8.1235239 49.8413422, 8.1235162 49.8416994, 8.1231888 49.8418423, 8.1224178 49.8418704)",,,,,,,
24715086,Kastanienring,living_street,False,True,304.313,"LINESTRING (8.1220366 49.8423796, 8.1223054 49.8425166, 8.1237319 49.8423384, 8.1242935 49.8421122, 8.1242794 49.8413557, 8.1236671 49.8413396)",,,,,,,
31573599,Buchenstraße,living_street,False,False,63.522000000000006,"LINESTRING (8.1220366 49.8423796, 8.1220918 49.8423275, 8.1223013 49.8421191, 8.1224178 49.8418704)",,,,,,,
31573599,Buchenstraße,living_street,False,True,80.57600000000001,"LINESTRING (8.1220366 49.8423796, 8.1218885 49.8424472, 8.1213606 49.8424974, 8.1209523 49.8424872)",,,,,,,
24715097,Erlengrund,residential,False,True,61.212,"LINESTRING (8.1221204 49.8416246, 8.1212675 49.8416023)",,,30,,,,
24715096,Kastanienring,living_street,False,True,10.273,"LINESTRING (8.1236671 49.8413396, 8.1235239 49.8413422)",,,,,,,
24715086,Kastanienring,living_street,False,False,304.313,"LINESTRING (8.1236671 49.8413396, 8.1242794 49.8413557, 8.1242935 49.8421122, 8.1237319 49.8423384, 8.1223054 49.8425166, 8.1220366 49.8423796)",,,,,,,
24715095,Ahornweg,residential,False,True,22.366,"LINESTRING (8.1236671 49.8413396, 8.1236413 49.8412311, 8.1235011 49.8412443)",,,,,,,2.5
24715091,Lindenstraße,residential,False,True,59.494,"LINESTRING (8.1215296 49.8419895, 8.121318 49.8419992, 8.1212675 49.8416023)",,,30,,,,
24954899,Obere Talstraße,residential,False,True,122.535,"LINESTRING (8.1110447 49.836632, 8.1122367 49.8374215)",,,30,permissive,,,
9954808,Dresdener Straße,residential,False,True,92.476,"LINESTRING (8.1110447 49.836632, 8.1113428 49.8364063, 8.1117449 49.8361672, 8.1119874 49.8360733)",,,30,,,,
24831908,Am Zollstock,residential,False,True,149.44400000000002,"LINESTRING (8.1117468 49.8346353, 8.1116039 49.834569, 8.1114807 49.834556, 8.1111652 49.8345555, 8.11108 49.8345834, 8.1109165 49.8347128, 8.1108388 49.8347771, 8.1108038 49.8348721, 8.1108072 49.8349346, 8.1109106 49.8350574, 8.1112143 49.8353309)",,,30,,,,
24934402,Neubornstraße,residential,False,True,189.336,"LINESTRING (8.1131869 49.8348185, 8.1140334 49.8356016, 8.1145967 49.8360192, 8.1147556 49.836093, 8.1148415 49.8361329)",,,,,,,
24831908,Am Zollstock,residential,False,False,61.633,"LINESTRING (8.1119392 49.8356286, 8.1112143 49.8353309)",,,30,,,,
519347994,Rheingrafenstraße,residential,False,False,49.795,"LINESTRING (8.1119392 49.8356286, 8.1119267 49.8357069, 8.1119309 49.8358258, 8.1119874 49.8360733)",,,30,,,,
9954808,Dresdener Straße,residential,False,False,92.476,"LINESTRING (8.1119874 49.8360733, 8.1117449 49.8361672, 8.1113428 49.8364063, 8.1110447 49.836632)",,,30,,,,
519347994,Rheingrafenstraße,residential,False,False,119.12,"LINESTRING (8.1119874 49.8360733, 8.1126174 49.8366061, 8.1127745 49.8369943)",,,30,,,,
519347994,Rheingrafenstraße,residential,False,True,49.795,"LINESTRING (8.1119874 49.8360733, 8.1119309 49.8358258, 8.1119267 49.8357069, 8.1119392 49.8356286)",,,30,,,,
519347994,Rheingrafenstraße,residential,False,True,119.12,"LINESTRING (8.1127745 49.8369943, 8.1126174 49.8366061, 8.1119874 49.8360733)",,,30,,,,
1175711878,Rheingrafenstraße,residential,True,False,59.919,"LINESTRING (8.1127745 49.8369943, 8.1129256 49.837171, 8.1130304 49.8373058, 8.1130948 49.8373781, 8.1131334 49.8374204, 8.1131812 49.8374645)",1,,30,,,,
928941901,Kreuznacher Straße,primary,False,False,17.134,"LINESTRING (8.1131812 49.8374645, 8.1129803 49.8375479)",2,B 420,50,,,,
"[928941899, 601272547, 928941900, 928941895]",Kreuznacher Straße,primary,False,True,137.73499999999999,"LINESTRING (8.1131812 49.8374645, 8.1136185 49.837286, 8.1141602 49.8370576, 8.114571 49.8369034, 8.11468 49.8368679, 8.1148127 49.8368121)","['2', '3']",B 420,50,,,,
1175711879,Rheingrafenstraße,residential,True,False,14.808,"LINESTRING (8.1131812 49.8374645, 8.1130748 49.8374594, 8.1129885 49.8374271)",,,30,,,,
1175711879,Rheingrafenstraße,residential,True,False,50.513000000000005,"LINESTRING (8.1129885 49.8374271, 8.1128812 49.8372109, 8.1127745 49.8369943)",,,30,,,,
27022095,Große Albanusstraße,residential,False,True,48.281,"LINESTRING (8.1173301 49.8374316, 8.1168814 49.8377553)",,,,,,,
27022096,Kleine Albanusstraße,residential,False,False,22.468,"LINESTRING (8.1173562 49.8380921, 8.11759 49.8379576)",,,,,,,
23498981,Pariser Straße,living_street,False,False,50.620000000000005,"LINESTRING (8.1173562 49.8380921, 8.1170453 49.8378729, 8.1169776 49.8378223, 8.1168814 49.8377553)",1,,,,,,
23498981,Pariser Straße,living_street,False,True,79.178,"LINESTRING (8.1173562 49.8380921, 8.1174878 49.8381781, 8.1177796 49.8384023, 8.1180989 49.8386184)",1,,,,,,
27022096,Kleine Albanusstraße,residential,False,True,22.468,"LINESTRING (8.11759 49.8379576, 8.1173562 49.8380921)",,,,,,,
24831908,Am Zollstock,residential,False,True,61.633,"LINESTRING (8.1112143 49.8353309, 8.1119392 49.8356286)",,,30,,,,
24831908,Am Zollstock,residential,False,False,149.444,"LINESTRING (8.1112143 49.8353309, 8.1109106 49.8350574, 8.1108072 49.8349346, 8.1108038 49.8348721, 8.1108388 49.8347771, 8.1109165 49.8347128, 8.11108 49.8345834, 8.1111652 49.8345555, 8.1114807 49.834556, 8.1116039 49.834569, 8.1117468 49.8346353)",,,30,,,,
31101123,Am Zollstock,residential,False,False,47.593,"LINESTRING (8.1112143 49.8353309, 8.1107426 49.8356148, 8.1107291 49.8356229)",,,30,,,,
31101123,Am Zollstock,residential,False,True,47.593,"LINESTRING (8.1107291 49.8356229, 8.1107426 49.8356148, 8.1112143 49.8353309)",,,30,,,,
928941901,Kreuznacher Straße,primary,False,True,29.826,"LINESTRING (8.112635 49.8376974, 8.1129803 49.8375479)",2,B 420,50,,,,
23955658,Talstraße,residential,False,True,108.18299999999999,"LINESTRING (8.112635 49.8376974, 8.1126752 49.837735, 8.1135219 49.8382267, 8.1137487 49.8383517)",,,,,,,
"[928941896, 928941897]",Kreuznacher Straße,primary,False,False,164.09199999999998,"LINESTRING (8.112635 49.8376974, 8.1117769 49.8380568, 8.110716 49.8385011)","['2', '3']",B 420,50,,,,
37329380,Pariser Straße,primary,False,True,161.894,"LINESTRING (8.1148415 49.8361329, 8.1147744 49.8346776)",2,B 420,50,,,,
24934402,Neubornstraße,residential,False,False,189.336,"LINESTRING (8.1148415 49.8361329, 8.1147556 49.836093, 8.1145967 49.8360192, 8.1140334 49.8356016, 8.1131869 49.8348185)",,,,,,,
37329380,Pariser Straße,primary,False,False,76.57400000000001,"LINESTRING (8.1148415 49.8361329, 8.1148526 49.8362946, 8.114873 49.8365922, 8.114865 49.8367527, 8.1148127 49.8368121)",2,B 420,50,,,,
24482920,Holunderweg,residential,False,True,107.29,"LINESTRING (8.1199628 49.8419351, 8.1184736 49.8420282)",,,,,,,
24715091,Lindenstraße,residential,False,False,104.126,"LINESTRING (8.1212262 49.8398259, 8.1212086 49.839859, 8.1211978 49.8400059, 8.1212601 49.8407592)",,,30,,,,
1197603212,Pariser Straße,residential,True,False,11.093,"LINESTRING (8.1212262 49.8398259, 8.1211939 49.8398, 8.1211848 49.8397673, 8.1212011 49.8397357)",,,,,,roundabout,
24715091,Lindenstraße,residential,False,False,27.573,"LINESTRING (8.1212601 49.8407592, 8.1212692 49.8410071)",,,30,,,,
909264868,Buchenstraße,living_street,True,False,27.824,"LINESTRING (8.1212601 49.8407592, 8.1214781 49.8409662)",,,,,,,
24715091,Lindenstraße,residential,False,True,104.12600000000002,"LINESTRING (8.1212601 49.8407592, 8.1211978 49.8400059, 8.1212086 49.839859, 8.1212262 49.8398259)",,,30,,,,
909264868,Buchenstraße,living_street,True,False,11.26,"LINESTRING (8.1214781 49.8409662, 8.1215882 49.8410384)",,,,,,,
24715091,Lindenstraße,residential,False,False,7.839,"LINESTRING (8.1212692 49.8410071, 8.1212699 49.8410776)",,,30,,,,
24715091,Lindenstraße,residential,False,True,27.573,"LINESTRING (8.1212692 49.8410071, 8.1212601 49.8407592)",,,30,,,,
909700042,Buchenstraße,living_street,True,False,15.656,"LINESTRING (8.1212692 49.8410071, 8.1214781 49.8409662)",,,,,,,
928941901,Kreuznacher Straße,primary,False,False,29.826,"LINESTRING (8.1129803 49.8375479, 8.112635 49.8376974)",2,B 420,50,,,,
928941901,Kreuznacher Straße,primary,False,True,17.134,"LINESTRING (8.1129803 49.8375479, 8.1131812 49.8374645)",2,B 420,50,,,,
1229897885,Rheingrafenstraße,residential,True,False,13.519,"LINESTRING (8.1129803 49.8375479, 8.1129943 49.837486, 8.1129885 49.8374271)",,,30,,,,
