osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
388496852,2,L 115,An der Stör,secondary,50,False,False,339.915,"LINESTRING (9.7174348 53.9475003, 9.717706 53.9475293, 9.7194288 53.9476847, 9.7200984 53.9477361, 9.720267 53.9477501, 9.7209489 53.9478067, 9.7225715 53.9479528)",
"[722718932, 722718933]",3,L 115,An der Stör,secondary,50,False,True,127.05300000000001,"LINESTRING (9.7174348 53.9475003, 9.7162008 53.9473652, 9.7158918 53.9473482, 9.7157714 53.9473448, 9.7156404 53.9473485, 9.7155187 53.9473633)",
"[939400288, 124420560]",,,Steinstraße,residential,,False,True,35.54,"LINESTRING (9.7174348 53.9475003, 9.7173624 53.9476189, 9.7172512 53.9478011)",
39091071,,,Bahnhofstraße,residential,50,False,False,23.116,"LINESTRING (9.7225715 53.9479528, 9.7225603 53.9480172, 9.7225354 53.9481596)",
83481338,1,,Am Hafen,residential,50,False,True,33.193,"LINESTRING (9.7225715 53.9479528, 9.72258 53.947885, 9.7225922 53.9477878, 9.7226178 53.9476556)",
"[722718931, 124420558]","['2', '3']",L 115,An der Stör,secondary,50,False,False,248.586,"LINESTRING (9.7225715 53.9479528, 9.7241504 53.9480784, 9.7255552 53.9481474, 9.7258101 53.9481697, 9.7260947 53.9482329, 9.7262063 53.9482483, 9.7263249 53.9482555)",
388496852,2,L 115,An der Stör,secondary,50,False,True,339.915,"LINESTRING (9.7225715 53.9479528, 9.7209489 53.9478067, 9.720267 53.9477501, 9.7200984 53.9477361, 9.7194288 53.9476847, 9.717706 53.9475293, 9.7174348 53.9475003)",
419020099,2,L 123,Brauerstraße,secondary,30,False,False,37.469,"LINESTRING (9.7263249 53.9482555, 9.7263345 53.948331, 9.7263391 53.9483674, 9.7263534 53.9484791, 9.7263975 53.9485888)",
"[722718931, 124420558]","['2', '3']",L 115,An der Stör,secondary,50,False,True,248.586,"LINESTRING (9.7263249 53.9482555, 9.7262063 53.9482483, 9.7260947 53.9482329, 9.7258101 53.9481697, 9.7255552 53.9481474, 9.7241504 53.9480784, 9.7225715 53.9479528)",
56759799,,,Steinstraße,residential,,True,False,63.911,"LINESTRING (9.7170269 53.9483605, 9.7172512 53.9478011)",
239394945,,,Lehmbergstraße,residential,30,False,False,84.243,"LINESTRING (9.7170269 53.9483605, 9.7166362 53.9482638, 9.7164683 53.9482306, 9.7162607 53.9481975, 9.7160485 53.9481659, 9.7158006 53.948138)",
419020102,,,Lehmbergstraße,residential,30,False,True,55.730999999999995,"LINESTRING (9.7170269 53.9483605, 9.7172808 53.9484344, 9.7174627 53.948489, 9.7175565 53.9485213, 9.7176093 53.9485488, 9.717641 53.9485695, 9.7177145 53.948638)",
39091076,,,Am Markt,residential,30,False,True,94.558,"LINESTRING (9.7177145 53.948638, 9.7177539 53.948715, 9.717791 53.9488554, 9.7178011 53.9488898, 9.7178181 53.9489223, 9.7178698 53.9489866, 9.7180662 53.9491709, 9.7183217 53.9493955)",
419020102,,,Lehmbergstraße,residential,30,False,False,55.731,"LINESTRING (9.7177145 53.948638, 9.717641 53.9485695, 9.7176093 53.9485488, 9.7175565 53.9485213, 9.7174627 53.948489, 9.7172808 53.9484344, 9.7170269 53.9483605)",
26418080,2,,Lindenstraße,residential,30,False,True,21.509,"LINESTRING (9.7183217 53.9493955, 9.7183999 53.9494718, 9.7184677 53.9495682)",
"[39091074, 39091075]",,,Am Markt,residential,,True,False,129.26,"LINESTRING (9.7183217 53.9493955, 9.7183613 53.9493566, 9.7183003 53.9491416, 9.7182818 53.9490633, 9.7182787 53.9489783, 9.7182997 53.9488611, 9.71842 53.9486735, 9.7177145 53.948638)",
39091076,,,Am Markt,residential,30,False,False,94.55800000000002,"LINESTRING (9.7183217 53.9493955, 9.7180662 53.9491709, 9.7178698 53.9489866, 9.7178181 53.9489223, 9.7178011 53.9488898, 9.717791 53.9488554, 9.7177539 53.948715, 9.7177145 53.948638)",
